Tipo,DIRECCION,Year,Semana,Amarilla,Naranja,Morada,Roja,TR,YearSemana,
DISTRITO,CONSTITUCION,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CONSTITUCION,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CONSTITUCION,2022,18,5,0,0,0,18,2022-18,5
DISTRITO,CONSTITUCION,2022,19,1,0,0,0,3,2022-19,1
DISTRITO,CONSTITUCION,2022,20,2,0,0,0,6,2022-20,2
DISTRITO,CONSTITUCION,2022,21,1,1,0,0,6,2022-21,2
DISTRITO,CONSTITUCION,2022,22,1,0,0,0,3,2022-22,1
DISTRITO,CONSTITUCION,2022,23,2,0,0,0,6,2022-23,2
DISTRITO,CONSTITUCION,2022,24,2,0,0,0,6,2022-24,2
DISTRITO,CONSTITUCION,2022,25,3,0,0,0,10,2022-25,3
DISTRITO,CONSTITUCION,2022,26,3,0,0,0,10,2022-26,3
DISTRITO,CONSTITUCION,2022,27,1,0,0,0,5,2022-27,1
DISTRITO,CONSTITUCION,2022,28,2,1,0,0,9,2022-28,3
DISTRITO,CONSTITUCION,2022,30,3,0,0,0,6,2022-30,3
DISTRITO,CONSTITUCION,2022,31,1,0,0,0,2,2022-31,1
DISTRITO,CONSTITUCION,2022,32,0,0,0,0,2,2022-32,0
DISTRITO,CONSTITUCION,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,CONSTITUCION,2022,34,1,0,0,0,2,2022-34,1
DISTRITO,CONSTITUCION,2022,35,1,0,0,0,2,2022-35,1
DISTRITO,CONSTITUCION,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,CORDOBA / ORIZABA,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CORDOBA / ORIZABA,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CORDOBA / ORIZABA,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CORDOBA / ORIZABA,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CORDOBA / ORIZABA,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CORDOBA / ORIZABA,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CORDOBA / ORIZABA,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CORDOBA / ORIZABA,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CORDOBA / ORIZABA,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CORDOBA / ORIZABA,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CORDOBA / ORIZABA,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CORDOBA / ORIZABA,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CORDOBA / ORIZABA,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,CORDOBA / ORIZABA,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,CORDOBA / ORIZABA,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,CORDOBA / ORIZABA,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CORDOBA / ORIZABA,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,CORDOBA / ORIZABA,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CORDOBA / ORIZABA,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CORDOBA / ORIZABA,2022,32,0,0,0,0,0,2022-32,0
DISTRITO,CORDOBA / ORIZABA,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,CORDOBA / ORIZABA,2022,34,0,0,0,0,0,2022-34,0
DISTRITO,CORDOBA / ORIZABA,2022,35,0,0,0,0,2,2022-35,0
DISTRITO,CORDOBA / ORIZABA,2022,36,1,0,0,0,2,2022-36,1
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,25,1,0,0,0,3,2022-25,1
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,32,0,0,0,0,0,2022-32,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,34,0,0,0,0,0,2022-34,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,35,0,0,0,0,0,2022-35,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,31,1,0,0,0,2,2022-31,1
DISTRITO,CUERNAVACA DE CORTEZ,2022,32,0,0,0,0,0,2022-32,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,34,0,0,0,0,0,2022-34,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,35,1,0,0,0,2,2022-35,1
DISTRITO,CUERNAVACA DE CORTEZ,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,CULIACAN,2022,12,2,0,0,0,7,2022-12,2
DISTRITO,CULIACAN,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CULIACAN,2022,14,1,0,0,0,3,2022-14,1
DISTRITO,CULIACAN,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CULIACAN,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CULIACAN,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CULIACAN,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CULIACAN,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CULIACAN,2022,20,1,0,0,0,3,2022-20,1
DISTRITO,CULIACAN,2022,21,1,0,0,0,3,2022-21,1
DISTRITO,CULIACAN,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CULIACAN,2022,23,1,0,0,0,3,2022-23,1
DISTRITO,CULIACAN,2022,24,1,0,0,0,3,2022-24,1
DISTRITO,CULIACAN,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,CULIACAN,2022,26,0,1,0,0,7,2022-26,1
DISTRITO,CULIACAN,2022,27,2,0,0,0,6,2022-27,2
DISTRITO,CULIACAN,2022,28,1,0,0,0,8,2022-28,1
DISTRITO,CULIACAN,2022,30,2,0,0,0,6,2022-30,2
DISTRITO,CULIACAN,2022,31,0,0,0,0,2,2022-31,0
DISTRITO,CULIACAN,2022,32,1,0,0,0,4,2022-32,1
DISTRITO,CULIACAN,2022,33,1,0,0,0,2,2022-33,1
DISTRITO,CULIACAN,2022,34,1,0,0,0,2,2022-34,1
DISTRITO,CULIACAN,2022,35,1,0,0,0,2,2022-35,1
DISTRITO,CULIACAN,2022,36,3,0,0,0,7,2022-36,3
DISTRITO,DELTA,2022,12,2,0,0,0,6,2022-12,2
DISTRITO,DELTA,2022,13,2,0,0,0,6,2022-13,2
DISTRITO,DELTA,2022,14,1,0,0,0,3,2022-14,1
DISTRITO,DELTA,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,DELTA,2022,16,2,0,0,0,7,2022-16,2
DISTRITO,DELTA,2022,17,3,1,0,0,12,2022-17,4
DISTRITO,DELTA,2022,18,1,0,0,0,3,2022-18,1
DISTRITO,DELTA,2022,19,1,0,0,0,3,2022-19,1
DISTRITO,DELTA,2022,20,2,0,0,0,6,2022-20,2
DISTRITO,DELTA,2022,21,2,0,0,0,10,2022-21,2
DISTRITO,DELTA,2022,22,2,0,0,0,8,2022-22,2
DISTRITO,DELTA,2022,23,3,0,0,0,15,2022-23,3
DISTRITO,DELTA,2022,24,1,0,0,0,3,2022-24,1
DISTRITO,DELTA,2022,25,3,1,0,0,18,2022-25,4
DISTRITO,DELTA,2022,26,5,1,0,0,23,2022-26,6
DISTRITO,DELTA,2022,27,6,1,0,0,31,2022-27,7
DISTRITO,DELTA,2022,28,7,0,1,0,38,2022-28,8
DISTRITO,DELTA,2022,30,4,0,0,0,13,2022-30,4
DISTRITO,DELTA,2022,31,7,2,0,0,26,2022-31,9
DISTRITO,DELTA,2022,32,7,0,0,0,20,2022-32,7
DISTRITO,DELTA,2022,33,3,0,0,0,10,2022-33,3
DISTRITO,DELTA,2022,34,2,0,0,0,8,2022-34,2
DISTRITO,DELTA,2022,35,4,0,0,0,9,2022-35,4
DISTRITO,DELTA,2022,36,4,0,0,0,10,2022-36,4
DISTRITO,ECATEPEC,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,ECATEPEC,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,ECATEPEC,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,ECATEPEC,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,ECATEPEC,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,ECATEPEC,2022,17,1,0,0,0,3,2022-17,1
DISTRITO,ECATEPEC,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,ECATEPEC,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,ECATEPEC,2022,20,1,0,0,0,3,2022-20,1
DISTRITO,ECATEPEC,2022,21,0,0,0,0,3,2022-21,0
DISTRITO,ECATEPEC,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,ECATEPEC,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,ECATEPEC,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,ECATEPEC,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,ECATEPEC,2022,26,1,0,0,0,3,2022-26,1
DISTRITO,ECATEPEC,2022,27,1,0,0,0,3,2022-27,1
DISTRITO,ECATEPEC,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,ECATEPEC,2022,30,1,0,0,0,2,2022-30,1
DISTRITO,ECATEPEC,2022,31,1,0,0,0,2,2022-31,1
DISTRITO,ECATEPEC,2022,32,0,0,0,0,0,2022-32,0
DISTRITO,ECATEPEC,2022,33,1,0,0,0,2,2022-33,1
DISTRITO,ECATEPEC,2022,34,1,0,0,0,2,2022-34,1
DISTRITO,ECATEPEC,2022,35,1,0,0,0,2,2022-35,1
DISTRITO,ECATEPEC,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,GDL BARRANCA,2022,12,2,0,0,0,6,2022-12,2
DISTRITO,GDL BARRANCA,2022,13,2,0,0,0,6,2022-13,2
DISTRITO,GDL BARRANCA,2022,14,3,0,0,0,9,2022-14,3
DISTRITO,GDL BARRANCA,2022,15,2,1,0,0,9,2022-15,3
DISTRITO,GDL BARRANCA,2022,16,1,0,0,0,3,2022-16,1
DISTRITO,GDL BARRANCA,2022,17,1,0,0,0,3,2022-17,1
DISTRITO,GDL BARRANCA,2022,18,1,0,0,0,3,2022-18,1
DISTRITO,GDL BARRANCA,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,GDL BARRANCA,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,GDL BARRANCA,2022,21,1,0,0,0,3,2022-21,1
DISTRITO,GDL BARRANCA,2022,22,2,0,0,0,6,2022-22,2
DISTRITO,GDL BARRANCA,2022,23,3,0,0,0,14,2022-23,3
DISTRITO,GDL BARRANCA,2022,24,1,0,0,0,7,2022-24,1
DISTRITO,GDL BARRANCA,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,GDL BARRANCA,2022,26,2,0,0,0,6,2022-26,2
DISTRITO,GDL BARRANCA,2022,27,5,0,0,0,18,2022-27,5
DISTRITO,GDL BARRANCA,2022,28,2,0,0,0,8,2022-28,2
DISTRITO,GDL BARRANCA,2022,30,2,0,0,0,4,2022-30,2
DISTRITO,GDL BARRANCA,2022,31,1,0,0,0,2,2022-31,1
DISTRITO,GDL BARRANCA,2022,32,0,1,0,0,2,2022-32,1
DISTRITO,GDL BARRANCA,2022,33,0,1,0,0,2,2022-33,1
DISTRITO,GDL BARRANCA,2022,34,4,0,0,0,10,2022-34,4
DISTRITO,GDL BARRANCA,2022,35,2,0,0,0,7,2022-35,2
DISTRITO,GDL BARRANCA,2022,36,1,0,0,0,6,2022-36,1
DISTRITO,GDL CHAPULTEPEC,2022,12,9,0,0,0,31,2022-12,9
DISTRITO,GDL CHAPULTEPEC,2022,13,7,0,0,0,32,2022-13,7
DISTRITO,GDL CHAPULTEPEC,2022,14,3,0,0,0,13,2022-14,3
DISTRITO,GDL CHAPULTEPEC,2022,15,3,0,0,0,11,2022-15,3
DISTRITO,GDL CHAPULTEPEC,2022,16,3,0,0,0,10,2022-16,3
DISTRITO,GDL CHAPULTEPEC,2022,17,2,0,0,0,6,2022-17,2
DISTRITO,GDL CHAPULTEPEC,2022,18,2,1,0,0,9,2022-18,3
DISTRITO,GDL CHAPULTEPEC,2022,19,2,0,0,0,6,2022-19,2
DISTRITO,GDL CHAPULTEPEC,2022,20,1,0,0,0,6,2022-20,1
DISTRITO,GDL CHAPULTEPEC,2022,21,1,0,0,0,4,2022-21,1
DISTRITO,GDL CHAPULTEPEC,2022,22,4,0,0,0,12,2022-22,4
DISTRITO,GDL CHAPULTEPEC,2022,23,9,0,0,0,36,2022-23,9
DISTRITO,GDL CHAPULTEPEC,2022,24,5,0,0,0,17,2022-24,5
DISTRITO,GDL CHAPULTEPEC,2022,25,6,0,0,0,22,2022-25,6
DISTRITO,GDL CHAPULTEPEC,2022,26,4,0,0,0,22,2022-26,4
DISTRITO,GDL CHAPULTEPEC,2022,27,10,1,0,0,42,2022-27,11
DISTRITO,GDL CHAPULTEPEC,2022,28,7,2,0,0,40,2022-28,9
DISTRITO,GDL CHAPULTEPEC,2022,30,2,0,0,0,6,2022-30,2
DISTRITO,GDL CHAPULTEPEC,2022,31,7,1,0,0,21,2022-31,8
DISTRITO,GDL CHAPULTEPEC,2022,32,5,1,0,0,12,2022-32,6
DISTRITO,GDL CHAPULTEPEC,2022,33,8,0,0,0,16,2022-33,8
DISTRITO,GDL CHAPULTEPEC,2022,34,7,0,0,0,19,2022-34,7
DISTRITO,GDL CHAPULTEPEC,2022,35,5,1,0,0,15,2022-35,6
DISTRITO,GDL CHAPULTEPEC,2022,36,6,1,0,0,16,2022-36,7
DISTRITO,GDL COLOMOS,2022,12,2,0,0,0,6,2022-12,2
DISTRITO,GDL COLOMOS,2022,13,3,0,0,0,12,2022-13,3
DISTRITO,GDL COLOMOS,2022,14,4,0,0,0,12,2022-14,4
DISTRITO,GDL COLOMOS,2022,15,2,0,0,0,10,2022-15,2
DISTRITO,GDL COLOMOS,2022,16,3,0,0,0,18,2022-16,3
DISTRITO,GDL COLOMOS,2022,17,4,0,0,0,16,2022-17,4
DISTRITO,GDL COLOMOS,2022,18,4,0,0,0,16,2022-18,4
DISTRITO,GDL COLOMOS,2022,19,3,0,0,0,14,2022-19,3
DISTRITO,GDL COLOMOS,2022,20,0,1,0,0,11,2022-20,1
DISTRITO,GDL COLOMOS,2022,21,4,0,0,0,13,2022-21,4
DISTRITO,GDL COLOMOS,2022,22,3,0,0,0,12,2022-22,3
DISTRITO,GDL COLOMOS,2022,23,15,0,0,0,52,2022-23,15
DISTRITO,GDL COLOMOS,2022,24,5,1,0,0,30,2022-24,6
DISTRITO,GDL COLOMOS,2022,25,2,0,0,0,7,2022-25,2
DISTRITO,GDL COLOMOS,2022,26,10,1,0,0,33,2022-26,11
DISTRITO,GDL COLOMOS,2022,27,11,0,0,0,37,2022-27,11
DISTRITO,GDL COLOMOS,2022,28,9,0,0,0,45,2022-28,9
DISTRITO,GDL COLOMOS,2022,30,12,3,0,0,41,2022-30,15
DISTRITO,GDL COLOMOS,2022,31,8,2,0,0,25,2022-31,10
DISTRITO,GDL COLOMOS,2022,32,10,1,0,0,30,2022-32,11
DISTRITO,GDL COLOMOS,2022,33,9,2,1,0,43,2022-33,12
DISTRITO,GDL COLOMOS,2022,34,4,1,0,0,20,2022-34,5
DISTRITO,GDL COLOMOS,2022,35,8,2,0,0,27,2022-35,10
DISTRITO,GDL COLOMOS,2022,36,6,1,0,0,19,2022-36,7
DISTRITO,GDL EL SALTO,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,GDL EL SALTO,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,GDL EL SALTO,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,GDL EL SALTO,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,GDL EL SALTO,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,GDL EL SALTO,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,GDL EL SALTO,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,GDL EL SALTO,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,GDL EL SALTO,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,GDL EL SALTO,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,GDL EL SALTO,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,GDL EL SALTO,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,GDL EL SALTO,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,GDL EL SALTO,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,GDL EL SALTO,2022,26,1,0,0,0,3,2022-26,1
DISTRITO,GDL EL SALTO,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,GDL EL SALTO,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,GDL EL SALTO,2022,30,1,0,0,0,2,2022-30,1
DISTRITO,GDL EL SALTO,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,GDL EL SALTO,2022,32,2,0,0,0,4,2022-32,2
DISTRITO,GDL EL SALTO,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,GDL EL SALTO,2022,34,2,0,0,0,6,2022-34,2
DISTRITO,GDL EL SALTO,2022,35,3,0,0,0,7,2022-35,3
DISTRITO,GDL EL SALTO,2022,36,1,0,0,0,3,2022-36,1
DISTRITO,GDL EL TAPATIO,2022,12,1,0,0,0,3,2022-12,1
DISTRITO,GDL EL TAPATIO,2022,13,1,0,0,0,4,2022-13,1
DISTRITO,GDL EL TAPATIO,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,GDL EL TAPATIO,2022,15,1,0,0,0,6,2022-15,1
DISTRITO,GDL EL TAPATIO,2022,16,1,0,0,0,3,2022-16,1
DISTRITO,GDL EL TAPATIO,2022,17,1,0,0,0,3,2022-17,1
DISTRITO,GDL EL TAPATIO,2022,18,1,0,0,0,4,2022-18,1
DISTRITO,GDL EL TAPATIO,2022,19,2,0,0,0,10,2022-19,2
DISTRITO,GDL EL TAPATIO,2022,20,0,0,0,0,9,2022-20,0
DISTRITO,GDL EL TAPATIO,2022,21,1,0,0,0,4,2022-21,1
DISTRITO,GDL EL TAPATIO,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,GDL EL TAPATIO,2022,23,1,0,0,0,3,2022-23,1
DISTRITO,GDL EL TAPATIO,2022,24,2,0,0,0,6,2022-24,2
DISTRITO,GDL EL TAPATIO,2022,25,2,0,0,0,7,2022-25,2
DISTRITO,GDL EL TAPATIO,2022,26,1,1,0,0,12,2022-26,2
DISTRITO,GDL EL TAPATIO,2022,27,2,0,0,0,11,2022-27,2
DISTRITO,GDL EL TAPATIO,2022,28,3,1,0,0,13,2022-28,4
DISTRITO,GDL EL TAPATIO,2022,30,2,0,0,0,4,2022-30,2
DISTRITO,GDL EL TAPATIO,2022,31,2,0,0,0,4,2022-31,2
DISTRITO,GDL EL TAPATIO,2022,32,1,0,0,0,2,2022-32,1
DISTRITO,GDL EL TAPATIO,2022,33,4,0,0,0,12,2022-33,4
DISTRITO,GDL EL TAPATIO,2022,34,1,0,0,0,2,2022-34,1
DISTRITO,GDL EL TAPATIO,2022,35,1,0,0,0,5,2022-35,1
DISTRITO,GDL EL TAPATIO,2022,36,2,1,0,0,7,2022-36,3
DISTRITO,GDL ESTADIO,2022,12,1,0,0,0,4,2022-12,1
DISTRITO,GDL ESTADIO,2022,13,1,0,0,0,3,2022-13,1
DISTRITO,GDL ESTADIO,2022,14,1,0,0,0,3,2022-14,1
DISTRITO,GDL ESTADIO,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,GDL ESTADIO,2022,16,1,0,0,0,3,2022-16,1
DISTRITO,GDL ESTADIO,2022,17,4,0,0,0,13,2022-17,4
DISTRITO,GDL ESTADIO,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,GDL ESTADIO,2022,19,4,0,0,0,12,2022-19,4
DISTRITO,GDL ESTADIO,2022,20,1,0,0,0,6,2022-20,1
DISTRITO,GDL ESTADIO,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,GDL ESTADIO,2022,22,1,0,0,0,4,2022-22,1
DISTRITO,GDL ESTADIO,2022,23,6,0,0,0,20,2022-23,6
DISTRITO,GDL ESTADIO,2022,24,5,0,0,0,16,2022-24,5
DISTRITO,GDL ESTADIO,2022,25,7,0,0,0,22,2022-25,7
DISTRITO,GDL ESTADIO,2022,26,1,1,0,0,10,2022-26,2
DISTRITO,GDL ESTADIO,2022,27,5,2,0,0,31,2022-27,7
DISTRITO,GDL ESTADIO,2022,28,4,1,0,0,17,2022-28,5
DISTRITO,GDL ESTADIO,2022,30,3,0,0,0,9,2022-30,3
DISTRITO,GDL ESTADIO,2022,31,4,0,1,0,16,2022-31,5
DISTRITO,GDL ESTADIO,2022,32,2,0,0,0,5,2022-32,2
DISTRITO,GDL ESTADIO,2022,33,7,0,0,0,14,2022-33,7
DISTRITO,GDL ESTADIO,2022,34,5,1,0,0,13,2022-34,6
DISTRITO,GDL ESTADIO,2022,35,4,1,0,0,12,2022-35,5
DISTRITO,GDL ESTADIO,2022,36,3,0,0,0,10,2022-36,3
DISTRITO,GDL LA PRIMAVERA,2022,12,2,0,0,0,7,2022-12,2
DISTRITO,GDL LA PRIMAVERA,2022,13,0,0,0,0,3,2022-13,0
DISTRITO,GDL LA PRIMAVERA,2022,14,0,0,0,0,4,2022-14,0
DISTRITO,GDL LA PRIMAVERA,2022,15,4,0,0,0,14,2022-15,4
DISTRITO,GDL LA PRIMAVERA,2022,16,4,0,0,0,16,2022-16,4
DISTRITO,GDL LA PRIMAVERA,2022,17,4,0,0,0,13,2022-17,4
DISTRITO,GDL LA PRIMAVERA,2022,18,1,0,0,0,3,2022-18,1
DISTRITO,GDL LA PRIMAVERA,2022,19,2,0,0,0,7,2022-19,2
DISTRITO,GDL LA PRIMAVERA,2022,20,2,0,0,0,10,2022-20,2
DISTRITO,GDL LA PRIMAVERA,2022,21,2,0,0,0,6,2022-21,2
DISTRITO,GDL LA PRIMAVERA,2022,22,5,0,0,0,15,2022-22,5
DISTRITO,GDL LA PRIMAVERA,2022,23,5,0,0,0,18,2022-23,5
DISTRITO,GDL LA PRIMAVERA,2022,24,2,0,0,0,7,2022-24,2
DISTRITO,GDL LA PRIMAVERA,2022,25,9,0,0,0,33,2022-25,9
DISTRITO,GDL LA PRIMAVERA,2022,26,5,0,0,0,18,2022-26,5
DISTRITO,GDL LA PRIMAVERA,2022,27,7,0,0,0,29,2022-27,7
DISTRITO,GDL LA PRIMAVERA,2022,28,5,1,0,0,26,2022-28,6
DISTRITO,GDL LA PRIMAVERA,2022,30,4,1,0,0,10,2022-30,5
DISTRITO,GDL LA PRIMAVERA,2022,31,1,1,0,0,6,2022-31,2
DISTRITO,GDL LA PRIMAVERA,2022,32,5,0,0,0,12,2022-32,5
DISTRITO,GDL LA PRIMAVERA,2022,33,6,0,0,0,14,2022-33,6
DISTRITO,GDL LA PRIMAVERA,2022,34,6,0,0,0,14,2022-34,6
DISTRITO,GDL LA PRIMAVERA,2022,35,2,1,0,0,10,2022-35,3
DISTRITO,GDL LA PRIMAVERA,2022,36,9,1,0,0,23,2022-36,10
DISTRITO,GDL LAZARO CARDENAS,2022,12,8,0,0,0,26,2022-12,8
DISTRITO,GDL LAZARO CARDENAS,2022,13,8,0,0,0,34,2022-13,8
DISTRITO,GDL LAZARO CARDENAS,2022,14,5,0,0,0,24,2022-14,5
DISTRITO,GDL LAZARO CARDENAS,2022,15,4,0,0,0,12,2022-15,4
DISTRITO,GDL LAZARO CARDENAS,2022,16,6,1,0,0,27,2022-16,7
DISTRITO,GDL LAZARO CARDENAS,2022,17,3,1,0,0,15,2022-17,4
DISTRITO,GDL LAZARO CARDENAS,2022,18,6,0,0,0,26,2022-18,6
DISTRITO,GDL LAZARO CARDENAS,2022,19,4,1,1,0,22,2022-19,6
DISTRITO,GDL LAZARO CARDENAS,2022,20,7,1,0,0,38,2022-20,8
DISTRITO,GDL LAZARO CARDENAS,2022,21,8,1,0,0,35,2022-21,9
DISTRITO,GDL LAZARO CARDENAS,2022,22,8,1,0,0,41,2022-22,9
DISTRITO,GDL LAZARO CARDENAS,2022,23,4,0,0,0,27,2022-23,4
