REGION,Fecha_Descarga,CDD,Addon,Soportes,Instalaciones,Recolecciones
OCCIDENTE 2,2025-07-18,138,144,860,177,531
ORIENTE GOLFO,2024-07-18,84,152,253,161,316
ORIENTE GOLFO,2024-07-19,97,150,200,178,352
ORIENTE GOLFO,2024-07-20,115,129,171,174,324
ORIENTE GOLFO,2024-07-21,111,108,195,180,308
ORIENTE GOLFO,2024-07-22,99,101,204,164,262
ORIENTE GOLFO,2024-07-23,102,133,202,164,276
ORIENTE GOLFO,2024-07-24,103,128,224,158,299
ORIENTE GOLFO,2024-07-26,104,125,226,181,289
ORIENTE GOLFO,2024-07-27,117,121,178,162,294
ORIENTE GOLFO,2024-07-28,112,106,177,138,276
ORIENTE GOLFO,2024-07-29,100,96,161,141,266
ORIENTE GOLFO,2024-07-30,119,111,203,169,265
ORIENTE GOLFO,2024-07-31,129,134,202,167,261
ORIENTE GOLFO,2024-08-01,139,151,253,192,277
ORIENTE GOLFO,2024-08-02,157,138,262,164,278
ORIENTE GOLFO,2024-08-03,156,140,239,131,283
ORIENTE GOLFO,2024-08-04,144,129,231,138,302
ORIENTE GOLFO,2024-08-05,128,123,231,132,270
ORIENTE GOLFO,2024-08-06,129,113,231,183,256
ORIENTE GOLFO,2024-08-07,127,122,231,181,252
ORIENTE GOLFO,2024-08-08,135,132,267,175,254
ORIENTE GOLFO,2024-08-09,129,119,247,179,286
ORIENTE GOLFO,2024-08-10,131,107,248,171,307
ORIENTE GOLFO,2024-08-11,113,107,249,164,322
ORIENTE GOLFO,2024-08-12,95,105,241,162,263
ORIENTE GOLFO,2024-08-13,108,122,211,153,293
ORIENTE GOLFO,2024-08-14,113,126,241,159,306
ORIENTE GOLFO,2024-08-15,129,139,203,210,307
ORIENTE GOLFO,2024-08-16,131,134,257,201,330
ORIENTE GOLFO,2024-08-17,143,143,212,206,358
ORIENTE GOLFO,2024-08-18,122,129,228,177,357
ORIENTE GOLFO,2024-08-19,104,122,201,139,350
ORIENTE GOLFO,2024-08-20,116,120,225,178,376
ORIENTE GOLFO,2024-08-21,125,113,214,191,358
ORIENTE GOLFO,2024-08-22,121,120,209,173,327
ORIENTE GOLFO,2024-08-23,132,104,228,182,332
ORIENTE GOLFO,2024-08-24,112,94,216,157,338
ORIENTE GOLFO,2024-08-25,104,92,200,156,310
ORIENTE GOLFO,2024-08-26,87,75,170,149,283
ORIENTE GOLFO,2024-08-28,112,103,243,202,302
ORIENTE GOLFO,2024-08-29,114,104,207,186,286
ORIENTE GOLFO,2024-08-30,125,93,211,199,292
ORIENTE GOLFO,2024-08-31,134,110,173,174,291
ORIENTE GOLFO,2024-09-01,128,92,195,152,298
ORIENTE GOLFO,2024-09-02,114,73,190,156,285
ORIENTE GOLFO,2024-09-03,119,88,200,129,322
ORIENTE GOLFO,2024-09-04,119,98,205,135,345
ORIENTE GOLFO,2024-09-05,100,96,192,118,376
ORIENTE GOLFO,2024-09-06,111,116,192,149,385
ORIENTE GOLFO,2024-09-07,107,103,208,157,382
ORIENTE GOLFO,2024-09-08,98,92,276,126,371
ORIENTE GOLFO,2024-09-09,91,111,261,130,337
ORIENTE GOLFO,2024-09-10,83,119,252,147,374
ORIENTE GOLFO,2024-09-11,83,117,214,127,359
ORIENTE GOLFO,2024-09-12,81,117,141,133,333
ORIENTE GOLFO,2024-09-13,78,105,136,149,310
ORIENTE GOLFO,2024-09-14,97,99,158,197,327
ORIENTE GOLFO,2024-09-15,70,107,177,151,300
ORIENTE GOLFO,2024-09-16,65,117,180,148,277
ORIENTE GOLFO,2024-09-17,61,101,153,126,276
ORIENTE GOLFO,2024-09-18,70,103,197,131,319
ORIENTE GOLFO,2024-09-19,80,106,222,135,330
ORIENTE GOLFO,2024-09-20,79,97,178,118,336
ORIENTE GOLFO,2024-09-21,96,84,174,133,336
ORIENTE GOLFO,2024-09-22,83,91,156,132,286
ORIENTE GOLFO,2024-09-23,75,73,164,125,266
ORIENTE GOLFO,2024-09-24,71,70,164,138,276
ORIENTE GOLFO,2024-09-25,84,84,143,123,300
ORIENTE GOLFO,2024-09-26,87,85,156,130,305
ORIENTE GOLFO,2024-09-27,93,92,191,146,316
ORIENTE GOLFO,2024-09-28,106,103,205,154,335
ORIENTE GOLFO,2024-09-29,99,90,169,137,315
ORIENTE GOLFO,2024-10-01,91,96,188,181,327
ORIENTE GOLFO,2024-10-02,96,105,225,122,279
ORIENTE GOLFO,2024-10-03,104,116,273,145,283
ORIENTE GOLFO,2024-10-04,102,122,256,141,303
ORIENTE GOLFO,2024-10-05,96,116,168,147,296
ORIENTE GOLFO,2024-10-06,76,76,128,138,282
ORIENTE GOLFO,2024-10-07,64,61,125,112,257
ORIENTE GOLFO,2024-10-08,78,82,165,109,234
ORIENTE GOLFO,2024-10-09,76,91,188,123,229
ORIENTE GOLFO,2024-10-10,74,77,168,123,216
ORIENTE GOLFO,2024-10-11,77,89,172,113,228
ORIENTE GOLFO,2024-10-12,80,71,160,145,226
ORIENTE GOLFO,2024-10-13,69,64,134,107,205
ORIENTE GOLFO,2024-10-14,56,47,143,112,191
ORIENTE GOLFO,2024-10-15,70,50,152,148,209
ORIENTE GOLFO,2024-10-16,72,70,161,155,211
ORIENTE GOLFO,2024-10-17,75,88,216,123,236
ORIENTE GOLFO,2024-10-18,85,83,207,127,239
ORIENTE GOLFO,2024-10-19,89,88,227,134,241
ORIENTE GOLFO,2024-10-20,77,70,220,113,198
ORIENTE GOLFO,2024-10-21,46,54,220,73,179
ORIENTE GOLFO,2024-10-22,49,73,325,90,219
ORIENTE GOLFO,2024-10-23,52,84,305,109,223
ORIENTE GOLFO,2024-10-24,65,75,192,96,228
ORIENTE GOLFO,2024-10-26,73,66,176,129,266
ORIENTE GOLFO,2024-10-27,52,56,154,82,230
ORIENTE GOLFO,2024-10-28,43,53,164,72,193
ORIENTE GOLFO,2024-10-29,56,63,143,77,187
ORIENTE GOLFO,2024-10-30,73,66,133,94,184
ORIENTE GOLFO,2024-10-31,67,63,147,92,193
ORIENTE GOLFO,2024-11-01,70,59,118,82,185
ORIENTE GOLFO,2024-11-02,72,57,110,69,180
ORIENTE GOLFO,2024-11-03,57,42,80,71,150
ORIENTE GOLFO,2024-11-04,49,49,94,88,140
ORIENTE GOLFO,2024-11-05,60,76,143,76,176
ORIENTE GOLFO,2024-11-06,55,79,149,81,203
ORIENTE GOLFO,2024-11-07,46,53,170,110,182
ORIENTE GOLFO,2024-11-08,54,62,141,80,169
ORIENTE GOLFO,2024-11-09,70,54,143,102,188
ORIENTE GOLFO,2024-11-10,58,61,116,106,158
ORIENTE GOLFO,2024-11-11,43,47,109,93,155
ORIENTE GOLFO,2024-11-12,53,84,144,88,168
ORIENTE GOLFO,2024-11-13,55,70,139,104,189
ORIENTE GOLFO,2024-11-14,67,65,131,118,171
ORIENTE GOLFO,2024-11-15,72,71,132,141,179
ORIENTE GOLFO,2024-11-16,83,77,174,149,196
ORIENTE GOLFO,2024-11-17,76,78,140,110,182
ORIENTE GOLFO,2024-11-18,56,81,117,90,153
ORIENTE GOLFO,2024-11-19,56,92,136,107,171
ORIENTE GOLFO,2024-11-20,51,99,133,106,191
ORIENTE GOLFO,2024-11-21,57,83,160,123,215
ORIENTE GOLFO,2024-11-22,58,73,153,122,249
ORIENTE GOLFO,2024-11-23,65,92,157,100,267
ORIENTE GOLFO,2024-11-24,58,77,123,77,230
ORIENTE GOLFO,2024-11-25,42,73,127,90,210
ORIENTE GOLFO,2024-11-26,52,86,143,90,209
ORIENTE GOLFO,2024-11-27,66,89,136,106,258
ORIENTE GOLFO,2024-11-28,68,82,139,92,239
ORIENTE GOLFO,2024-11-29,69,60,116,101,222
ORIENTE GOLFO,2024-11-30,94,87,157,128,208
ORIENTE GOLFO,2024-12-01,84,77,148,98,186
ORIENTE GOLFO,2024-12-02,67,59,119,72,164
ORIENTE GOLFO,2024-12-03,71,84,140,85,193
ORIENTE GOLFO,2024-12-04,64,90,138,86,215
ORIENTE GOLFO,2024-12-05,83,87,130,87,206
ORIENTE GOLFO,2024-12-06,77,67,119,77,204
ORIENTE GOLFO,2024-12-07,72,57,128,89,199
ORIENTE GOLFO,2024-12-08,79,46,108,67,181
ORIENTE GOLFO,2024-12-09,55,39,100,67,144
ORIENTE GOLFO,2024-12-10,71,64,126,95,134
ORIENTE GOLFO,2024-12-11,68,74,149,118,153
ORIENTE GOLFO,2024-12-12,72,91,369,109,175
ORIENTE GOLFO,2024-12-13,86,94,333,118,190
ORIENTE GOLFO,2024-12-14,85,98,380,119,185
ORIENTE GOLFO,2024-12-15,82,91,356,119,176
ORIENTE GOLFO,2024-12-16,75,72,310,106,165
ORIENTE GOLFO,2024-12-17,83,78,299,111,207
ORIENTE GOLFO,2024-12-18,98,97,250,113,235
ORIENTE GOLFO,2024-12-19,89,109,217,101,246
ORIENTE GOLFO,2024-12-20,91,94,186,90,281
ORIENTE GOLFO,2024-12-21,85,95,148,83,269
ORIENTE GOLFO,2024-12-22,72,90,138,92,234
ORIENTE GOLFO,2024-12-23,49,84,121,82,211
ORIENTE GOLFO,2024-12-24,48,75,132,81,248
ORIENTE GOLFO,2024-12-25,54,58,99,56,257
ORIENTE GOLFO,2024-12-26,57,43,101,60,213
ORIENTE GOLFO,2024-12-27,75,68,115,75,225
ORIENTE GOLFO,2024-12-28,71,69,122,93,266
ORIENTE GOLFO,2024-12-29,59,55,112,75,217
ORIENTE GOLFO,2024-12-30,55,37,106,69,215
ORIENTE GOLFO,2024-12-31,67,46,109,62,214
ORIENTE GOLFO,2025-01-01,50,46,79,44,224
ORIENTE GOLFO,2025-01-02,49,46,98,38,211
ORIENTE GOLFO,2025-01-03,68,66,136,86,242
ORIENTE GOLFO,2025-01-04,97,89,130,104,268
ORIENTE GOLFO,2025-01-05,87,83,116,95,252
ORIENTE GOLFO,2025-01-06,71,59,101,86,219
ORIENTE GOLFO,2025-01-07,68,75,163,109,245
ORIENTE GOLFO,2025-01-08,77,66,141,110,226
ORIENTE GOLFO,2025-01-09,92,84,143,89,222
ORIENTE GOLFO,2025-01-10,93,82,136,94,223
ORIENTE GOLFO,2025-01-11,79,86,178,117,210
ORIENTE GOLFO,2025-01-12,70,73,142,86,199
ORIENTE GOLFO,2025-01-13,62,64,133,87,203
ORIENTE GOLFO,2025-01-14,84,79,145,108,277
ORIENTE GOLFO,2025-01-15,81,87,107,97,286
ORIENTE GOLFO,2025-01-16,77,83,124,108,278
ORIENTE GOLFO,2025-01-17,84,67,121,115,274
ORIENTE GOLFO,2025-01-18,76,69,116,115,251
ORIENTE GOLFO,2025-01-19,71,58,133,93,233
ORIENTE GOLFO,2025-01-20,74,53,119,95,200
ORIENTE GOLFO,2025-01-21,85,74,147,109,251
ORIENTE GOLFO,2025-01-22,75,68,190,91,290
ORIENTE GOLFO,2025-01-23,71,84,255,112,281
ORIENTE GOLFO,2025-01-24,83,90,197,105,291
ORIENTE GOLFO,2025-01-25,94,84,183,118,296
ORIENTE GOLFO,2025-01-26,76,69,172,95,293
ORIENTE GOLFO,2025-01-27,63,62,122,90,279
ORIENTE GOLFO,2025-01-28,68,82,128,98,302
ORIENTE GOLFO,2025-01-29,79,73,138,120,289
ORIENTE GOLFO,2025-01-30,90,64,103,117,296
ORIENTE GOLFO,2025-01-31,109,65,114,129,284
ORIENTE GOLFO,2025-02-01,114,80,117,106,291
ORIENTE GOLFO,2025-02-02,87,61,114,87,282
ORIENTE GOLFO,2025-02-03,89,59,87,92,259
ORIENTE GOLFO,2025-02-04,66,81,103,96,246
ORIENTE GOLFO,2025-02-05,88,70,140,99,264
ORIENTE GOLFO,2025-02-06,74,78,131,96,273
ORIENTE GOLFO,2025-02-07,79,68,130,114,275
ORIENTE GOLFO,2025-02-08,80,58,118,122,301
ORIENTE GOLFO,2025-02-09,62,52,109,97,261
ORIENTE GOLFO,2025-02-10,61,52,94,90,222
ORIENTE GOLFO,2025-02-11,68,69,137,109,248
ORIENTE GOLFO,2025-02-12,85,76,156,118,304
ORIENTE GOLFO,2025-02-13,79,82,157,122,294
ORIENTE GOLFO,2025-02-14,90,74,154,144,280
ORIENTE GOLFO,2025-02-15,85,65,132,137,265
ORIENTE GOLFO,2025-02-16,66,59,105,136,244
ORIENTE GOLFO,2025-02-17,69,55,106,107,216
ORIENTE GOLFO,2025-02-18,75,81,153,141,215
ORIENTE GOLFO,2025-02-19,79,64,126,121,197
ORIENTE GOLFO,2025-02-20,83,67,157,132,193
ORIENTE GOLFO,2025-02-21,73,55,155,118,190
ORIENTE GOLFO,2025-02-22,99,60,158,98,202
ORIENTE GOLFO,2025-02-23,89,64,88,90,164
ORIENTE GOLFO,2025-02-24,64,49,88,88,153
ORIENTE GOLFO,2025-02-25,74,62,121,111,176
ORIENTE GOLFO,2025-02-26,87,60,121,94,187
ORIENTE GOLFO,2025-02-27,93,48,128,103,210
ORIENTE GOLFO,2025-02-28,111,61,127,119,244
ORIENTE GOLFO,2025-03-01,129,70,143,99,258
ORIENTE GOLFO,2025-03-02,103,79,114,88,233
ORIENTE GOLFO,2025-03-03,90,69,127,93,215
ORIENTE GOLFO,2025-03-04,82,71,105,109,196
ORIENTE GOLFO,2025-03-05,77,76,122,87,227
ORIENTE GOLFO,2025-03-06,91,83,135,99,211
ORIENTE GOLFO,2025-03-07,83,75,102,117,190
ORIENTE GOLFO,2025-03-08,74,61,125,127,185
ORIENTE GOLFO,2025-03-09,67,48,100,98,145
ORIENTE GOLFO,2025-03-10,58,50,123,85,134
ORIENTE GOLFO,2025-03-11,78,54,138,99,135
ORIENTE GOLFO,2025-03-12,76,52,110,92,159
ORIENTE GOLFO,2025-03-13,82,44,104,100,174
ORIENTE GOLFO,2025-03-14,80,56,113,116,159
ORIENTE GOLFO,2025-03-15,74,49,116,132,162
ORIENTE GOLFO,2025-03-16,65,39,109,122,147
ORIENTE GOLFO,2025-03-17,71,33,100,96,135
ORIENTE GOLFO,2025-03-18,53,34,94,101,165
ORIENTE GOLFO,2025-03-19,49,45,108,99,163
ORIENTE GOLFO,2025-03-20,49,53,111,101,178
ORIENTE GOLFO,2025-03-21,50,46,136,109,196
ORIENTE GOLFO,2025-03-22,63,46,118,119,186
ORIENTE GOLFO,2025-03-23,57,40,75,80,171
ORIENTE GOLFO,2025-03-24,45,34,78,66,141
ORIENTE GOLFO,2025-03-25,53,45,90,90,167
ORIENTE GOLFO,2025-03-26,57,51,95,115,172
ORIENTE GOLFO,2025-03-27,69,50,98,123,188
ORIENTE GOLFO,2025-03-28,73,43,81,114,199
ORIENTE GOLFO,2025-03-29,87,60,136,111,191
ORIENTE GOLFO,2025-03-30,71,64,99,77,157
ORIENTE GOLFO,2025-03-31,62,55,126,73,126
ORIENTE GOLFO,2025-04-01,78,61,124,74,144
ORIENTE GOLFO,2025-04-02,61,54,96,67,135
ORIENTE GOLFO,2025-04-03,62,47,115,75,163
ORIENTE GOLFO,2025-04-04,67,47,123,74,183
ORIENTE GOLFO,2025-04-05,65,43,127,82,218
ORIENTE GOLFO,2025-04-06,62,30,101,53,198
ORIENTE GOLFO,2025-04-07,55,28,112,56,180
ORIENTE GOLFO,2025-04-08,53,40,111,75,212
ORIENTE GOLFO,2025-04-09,45,33,121,71,245
ORIENTE GOLFO,2025-04-10,62,33,106,72,343
ORIENTE GOLFO,2025-04-11,49,34,103,73,312
ORIENTE GOLFO,2025-04-12,63,40,101,92,289
ORIENTE GOLFO,2025-04-13,62,39,113,91,267
ORIENTE GOLFO,2025-04-14,54,31,95,73,220
ORIENTE GOLFO,2025-04-15,65,46,107,105,285
ORIENTE GOLFO,2025-04-16,66,48,97,88,330
ORIENTE GOLFO,2025-04-17,68,32,105,69,310
ORIENTE GOLFO,2025-04-18,57,38,105,52,314
ORIENTE GOLFO,2025-04-19,50,25,97,52,250
ORIENTE GOLFO,2025-04-20,38,19,82,41,216
ORIENTE GOLFO,2025-04-21,30,23,94,55,188
ORIENTE GOLFO,2025-04-22,44,34,116,68,232
ORIENTE GOLFO,2025-04-23,54,36,94,72,291
ORIENTE GOLFO,2025-04-24,54,40,96,61,326
ORIENTE GOLFO,2025-04-25,56,37,107,56,352
ORIENTE GOLFO,2025-04-26,59,49,97,78,336
ORIENTE GOLFO,2025-04-27,40,45,115,60,317
ORIENTE GOLFO,2025-04-28,43,40,88,60,279
ORIENTE GOLFO,2025-04-29,39,45,129,82,281
ORIENTE GOLFO,2025-04-30,48,50,126,69,327
ORIENTE GOLFO,2025-05-01,45,50,124,67,308
ORIENTE GOLFO,2025-05-02,45,38,99,65,277
ORIENTE GOLFO,2025-05-03,58,46,103,63,275
ORIENTE GOLFO,2025-05-04,48,36,128,51,284
ORIENTE GOLFO,2025-05-05,41,37,96,52,264
ORIENTE GOLFO,2025-05-06,52,47,139,92,312
ORIENTE GOLFO,2025-05-07,53,49,152,78,338
ORIENTE GOLFO,2025-05-08,39,48,161,74,344
ORIENTE GOLFO,2025-05-09,47,57,144,83,255
ORIENTE GOLFO,2025-05-10,50,42,138,80,246
ORIENTE GOLFO,2025-05-11,45,33,129,60,236
ORIENTE GOLFO,2025-05-12,48,27,104,67,207
ORIENTE GOLFO,2025-05-13,46,27,151,81,289
ORIENTE GOLFO,2025-05-14,55,47,124,64,323
ORIENTE GOLFO,2025-05-15,51,43,127,93,355
ORIENTE GOLFO,2025-05-16,64,46,125,104,358
ORIENTE GOLFO,2025-05-17,63,64,154,93,397
ORIENTE GOLFO,2025-05-18,52,61,141,63,380
ORIENTE GOLFO,2025-05-19,34,47,125,64,309
ORIENTE GOLFO,2025-05-20,42,58,184,80,353
ORIENTE GOLFO,2025-05-21,46,53,172,76,386
ORIENTE GOLFO,2025-05-22,49,50,143,86,407
ORIENTE GOLFO,2025-05-23,56,48,152,88,390
ORIENTE GOLFO,2025-05-24,55,45,139,78,402
ORIENTE GOLFO,2025-05-25,58,33,151,75,387
ORIENTE GOLFO,2025-05-26,51,46,98,62,326
ORIENTE GOLFO,2025-05-27,58,40,128,82,363
ORIENTE GOLFO,2025-05-28,52,37,139,79,338
ORIENTE GOLFO,2025-05-29,57,33,134,68,299
ORIENTE GOLFO,2025-05-30,75,32,150,85,237
ORIENTE GOLFO,2025-05-31,78,22,144,80,233
ORIENTE GOLFO,2025-06-01,70,34,135,70,227
ORIENTE GOLFO,2025-06-02,84,36,126,86,214
ORIENTE GOLFO,2025-06-03,55,36,142,91,252
ORIENTE GOLFO,2025-06-04,52,34,167,99,220
ORIENTE GOLFO,2025-06-05,60,42,165,96,222
ORIENTE GOLFO,2025-06-06,57,46,126,90,198
ORIENTE GOLFO,2025-06-07,60,30,126,82,211
ORIENTE GOLFO,2025-06-08,47,31,125,79,210
ORIENTE GOLFO,2025-06-09,44,24,103,74,177
ORIENTE GOLFO,2025-06-10,59,53,131,76,202
ORIENTE GOLFO,2025-06-11,67,44,119,81,235
ORIENTE GOLFO,2025-06-12,54,55,117,88,236
ORIENTE GOLFO,2025-06-13,50,49,128,86,258
ORIENTE GOLFO,2025-06-14,53,49,110,98,262
ORIENTE GOLFO,2025-06-15,48,32,112,92,238
ORIENTE GOLFO,2025-06-16,48,35,98,85,195
ORIENTE GOLFO,2025-06-17,43,34,157,81,223
ORIENTE GOLFO,2025-06-18,53,32,131,80,190
ORIENTE GOLFO,2025-06-19,50,35,128,90,205
ORIENTE GOLFO,2025-06-20,55,40,130,78,211
ORIENTE GOLFO,2025-06-21,64,38,155,85,224
ORIENTE GOLFO,2025-06-22,62,27,137,75,204
ORIENTE GOLFO,2025-06-23,56,22,136,75,169
ORIENTE GOLFO,2025-06-24,48,35,191,78,206
ORIENTE GOLFO,2025-06-25,67,25,146,108,214
ORIENTE GOLFO,2025-06-26,61,42,176,83,221
ORIENTE GOLFO,2025-06-27,69,44,156,100,219
ORIENTE GOLFO,2025-06-28,78,34,159,94,204
ORIENTE GOLFO,2025-06-29,56,29,181,84,200
ORIENTE GOLFO,2025-06-30,59,26,130,75,161
ORIENTE GOLFO,2025-07-01,70,44,151,104,200
ORIENTE GOLFO,2025-07-02,72,35,127,82,213
ORIENTE GOLFO,2025-07-03,75,49,180,86,273
ORIENTE GOLFO,2025-07-04,76,43,119,86,270
ORIENTE GOLFO,2025-07-05,82,41,128,92,201
ORIENTE GOLFO,2025-07-06,71,37,107,84,193
ORIENTE GOLFO,2025-07-07,48,31,94,60,171
ORIENTE GOLFO,2025-07-08,58,22,104,80,178
ORIENTE GOLFO,2025-07-09,59,26,106,84,195
ORIENTE GOLFO,2025-07-10,51,30,113,86,203
ORIENTE GOLFO,2025-07-11,51,35,133,87,214
ORIENTE GOLFO,2025-07-12,55,28,111,104,203
ORIENTE GOLFO,2025-07-13,58,30,99,80,200
ORIENTE GOLFO,2025-07-14,55,25,90,90,146
ORIENTE GOLFO,2025-07-15,51,37,134,103,181
ORIENTE GOLFO,2025-07-16,64,31,116,99,177
ORIENTE GOLFO,2025-07-17,60,40,117,91,181
ORIENTE GOLFO,2025-07-18,52,26,100,89,214
ORIENTE PACIFICO,2024-07-18,146,142,267,200,551
ORIENTE PACIFICO,2024-07-19,140,149,265,210,601
ORIENTE PACIFICO,2024-07-20,152,145,261,224,635
ORIENTE PACIFICO,2024-07-21,133,150,287,189,620
ORIENTE PACIFICO,2024-07-22,129,121,230,171,596
ORIENTE PACIFICO,2024-07-23,132,132,243,191,622
ORIENTE PACIFICO,2024-07-24,137,161,228,194,666
ORIENTE PACIFICO,2024-07-26,156,176,257,215,628
ORIENTE PACIFICO,2024-07-27,152,152,185,219,594
ORIENTE PACIFICO,2024-07-28,147,132,155,177,593
ORIENTE PACIFICO,2024-07-29,132,132,124,174,577
ORIENTE PACIFICO,2024-07-30,148,140,186,192,565
ORIENTE PACIFICO,2024-07-31,159,147,202,226,590
ORIENTE PACIFICO,2024-08-01,186,158,237,221,624
ORIENTE PACIFICO,2024-08-02,187,167,268,219,636
ORIENTE PACIFICO,2024-08-03,176,169,275,194,666
ORIENTE PACIFICO,2024-08-04,170,143,264,196,645
ORIENTE PACIFICO,2024-08-05,146,139,271,178,604
ORIENTE PACIFICO,2024-08-06,155,158,286,188,638
ORIENTE PACIFICO,2024-08-07,163,186,306,209,637
ORIENTE PACIFICO,2024-08-08,159,187,294,234,650
ORIENTE PACIFICO,2024-08-09,170,179,255,251,635
ORIENTE PACIFICO,2024-08-10,152,171,223,279,544
ORIENTE PACIFICO,2024-08-11,149,149,170,212,525
ORIENTE PACIFICO,2024-08-12,133,132,144,206,484
ORIENTE PACIFICO,2024-08-13,129,130,175,213,448
ORIENTE PACIFICO,2024-08-14,131,120,161,228,444
ORIENTE PACIFICO,2024-08-15,137,136,154,238,437
ORIENTE PACIFICO,2024-08-16,125,134,192,221,444
ORIENTE PACIFICO,2024-08-17,153,137,171,220,440
ORIENTE PACIFICO,2024-08-18,148,123,166,191,430
ORIENTE PACIFICO,2024-08-19,132,119,128,160,422
ORIENTE PACIFICO,2024-08-20,118,119,184,181,430
ORIENTE PACIFICO,2024-08-21,130,134,155,167,443
ORIENTE PACIFICO,2024-08-22,141,132,154,197,447
ORIENTE PACIFICO,2024-08-23,142,123,152,206,444
ORIENTE PACIFICO,2024-08-24,143,102,158,220,447
ORIENTE PACIFICO,2024-08-25,124,94,126,206,404
ORIENTE PACIFICO,2024-08-26,103,74,124,169,362
ORIENTE PACIFICO,2024-08-28,143,113,201,237,385
ORIENTE PACIFICO,2024-08-29,168,112,172,208,363
ORIENTE PACIFICO,2024-08-30,169,106,121,219,358
ORIENTE PACIFICO,2024-08-31,164,115,165,220,371
ORIENTE PACIFICO,2024-09-01,156,120,202,159,365
ORIENTE PACIFICO,2024-09-02,128,101,160,131,338
ORIENTE PACIFICO,2024-09-03,138,105,150,132,346
ORIENTE PACIFICO,2024-09-04,130,140,200,137,323
ORIENTE PACIFICO,2024-09-05,115,130,200,167,330
ORIENTE PACIFICO,2024-09-06,121,141,168,192,338
ORIENTE PACIFICO,2024-09-07,120,118,185,184,340
ORIENTE PACIFICO,2024-09-08,109,99,116,120,293
ORIENTE PACIFICO,2024-09-09,90,89,122,126,255
ORIENTE PACIFICO,2024-09-10,108,112,153,147,282
ORIENTE PACIFICO,2024-09-11,103,108,98,146,321
ORIENTE PACIFICO,2024-09-12,101,93,99,152,312
ORIENTE PACIFICO,2024-09-13,99,82,110,156,308
ORIENTE PACIFICO,2024-09-14,104,92,153,178,303
ORIENTE PACIFICO,2024-09-15,91,79,183,151,286
ORIENTE PACIFICO,2024-09-16,86,83,119,134,270
ORIENTE PACIFICO,2024-09-17,76,88,105,142,291
ORIENTE PACIFICO,2024-09-18,83,86,146,145,319
ORIENTE PACIFICO,2024-09-19,93,103,160,150,319
ORIENTE PACIFICO,2024-09-20,92,99,161,165,342
ORIENTE PACIFICO,2024-09-21,100,102,149,178,365
ORIENTE PACIFICO,2024-09-22,96,109,142,164,352
ORIENTE PACIFICO,2024-09-23,87,98,115,139,327
ORIENTE PACIFICO,2024-09-24,100,97,136,184,326
ORIENTE PACIFICO,2024-09-25,113,101,147,210,356
ORIENTE PACIFICO,2024-09-26,132,114,135,320,362
ORIENTE PACIFICO,2024-09-27,148,131,207,285,368
ORIENTE PACIFICO,2024-09-28,167,145,274,307,375
ORIENTE PACIFICO,2024-09-29,169,136,227,324,329
ORIENTE PACIFICO,2024-10-01,152,153,228,292,327
ORIENTE PACIFICO,2024-10-02,147,147,254,240,278
ORIENTE PACIFICO,2024-10-03,151,140,202,213,293
ORIENTE PACIFICO,2024-10-04,144,118,160,222,260
ORIENTE PACIFICO,2024-10-05,128,140,160,203,197
ORIENTE PACIFICO,2024-10-06,117,118,140,205,171
ORIENTE PACIFICO,2024-10-07,101,96,117,160,153
ORIENTE PACIFICO,2024-10-08,88,96,126,170,175
ORIENTE PACIFICO,2024-10-09,97,111,139,154,167
ORIENTE PACIFICO,2024-10-10,103,102,167,157,167
ORIENTE PACIFICO,2024-10-11,113,85,170,141,153
ORIENTE PACIFICO,2024-10-12,100,92,141,158,139
ORIENTE PACIFICO,2024-10-13,89,68,142,155,126
ORIENTE PACIFICO,2024-10-14,92,74,110,115,117
ORIENTE PACIFICO,2024-10-15,95,91,130,145,141
ORIENTE PACIFICO,2024-10-16,93,108,136,168,150
ORIENTE PACIFICO,2024-10-17,95,105,131,136,163
ORIENTE PACIFICO,2024-10-18,101,90,127,143,166
ORIENTE PACIFICO,2024-10-19,118,86,100,160,172
ORIENTE PACIFICO,2024-10-20,84,80,118,117,129
ORIENTE PACIFICO,2024-10-21,78,64,92,83,134
ORIENTE PACIFICO,2024-10-22,80,91,116,114,197
ORIENTE PACIFICO,2024-10-23,97,109,116,131,206
ORIENTE PACIFICO,2024-10-24,97,82,107,148,192
ORIENTE PACIFICO,2024-10-26,94,75,105,147,156
ORIENTE PACIFICO,2024-10-27,83,79,114,118,144
ORIENTE PACIFICO,2024-10-28,76,70,127,98,106
ORIENTE PACIFICO,2024-10-29,75,66,142,145,120
ORIENTE PACIFICO,2024-10-30,79,71,115,136,136
ORIENTE PACIFICO,2024-10-31,84,70,129,132,145
ORIENTE PACIFICO,2024-11-01,106,62,128,110,145
ORIENTE PACIFICO,2024-11-02,110,72,129,91,150
ORIENTE PACIFICO,2024-11-03,82,51,78,89,141
ORIENTE PACIFICO,2024-11-04,78,44,79,82,107
ORIENTE PACIFICO,2024-11-05,77,69,121,106,130
ORIENTE PACIFICO,2024-11-06,79,69,124,107,143
ORIENTE PACIFICO,2024-11-07,78,74,105,122,161
ORIENTE PACIFICO,2024-11-08,68,71,111,132,147
ORIENTE PACIFICO,2024-11-09,97,82,103,139,147
ORIENTE PACIFICO,2024-11-10,88,83,111,124,145
ORIENTE PACIFICO,2024-11-11,63,70,94,101,123
ORIENTE PACIFICO,2024-11-12,74,72,119,118,150
