Tipo,DIRECCION,Mes,Clientes,Soportes,Reincidencias,RR,Reincidencias sobre soportes,RR sobre soportes,IDS,IDR,YEAR
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,JULIO,20281,409,69,109,16.87,26.65,2.02,0.34,2022
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,AGOSTO,20281,612,129,109,21.08,17.81,3.02,0.64,2022
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,SEPTIEMBRE,20281,367,60,51,16.35,13.9,1.81,0.3,2022
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,OCTUBRE,20281,322,68,49,21.12,15.22,1.59,0.34,2022
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,NOVIEMBRE,20281,394,113,60,28.68,15.23,1.94,0.56,2022
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,DICIEMBRE,20281,459,115,65,25.05,14.16,2.26,0.57,2022
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,ENERO,20975,659,140,66,21.24,10.02,3.14,0.67,2023
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,FEBRERO,22004,567,117,78,20.63,13.76,2.58,0.53,2023
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,MARZO,23487,933,288,142,30.87,15.22,3.97,1.23,2023
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,ABRIL,24592,766,229,99,29.9,12.92,3.11,0.93,2023
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,MAYO,25760,1039,294,158,28.3,15.21,4.03,1.14,2023
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,JUNIO,26834,1020,274,170,26.86,16.67,3.8,1.02,2023
DISTRITO,POLANCO,ENERO,14140,482,141,59,29.25,12.24,3.41,1,2022
DISTRITO,POLANCO,FEBRERO,14397,525,154,65,29.33,12.38,3.65,1.07,2022
DISTRITO,POLANCO,MARZO,14715,576,189,54,32.81,9.38,3.91,1.28,2022
DISTRITO,POLANCO,ABRIL,15010,537,175,65,32.59,12.1,3.58,1.17,2022
DISTRITO,POLANCO,MAYO,15416,828,235,101,28.38,12.2,5.37,1.52,2022
DISTRITO,POLANCO,JUNIO,20490,834,265,117,31.77,14.03,4.07,1.29,2022
DISTRITO,POLANCO,JULIO,20490,813,280,119,34.44,14.64,3.97,1.37,2022
DISTRITO,POLANCO,AGOSTO,20490,860,265,110,30.81,12.79,4.2,1.29,2022
DISTRITO,POLANCO,SEPTIEMBRE,20490,725,255,103,35.17,14.21,3.54,1.24,2022
DISTRITO,POLANCO,OCTUBRE,20490,781,233,95,29.83,12.16,3.81,1.14,2022
DISTRITO,POLANCO,NOVIEMBRE,20490,649,178,66,27.43,10.17,3.17,0.87,2022
DISTRITO,POLANCO,DICIEMBRE,20490,498,156,45,31.33,9.04,2.43,0.76,2022
DISTRITO,POLANCO,ENERO,20629,740,129,58,17.43,7.84,3.59,0.63,2023
DISTRITO,POLANCO,FEBRERO,20898,587,147,51,25.04,8.69,2.81,0.7,2023
DISTRITO,POLANCO,MARZO,21260,795,231,74,29.06,9.31,3.74,1.09,2023
DISTRITO,POLANCO,ABRIL,21461,772,252,83,32.64,10.75,3.6,1.17,2023
DISTRITO,POLANCO,MAYO,20415,760,261,91,34.34,11.97,3.72,1.28,2023
DISTRITO,PORTALES,ENERO,39393,1744,387,139,22.19,7.97,4.43,0.98,2022
DISTRITO,PORTALES,FEBRERO,40006,1397,316,109,22.62,7.8,3.49,0.79,2022
DISTRITO,PORTALES,MARZO,40549,1625,374,125,23.02,7.69,4.01,0.92,2022
DISTRITO,PORTALES,ABRIL,40981,1852,372,149,20.09,8.05,4.52,0.91,2022
DISTRITO,PORTALES,MAYO,41520,1951,386,158,19.78,8.1,4.7,0.93,2022
DISTRITO,PORTALES,JUNIO,44972,1965,361,127,18.37,6.46,4.37,0.8,2022
DISTRITO,PORTALES,JULIO,44972,1826,373,130,20.43,7.12,4.06,0.83,2022
DISTRITO,PORTALES,AGOSTO,44972,1797,376,108,20.92,6.01,4,0.84,2022
DISTRITO,PORTALES,SEPTIEMBRE,44972,1504,285,90,18.95,5.98,3.34,0.63,2022
DISTRITO,PORTALES,OCTUBRE,44972,1470,275,67,18.71,4.56,3.27,0.61,2022
DISTRITO,PORTALES,NOVIEMBRE,44972,1277,244,55,19.11,4.31,2.84,0.54,2022
DISTRITO,PORTALES,DICIEMBRE,44972,1180,193,53,16.36,4.49,2.62,0.43,2022
DISTRITO,PORTALES,ENERO,45187,1320,158,69,11.97,5.23,2.92,0.35,2023
DISTRITO,PORTALES,FEBRERO,45582,1403,208,60,14.83,4.28,3.08,0.46,2023
DISTRITO,PORTALES,MARZO,46036,1402,247,82,17.62,5.85,3.05,0.54,2023
DISTRITO,PORTALES,ABRIL,46414,1238,216,46,17.45,3.72,2.67,0.47,2023
DISTRITO,PORTALES,MAYO,48640,1418,300,63,21.16,4.44,2.92,0.62,2023
DISTRITO,PORTALES,JUNIO,66527,1932,445,129,23.03,6.68,2.9,0.67,2023
DISTRITO,POZA RICA,ENERO,11853,311,82,28,26.37,9,2.62,0.69,2022
DISTRITO,POZA RICA,FEBRERO,12104,253,65,13,25.69,5.14,2.09,0.54,2022
DISTRITO,POZA RICA,MARZO,12318,283,65,24,22.97,8.48,2.3,0.53,2022
DISTRITO,POZA RICA,ABRIL,12503,255,48,13,18.82,5.1,2.04,0.38,2022
DISTRITO,POZA RICA,MAYO,12697,293,39,14,13.31,4.78,2.31,0.31,2022
DISTRITO,POZA RICA / TUXPAN,JUNIO,17164,239,46,17,19.25,7.11,1.39,0.27,2022
DISTRITO,POZA RICA / TUXPAN,JULIO,17164,274,51,14,18.61,5.11,1.6,0.3,2022
DISTRITO,POZA RICA / TUXPAN,AGOSTO,17164,307,72,23,23.45,7.49,1.79,0.42,2022
DISTRITO,POZA RICA / TUXPAN,SEPTIEMBRE,17164,335,90,25,26.87,7.46,1.95,0.52,2022
DISTRITO,POZA RICA / TUXPAN,OCTUBRE,17164,454,122,30,26.87,6.61,2.65,0.71,2022
DISTRITO,POZA RICA / TUXPAN,NOVIEMBRE,17164,373,84,24,22.52,6.43,2.17,0.49,2022
DISTRITO,POZA RICA / TUXPAN,DICIEMBRE,17164,316,64,23,20.25,7.28,1.84,0.37,2022
DISTRITO,POZA RICA / TUXPAN,ENERO,17363,554,104,31,18.77,5.6,3.19,0.6,2023
DISTRITO,POZA RICA / TUXPAN,FEBRERO,17625,443,105,35,23.7,7.9,2.51,0.6,2023
DISTRITO,POZA RICA / TUXPAN,MARZO,17902,413,107,38,25.91,9.2,2.31,0.6,2023
DISTRITO,POZA RICA / TUXPAN,ABRIL,18168,439,73,15,16.63,3.42,2.42,0.4,2023
DISTRITO,POZA RICA / TUXPAN,MAYO,18364,702,141,43,20.09,6.13,3.82,0.77,2023
DISTRITO,POZA RICA / TUXPAN,JUNIO,18553,495,133,47,26.87,9.49,2.67,0.72,2023
DISTRITO,PUE ANGELOPOLIS,ENERO,56488,938,191,40,20.36,4.26,1.66,0.34,2022
DISTRITO,PUE ANGELOPOLIS,FEBRERO,57726,886,168,41,18.96,4.63,1.53,0.29,2022
DISTRITO,PUE ANGELOPOLIS,MARZO,58765,1056,196,53,18.56,5.02,1.8,0.33,2022
DISTRITO,PUE ANGELOPOLIS,ABRIL,59592,1033,185,45,17.91,4.36,1.73,0.31,2022
DISTRITO,PUE ANGELOPOLIS,MAYO,60443,1110,184,59,16.58,5.32,1.84,0.3,2022
DISTRITO,PUE ANGELOPOLIS,JUNIO,66187,991,130,43,13.12,4.34,1.5,0.2,2022
DISTRITO,PUE ANGELOPOLIS,JULIO,66187,1303,197,62,15.12,4.76,1.97,0.3,2022
DISTRITO,PUE ANGELOPOLIS,AGOSTO,66187,1323,238,91,17.99,6.88,2,0.36,2022
DISTRITO,PUE ANGELOPOLIS,SEPTIEMBRE,66187,1184,209,77,17.65,6.5,1.79,0.32,2022
DISTRITO,PUE ANGELOPOLIS,OCTUBRE,66187,1281,185,47,14.44,3.67,1.94,0.28,2022
DISTRITO,PUE ANGELOPOLIS,NOVIEMBRE,66187,1177,178,32,15.12,2.72,1.78,0.27,2022
DISTRITO,PUE ANGELOPOLIS,DICIEMBRE,66187,1076,227,38,21.1,3.53,1.63,0.34,2022
DISTRITO,PUE ANGELOPOLIS,ENERO,66544,1481,248,44,16.75,2.97,2.23,0.37,2023
DISTRITO,PUE ANGELOPOLIS,FEBRERO,67073,1243,232,30,18.66,2.41,1.85,0.35,2023
DISTRITO,PUE ANGELOPOLIS,MARZO,67680,1290,250,57,19.38,4.42,1.91,0.37,2023
DISTRITO,PUE ANGELOPOLIS,ABRIL,68065,1275,253,51,19.84,4,1.87,0.37,2023
DISTRITO,PUE ANGELOPOLIS,MAYO,68492,1364,285,52,20.89,3.81,1.99,0.42,2023
DISTRITO,PUE ANGELOPOLIS,JUNIO,68890,1420,267,75,18.8,5.28,2.06,0.39,2023
DISTRITO,PUE LA NORIA,ENERO,46890,987,239,61,24.21,6.18,2.1,0.51,2022
DISTRITO,PUE LA NORIA,FEBRERO,47795,1037,238,59,22.95,5.69,2.17,0.5,2022
DISTRITO,PUE LA NORIA,MARZO,48603,1048,285,66,27.19,6.3,2.16,0.59,2022
DISTRITO,PUE LA NORIA,ABRIL,49193,1092,241,69,22.07,6.32,2.22,0.49,2022
DISTRITO,PUE LA NORIA,MAYO,49980,1226,296,75,24.14,6.12,2.45,0.59,2022
DISTRITO,PUE LA NORIA,JUNIO,53973,1167,217,69,18.59,5.91,2.16,0.4,2022
DISTRITO,PUE LA NORIA,JULIO,53973,1200,277,79,23.08,6.58,2.22,0.51,2022
DISTRITO,PUE LA NORIA,AGOSTO,53973,1529,353,96,23.09,6.28,2.83,0.65,2022
DISTRITO,PUE LA NORIA,SEPTIEMBRE,53973,1306,267,100,20.44,7.66,2.42,0.49,2022
DISTRITO,PUE LA NORIA,OCTUBRE,53973,1335,283,79,21.2,5.92,2.47,0.52,2022
DISTRITO,PUE LA NORIA,NOVIEMBRE,53973,1214,273,92,22.49,7.58,2.25,0.51,2022
DISTRITO,PUE LA NORIA,DICIEMBRE,53973,1281,267,91,20.84,7.1,2.37,0.49,2022
DISTRITO,PUE LA NORIA,ENERO,54288,1546,255,141,16.49,9.12,2.85,0.47,2023
DISTRITO,PUE LA NORIA,FEBRERO,54645,1337,295,117,22.06,8.75,2.45,0.54,2023
DISTRITO,PUE LA NORIA,MARZO,55271,1398,314,137,22.46,9.8,2.53,0.57,2023
DISTRITO,PUE LA NORIA,ABRIL,55607,1410,323,105,22.91,7.45,2.54,0.58,2023
DISTRITO,PUE LA NORIA,MAYO,55681,1574,383,135,24.33,8.58,2.83,0.69,2023
DISTRITO,PUE LA NORIA,JUNIO,56051,1442,326,103,22.61,7.14,2.57,0.58,2023
DISTRITO,PUE LORETO,ENERO,45159,788,150,51,19.04,6.47,1.74,0.33,2022
DISTRITO,PUE LORETO,FEBRERO,46038,711,153,23,21.52,3.23,1.54,0.33,2022
DISTRITO,PUE LORETO,MARZO,46689,911,175,48,19.21,5.27,1.95,0.37,2022
DISTRITO,PUE LORETO,ABRIL,47145,863,166,37,19.24,4.29,1.83,0.35,2022
DISTRITO,PUE LORETO,MAYO,47761,912,153,39,16.78,4.28,1.91,0.32,2022
DISTRITO,PUE LORETO,JUNIO,50526,921,131,35,14.22,3.8,1.82,0.26,2022
DISTRITO,PUE LORETO,JULIO,50526,974,165,32,16.94,3.29,1.93,0.33,2022
DISTRITO,PUE LORETO,AGOSTO,50526,1076,206,37,19.14,3.44,2.13,0.41,2022
DISTRITO,PUE LORETO,SEPTIEMBRE,50526,1031,192,40,18.62,3.88,2.04,0.38,2022
DISTRITO,PUE LORETO,OCTUBRE,50526,1054,216,46,20.49,4.36,2.09,0.43,2022
DISTRITO,PUE LORETO,NOVIEMBRE,50526,1014,171,40,16.86,3.94,2.01,0.34,2022
DISTRITO,PUE LORETO,DICIEMBRE,50526,953,198,52,20.78,5.46,1.89,0.39,2022
DISTRITO,PUE LORETO,ENERO,50832,1224,199,52,16.26,4.25,2.41,0.39,2023
DISTRITO,PUE LORETO,FEBRERO,51164,948,145,42,15.3,4.43,1.85,0.28,2023
DISTRITO,PUE LORETO,MARZO,51587,1097,198,66,18.05,6.02,2.13,0.38,2023
DISTRITO,PUE LORETO,ABRIL,51833,1020,194,50,19.02,4.9,1.97,0.37,2023
DISTRITO,PUE LORETO,MAYO,52017,1112,210,57,18.88,5.13,2.14,0.4,2023
DISTRITO,PUE LORETO,JUNIO,52196,1068,206,43,19.29,4.03,2.05,0.39,2023
DISTRITO,PUERTO VALLARTA,ENERO,22622,992,343,171,34.58,17.24,4.39,1.52,2022
DISTRITO,PUERTO VALLARTA,FEBRERO,23211,897,278,123,30.99,13.71,3.86,1.2,2022
DISTRITO,PUERTO VALLARTA,MARZO,23747,909,226,86,24.86,9.46,3.83,0.95,2022
DISTRITO,PUERTO VALLARTA,ABRIL,24262,909,262,111,28.82,12.21,3.75,1.08,2022
DISTRITO,PUERTO VALLARTA,MAYO,24779,1011,257,104,25.42,10.29,4.08,1.04,2022
DISTRITO,PUERTO VALLARTA,JUNIO,29051,1242,298,210,23.99,16.91,4.28,1.03,2022
DISTRITO,PUERTO VALLARTA,JULIO,29051,1459,460,295,31.53,20.22,5.02,1.58,2022
DISTRITO,PUERTO VALLARTA,AGOSTO,29051,1655,647,348,39.09,21.03,5.7,2.23,2022
DISTRITO,PUERTO VALLARTA,SEPTIEMBRE,29051,1614,493,314,30.55,19.45,5.56,1.7,2022
DISTRITO,PUERTO VALLARTA,OCTUBRE,29051,1729,571,318,33.02,18.39,5.95,1.97,2022
DISTRITO,PUERTO VALLARTA,NOVIEMBRE,29051,1421,569,238,40.04,16.75,4.89,1.96,2022
DISTRITO,PUERTO VALLARTA,DICIEMBRE,29051,1290,491,218,38.06,16.9,4.44,1.69,2022
DISTRITO,PUERTO VALLARTA,ENERO,29444,1221,306,184,25.06,15.07,4.15,1.04,2023
DISTRITO,PUERTO VALLARTA,FEBRERO,29941,1216,350,157,28.78,12.91,4.06,1.17,2023
DISTRITO,PUERTO VALLARTA,MARZO,30566,2035,674,368,33.12,18.08,6.66,2.21,2023
DISTRITO,PUERTO VALLARTA,ABRIL,30955,1574,569,301,36.15,19.12,5.08,1.84,2023
DISTRITO,PUERTO VALLARTA,MAYO,31476,1512,490,262,32.41,17.33,4.8,1.56,2023
DISTRITO,PUERTO VALLARTA,JUNIO,32169,1676,586,296,34.96,17.66,5.21,1.82,2023
DISTRITO,QRO CORREGIDORA,ABRIL,19319,590,141,61,23.9,10.34,3.05,0.73,2022
DISTRITO,QRO CORREGIDORA,MAYO,19754,659,164,50,24.89,7.59,3.34,0.83,2022
DISTRITO,QRO CORREGIDORA,JUNIO,23141,661,147,59,22.24,8.93,2.86,0.64,2022
DISTRITO,QRO CORREGIDORA,JULIO,23141,678,172,50,25.37,7.37,2.93,0.74,2022
DISTRITO,QRO CORREGIDORA,AGOSTO,23141,836,241,80,28.83,9.57,3.61,1.04,2022
DISTRITO,QRO CORREGIDORA,SEPTIEMBRE,23141,781,242,73,30.99,9.35,3.37,1.05,2022
DISTRITO,QRO CORREGIDORA,OCTUBRE,23141,815,243,85,29.82,10.43,3.52,1.05,2022
DISTRITO,QRO CORREGIDORA,NOVIEMBRE,23141,806,207,76,25.68,9.43,3.48,0.89,2022
DISTRITO,QRO CORREGIDORA,DICIEMBRE,23141,644,170,59,26.4,9.16,2.78,0.73,2022
DISTRITO,QRO CORREGIDORA,MARZO,24076,835,213,55,25.51,6.59,3.47,0.88,2023
DISTRITO,QRO CORREGIDORA,ABRIL,24389,702,179,40,25.5,5.7,2.88,0.73,2023
DISTRITO,QRO CORREGIDORA,MAYO,25368,829,242,79,29.19,9.53,3.27,0.95,2023
DISTRITO,QRO SANTIAGO,ABRIL,21809,611,112,45,18.33,7.36,2.8,0.51,2022
DISTRITO,QRO SANTIAGO,MAYO,22149,856,167,55,19.51,6.43,3.86,0.75,2022
DISTRITO,QRO SANTIAGO,JUNIO,24398,855,152,77,17.78,9.01,3.5,0.62,2022
DISTRITO,QRO SANTIAGO,JULIO,24398,902,171,69,18.96,7.65,3.7,0.7,2022
DISTRITO,QRO SANTIAGO,AGOSTO,24398,1034,232,93,22.44,8.99,4.24,0.95,2022
DISTRITO,QRO SANTIAGO,SEPTIEMBRE,24398,822,182,76,22.14,9.25,3.37,0.75,2022
DISTRITO,QRO SANTIAGO,OCTUBRE,24398,814,170,82,20.88,10.07,3.34,0.7,2022
DISTRITO,QRO SANTIAGO,NOVIEMBRE,24398,916,195,92,21.29,10.04,3.75,0.8,2022
DISTRITO,QRO SANTIAGO,DICIEMBRE,24398,855,155,53,18.13,6.2,3.5,0.64,2022
DISTRITO,QRO SANTIAGO,MARZO,25382,818,173,43,21.15,5.26,3.22,0.68,2023
DISTRITO,QRO SANTIAGO,ABRIL,25692,741,170,33,22.94,4.45,2.88,0.66,2023
DISTRITO,QRO SANTIAGO,MAYO,25509,844,239,47,28.32,5.57,3.31,0.94,2023
DISTRITO,QUERETARO,JUNIO,51615,1564,437,144,27.94,9.21,3.03,0.85,2023
DISTRITO,QUERETARO CORREGIDORA,ENERO,17938,453,109,26,24.06,5.74,2.53,0.61,2022
DISTRITO,QUERETARO CORREGIDORA,FEBRERO,18421,464,126,41,27.16,8.84,2.52,0.68,2022
DISTRITO,QUERETARO CORREGIDORA,MARZO,18839,568,136,35,23.94,6.16,3.02,0.72,2022
DISTRITO,QUERETARO CORREGIDORA,ENERO,23366,805,187,77,23.23,9.57,3.45,0.8,2023
DISTRITO,QUERETARO CORREGIDORA,FEBRERO,23657,741,173,63,23.35,8.5,3.13,0.73,2023
DISTRITO,QUERETARO SANTIAGO,ENERO,20632,641,152,45,23.71,7.02,3.11,0.74,2022
DISTRITO,QUERETARO SANTIAGO,FEBRERO,21094,698,130,41,18.62,5.87,3.31,0.62,2022
DISTRITO,QUERETARO SANTIAGO,MARZO,21540,716,155,48,21.65,6.7,3.32,0.72,2022
DISTRITO,QUERETARO SANTIAGO,ENERO,24636,795,110,47,13.84,5.91,3.23,0.45,2023
DISTRITO,QUERETARO SANTIAGO,FEBRERO,24958,770,150,50,19.48,6.49,3.09,0.6,2023
DISTRITO,REYNOSA,ENERO,96,1,0,0,0,0,1.04,0,2022
DISTRITO,REYNOSA,FEBRERO,1099,89,15,3,16.85,3.37,8.1,1.36,2022
DISTRITO,REYNOSA,MARZO,3868,272,210,23,77.21,8.46,7.03,5.43,2022
DISTRITO,REYNOSA,ABRIL,6320,388,371,95,95.62,24.48,6.14,5.87,2022
DISTRITO,REYNOSA,MAYO,9412,510,397,67,77.84,13.14,5.42,4.22,2022
DISTRITO,REYNOSA,JUNIO,27038,698,350,92,50.14,13.18,2.58,1.29,2022
DISTRITO,REYNOSA,JULIO,27038,932,645,115,69.21,12.34,3.45,2.39,2022
DISTRITO,REYNOSA,AGOSTO,27038,943,595,108,63.1,11.45,3.49,2.2,2022
DISTRITO,REYNOSA,SEPTIEMBRE,27038,748,344,57,45.99,7.62,2.77,1.27,2022
DISTRITO,REYNOSA,OCTUBRE,27038,743,330,72,44.41,9.69,2.75,1.22,2022
DISTRITO,REYNOSA,NOVIEMBRE,27038,846,340,93,40.19,10.99,3.13,1.26,2022
DISTRITO,REYNOSA,DICIEMBRE,27038,756,287,87,37.96,11.51,2.8,1.06,2022
DISTRITO,REYNOSA,ENERO,27949,900,270,89,30,9.89,3.22,0.97,2023
DISTRITO,REYNOSA,FEBRERO,29339,1466,382,164,26.06,11.19,5,1.3,2023
DISTRITO,REYNOSA,MARZO,31157,1490,492,180,33.02,12.08,4.78,1.58,2023
DISTRITO,REYNOSA,ABRIL,32762,1736,495,245,28.51,14.11,5.3,1.51,2023
DISTRITO,REYNOSA,MAYO,34743,1883,645,275,34.25,14.6,5.42,1.86,2023
DISTRITO,REYNOSA,JUNIO,36401,1872,706,308,37.71,16.45,5.14,1.94,2023
DISTRITO,SALTILLO,ENERO,57760,2032,665,276,32.73,13.58,3.52,1.15,2022
DISTRITO,SALTILLO,FEBRERO,59880,1711,504,211,29.46,12.33,2.86,0.84,2022
DISTRITO,SALTILLO,MARZO,61613,1752,502,190,28.65,10.84,2.84,0.81,2022
DISTRITO,SALTILLO,ABRIL,62642,1846,433,193,23.46,10.46,2.95,0.69,2022
DISTRITO,SALTILLO,MAYO,63828,2324,510,228,21.94,9.81,3.64,0.8,2022
DISTRITO,SALTILLO,JUNIO,63912,2133,449,269,21.05,12.61,3.34,0.7,2022
DISTRITO,SALTILLO,JULIO,63912,2109,571,270,27.07,12.8,3.3,0.89,2022
DISTRITO,SALTILLO,AGOSTO,63912,2377,688,320,28.94,13.46,3.72,1.08,2022
DISTRITO,SALTILLO,SEPTIEMBRE,63912,2095,561,259,26.78,12.36,3.28,0.88,2022
DISTRITO,SALTILLO,OCTUBRE,63912,1873,483,232,25.79,12.39,2.93,0.76,2022
DISTRITO,SALTILLO,NOVIEMBRE,63912,1712,398,196,23.25,11.45,2.68,0.62,2022
DISTRITO,SALTILLO,DICIEMBRE,63912,1553,364,205,23.44,13.2,2.43,0.57,2022
DISTRITO,SALTILLO,ENERO,63866,1757,410,233,23.34,13.26,2.75,0.64,2023
DISTRITO,SALTILLO,FEBRERO,63662,1463,341,222,23.31,15.17,2.3,0.54,2023
DISTRITO,SALTILLO,MARZO,64174,1950,508,348,26.05,17.85,3.04,0.79,2023
DISTRITO,SALTILLO,ABRIL,64189,1906,558,353,29.28,18.52,2.97,0.87,2023
DISTRITO,SALTILLO,MAYO,64264,2412,609,433,25.25,17.95,3.75,0.95,2023
DISTRITO,SALTILLO,JUNIO,63922,2221,587,372,26.43,16.75,3.47,0.92,2023
DISTRITO,SAN LUIS POTOSI ORIENTE,ENERO,69138,2858,724,321,25.33,11.23,4.13,1.05,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,FEBRERO,70193,2518,682,351,27.08,13.94,3.59,0.97,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,MARZO,70986,2553,598,324,23.42,12.69,3.6,0.84,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,ABRIL,71675,2681,651,504,24.28,18.8,3.74,0.91,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,MAYO,72472,3572,783,489,21.92,13.69,4.93,1.08,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,JUNIO,70865,2955,701,479,23.72,16.21,4.17,0.99,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,JULIO,70865,3089,884,497,28.62,16.09,4.36,1.25,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,AGOSTO,70865,3262,931,607,28.54,18.61,4.6,1.31,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,SEPTIEMBRE,70865,3207,804,573,25.07,17.87,4.53,1.13,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,OCTUBRE,70865,3168,831,524,26.23,16.54,4.47,1.17,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,NOVIEMBRE,70865,2992,818,461,27.34,15.41,4.22,1.15,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,DICIEMBRE,70865,2813,786,418,27.94,14.86,3.97,1.11,2022
DISTRITO,SAN LUIS POTOSI ORIENTE,ENERO,70804,3328,778,470,23.38,14.12,4.7,1.1,2023
DISTRITO,SAN LUIS POTOSI ORIENTE,FEBRERO,70500,2762,804,433,29.11,15.68,3.92,1.14,2023
DISTRITO,SAN LUIS POTOSI ORIENTE,MARZO,70485,3093,838,441,27.09,14.26,4.39,1.19,2023
DISTRITO,SAN LUIS POTOSI ORIENTE,ABRIL,69979,3022,852,423,28.19,14,4.32,1.22,2023
DISTRITO,SAN LUIS POTOSI ORIENTE,MAYO,70089,3701,1006,582,27.18,15.73,5.28,1.44,2023
DISTRITO,SAN LUIS POTOSI PONIENTE,ENERO,56109,2165,667,266,30.81,12.29,3.86,1.19,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,FEBRERO,57441,2049,579,200,28.26,9.76,3.57,1.01,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,MARZO,58374,2275,554,205,24.35,9.01,3.9,0.95,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,ABRIL,58964,2378,598,291,25.15,12.24,4.03,1.01,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,MAYO,59547,2489,637,306,25.59,12.29,4.18,1.07,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,JUNIO,58437,2603,538,315,20.67,12.1,4.45,0.92,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,JULIO,58437,2746,713,354,25.97,12.89,4.7,1.22,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,AGOSTO,58437,2649,722,373,27.26,14.08,4.53,1.24,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,SEPTIEMBRE,58437,2412,638,358,26.45,14.84,4.13,1.09,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,OCTUBRE,58437,2271,556,313,24.48,13.78,3.89,0.95,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,NOVIEMBRE,58437,2151,479,235,22.27,10.93,3.68,0.82,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,DICIEMBRE,58437,2111,538,311,25.49,14.73,3.61,0.92,2022
DISTRITO,SAN LUIS POTOSI PONIENTE,ENERO,58300,2615,467,403,17.86,15.41,4.49,0.8,2023
DISTRITO,SAN LUIS POTOSI PONIENTE,FEBRERO,58133,1999,467,304,23.36,15.21,3.44,0.8,2023
DISTRITO,SAN LUIS POTOSI PONIENTE,MARZO,57962,2399,564,354,23.51,14.76,4.14,0.97,2023
DISTRITO,SAN LUIS POTOSI PONIENTE,ABRIL,57410,2650,726,399,27.4,15.06,4.62,1.26,2023
DISTRITO,SAN LUIS POTOSI PONIENTE,MAYO,56116,2800,686,449,24.5,16.04,4.99,1.22,2023
DISTRITO,SANTA FE,ENERO,39968,1193,240,71,20.12,5.95,2.98,0.6,2022
DISTRITO,SANTA FE,FEBRERO,40622,1121,227,69,20.25,6.16,2.76,0.56,2022
DISTRITO,SANTA FE,MARZO,41241,1236,220,61,17.8,4.94,3,0.53,2022
DISTRITO,SANTA FE,ABRIL,41696,1128,203,72,18,6.38,2.71,0.49,2022
DISTRITO,SANTA FE,MAYO,42284,1398,264,112,18.88,8.01,3.31,0.62,2022
DISTRITO,SANTA FE,JUNIO,45377,1302,283,141,21.74,10.83,2.87,0.62,2022
DISTRITO,SANTA FE,JULIO,45377,1379,320,119,23.21,8.63,3.04,0.71,2022
DISTRITO,SANTA FE,AGOSTO,45377,1537,391,167,25.44,10.87,3.39,0.86,2022
DISTRITO,SANTA FE,SEPTIEMBRE,45377,1226,296,130,24.14,10.6,2.7,0.65,2022
DISTRITO,SANTA FE,OCTUBRE,45377,1197,251,77,20.97,6.43,2.64,0.55,2022
DISTRITO,SANTA FE,NOVIEMBRE,45377,1127,231,73,20.5,6.48,2.48,0.51,2022
DISTRITO,SANTA FE,DICIEMBRE,45377,1094,267,88,24.41,8.04,2.41,0.59,2022
DISTRITO,SANTA FE,ENERO,45620,1293,219,95,16.94,7.35,2.83,0.48,2023
DISTRITO,SANTA FE,FEBRERO,46043,1072,245,98,22.85,9.14,2.33,0.53,2023
DISTRITO,SANTA FE,MARZO,46660,1457,322,99,22.1,6.79,3.12,0.69,2023
DISTRITO,SANTA FE,ABRIL,47164,1186,283,82,23.86,6.91,2.51,0.6,2023
DISTRITO,SANTA FE,MAYO,49088,1271,317,107,24.94,8.42,2.59,0.65,2023
DISTRITO,SANTA FE,JUNIO,54806,1522,376,129,24.7,8.48,2.78,0.69,2023
DISTRITO,SATELITE,ENERO,29847,1234,368,144,29.82,11.67,4.13,1.23,2022
