PLAZA,Fecha,Instalaciones,Activaciones_automaticas,Ativaciones_manuales,%Act_Manuales
CUERNAVACA,2023-03-17,201,201,0,0
CUERNAVACA,2023-03-18,231,228,3,0.01299
CUERNAVACA,2023-03-19,159,155,4,0.02516
CUERNAVACA,2023-03-20,123,120,3,0.02439
CULIACAN,2023-01-01,12,6,6,0.5
CULIACAN,2023-01-02,56,47,9,0.16071
CULIACAN,2023-01-03,90,78,12,0.13333
CULIACAN,2023-01-04,95,81,14,0.14737
CULIACAN,2023-01-06,24,17,7,0.29167
CULIACAN,2023-01-07,105,98,7,0.06667
CULIACAN,2023-01-08,86,67,19,0.22093
CULIACAN,2023-01-09,79,69,10,0.12658
CULIACAN,2023-01-10,78,70,8,0.10256
CULIACAN,2023-01-11,96,78,18,0.1875
CULIACAN,2023-01-12,95,77,18,0.18947
CULIACAN,2023-01-13,56,44,12,0.21429
CULIACAN,2023-01-14,79,58,21,0.26582
CULIACAN,2023-01-15,46,38,8,0.17391
CULIACAN,2023-01-16,67,58,9,0.13433
CULIACAN,2023-01-17,67,57,10,0.14925
CULIACAN,2023-01-18,72,58,14,0.19444
CULIACAN,2023-01-19,103,76,27,0.26214
CULIACAN,2023-01-20,70,48,22,0.31429
CULIACAN,2023-01-21,69,45,24,0.34783
CULIACAN,2023-01-22,74,61,13,0.17568
CULIACAN,2023-01-23,87,59,28,0.32184
CULIACAN,2023-01-24,95,46,49,0.51579
CULIACAN,2023-01-25,86,70,16,0.18605
CULIACAN,2023-01-26,77,60,17,0.22078
CULIACAN,2023-01-27,75,68,7,0.09333
CULIACAN,2023-01-28,73,52,21,0.28767
CULIACAN,2023-01-29,72,52,20,0.27778
CULIACAN,2023-01-30,87,72,15,0.17241
CULIACAN,2023-01-31,84,62,22,0.2619
CULIACAN,2023-02-02,89,58,31,0.34831
CULIACAN,2023-02-03,74,55,19,0.25676
CULIACAN,2023-02-04,77,68,9,0.11688
CULIACAN,2023-02-05,54,52,2,0.03704
CULIACAN,2023-02-06,69,47,22,0.31884
CULIACAN,2023-02-07,89,61,28,0.31461
CULIACAN,2023-02-08,66,39,27,0.40909
CULIACAN,2023-02-09,78,61,17,0.21795
CULIACAN,2023-02-10,83,52,31,0.37349
CULIACAN,2023-02-11,77,46,31,0.4026
CULIACAN,2023-02-12,55,43,12,0.21818
CULIACAN,2023-02-13,58,32,26,0.44828
CULIACAN,2023-02-14,55,41,14,0.25455
CULIACAN,2023-02-15,58,46,12,0.2069
CULIACAN,2023-02-16,67,46,21,0.31343
CULIACAN,2023-02-17,95,64,31,0.32632
CULIACAN,2023-02-18,68,44,24,0.35294
CULIACAN,2023-02-19,46,34,12,0.26087
CULIACAN,2023-02-20,68,49,19,0.27941
CULIACAN,2023-02-21,74,42,32,0.43243
CULIACAN,2023-02-22,93,59,34,0.36559
CULIACAN,2023-02-23,89,56,33,0.37079
CULIACAN,2023-02-24,97,63,34,0.35052
CULIACAN,2023-02-25,130,111,19,0.14615
CULIACAN,2023-02-26,60,44,16,0.26667
CULIACAN,2023-02-27,67,23,44,0.65672
CULIACAN,2023-02-28,86,70,16,0.18605
CULIACAN,2023-03-01,73,49,24,0.32877
CULIACAN,2023-03-02,88,59,29,0.32955
CULIACAN,2023-03-03,124,84,40,0.32258
CULIACAN,2023-03-04,111,77,34,0.30631
CULIACAN,2023-03-05,53,34,19,0.35849
CULIACAN,2023-03-07,74,41,33,0.44595
CULIACAN,2023-03-08,72,35,37,0.51389
CULIACAN,2023-03-09,45,29,16,0.35556
CULIACAN,2023-03-10,54,20,34,0.62963
CULIACAN,2023-03-11,60,22,38,0.63333
CULIACAN,2023-03-12,44,2,42,0.95455
CULIACAN,2023-03-13,51,28,23,0.45098
CULIACAN,2023-03-14,37,14,23,0.62162
CULIACAN,2023-03-15,63,23,40,0.63492
CULIACAN,2023-03-16,48,40,8,0.16667
CULIACAN,2023-03-17,87,45,42,0.48276
CULIACAN,2023-03-18,94,51,43,0.45745
CULIACAN,2023-03-19,55,28,27,0.49091
CULIACAN,2023-03-20,54,21,33,0.61111
GUADALAJARA,2023-01-01,109,99,10,0.09174
GUADALAJARA,2023-01-02,316,249,67,0.21203
GUADALAJARA,2023-01-03,420,358,62,0.14762
GUADALAJARA,2023-01-04,429,358,71,0.1655
GUADALAJARA,2023-01-05,516,420,96,0.18605
GUADALAJARA,2023-01-06,416,373,43,0.10337
GUADALAJARA,2023-01-07,488,418,70,0.14344
GUADALAJARA,2023-01-08,315,275,40,0.12698
GUADALAJARA,2023-01-09,411,355,56,0.13625
GUADALAJARA,2023-01-10,472,411,61,0.12924
GUADALAJARA,2023-01-11,524,425,99,0.18893
GUADALAJARA,2023-01-12,384,297,87,0.22656
GUADALAJARA,2023-01-13,497,410,87,0.17505
GUADALAJARA,2023-01-14,549,466,83,0.15118
GUADALAJARA,2023-01-15,308,277,31,0.10065
GUADALAJARA,2023-01-16,511,476,35,0.06849
GUADALAJARA,2023-01-17,459,402,57,0.12418
GUADALAJARA,2023-01-18,479,414,65,0.1357
GUADALAJARA,2023-01-19,422,385,37,0.08768
GUADALAJARA,2023-01-20,559,493,66,0.11807
GUADALAJARA,2023-01-21,1004,819,185,0.18426
GUADALAJARA,2023-01-22,528,503,25,0.04735
GUADALAJARA,2023-01-23,882,836,46,0.05215
GUADALAJARA,2023-01-24,1026,949,77,0.07505
GUADALAJARA,2023-01-25,1243,1084,159,0.12792
GUADALAJARA,2023-01-26,1024,911,113,0.11035
GUADALAJARA,2023-01-27,990,830,160,0.16162
GUADALAJARA,2023-01-28,987,855,132,0.13374
GUADALAJARA,2023-01-29,739,667,72,0.09743
GUADALAJARA,2023-01-30,980,876,104,0.10612
GUADALAJARA,2023-01-31,1454,1300,154,0.10591
GUADALAJARA,2023-02-02,1262,1108,154,0.12203
GUADALAJARA,2023-02-03,816,680,136,0.16667
GUADALAJARA,2023-02-04,1114,968,146,0.13106
GUADALAJARA,2023-02-05,646,594,52,0.0805
GUADALAJARA,2023-02-06,791,618,173,0.21871
GUADALAJARA,2023-02-07,873,789,84,0.09622
GUADALAJARA,2023-02-08,984,845,139,0.14126
GUADALAJARA,2023-02-09,764,542,222,0.29058
GUADALAJARA,2023-02-10,865,779,86,0.09942
GUADALAJARA,2023-02-11,993,913,80,0.08056
GUADALAJARA,2023-02-12,705,671,34,0.04823
GUADALAJARA,2023-02-13,1099,812,287,0.26115
GUADALAJARA,2023-02-14,973,875,98,0.10072
GUADALAJARA,2023-02-15,942,831,111,0.11783
GUADALAJARA,2023-02-16,838,767,71,0.08473
GUADALAJARA,2023-02-17,717,649,68,0.09484
GUADALAJARA,2023-02-18,1086,879,207,0.19061
GUADALAJARA,2023-02-19,565,516,49,0.08673
GUADALAJARA,2023-02-20,759,708,51,0.06719
GUADALAJARA,2023-02-21,923,674,249,0.26977
GUADALAJARA,2023-02-22,560,501,59,0.10536
GUADALAJARA,2023-02-23,491,405,86,0.17515
GUADALAJARA,2023-02-24,558,494,64,0.1147
GUADALAJARA,2023-02-25,652,594,58,0.08896
GUADALAJARA,2023-02-26,585,421,164,0.28034
GUADALAJARA,2023-02-27,472,423,49,0.10381
GUADALAJARA,2023-02-28,738,678,60,0.0813
GUADALAJARA,2023-03-01,753,704,49,0.06507
GUADALAJARA,2023-03-02,675,621,54,0.08
GUADALAJARA,2023-03-03,689,657,32,0.04644
GUADALAJARA,2023-03-04,878,788,90,0.10251
GUADALAJARA,2023-03-05,405,359,46,0.11358
GUADALAJARA,2023-03-07,684,619,65,0.09503
GUADALAJARA,2023-03-08,648,553,95,0.1466
GUADALAJARA,2023-03-09,508,431,77,0.15157
GUADALAJARA,2023-03-10,425,374,51,0.12
GUADALAJARA,2023-03-11,562,484,78,0.13879
GUADALAJARA,2023-03-12,410,389,21,0.05122
GUADALAJARA,2023-03-13,396,351,45,0.11364
GUADALAJARA,2023-03-14,648,555,93,0.14352
GUADALAJARA,2023-03-15,632,586,46,0.07278
GUADALAJARA,2023-03-16,501,477,24,0.0479
GUADALAJARA,2023-03-17,630,589,41,0.06508
GUADALAJARA,2023-03-18,644,613,31,0.04814
GUADALAJARA,2023-03-19,1160,603,557,0.48017
GUADALAJARA,2023-03-20,418,410,8,0.01914
GUANAJUATO,2023-01-01,3,3,0,0
GUANAJUATO,2023-01-02,47,47,0,0
GUANAJUATO,2023-01-03,40,37,3,0.075
GUANAJUATO,2023-01-04,30,30,0,0
GUANAJUATO,2023-01-05,29,29,0,0
GUANAJUATO,2023-01-06,42,42,0,0
GUANAJUATO,2023-01-07,42,39,3,0.07143
GUANAJUATO,2023-01-08,29,23,6,0.2069
GUANAJUATO,2023-01-09,30,28,2,0.06667
GUANAJUATO,2023-01-10,52,52,0,0
GUANAJUATO,2023-01-11,40,40,0,0
GUANAJUATO,2023-01-12,37,37,0,0
GUANAJUATO,2023-01-13,30,30,0,0
GUANAJUATO,2023-01-14,58,58,0,0
GUANAJUATO,2023-01-15,25,25,0,0
GUANAJUATO,2023-01-16,11,11,0,0
GUANAJUATO,2023-01-17,49,49,0,0
GUANAJUATO,2023-01-18,19,19,0,0
GUANAJUATO,2023-01-19,36,36,0,0
GUANAJUATO,2023-01-20,32,32,0,0
GUANAJUATO,2023-01-21,26,26,0,0
GUANAJUATO,2023-01-22,40,40,0,0
GUANAJUATO,2023-01-23,47,47,0,0
GUANAJUATO,2023-01-24,41,39,2,0.04878
GUANAJUATO,2023-01-25,36,36,0,0
GUANAJUATO,2023-01-26,34,34,0,0
GUANAJUATO,2023-01-27,33,33,0,0
GUANAJUATO,2023-01-28,62,62,0,0
GUANAJUATO,2023-01-29,24,24,0,0
GUANAJUATO,2023-01-30,56,55,1,0.01786
GUANAJUATO,2023-01-31,58,51,7,0.12069
GUANAJUATO,2023-02-02,35,32,3,0.08571
GUANAJUATO,2023-02-03,45,45,0,0
GUANAJUATO,2023-02-04,55,55,0,0
GUANAJUATO,2023-02-05,17,17,0,0
GUANAJUATO,2023-02-06,33,33,0,0
GUANAJUATO,2023-02-07,32,32,0,0
GUANAJUATO,2023-02-08,29,29,0,0
GUANAJUATO,2023-02-09,27,27,0,0
GUANAJUATO,2023-02-10,31,31,0,0
GUANAJUATO,2023-02-11,34,34,0,0
GUANAJUATO,2023-02-12,28,28,0,0
GUANAJUATO,2023-02-13,38,38,0,0
GUANAJUATO,2023-02-14,35,35,0,0
GUANAJUATO,2023-02-15,60,60,0,0
GUANAJUATO,2023-02-16,77,77,0,0
GUANAJUATO,2023-02-17,120,120,0,0
GUANAJUATO,2023-02-18,77,75,2,0.02597
GUANAJUATO,2023-02-19,37,37,0,0
GUANAJUATO,2023-02-20,105,105,0,0
GUANAJUATO,2023-02-21,102,102,0,0
GUANAJUATO,2023-02-22,100,100,0,0
GUANAJUATO,2023-02-23,121,121,0,0
GUANAJUATO,2023-02-24,90,90,0,0
GUANAJUATO,2023-02-25,86,86,0,0
GUANAJUATO,2023-02-26,36,36,0,0
GUANAJUATO,2023-02-27,66,66,0,0
GUANAJUATO,2023-02-28,65,65,0,0
GUANAJUATO,2023-03-01,52,52,0,0
GUANAJUATO,2023-03-02,65,65,0,0
GUANAJUATO,2023-03-03,51,51,0,0
GUANAJUATO,2023-03-04,41,41,0,0
GUANAJUATO,2023-03-05,7,7,0,0
GUANAJUATO,2023-03-07,40,36,4,0.1
GUANAJUATO,2023-03-08,37,37,0,0
GUANAJUATO,2023-03-09,45,45,0,0
GUANAJUATO,2023-03-10,26,26,0,0
GUANAJUATO,2023-03-11,34,34,0,0
GUANAJUATO,2023-03-12,16,16,0,0
GUANAJUATO,2023-03-13,26,26,0,0
GUANAJUATO,2023-03-14,32,32,0,0
GUANAJUATO,2023-03-15,40,40,0,0
GUANAJUATO,2023-03-16,47,47,0,0
GUANAJUATO,2023-03-17,51,51,0,0
GUANAJUATO,2023-03-18,54,54,0,0
GUANAJUATO,2023-03-19,26,26,0,0
GUANAJUATO,2023-03-20,40,40,0,0
HERMOSILLO,2023-01-01,6,5,1,0.16667
HERMOSILLO,2023-01-02,30,25,5,0.16667
HERMOSILLO,2023-01-03,36,33,3,0.08333
HERMOSILLO,2023-01-04,41,37,4,0.09756
HERMOSILLO,2023-01-05,44,43,1,0.02273
HERMOSILLO,2023-01-06,35,34,1,0.02857
HERMOSILLO,2023-01-07,34,34,0,0
HERMOSILLO,2023-01-08,41,40,1,0.02439
HERMOSILLO,2023-01-09,22,21,1,0.04545
HERMOSILLO,2023-01-10,28,26,2,0.07143
HERMOSILLO,2023-01-11,48,45,3,0.0625
HERMOSILLO,2023-01-12,34,31,3,0.08824
HERMOSILLO,2023-01-13,33,30,3,0.09091
HERMOSILLO,2023-01-14,55,46,9,0.16364
HERMOSILLO,2023-01-15,44,33,11,0.25
HERMOSILLO,2023-01-16,35,33,2,0.05714
HERMOSILLO,2023-01-17,14,12,2,0.14286
HERMOSILLO,2023-01-18,37,31,6,0.16216
HERMOSILLO,2023-01-19,71,59,12,0.16901
HERMOSILLO,2023-01-20,49,40,9,0.18367
HERMOSILLO,2023-01-21,60,41,19,0.31667
HERMOSILLO,2023-01-22,56,34,22,0.39286
HERMOSILLO,2023-01-23,49,30,19,0.38776
HERMOSILLO,2023-01-24,67,55,12,0.1791
HERMOSILLO,2023-01-25,65,58,7,0.10769
HERMOSILLO,2023-01-26,35,30,5,0.14286
HERMOSILLO,2023-01-27,95,71,24,0.25263
HERMOSILLO,2023-01-28,80,62,18,0.225
HERMOSILLO,2023-01-29,56,41,15,0.26786
HERMOSILLO,2023-01-30,88,79,9,0.10227
HERMOSILLO,2023-01-31,84,68,16,0.19048
HERMOSILLO,2023-02-02,100,91,9,0.09
HERMOSILLO,2023-02-03,87,56,31,0.35632
HERMOSILLO,2023-02-04,80,65,15,0.1875
HERMOSILLO,2023-02-05,38,36,2,0.05263
HERMOSILLO,2023-02-06,50,44,6,0.12
HERMOSILLO,2023-02-07,60,37,23,0.38333
HERMOSILLO,2023-02-08,63,52,11,0.1746
HERMOSILLO,2023-02-09,80,73,7,0.0875
HERMOSILLO,2023-02-10,59,42,17,0.28814
HERMOSILLO,2023-02-11,50,42,8,0.16
HERMOSILLO,2023-02-12,15,14,1,0.06667
HERMOSILLO,2023-02-13,29,28,1,0.03448
HERMOSILLO,2023-02-14,49,46,3,0.06122
HERMOSILLO,2023-02-15,56,53,3,0.05357
HERMOSILLO,2023-02-16,38,32,6,0.15789
HERMOSILLO,2023-02-17,78,50,28,0.35897
HERMOSILLO,2023-02-18,63,45,18,0.28571
HERMOSILLO,2023-02-19,22,18,4,0.18182
HERMOSILLO,2023-02-20,17,13,4,0.23529
HERMOSILLO,2023-02-21,45,34,11,0.24444
HERMOSILLO,2023-02-22,56,48,8,0.14286
HERMOSILLO,2023-02-23,48,29,19,0.39583
HERMOSILLO,2023-02-24,64,45,19,0.29688
HERMOSILLO,2023-02-25,39,30,9,0.23077
HERMOSILLO,2023-02-26,38,24,14,0.36842
HERMOSILLO,2023-02-27,49,30,19,0.38776
HERMOSILLO,2023-02-28,88,34,54,0.61364
HERMOSILLO,2023-03-01,52,36,16,0.30769
HERMOSILLO,2023-03-02,60,54,6,0.1
HERMOSILLO,2023-03-03,38,32,6,0.15789
HERMOSILLO,2023-03-04,46,36,10,0.21739
HERMOSILLO,2023-03-05,29,21,8,0.27586
HERMOSILLO,2023-03-07,52,46,6,0.11538
HERMOSILLO,2023-03-08,79,71,8,0.10127
HERMOSILLO,2023-03-09,47,41,6,0.12766
HERMOSILLO,2023-03-10,43,39,4,0.09302
HERMOSILLO,2023-03-11,61,51,10,0.16393
HERMOSILLO,2023-03-12,18,16,2,0.11111
HERMOSILLO,2023-03-13,41,39,2,0.04878
HERMOSILLO,2023-03-14,45,41,4,0.08889
HERMOSILLO,2023-03-15,51,51,0,0
HERMOSILLO,2023-03-16,55,43,12,0.21818
HERMOSILLO,2023-03-17,40,36,4,0.1
HERMOSILLO,2023-03-18,82,61,21,0.2561
HERMOSILLO,2023-03-19,27,22,5,0.18519
HERMOSILLO,2023-03-20,34,32,2,0.05882
IRAPUATO,2023-01-01,1,0,1,1
IRAPUATO,2023-01-02,32,29,3,0.09375
IRAPUATO,2023-01-03,30,28,2,0.06667
IRAPUATO,2023-01-04,27,20,7,0.25926
IRAPUATO,2023-01-05,36,34,2,0.05556
IRAPUATO,2023-01-06,54,53,1,0.01852
IRAPUATO,2023-01-07,41,40,1,0.02439
IRAPUATO,2023-01-08,14,13,1,0.07143
IRAPUATO,2023-01-09,44,40,4,0.09091
IRAPUATO,2023-01-10,46,46,0,0
IRAPUATO,2023-01-11,46,42,4,0.08696
IRAPUATO,2023-01-12,37,33,4,0.10811
IRAPUATO,2023-01-13,28,28,0,0
IRAPUATO,2023-01-14,44,44,0,0
IRAPUATO,2023-01-15,39,36,3,0.07692
IRAPUATO,2023-01-16,23,20,3,0.13043
IRAPUATO,2023-01-17,40,39,1,0.025
IRAPUATO,2023-01-18,53,48,5,0.09434
IRAPUATO,2023-01-19,53,48,5,0.09434
IRAPUATO,2023-01-20,59,58,1,0.01695
IRAPUATO,2023-01-21,48,45,3,0.0625
IRAPUATO,2023-01-22,30,26,4,0.13333
IRAPUATO,2023-01-23,27,24,3,0.11111
IRAPUATO,2023-01-24,46,43,3,0.06522
IRAPUATO,2023-01-25,33,33,0,0
IRAPUATO,2023-01-26,43,24,19,0.44186
IRAPUATO,2023-01-27,50,44,6,0.12
IRAPUATO,2023-01-28,61,56,5,0.08197
IRAPUATO,2023-01-29,29,26,3,0.10345
IRAPUATO,2023-01-30,72,68,4,0.05556
IRAPUATO,2023-01-31,40,37,3,0.075
IRAPUATO,2023-02-02,36,32,4,0.11111
IRAPUATO,2023-02-03,41,30,11,0.26829
IRAPUATO,2023-02-04,55,53,2,0.03636
IRAPUATO,2023-02-05,14,13,1,0.07143
IRAPUATO,2023-02-06,40,38,2,0.05
IRAPUATO,2023-02-07,35,32,3,0.08571
IRAPUATO,2023-02-08,39,38,1,0.02564
IRAPUATO,2023-02-09,31,28,3,0.09677
IRAPUATO,2023-02-10,36,32,4,0.11111
IRAPUATO,2023-02-11,49,41,8,0.16327
IRAPUATO,2023-02-12,14,13,1,0.07143
IRAPUATO,2023-02-13,30,30,0,0
IRAPUATO,2023-02-14,50,42,8,0.16
IRAPUATO,2023-02-15,211,90,121,0.57346
IRAPUATO,2023-02-16,95,86,9,0.09474
IRAPUATO,2023-02-17,84,73,11,0.13095
IRAPUATO,2023-02-18,192,145,47,0.24479
IRAPUATO,2023-02-19,110,68,42,0.38182
IRAPUATO,2023-02-20,158,134,24,0.1519
IRAPUATO,2023-02-21,102,92,10,0.09804
IRAPUATO,2023-02-22,74,71,3,0.04054
IRAPUATO,2023-02-23,84,72,12,0.14286
IRAPUATO,2023-02-24,93,52,41,0.44086
IRAPUATO,2023-02-25,171,159,12,0.07018
IRAPUATO,2023-02-26,75,71,4,0.05333
IRAPUATO,2023-02-27,136,133,3,0.02206
IRAPUATO,2023-02-28,85,75,10,0.11765
IRAPUATO,2023-03-01,45,22,23,0.51111
IRAPUATO,2023-03-02,111,66,45,0.40541
IRAPUATO,2023-03-03,114,113,1,0.00877
IRAPUATO,2023-03-04,108,100,8,0.07407
IRAPUATO,2023-03-05,41,41,0,0
IRAPUATO,2023-03-07,115,94,21,0.18261
IRAPUATO,2023-03-08,130,124,6,0.04615
IRAPUATO,2023-03-09,52,46,6,0.11538
IRAPUATO,2023-03-10,54,51,3,0.05556
IRAPUATO,2023-03-11,87,69,18,0.2069
IRAPUATO,2023-03-12,32,27,5,0.15625
IRAPUATO,2023-03-13,42,35,7,0.16667
IRAPUATO,2023-03-14,31,28,3,0.09677
IRAPUATO,2023-03-15,63,58,5,0.07937
IRAPUATO,2023-03-16,40,28,12,0.3
IRAPUATO,2023-03-17,77,72,5,0.06494
IRAPUATO,2023-03-18,114,106,8,0.07018
IRAPUATO,2023-03-19,40,40,0,0
IRAPUATO,2023-03-20,55,51,4,0.07273
LA LAGUNA,2023-01-01,18,7,11,0.61111
LA LAGUNA,2023-01-02,88,71,17,0.19318
LA LAGUNA,2023-01-03,73,66,7,0.09589
LA LAGUNA,2023-01-04,80,70,10,0.125
LA LAGUNA,2023-01-05,86,75,11,0.12791
LA LAGUNA,2023-01-06,100,81,19,0.19
LA LAGUNA,2023-01-07,124,118,6,0.04839
LA LAGUNA,2023-01-08,69,59,10,0.14493
LA LAGUNA,2023-01-09,77,72,5,0.06494
LA LAGUNA,2023-01-10,92,85,7,0.07609
LA LAGUNA,2023-01-11,128,109,19,0.14844
LA LAGUNA,2023-01-12,101,91,10,0.09901
LA LAGUNA,2023-01-13,59,53,6,0.10169
LA LAGUNA,2023-01-14,113,95,18,0.15929
LA LAGUNA,2023-01-15,66,46,20,0.30303
LA LAGUNA,2023-01-16,79,70,9,0.11392
LA LAGUNA,2023-01-17,76,59,17,0.22368
LA LAGUNA,2023-01-18,69,54,15,0.21739
LA LAGUNA,2023-01-19,74,69,5,0.06757
LA LAGUNA,2023-01-20,67,57,10,0.14925
LA LAGUNA,2023-01-21,133,106,27,0.20301
LA LAGUNA,2023-01-22,47,37,10,0.21277
LA LAGUNA,2023-01-23,68,63,5,0.07353
LA LAGUNA,2023-01-24,77,67,10,0.12987
LA LAGUNA,2023-01-25,88,83,5,0.05682
LA LAGUNA,2023-01-26,55,40,15,0.27273
LA LAGUNA,2023-01-27,69,62,7,0.10145
LA LAGUNA,2023-01-28,81,76,5,0.06173
LA LAGUNA,2023-01-29,60,39,21,0.35
LA LAGUNA,2023-01-30,70,61,9,0.12857
LA LAGUNA,2023-01-31,68,61,7,0.10294
LA LAGUNA,2023-02-02,98,86,12,0.12245
LA LAGUNA,2023-02-03,54,40,14,0.25926
LA LAGUNA,2023-02-04,82,72,10,0.12195
LA LAGUNA,2023-02-05,65,52,13,0.2
LA LAGUNA,2023-02-06,74,55,19,0.25676
LA LAGUNA,2023-02-07,68,54,14,0.20588
LA LAGUNA,2023-02-08,54,47,7,0.12963
LA LAGUNA,2023-02-09,68,64,4,0.05882
LA LAGUNA,2023-02-10,87,73,14,0.16092
LA LAGUNA,2023-02-11,108,87,21,0.19444
LA LAGUNA,2023-02-12,60,45,15,0.25
LA LAGUNA,2023-02-13,71,60,11,0.15493
LA LAGUNA,2023-02-14,58,43,15,0.25862
LA LAGUNA,2023-02-15,75,62,13,0.17333
LA LAGUNA,2023-02-16,84,70,14,0.16667
LA LAGUNA,2023-02-17,65,50,15,0.23077
LA LAGUNA,2023-02-18,83,67,16,0.19277
LA LAGUNA,2023-02-19,58,50,8,0.13793
LA LAGUNA,2023-02-20,59,48,11,0.18644
LA LAGUNA,2023-02-21,63,51,12,0.19048
LA LAGUNA,2023-02-22,129,70,59,0.45736
LA LAGUNA,2023-02-23,153,101,52,0.33987
LA LAGUNA,2023-02-24,122,92,30,0.2459
LA LAGUNA,2023-02-25,118,87,31,0.26271
LA LAGUNA,2023-02-26,47,31,16,0.34043
LA LAGUNA,2023-02-27,90,77,13,0.14444
LA LAGUNA,2023-02-28,122,73,49,0.40164
LA LAGUNA,2023-03-01,94,80,14,0.14894
LA LAGUNA,2023-03-02,116,75,41,0.35345
LA LAGUNA,2023-03-03,92,80,12,0.13043
LA LAGUNA,2023-03-04,102,91,11,0.10784
LA LAGUNA,2023-03-05,50,40,10,0.2
LA LAGUNA,2023-03-07,102,77,25,0.2451
LA LAGUNA,2023-03-08,140,120,20,0.14286
LA LAGUNA,2023-03-09,116,81,35,0.30172
LA LAGUNA,2023-03-10,80,65,15,0.1875
LA LAGUNA,2023-03-11,100,71,29,0.29
LA LAGUNA,2023-03-12,36,24,12,0.33333
LA LAGUNA,2023-03-13,71,53,18,0.25352
LA LAGUNA,2023-03-14,80,67,13,0.1625
LA LAGUNA,2023-03-15,83,68,15,0.18072
LA LAGUNA,2023-03-16,89,83,6,0.06742
LA LAGUNA,2023-03-17,99,94,5,0.05051
LA LAGUNA,2023-03-18,140,124,16,0.11429
LA LAGUNA,2023-03-19,72,68,4,0.05556
LA LAGUNA,2023-03-20,75,65,10,0.13333
LEON,2023-01-01,25,23,2,0.08
LEON,2023-01-02,129,116,13,0.10078
LEON,2023-01-03,244,197,47,0.19262
LEON,2023-01-04,253,219,34,0.13439
LEON,2023-01-05,176,170,6,0.03409
LEON,2023-01-06,238,228,10,0.04202
LEON,2023-01-07,289,272,17,0.05882
LEON,2023-01-08,99,87,12,0.12121
LEON,2023-01-09,229,205,24,0.1048
LEON,2023-01-10,355,341,14,0.03944
LEON,2023-01-11,175,172,3,0.01714
LEON,2023-01-12,142,119,23,0.16197
LEON,2023-01-13,242,195,47,0.19421
LEON,2023-01-14,264,202,62,0.23485
LEON,2023-01-15,205,197,8,0.03902
LEON,2023-01-16,203,183,20,0.09852
LEON,2023-01-17,210,179,31,0.14762
LEON,2023-01-18,132,115,17,0.12879
LEON,2023-01-19,252,245,7,0.02778
LEON,2023-01-20,222,207,15,0.06757
LEON,2023-01-21,210,147,63,0.3
LEON,2023-01-22,109,91,18,0.16514
LEON,2023-01-23,228,201,27,0.11842
LEON,2023-01-24,225,190,35,0.15556
LEON,2023-01-25,321,278,43,0.13396
LEON,2023-01-26,364,354,10,0.02747
LEON,2023-01-27,442,341,101,0.22851
LEON,2023-01-28,507,399,108,0.21302
LEON,2023-01-29,127,98,29,0.22835
LEON,2023-01-30,318,278,40,0.12579
LEON,2023-01-31,398,322,76,0.19095
LEON,2023-02-02,409,299,110,0.26895
LEON,2023-02-03,439,365,74,0.16856
LEON,2023-02-04,358,208,150,0.41899
LEON,2023-02-05,362,271,91,0.25138
LEON,2023-02-06,248,209,39,0.15726
LEON,2023-02-07,285,268,17,0.05965
LEON,2023-02-08,349,298,51,0.14613
LEON,2023-02-09,310,234,76,0.24516
LEON,2023-02-10,347,238,109,0.31412
LEON,2023-02-11,407,350,57,0.14005
LEON,2023-02-12,201,188,13,0.06468
LEON,2023-02-13,272,245,27,0.09926
LEON,2023-02-14,338,281,57,0.16864
LEON,2023-02-15,297,193,104,0.35017
LEON,2023-02-16,715,674,41,0.05734
LEON,2023-02-17,502,422,80,0.15936
LEON,2023-02-18,787,636,151,0.19187
LEON,2023-02-19,310,201,109,0.35161
LEON,2023-02-20,466,399,67,0.14378
LEON,2023-02-21,448,331,117,0.26116
LEON,2023-02-22,335,269,66,0.19701
LEON,2023-02-23,449,347,102,0.22717
LEON,2023-02-24,246,154,92,0.37398
LEON,2023-02-25,452,319,133,0.29425
LEON,2023-02-26,195,156,39,0.2
LEON,2023-02-27,332,300,32,0.09639
LEON,2023-02-28,274,224,50,0.18248
LEON,2023-03-01,385,330,55,0.14286
LEON,2023-03-02,219,199,20,0.09132
LEON,2023-03-03,562,479,83,0.14769
LEON,2023-03-04,262,229,33,0.12595
LEON,2023-03-05,186,156,30,0.16129
LEON,2023-03-07,231,185,46,0.19913
LEON,2023-03-08,265,177,88,0.33208
LEON,2023-03-09,170,134,36,0.21176
LEON,2023-03-10,179,136,43,0.24022
LEON,2023-03-11,224,175,49,0.21875
LEON,2023-03-12,123,88,35,0.28455
LEON,2023-03-13,217,197,20,0.09217
LEON,2023-03-14,190,164,26,0.13684
LEON,2023-03-15,179,137,42,0.23464
LEON,2023-03-16,215,196,19,0.08837
LEON,2023-03-17,289,252,37,0.12803
LEON,2023-03-18,322,285,37,0.11491
LEON,2023-03-19,152,125,27,0.17763
LEON,2023-03-20,256,239,17,0.06641
MATAMOROS,2023-01-02,6,6,0,0
MATAMOROS,2023-01-03,9,7,2,0.22222
MATAMOROS,2023-01-04,15,9,6,0.4
MATAMOROS,2023-01-05,2,2,0,0
MATAMOROS,2023-01-06,5,5,0,0
MATAMOROS,2023-01-07,3,3,0,0
MATAMOROS,2023-01-08,4,2,2,0.5
