PLAZA,Fecha,Instalaciones,Activaciones_automaticas,Ativaciones_manuales,%Act_Manuales
TUXTLA,2023-01-03,84,80,4,0.04762
TUXTLA,2023-01-04,58,55,3,0.05172
TUXTLA,2023-01-05,101,101,0,0
TUXTLA,2023-01-06,61,61,0,0
TUXTLA,2023-01-07,70,63,7,0.1
TUXTLA,2023-01-08,60,59,1,0.01667
TUXTLA,2023-01-09,34,34,0,0
TUXTLA,2023-01-10,74,74,0,0
TUXTLA,2023-01-11,64,61,3,0.04688
TUXTLA,2023-01-12,77,76,1,0.01299
TUXTLA,2023-01-13,41,40,1,0.02439
TUXTLA,2023-01-14,76,76,0,0
TUXTLA,2023-01-15,69,65,4,0.05797
TUXTLA,2023-01-16,73,71,2,0.0274
TUXTLA,2023-01-17,150,141,9,0.06
TUXTLA,2023-01-18,144,83,61,0.42361
TUXTLA,2023-01-19,162,112,50,0.30864
TUXTLA,2023-01-20,161,156,5,0.03106
TUXTLA,2023-01-21,129,128,1,0.00775
TUXTLA,2023-01-22,101,86,15,0.14851
TUXTLA,2023-01-23,193,193,0,0
TUXTLA,2023-01-24,141,140,1,0.00709
TUXTLA,2023-01-25,173,173,0,0
TUXTLA,2023-01-26,138,129,9,0.06522
TUXTLA,2023-01-27,185,183,2,0.01081
TUXTLA,2023-01-28,164,156,8,0.04878
TUXTLA,2023-01-29,144,128,16,0.11111
TUXTLA,2023-01-30,150,148,2,0.01333
TUXTLA,2023-01-31,178,171,7,0.03933
TUXTLA,2023-02-02,181,162,19,0.10497
TUXTLA,2023-02-03,169,147,22,0.13018
TUXTLA,2023-02-04,180,168,12,0.06667
TUXTLA,2023-02-05,152,146,6,0.03947
TUXTLA,2023-02-06,132,108,24,0.18182
TUXTLA,2023-02-07,165,146,19,0.11515
TUXTLA,2023-02-08,191,160,31,0.1623
TUXTLA,2023-02-09,159,136,23,0.14465
TUXTLA,2023-02-10,167,141,26,0.15569
TUXTLA,2023-02-11,254,223,31,0.12205
TUXTLA,2023-02-12,289,278,11,0.03806
TUXTLA,2023-02-13,319,317,2,0.00627
TUXTLA,2023-02-14,372,353,19,0.05108
TUXTLA,2023-02-15,206,203,3,0.01456
TUXTLA,2023-02-16,227,219,8,0.03524
TUXTLA,2023-02-17,205,191,14,0.06829
TUXTLA,2023-02-18,167,153,14,0.08383
TUXTLA,2023-02-19,148,142,6,0.04054
TUXTLA,2023-02-20,180,167,13,0.07222
TUXTLA,2023-02-21,229,223,6,0.0262
TUXTLA,2023-02-22,242,221,21,0.08678
TUXTLA,2023-02-23,136,87,49,0.36029
TUXTLA,2023-02-24,198,175,23,0.11616
TUXTLA,2023-02-25,153,136,17,0.11111
TUXTLA,2023-02-26,191,151,40,0.20942
TUXTLA,2023-02-27,204,183,21,0.10294
TUXTLA,2023-02-28,109,75,34,0.31193
TUXTLA,2023-03-01,128,128,0,0
TUXTLA,2023-03-02,188,131,57,0.30319
TUXTLA,2023-03-03,140,110,30,0.21429
TUXTLA,2023-03-04,159,139,20,0.12579
TUXTLA,2023-03-05,164,159,5,0.03049
TUXTLA,2023-03-07,84,70,14,0.16667
TUXTLA,2023-03-08,90,80,10,0.11111
TUXTLA,2023-03-09,74,69,5,0.06757
TUXTLA,2023-03-10,65,65,0,0
TUXTLA,2023-03-11,58,44,14,0.24138
TUXTLA,2023-03-12,116,75,41,0.35345
TUXTLA,2023-03-13,60,55,5,0.08333
TUXTLA,2023-03-14,82,67,15,0.18293
TUXTLA,2023-03-15,83,81,2,0.0241
TUXTLA,2023-03-16,56,52,4,0.07143
TUXTLA,2023-03-17,76,75,1,0.01316
TUXTLA,2023-03-18,153,151,2,0.01307
TUXTLA,2023-03-19,115,114,1,0.0087
TUXTLA,2023-03-20,114,113,1,0.00877
VERACRUZ,2023-01-01,17,8,9,0.52941
VERACRUZ,2023-01-02,57,51,6,0.10526
VERACRUZ,2023-01-03,53,36,17,0.32075
VERACRUZ,2023-01-04,118,68,50,0.42373
VERACRUZ,2023-01-05,77,47,30,0.38961
VERACRUZ,2023-01-06,74,39,35,0.47297
VERACRUZ,2023-01-07,82,65,17,0.20732
VERACRUZ,2023-01-08,124,68,56,0.45161
VERACRUZ,2023-01-09,148,111,37,0.25
VERACRUZ,2023-01-10,56,38,18,0.32143
VERACRUZ,2023-01-11,117,79,38,0.32479
VERACRUZ,2023-01-12,81,74,7,0.08642
VERACRUZ,2023-01-13,229,65,164,0.71616
VERACRUZ,2023-01-14,92,69,23,0.25
VERACRUZ,2023-01-15,54,43,11,0.2037
VERACRUZ,2023-01-16,67,29,38,0.56716
VERACRUZ,2023-01-17,212,101,111,0.52358
VERACRUZ,2023-01-18,146,64,82,0.56164
VERACRUZ,2023-01-19,215,103,112,0.52093
VERACRUZ,2023-01-20,160,90,70,0.4375
VERACRUZ,2023-01-21,304,191,113,0.37171
VERACRUZ,2023-01-22,179,94,85,0.47486
VERACRUZ,2023-01-23,227,160,67,0.29515
VERACRUZ,2023-01-24,339,247,92,0.27139
VERACRUZ,2023-01-25,200,130,70,0.35
VERACRUZ,2023-01-26,178,113,65,0.36517
VERACRUZ,2023-01-27,240,148,92,0.38333
VERACRUZ,2023-01-28,97,55,42,0.43299
VERACRUZ,2023-01-29,136,71,65,0.47794
VERACRUZ,2023-01-30,175,125,50,0.28571
VERACRUZ,2023-01-31,200,163,37,0.185
VERACRUZ,2023-02-02,207,131,76,0.36715
VERACRUZ,2023-02-03,120,66,54,0.45
VERACRUZ,2023-02-04,267,153,114,0.42697
VERACRUZ,2023-02-05,192,85,107,0.55729
VERACRUZ,2023-02-06,135,64,71,0.52593
VERACRUZ,2023-02-07,127,83,44,0.34646
VERACRUZ,2023-02-08,144,131,13,0.09028
VERACRUZ,2023-02-09,246,176,70,0.28455
VERACRUZ,2023-02-10,124,86,38,0.30645
VERACRUZ,2023-02-11,307,285,22,0.07166
VERACRUZ,2023-02-12,251,194,57,0.22709
VERACRUZ,2023-02-13,238,168,70,0.29412
VERACRUZ,2023-02-14,248,183,65,0.2621
VERACRUZ,2023-02-15,357,225,132,0.36975
VERACRUZ,2023-02-16,412,309,103,0.25
VERACRUZ,2023-02-17,286,149,137,0.47902
VERACRUZ,2023-02-18,249,129,120,0.48193
VERACRUZ,2023-02-19,149,80,69,0.46309
VERACRUZ,2023-02-20,425,211,214,0.50353
VERACRUZ,2023-02-21,238,136,102,0.42857
VERACRUZ,2023-02-22,230,87,143,0.62174
VERACRUZ,2023-02-23,260,199,61,0.23462
VERACRUZ,2023-02-24,258,159,99,0.38372
VERACRUZ,2023-02-25,292,216,76,0.26027
VERACRUZ,2023-02-26,167,113,54,0.32335
VERACRUZ,2023-02-27,244,201,43,0.17623
VERACRUZ,2023-02-28,374,321,53,0.14171
VERACRUZ,2023-03-01,93,64,29,0.31183
VERACRUZ,2023-03-02,100,80,20,0.2
VERACRUZ,2023-03-03,255,104,151,0.59216
VERACRUZ,2023-03-04,192,186,6,0.03125
VERACRUZ,2023-03-05,125,112,13,0.104
VERACRUZ,2023-03-07,175,170,5,0.02857
VERACRUZ,2023-03-08,121,86,35,0.28926
VERACRUZ,2023-03-09,142,80,62,0.43662
VERACRUZ,2023-03-10,125,114,11,0.088
VERACRUZ,2023-03-11,117,96,21,0.17949
VERACRUZ,2023-03-12,64,54,10,0.15625
VERACRUZ,2023-03-13,100,86,14,0.14
VERACRUZ,2023-03-14,87,43,44,0.50575
VERACRUZ,2023-03-15,92,68,24,0.26087
VERACRUZ,2023-03-16,111,93,18,0.16216
VERACRUZ,2023-03-17,77,62,15,0.19481
VERACRUZ,2023-03-18,97,92,5,0.05155
VERACRUZ,2023-03-19,74,52,22,0.2973
VERACRUZ,2023-03-20,69,61,8,0.11594
VILLAHERMOSA,2023-01-01,19,14,5,0.26316
VILLAHERMOSA,2023-01-02,57,53,4,0.07018
VILLAHERMOSA,2023-01-03,51,50,1,0.01961
VILLAHERMOSA,2023-01-04,86,68,18,0.2093
VILLAHERMOSA,2023-01-05,34,33,1,0.02941
VILLAHERMOSA,2023-01-06,70,66,4,0.05714
VILLAHERMOSA,2023-01-07,59,46,13,0.22034
VILLAHERMOSA,2023-01-08,53,52,1,0.01887
VILLAHERMOSA,2023-01-09,70,68,2,0.02857
VILLAHERMOSA,2023-01-10,60,60,0,0
VILLAHERMOSA,2023-01-11,77,77,0,0
VILLAHERMOSA,2023-01-12,55,55,0,0
VILLAHERMOSA,2023-01-13,49,48,1,0.02041
VILLAHERMOSA,2023-01-14,54,54,0,0
VILLAHERMOSA,2023-01-15,46,46,0,0
VILLAHERMOSA,2023-01-16,101,89,12,0.11881
VILLAHERMOSA,2023-01-17,158,148,10,0.06329
VILLAHERMOSA,2023-01-18,78,77,1,0.01282
VILLAHERMOSA,2023-01-19,212,210,2,0.00943
VILLAHERMOSA,2023-01-20,82,66,16,0.19512
VILLAHERMOSA,2023-01-21,236,155,81,0.34322
VILLAHERMOSA,2023-01-22,160,139,21,0.13125
VILLAHERMOSA,2023-01-23,187,175,12,0.06417
VILLAHERMOSA,2023-01-24,143,111,32,0.22378
VILLAHERMOSA,2023-01-25,148,144,4,0.02703
VILLAHERMOSA,2023-01-26,105,85,20,0.19048
VILLAHERMOSA,2023-01-27,152,150,2,0.01316
VILLAHERMOSA,2023-01-28,130,89,41,0.31538
VILLAHERMOSA,2023-01-29,93,75,18,0.19355
VILLAHERMOSA,2023-01-30,146,91,55,0.37671
VILLAHERMOSA,2023-01-31,132,125,7,0.05303
VILLAHERMOSA,2023-02-02,146,113,33,0.22603
VILLAHERMOSA,2023-02-03,119,40,79,0.66387
VILLAHERMOSA,2023-02-04,62,40,22,0.35484
VILLAHERMOSA,2023-02-05,200,149,51,0.255
VILLAHERMOSA,2023-02-06,188,107,81,0.43085
VILLAHERMOSA,2023-02-07,166,146,20,0.12048
VILLAHERMOSA,2023-02-08,110,86,24,0.21818
VILLAHERMOSA,2023-02-09,161,95,66,0.40994
VILLAHERMOSA,2023-02-10,296,245,51,0.1723
VILLAHERMOSA,2023-02-11,284,132,152,0.53521
VILLAHERMOSA,2023-02-12,411,315,96,0.23358
VILLAHERMOSA,2023-02-13,327,319,8,0.02446
VILLAHERMOSA,2023-02-14,303,289,14,0.0462
VILLAHERMOSA,2023-02-15,287,182,105,0.36585
VILLAHERMOSA,2023-02-16,376,316,60,0.15957
VILLAHERMOSA,2023-02-17,279,206,73,0.26165
VILLAHERMOSA,2023-02-18,197,75,122,0.61929
VILLAHERMOSA,2023-02-19,289,214,75,0.25952
VILLAHERMOSA,2023-02-20,359,259,100,0.27855
VILLAHERMOSA,2023-02-21,142,117,25,0.17606
VILLAHERMOSA,2023-02-22,234,128,106,0.45299
VILLAHERMOSA,2023-02-23,113,103,10,0.0885
VILLAHERMOSA,2023-02-24,102,68,34,0.33333
VILLAHERMOSA,2023-02-25,185,174,11,0.05946
VILLAHERMOSA,2023-02-26,108,89,19,0.17593
VILLAHERMOSA,2023-02-27,209,162,47,0.22488
VILLAHERMOSA,2023-02-28,174,112,62,0.35632
VILLAHERMOSA,2023-03-01,120,26,94,0.78333
VILLAHERMOSA,2023-03-02,227,163,64,0.28194
VILLAHERMOSA,2023-03-03,93,81,12,0.12903
VILLAHERMOSA,2023-03-04,171,151,20,0.11696
VILLAHERMOSA,2023-03-05,144,118,26,0.18056
VILLAHERMOSA,2023-03-07,197,193,4,0.0203
XALAPA,2023-01-01,3,3,0,0
XALAPA,2023-01-02,33,29,4,0.12121
XALAPA,2023-01-03,33,29,4,0.12121
XALAPA,2023-01-04,64,53,11,0.17188
XALAPA,2023-01-05,59,56,3,0.05085
XALAPA,2023-01-06,51,40,11,0.21569
XALAPA,2023-01-07,49,41,8,0.16327
XALAPA,2023-01-08,35,30,5,0.14286
XALAPA,2023-01-09,52,45,7,0.13462
XALAPA,2023-01-10,36,36,0,0
XALAPA,2023-01-11,64,61,3,0.04688
XALAPA,2023-01-12,53,38,15,0.28302
XALAPA,2023-01-13,36,33,3,0.08333
XALAPA,2023-01-14,55,41,14,0.25455
XALAPA,2023-01-15,57,53,4,0.07018
XALAPA,2023-01-16,84,60,24,0.28571
XALAPA,2023-01-17,73,52,21,0.28767
XALAPA,2023-01-18,100,81,19,0.19
XALAPA,2023-01-19,126,67,59,0.46825
XALAPA,2023-01-20,138,113,25,0.18116
XALAPA,2023-01-21,123,118,5,0.04065
XALAPA,2023-01-22,42,40,2,0.04762
XALAPA,2023-01-23,115,96,19,0.16522
XALAPA,2023-01-24,110,110,0,0
XALAPA,2023-01-25,110,104,6,0.05455
XALAPA,2023-01-26,121,116,5,0.04132
XALAPA,2023-01-27,84,81,3,0.03571
XALAPA,2023-01-28,105,95,10,0.09524
XALAPA,2023-01-29,49,46,3,0.06122
XALAPA,2023-01-30,72,70,2,0.02778
XALAPA,2023-01-31,144,129,15,0.10417
XALAPA,2023-02-01,2,0,2,1
XALAPA,2023-02-02,100,96,4,0.04
XALAPA,2023-02-03,82,79,3,0.03659
XALAPA,2023-02-04,173,120,53,0.30636
XALAPA,2023-02-05,95,68,27,0.28421
XALAPA,2023-02-06,110,82,28,0.25455
XALAPA,2023-02-07,52,46,6,0.11538
XALAPA,2023-02-08,148,137,11,0.07432
XALAPA,2023-02-09,132,101,31,0.23485
XALAPA,2023-02-10,68,62,6,0.08824
XALAPA,2023-02-11,79,60,19,0.24051
XALAPA,2023-02-12,48,33,15,0.3125
XALAPA,2023-02-13,134,129,5,0.03731
XALAPA,2023-02-14,151,124,27,0.17881
XALAPA,2023-02-15,128,126,2,0.01562
XALAPA,2023-02-16,109,77,32,0.29358
XALAPA,2023-02-17,86,83,3,0.03488
XALAPA,2023-02-18,149,145,4,0.02685
XALAPA,2023-02-19,96,90,6,0.0625
XALAPA,2023-02-20,166,79,87,0.5241
XALAPA,2023-02-21,94,89,5,0.05319
XALAPA,2023-02-22,140,127,13,0.09286
XALAPA,2023-02-23,52,31,21,0.40385
XALAPA,2023-02-24,77,52,25,0.32468
XALAPA,2023-02-25,81,66,15,0.18519
XALAPA,2023-02-26,36,34,2,0.05556
XALAPA,2023-02-27,61,52,9,0.14754
XALAPA,2023-02-28,93,85,8,0.08602
XALAPA,2023-03-01,76,50,26,0.34211
XALAPA,2023-03-02,61,51,10,0.16393
XALAPA,2023-03-03,73,59,14,0.19178
XALAPA,2023-03-04,88,77,11,0.125
XALAPA,2023-03-05,29,29,0,0
XALAPA,2023-03-07,93,89,4,0.04301
XALAPA,2023-03-08,49,38,11,0.22449
XALAPA,2023-03-09,115,111,4,0.03478
XALAPA,2023-03-10,90,84,6,0.06667
XALAPA,2023-03-11,152,142,10,0.06579
XALAPA,2023-03-12,100,97,3,0.03
XALAPA,2023-03-13,139,114,25,0.17986
XALAPA,2023-03-14,46,38,8,0.17391
XALAPA,2023-03-15,85,81,4,0.04706
XALAPA,2023-03-16,88,73,15,0.17045
XALAPA,2023-03-17,65,63,2,0.03077
XALAPA,2023-03-18,163,58,105,0.64417
XALAPA,2023-03-19,56,56,0,0
XALAPA,2023-03-20,242,241,1,0.00413
