DIRECCION,Fecha,Instalaciones,Activaciones_automaticas,Activaciones_manuales,PorcAM
CENTRO 2,2023-06-24,679,634,45,0.0662739322533137
CENTRO 2,2023-06-25,464,436,28,0.0603448275862069
CENTRO 2,2023-06-26,533,501,32,0.0600375234521576
CENTRO 2,2023-06-27,518,498,20,0.0386100386100386
CENTRO 2,2023-06-28,533,513,20,0.0375234521575985
CENTRO 2,2023-06-29,569,528,41,0.0720562390158172
CENTRO 2,2023-06-30,445,382,63,0.141573033707865
CENTRO 2,2023-07-01,652,619,33,0.0506134969325153
CENTRO 2,2023-07-02,384,375,9,0.0234375
CENTRO 2,2023-07-03,562,539,23,0.0409252669039146
CENTRO 2,2023-07-04,494,471,23,0.0465587044534413
CENTRO 2,2023-07-05,419,398,21,0.0501193317422434
CENTRO 2,2023-07-06,435,414,21,0.0482758620689655
CENTRO 2,2023-07-07,554,535,19,0.0342960288808664
CENTRO 2,2023-07-08,627,602,25,0.0398724082934609
CENTRO 2,2023-07-09,490,468,22,0.0448979591836735
CENTRO 2,2023-07-10,562,539,23,0.0409252669039146
CENTRO 2,2023-07-11,570,541,29,0.0508771929824561
CENTRO 2,2023-07-12,502,475,27,0.0537848605577689
CENTRO 2,2023-07-13,505,475,30,0.0594059405940594
CENTRO 2,2023-07-14,516,491,25,0.0484496124031008
CENTRO 2,2023-07-15,654,629,25,0.0382262996941896
CENTRO 2,2023-07-16,519,503,16,0.0308285163776493
CENTRO 2,2023-07-17,564,543,21,0.0372340425531915
CENTRO 2,2023-07-18,556,536,20,0.0359712230215827
CENTRO 2,2023-07-19,563,541,22,0.0390763765541741
CENTRO 2,2023-07-20,625,595,30,0.048
CENTRO 2,2023-07-21,569,546,23,0.0404217926186292
CENTRO 2,2023-07-22,639,618,21,0.0328638497652582
CENTRO 2,2023-07-23,482,466,16,0.033195020746888
CENTRO 2,2023-07-24,564,538,26,0.0460992907801418
CENTRO 2,2023-07-25,588,567,21,0.0357142857142857
CENTRO 2,2023-07-26,537,516,21,0.0391061452513966
CENTRO 2,2023-07-27,611,590,21,0.0343698854337152
CENTRO 2,2023-07-28,682,658,24,0.0351906158357771
CENTRO 2,2023-07-29,693,670,23,0.0331890331890332
CENTRO 2,2023-07-30,586,570,16,0.0273037542662116
CENTRO 2,2023-07-31,657,634,23,0.0350076103500761
CENTRO 2,2023-08-01,685,658,27,0.0394160583941606
CENTRO 2,2023-08-02,653,627,26,0.0398162327718224
CENTRO 2,2023-08-03,661,553,108,0.16338880484115
CENTRO 2,2023-08-04,610,583,27,0.0442622950819672
CENTRO 2,2023-08-05,726,691,35,0.0482093663911846
CENTRO 2,2023-08-06,575,560,15,0.0260869565217391
CENTRO 2,2023-08-07,613,591,22,0.0358890701468189
CENTRO 2,2023-08-08,604,582,22,0.0364238410596026
CENTRO 2,2023-08-09,636,607,29,0.0455974842767296
CENTRO 2,2023-08-10,587,565,22,0.0374787052810903
CENTRO 2,2023-08-11,643,612,31,0.0482115085536547
CENTRO 2,2023-08-12,671,654,17,0.0253353204172876
CENTRO 2,2023-08-13,562,544,18,0.0320284697508897
CENTRO 2,2023-08-14,534,507,27,0.050561797752809
CENTRO 2,2023-08-15,748,723,25,0.0334224598930481
CENTRO 2,2023-08-16,598,577,21,0.0351170568561873
CENTRO 2,2023-08-17,599,569,30,0.0500834724540902
CENTRO 2,2023-08-18,635,604,31,0.0488188976377953
CENTRO 2,2023-08-19,694,670,24,0.0345821325648415
CENTRO 2,2023-08-20,532,512,20,0.037593984962406
CENTRO 2,2023-08-21,574,569,5,0.00871080139372822
CENTRO 2,2023-08-22,569,567,2,0.00351493848857645
CENTRO 2,2023-08-23,581,572,9,0.0154905335628227
CENTRO 2,2023-08-24,623,610,13,0.0208667736757624
CENTRO 2,2023-08-25,648,638,10,0.0154320987654321
CENTRO 2,2023-08-26,718,712,6,0.00835654596100279
CENTRO 2,2023-08-27,634,631,3,0.00473186119873817
CENTRO 2,2023-08-28,649,641,8,0.012326656394453
CENTRO 2,2023-08-29,605,596,9,0.0148760330578512
CENTRO 2,2023-08-30,636,629,7,0.0110062893081761
CENTRO 2,2023-08-31,587,578,9,0.0153321976149915
CENTRO 2,2023-09-01,598,595,3,0.00501672240802676
CENTRO 2,2023-09-02,698,692,6,0.00859598853868195
CENTRO 2,2023-09-03,539,537,2,0.00371057513914657
CENTRO 2,2023-09-04,554,551,3,0.00541516245487365
CENTRO 2,2023-09-05,596,594,2,0.00335570469798658
CENTRO 2,2023-09-06,534,527,7,0.0131086142322097
CENTRO 2,2023-09-07,496,494,2,0.00403225806451613
CENTRO 2,2023-09-08,469,464,5,0.0106609808102345
CENTRO 2,2023-09-09,667,665,2,0.00299850074962519
CENTRO 2,2023-09-10,519,518,1,0.00192678227360308
CENTRO 2,2023-09-11,534,525,9,0.0168539325842697
CENTRO 2,2023-09-12,562,556,6,0.0106761565836299
CENTRO 2,2023-09-13,447,435,12,0.0268456375838926
CENTRO 2,2023-09-14,462,451,11,0.0238095238095238
CENTRO 2,2023-09-15,585,574,11,0.0188034188034188
CENTRO 2,2023-09-16,437,431,6,0.0137299771167048
CENTRO 2,2023-09-17,511,503,8,0.0156555772994129
CENTRO 2,2023-09-18,580,576,4,0.00689655172413793
CENTRO 2,2023-09-19,547,540,7,0.0127970749542962
CENTRO 2,2023-09-20,551,542,9,0.0163339382940109
CENTRO 2,2023-09-21,616,601,15,0.0243506493506494
CENTRO 2,2023-09-22,616,602,14,0.0227272727272727
CENTRO 2,2023-09-23,723,714,9,0.012448132780083
CENTRO 2,2023-09-24,524,516,8,0.0152671755725191
CENTRO 2,2023-09-25,581,570,11,0.0189328743545611
CENTRO 2,2023-09-26,583,577,6,0.0102915951972556
CENTRO 2,2023-09-27,534,530,4,0.00749063670411985
CENTRO 2,2023-09-28,614,606,8,0.0130293159609121
CENTRO 2,2023-09-29,653,637,16,0.0245022970903522
CENTRO 2,2023-09-30,813,790,23,0.028290282902829
CENTRO 2,2023-10-01,511,502,9,0.0176125244618395
CENTRO 2,2023-10-02,539,531,8,0.0148423005565863
CENTRO 2,2023-10-03,559,540,19,0.0339892665474061
CENTRO 2,2023-10-04,492,472,20,0.040650406504065
CENTRO 2,2023-10-05,477,455,22,0.0461215932914046
CENTRO 2,2023-10-06,537,515,22,0.0409683426443203
CENTRO 2,2023-10-07,581,571,10,0.0172117039586919
CENTRO 2,2023-10-08,455,431,24,0.0527472527472527
CENTRO 2,2023-10-09,495,476,19,0.0383838383838384
CENTRO 2,2023-10-10,495,481,14,0.0282828282828283
CENTRO 2,2023-10-11,488,457,31,0.0635245901639344
CENTRO 2,2023-10-12,432,413,19,0.0439814814814815
CENTRO 2,2023-10-13,433,411,22,0.0508083140877598
CENTRO 2,2023-10-14,629,604,25,0.0397456279809221
CENTRO 2,2023-10-15,513,501,12,0.0233918128654971
CENTRO 2,2023-10-16,582,566,16,0.0274914089347079
CENTRO 2,2023-10-17,523,510,13,0.0248565965583174
CENTRO 2,2023-10-18,527,505,22,0.0417457305502846
CENTRO 2,2023-10-19,520,498,22,0.0423076923076923
CENTRO 2,2023-10-20,486,471,15,0.0308641975308642
CENTRO 2,2023-10-21,568,550,18,0.0316901408450704
CENTRO 2,2023-10-22,456,444,12,0.0263157894736842
CENTRO 2,2023-10-23,482,458,24,0.0497925311203319
CENTRO 2,2023-10-24,488,475,13,0.0266393442622951
CENTRO 2,2023-10-25,471,457,14,0.029723991507431
NORESTE-FRONTERA,2023-01-01,NA,NA,17,NA
NORESTE-FRONTERA,2023-01-02,444,338,106,0.238738738738739
NORESTE-FRONTERA,2023-01-03,535,410,125,0.233644859813084
NORESTE-FRONTERA,2023-01-04,552,397,155,0.280797101449275
NORESTE-FRONTERA,2023-01-05,557,447,110,0.197486535008977
NORESTE-FRONTERA,2023-01-06,632,472,160,0.253164556962025
NORESTE-FRONTERA,2023-01-07,680,513,167,0.245588235294118
NORESTE-FRONTERA,2023-01-08,413,305,108,0.261501210653753
NORESTE-FRONTERA,2023-01-09,557,408,149,0.267504488330341
NORESTE-FRONTERA,2023-01-10,561,438,123,0.219251336898396
NORESTE-FRONTERA,2023-01-11,569,441,128,0.224956063268893
NORESTE-FRONTERA,2023-01-12,514,396,118,0.229571984435798
NORESTE-FRONTERA,2023-01-13,584,467,117,0.200342465753425
NORESTE-FRONTERA,2023-01-14,665,536,129,0.193984962406015
NORESTE-FRONTERA,2023-01-15,436,348,88,0.201834862385321
NORESTE-FRONTERA,2023-01-16,545,417,128,0.234862385321101
NORESTE-FRONTERA,2023-01-17,544,417,127,0.233455882352941
NORESTE-FRONTERA,2023-01-18,497,389,108,0.217303822937626
NORESTE-FRONTERA,2023-01-19,498,388,110,0.220883534136546
NORESTE-FRONTERA,2023-01-20,552,449,103,0.186594202898551
NORESTE-FRONTERA,2023-01-21,674,537,137,0.20326409495549
NORESTE-FRONTERA,2023-01-22,352,269,83,0.235795454545455
NORESTE-FRONTERA,2023-01-23,467,360,107,0.229122055674518
NORESTE-FRONTERA,2023-01-24,513,416,97,0.189083820662768
NORESTE-FRONTERA,2023-01-25,511,396,115,0.225048923679061
NORESTE-FRONTERA,2023-01-26,485,359,126,0.25979381443299
NORESTE-FRONTERA,2023-01-27,534,417,117,0.219101123595506
NORESTE-FRONTERA,2023-01-28,715,479,236,0.33006993006993
NORESTE-FRONTERA,2023-01-29,424,307,117,0.275943396226415
NORESTE-FRONTERA,2023-01-30,515,394,121,0.23495145631068
NORESTE-FRONTERA,2023-01-31,523,408,115,0.219885277246654
NORESTE-FRONTERA,2023-02-01,487,397,90,0.184804928131417
NORESTE-FRONTERA,2023-02-02,532,406,126,0.236842105263158
NORESTE-FRONTERA,2023-02-03,548,425,123,0.224452554744526
NORESTE-FRONTERA,2023-02-04,711,550,161,0.226441631504923
NORESTE-FRONTERA,2023-02-05,450,349,101,0.224444444444444
NORESTE-FRONTERA,2023-02-06,453,372,81,0.178807947019868
NORESTE-FRONTERA,2023-02-07,534,435,99,0.185393258426966
NORESTE-FRONTERA,2023-02-08,508,410,98,0.192913385826772
NORESTE-FRONTERA,2023-02-09,549,445,104,0.189435336976321
NORESTE-FRONTERA,2023-02-10,534,435,99,0.185393258426966
NORESTE-FRONTERA,2023-02-11,669,494,175,0.261584454409567
NORESTE-FRONTERA,2023-02-12,473,368,105,0.221987315010571
NORESTE-FRONTERA,2023-02-13,498,387,111,0.22289156626506
NORESTE-FRONTERA,2023-02-14,496,384,112,0.225806451612903
NORESTE-FRONTERA,2023-02-15,544,439,105,0.193014705882353
NORESTE-FRONTERA,2023-02-16,569,458,111,0.195079086115993
NORESTE-FRONTERA,2023-02-17,589,458,131,0.222410865874363
NORESTE-FRONTERA,2023-02-18,759,593,166,0.21870882740448
NORESTE-FRONTERA,2023-02-19,464,347,117,0.252155172413793
NORESTE-FRONTERA,2023-02-20,513,399,114,0.222222222222222
NORESTE-FRONTERA,2023-02-21,521,393,128,0.245681381957774
NORESTE-FRONTERA,2023-02-22,545,410,135,0.247706422018349
NORESTE-FRONTERA,2023-02-23,519,384,135,0.260115606936416
NORESTE-FRONTERA,2023-02-24,516,376,140,0.271317829457364
NORESTE-FRONTERA,2023-02-25,760,510,250,0.328947368421053
NORESTE-FRONTERA,2023-02-26,454,340,114,0.251101321585903
NORESTE-FRONTERA,2023-02-27,536,391,145,0.270522388059701
NORESTE-FRONTERA,2023-02-28,647,477,170,0.262751159196291
NORESTE-FRONTERA,2023-03-01,604,456,148,0.245033112582781
NORESTE-FRONTERA,2023-03-02,634,472,162,0.255520504731861
NORESTE-FRONTERA,2023-03-03,671,500,171,0.254843517138599
NORESTE-FRONTERA,2023-03-04,792,563,229,0.289141414141414
NORESTE-FRONTERA,2023-03-05,398,285,113,0.28391959798995
NORESTE-FRONTERA,2023-03-06,523,395,128,0.244741873804971
NORESTE-FRONTERA,2023-03-07,603,451,152,0.252072968490879
NORESTE-FRONTERA,2023-03-08,628,459,169,0.269108280254777
NORESTE-FRONTERA,2023-03-09,587,493,94,0.160136286201022
NORESTE-FRONTERA,2023-03-10,646,544,102,0.157894736842105
NORESTE-FRONTERA,2023-03-11,798,664,134,0.167919799498747
NORESTE-FRONTERA,2023-03-12,507,422,85,0.167652859960552
NORESTE-FRONTERA,2023-03-13,550,468,82,0.149090909090909
NORESTE-FRONTERA,2023-03-14,637,531,106,0.166405023547881
NORESTE-FRONTERA,2023-03-15,584,541,43,0.0736301369863014
NORESTE-FRONTERA,2023-03-16,676,638,38,0.0562130177514793
NORESTE-FRONTERA,2023-03-17,773,714,59,0.0763260025873221
NORESTE-FRONTERA,2023-03-18,976,914,62,0.0635245901639344
NORESTE-FRONTERA,2023-03-19,581,540,41,0.0705679862306368
NORESTE-FRONTERA,2023-03-20,660,612,48,0.0727272727272727
NORESTE-FRONTERA,2023-03-21,737,702,35,0.0474898236092266
NORESTE-FRONTERA,2023-03-22,688,663,25,0.0363372093023256
NORESTE-FRONTERA,2023-03-23,714,688,26,0.0364145658263305
NORESTE-FRONTERA,2023-03-24,730,693,37,0.0506849315068493
NORESTE-FRONTERA,2023-03-25,822,782,40,0.048661800486618
NORESTE-FRONTERA,2023-03-26,528,496,32,0.0606060606060606
NORESTE-FRONTERA,2023-03-27,642,617,25,0.0389408099688473
NORESTE-FRONTERA,2023-03-28,511,495,16,0.0313111545988258
NORESTE-FRONTERA,2023-03-29,614,579,35,0.0570032573289902
NORESTE-FRONTERA,2023-03-30,704,667,37,0.0525568181818182
NORESTE-FRONTERA,2023-03-31,976,941,35,0.0358606557377049
NORESTE-FRONTERA,2023-04-01,780,756,24,0.0307692307692308
NORESTE-FRONTERA,2023-04-02,454,435,19,0.0418502202643172
NORESTE-FRONTERA,2023-04-03,703,685,18,0.0256045519203414
NORESTE-FRONTERA,2023-04-04,632,621,11,0.0174050632911392
NORESTE-FRONTERA,2023-04-05,552,528,24,0.0434782608695652
NORESTE-FRONTERA,2023-04-06,639,631,8,0.0125195618153365
NORESTE-FRONTERA,2023-04-07,607,602,5,0.00823723228995058
NORESTE-FRONTERA,2023-04-08,562,556,6,0.0106761565836299
NORESTE-FRONTERA,2023-04-09,342,339,3,0.0087719298245614
NORESTE-FRONTERA,2023-04-10,490,481,9,0.0183673469387755
NORESTE-FRONTERA,2023-04-11,590,576,14,0.023728813559322
NORESTE-FRONTERA,2023-04-12,546,535,11,0.0201465201465201
NORESTE-FRONTERA,2023-04-13,532,520,12,0.0225563909774436
NORESTE-FRONTERA,2023-04-14,717,706,11,0.0153417015341702
NORESTE-FRONTERA,2023-04-15,875,852,23,0.0262857142857143
NORESTE-FRONTERA,2023-04-16,564,552,12,0.0212765957446809
NORESTE-FRONTERA,2023-04-17,678,656,22,0.0324483775811209
NORESTE-FRONTERA,2023-04-18,669,651,18,0.0269058295964126
NORESTE-FRONTERA,2023-04-19,597,581,16,0.0268006700167504
NORESTE-FRONTERA,2023-04-20,597,570,27,0.0452261306532663
NORESTE-FRONTERA,2023-04-21,734,713,21,0.0286103542234332
NORESTE-FRONTERA,2023-04-22,767,744,23,0.029986962190352
NORESTE-FRONTERA,2023-04-23,565,555,10,0.0176991150442478
NORESTE-FRONTERA,2023-04-24,645,630,15,0.0232558139534884
NORESTE-FRONTERA,2023-04-25,769,740,29,0.0377113133940182
NORESTE-FRONTERA,2023-04-26,693,675,18,0.025974025974026
NORESTE-FRONTERA,2023-04-27,609,590,19,0.0311986863711002
NORESTE-FRONTERA,2023-04-28,727,702,25,0.0343878954607978
NORESTE-FRONTERA,2023-04-29,850,819,31,0.0364705882352941
NORESTE-FRONTERA,2023-04-30,649,624,25,0.0385208012326656
NORESTE-FRONTERA,2023-05-01,538,522,16,0.0297397769516729
NORESTE-FRONTERA,2023-05-02,620,601,19,0.0306451612903226
NORESTE-FRONTERA,2023-05-03,588,572,16,0.0272108843537415
NORESTE-FRONTERA,2023-05-04,628,605,23,0.036624203821656
NORESTE-FRONTERA,2023-05-05,711,682,29,0.0407876230661041
NORESTE-FRONTERA,2023-05-06,736,713,23,0.03125
NORESTE-FRONTERA,2023-05-07,567,552,15,0.0264550264550265
NORESTE-FRONTERA,2023-05-08,581,554,27,0.0464716006884682
NORESTE-FRONTERA,2023-05-09,653,628,25,0.0382848392036753
NORESTE-FRONTERA,2023-05-10,587,555,32,0.0545144804088586
NORESTE-FRONTERA,2023-05-11,610,579,31,0.0508196721311475
NORESTE-FRONTERA,2023-05-12,652,624,28,0.0429447852760736
NORESTE-FRONTERA,2023-05-13,851,815,36,0.0423031727379553
NORESTE-FRONTERA,2023-05-14,794,764,30,0.0377833753148615
NORESTE-FRONTERA,2023-05-15,874,840,34,0.0389016018306636
NORESTE-FRONTERA,2023-05-16,925,894,31,0.0335135135135135
NORESTE-FRONTERA,2023-05-17,850,810,40,0.0470588235294118
NORESTE-FRONTERA,2023-05-18,582,564,18,0.0309278350515464
NORESTE-FRONTERA,2023-05-19,727,695,32,0.0440165061898212
NORESTE-FRONTERA,2023-05-20,742,715,27,0.0363881401617251
NORESTE-FRONTERA,2023-05-21,696,661,35,0.0502873563218391
NORESTE-FRONTERA,2023-05-22,707,679,28,0.0396039603960396
NORESTE-FRONTERA,2023-05-23,663,643,20,0.0301659125188537
NORESTE-FRONTERA,2023-05-24,639,608,31,0.0485133020344288
NORESTE-FRONTERA,2023-05-25,645,603,42,0.0651162790697674
NORESTE-FRONTERA,2023-05-26,527,495,32,0.0607210626185958
NORESTE-FRONTERA,2023-05-27,647,600,47,0.0726429675425039
NORESTE-FRONTERA,2023-05-28,548,513,35,0.0638686131386861
NORESTE-FRONTERA,2023-05-29,608,575,33,0.0542763157894737
NORESTE-FRONTERA,2023-05-30,584,545,39,0.0667808219178082
NORESTE-FRONTERA,2023-05-31,634,592,42,0.0662460567823344
NORESTE-FRONTERA,2023-06-01,484,447,37,0.0764462809917355
NORESTE-FRONTERA,2023-06-02,551,517,34,0.0617059891107078
NORESTE-FRONTERA,2023-06-03,605,579,26,0.0429752066115702
NORESTE-FRONTERA,2023-06-04,530,508,22,0.0415094339622641
NORESTE-FRONTERA,2023-06-05,554,525,29,0.0523465703971119
NORESTE-FRONTERA,2023-06-06,584,557,27,0.0462328767123288
NORESTE-FRONTERA,2023-06-07,632,601,31,0.0490506329113924
NORESTE-FRONTERA,2023-06-08,569,539,30,0.0527240773286467
NORESTE-FRONTERA,2023-06-09,613,589,24,0.0391517128874388
NORESTE-FRONTERA,2023-06-10,687,655,32,0.0465793304221252
NORESTE-FRONTERA,2023-06-11,540,519,21,0.0388888888888889
NORESTE-FRONTERA,2023-06-12,614,589,25,0.0407166123778502
NORESTE-FRONTERA,2023-06-13,630,600,30,0.0476190476190476
NORESTE-FRONTERA,2023-06-14,612,582,30,0.0490196078431373
NORESTE-FRONTERA,2023-06-15,603,572,31,0.0514096185737977
NORESTE-FRONTERA,2023-06-16,598,560,38,0.0635451505016722
NORESTE-FRONTERA,2023-06-17,692,663,29,0.0419075144508671
NORESTE-FRONTERA,2023-06-18,437,416,21,0.0480549199084668
NORESTE-FRONTERA,2023-06-19,592,561,31,0.0523648648648649
NORESTE-FRONTERA,2023-06-20,542,513,29,0.0535055350553506
NORESTE-FRONTERA,2023-06-21,578,545,33,0.0570934256055363
NORESTE-FRONTERA,2023-06-22,624,603,21,0.0336538461538462
NORESTE-FRONTERA,2023-06-23,643,604,39,0.0606531881804044
NORESTE-FRONTERA,2023-06-24,700,664,36,0.0514285714285714
NORESTE-FRONTERA,2023-06-25,535,513,22,0.0411214953271028
NORESTE-FRONTERA,2023-06-26,602,574,28,0.0465116279069767
NORESTE-FRONTERA,2023-06-27,661,626,35,0.0529500756429652
NORESTE-FRONTERA,2023-06-28,542,518,24,0.044280442804428
NORESTE-FRONTERA,2023-06-29,601,583,18,0.0299500831946755
NORESTE-FRONTERA,2023-06-30,341,324,17,0.0498533724340176
NORESTE-FRONTERA,2023-07-01,620,607,13,0.0209677419354839
NORESTE-FRONTERA,2023-07-02,417,406,11,0.026378896882494
NORESTE-FRONTERA,2023-07-03,555,541,14,0.0252252252252252
NORESTE-FRONTERA,2023-07-04,621,602,19,0.0305958132045089
NORESTE-FRONTERA,2023-07-05,397,387,10,0.0251889168765743
NORESTE-FRONTERA,2023-07-06,491,477,14,0.0285132382892057
NORESTE-FRONTERA,2023-07-07,593,582,11,0.0185497470489039
NORESTE-FRONTERA,2023-07-08,645,631,14,0.0217054263565891
NORESTE-FRONTERA,2023-07-09,541,538,3,0.0055452865064695
NORESTE-FRONTERA,2023-07-10,537,523,14,0.0260707635009311
NORESTE-FRONTERA,2023-07-11,594,579,15,0.0252525252525253
NORESTE-FRONTERA,2023-07-12,612,598,14,0.0228758169934641
NORESTE-FRONTERA,2023-07-13,635,618,17,0.0267716535433071
NORESTE-FRONTERA,2023-07-14,617,603,14,0.0226904376012966
NORESTE-FRONTERA,2023-07-15,733,709,24,0.0327421555252387
NORESTE-FRONTERA,2023-07-16,466,464,2,0.00429184549356223
NORESTE-FRONTERA,2023-07-17,618,604,14,0.0226537216828479
NORESTE-FRONTERA,2023-07-18,641,634,7,0.0109204368174727
NORESTE-FRONTERA,2023-07-19,579,570,9,0.0155440414507772
NORESTE-FRONTERA,2023-07-20,637,624,13,0.0204081632653061
NORESTE-FRONTERA,2023-07-21,728,712,16,0.021978021978022
NORESTE-FRONTERA,2023-07-22,764,750,14,0.0183246073298429
NORESTE-FRONTERA,2023-07-23,504,501,3,0.00595238095238095
NORESTE-FRONTERA,2023-07-24,569,552,17,0.0298769771528998
NORESTE-FRONTERA,2023-07-25,642,629,13,0.0202492211838006
NORESTE-FRONTERA,2023-07-26,651,637,14,0.021505376344086
NORESTE-FRONTERA,2023-07-27,680,670,10,0.0147058823529412
NORESTE-FRONTERA,2023-07-28,737,722,15,0.0203527815468114
NORESTE-FRONTERA,2023-07-29,744,730,14,0.0188172043010753
NORESTE-FRONTERA,2023-07-30,507,499,8,0.0157790927021696
NORESTE-FRONTERA,2023-07-31,593,576,17,0.0286677908937605
NORESTE-FRONTERA,2023-08-01,596,573,23,0.0385906040268456
NORESTE-FRONTERA,2023-08-02,719,697,22,0.0305980528511822
NORESTE-FRONTERA,2023-08-03,640,544,96,0.15
NORESTE-FRONTERA,2023-08-04,659,630,29,0.0440060698027314
NORESTE-FRONTERA,2023-08-05,732,705,27,0.0368852459016393
NORESTE-FRONTERA,2023-08-06,497,476,21,0.0422535211267606
NORESTE-FRONTERA,2023-08-07,585,561,24,0.041025641025641
NORESTE-FRONTERA,2023-08-08,601,580,21,0.0349417637271215
NORESTE-FRONTERA,2023-08-09,586,566,20,0.0341296928327645
NORESTE-FRONTERA,2023-08-10,573,549,24,0.0418848167539267
NORESTE-FRONTERA,2023-08-11,691,666,25,0.0361794500723589
NORESTE-FRONTERA,2023-08-12,631,599,32,0.0507131537242472
NORESTE-FRONTERA,2023-08-13,424,406,18,0.0424528301886792
NORESTE-FRONTERA,2023-08-14,543,524,19,0.0349907918968692
NORESTE-FRONTERA,2023-08-15,657,639,18,0.0273972602739726
NORESTE-FRONTERA,2023-08-16,653,633,20,0.0306278713629403
NORESTE-FRONTERA,2023-08-17,705,678,27,0.0382978723404255
NORESTE-FRONTERA,2023-08-18,796,781,15,0.0188442211055276
NORESTE-FRONTERA,2023-08-19,886,833,53,0.0598194130925508
NORESTE-FRONTERA,2023-08-20,589,566,23,0.0390492359932088
NORESTE-FRONTERA,2023-08-21,570,551,19,0.0333333333333333
NORESTE-FRONTERA,2023-08-22,572,551,21,0.0367132867132867
NORESTE-FRONTERA,2023-08-23,686,647,39,0.0568513119533528
NORESTE-FRONTERA,2023-08-24,646,612,34,0.0526315789473684
NORESTE-FRONTERA,2023-08-25,792,750,42,0.053030303030303
NORESTE-FRONTERA,2023-08-26,894,859,35,0.0391498881431767
NORESTE-FRONTERA,2023-08-27,667,634,33,0.0494752623688156
NORESTE-FRONTERA,2023-08-28,640,611,29,0.0453125
NORESTE-FRONTERA,2023-08-29,629,606,23,0.0365659777424483
NORESTE-FRONTERA,2023-08-30,577,566,11,0.0190641247833622
NORESTE-FRONTERA,2023-08-31,622,609,13,0.0209003215434084
NORESTE-FRONTERA,2023-09-01,585,577,8,0.0136752136752137
NORESTE-FRONTERA,2023-09-02,641,634,7,0.0109204368174727
NORESTE-FRONTERA,2023-09-03,549,540,9,0.0163934426229508
NORESTE-FRONTERA,2023-09-04,583,577,6,0.0102915951972556
NORESTE-FRONTERA,2023-09-05,668,659,9,0.0134730538922156
NORESTE-FRONTERA,2023-09-06,663,658,5,0.00754147812971342
NORESTE-FRONTERA,2023-09-07,569,565,4,0.0070298769771529
NORESTE-FRONTERA,2023-09-08,599,594,5,0.00834724540901502
NORESTE-FRONTERA,2023-09-09,702,687,15,0.0213675213675214
NORESTE-FRONTERA,2023-09-10,510,507,3,0.00588235294117647
NORESTE-FRONTERA,2023-09-11,558,552,6,0.010752688172043
NORESTE-FRONTERA,2023-09-12,624,614,10,0.016025641025641
NORESTE-FRONTERA,2023-09-13,616,608,8,0.012987012987013
NORESTE-FRONTERA,2023-09-14,515,511,4,0.00776699029126214
NORESTE-FRONTERA,2023-09-15,665,650,15,0.0225563909774436
NORESTE-FRONTERA,2023-09-16,488,482,6,0.0122950819672131
NORESTE-FRONTERA,2023-09-17,498,491,7,0.0140562248995984
NORESTE-FRONTERA,2023-09-18,564,557,7,0.0124113475177305
NORESTE-FRONTERA,2023-09-19,440,438,2,0.00454545454545455
NORESTE-FRONTERA,2023-09-20,372,369,3,0.00806451612903226
NORESTE-FRONTERA,2023-09-21,390,374,16,0.041025641025641
NORESTE-FRONTERA,2023-09-22,624,613,11,0.0176282051282051
NORESTE-FRONTERA,2023-09-23,693,681,12,0.0173160173160173
NORESTE-FRONTERA,2023-09-24,522,515,7,0.0134099616858238
NORESTE-FRONTERA,2023-09-25,570,560,10,0.0175438596491228
NORESTE-FRONTERA,2023-09-26,581,566,15,0.0258175559380379
NORESTE-FRONTERA,2023-09-27,580,567,13,0.0224137931034483
NORESTE-FRONTERA,2023-09-28,638,622,16,0.0250783699059561
NORESTE-FRONTERA,2023-09-29,641,615,26,0.0405616224648986
NORESTE-FRONTERA,2023-09-30,717,697,20,0.0278940027894003
NORESTE-FRONTERA,2023-10-01,480,462,18,0.0375
NORESTE-FRONTERA,2023-10-02,530,518,12,0.0226415094339623
NORESTE-FRONTERA,2023-10-03,425,412,13,0.0305882352941176
NORESTE-FRONTERA,2023-10-04,634,606,28,0.0441640378548896
NORESTE-FRONTERA,2023-10-05,496,478,18,0.0362903225806452
NORESTE-FRONTERA,2023-10-06,570,553,17,0.0298245614035088
NORESTE-FRONTERA,2023-10-07,651,626,25,0.0384024577572965
NORESTE-FRONTERA,2023-10-08,473,454,19,0.040169133192389
NORESTE-FRONTERA,2023-10-09,538,517,21,0.0390334572490706
NORESTE-FRONTERA,2023-10-10,473,465,8,0.0169133192389006
NORESTE-FRONTERA,2023-10-11,535,520,15,0.0280373831775701
NORESTE-FRONTERA,2023-10-12,448,432,16,0.0357142857142857
NORESTE-FRONTERA,2023-10-13,421,410,11,0.0261282660332542
NORESTE-FRONTERA,2023-10-14,571,555,16,0.0280210157618214
NORESTE-FRONTERA,2023-10-15,476,464,12,0.0252100840336134
NORESTE-FRONTERA,2023-10-16,567,553,14,0.0246913580246914
NORESTE-FRONTERA,2023-10-17,582,571,11,0.0189003436426117
NORESTE-FRONTERA,2023-10-18,640,623,17,0.0265625
NORESTE-FRONTERA,2023-10-19,588,577,11,0.0187074829931973
NORESTE-FRONTERA,2023-10-20,581,564,17,0.0292598967297762
NORESTE-FRONTERA,2023-10-21,682,667,15,0.0219941348973607
NORESTE-FRONTERA,2023-10-22,478,470,8,0.0167364016736402
NORESTE-FRONTERA,2023-10-23,544,523,21,0.0386029411764706
