DISTRITO,fecha_apertura,Cliente Reagenda,CONFIRMACION DE VISITA,INCUMPLIMIENTO FUERA DE TIEMPO,Splitter,% incump. sobre total agendado
TAMPICO,2022-02-16,2,11,9,0,9
TAMPICO,2022-02-17,4,6,5,0,7
TAMPICO,2022-02-18,1,7,6,1,6
TAMPICO,2022-02-19,2,4,4,0,4
TAMPICO,2022-02-20,0,0,2,0,1
TAMPICO,2022-02-21,1,7,7,0,7
TAMPICO,2022-02-22,4,15,4,0,8
TAMPICO,2022-02-23,1,3,4,0,NA
TAMPICO,2022-02-24,1,6,2,0,4
TAMPICO,2022-02-25,3,10,6,0,8
TAMPICO,2022-02-26,1,11,3,0,6
TAMPICO,2022-02-27,0,2,2,0,2
TAMPICO,2022-02-28,2,7,8,0,7
TAMPICO,2022-03-01,1,8,7,1,8
TAMPICO,2022-03-02,2,11,7,0,9
TAMPICO,2022-03-03,1,14,18,0,14
TAMPICO,2022-03-04,3,12,12,0,11
TAMPICO,2022-03-05,1,4,4,0,4
TAMPICO,2022-03-06,2,2,0,0,3
TAMPICO,2022-03-07,2,9,0,0,5
TAMPICO,2022-03-08,0,5,2,0,5
TAMPICO,2022-03-09,0,4,3,0,4
TAMPICO,2022-03-10,2,4,1,0,3
TAMPICO,2022-03-11,0,3,2,0,3
TAMPICO,2022-03-12,0,5,0,0,2
TAMPICO,2022-03-13,0,2,1,0,2
TAMPICO,2022-03-14,2,4,1,0,4
TAMPICO,2022-03-15,0,4,2,0,3
TAMPICO,2022-03-16,1,7,0,0,4
TAMPICO,2022-03-17,1,3,0,0,2
TAMPICO,2022-03-18,2,1,0,0,2
TAMPICO,2022-03-19,0,4,0,0,2
TAMPICO,2022-03-20,3,1,0,0,3
TAMPICO,2022-03-21,2,4,0,0,3
TAMPICO,2022-03-22,1,0,2,0,2
TAMPICO,2022-03-23,2,4,0,0,4
TAMPICO,2022-03-24,0,2,0,0,NA
TAMPICO,2022-03-25,1,2,1,0,3
TAMPICO,2022-03-26,0,6,4,0,6
TAMPICO,2022-03-27,1,1,2,0,3
TAMPICO,2022-03-28,2,6,4,0,7
TAMPICO,2022-03-29,0,0,4,1,NA
TAMPICO,2022-03-30,2,5,1,0,4
TAMPICO,2022-03-31,0,5,0,0,3
TECAMAC,2021-08-16,5,19,8,0,18
TECAMAC,2021-08-17,4,12,10,1,14
TECAMAC,2021-08-18,1,18,5,0,12
TECAMAC,2021-08-19,4,6,9,1,10
TECAMAC,2021-08-20,0,6,5,0,6
TECAMAC,2021-08-21,1,2,4,0,4
TECAMAC,2021-08-22,3,7,3,0,8
TECAMAC,2021-08-23,2,6,4,0,6
TECAMAC,2021-08-24,1,4,1,0,4
TECAMAC,2021-08-25,0,8,4,0,7
TECAMAC,2021-08-26,2,12,4,0,9
TECAMAC,2021-08-27,3,11,12,0,14
TECAMAC,2021-08-28,1,13,7,0,10
TECAMAC,2021-08-29,1,7,3,0,6
TECAMAC,2021-08-30,1,13,5,1,9
TECAMAC,2021-08-31,3,16,5,0,9
TECAMAC,2021-09-01,10,36,15,0,23
TECAMAC,2021-09-02,3,28,19,1,20
TECAMAC,2021-09-03,4,27,9,1,19
TECAMAC,2021-09-04,2,19,19,0,22
TECAMAC,2021-09-05,2,18,5,0,13
TECAMAC,2021-09-06,1,27,11,0,16
TECAMAC,2021-09-07,6,22,7,0,16
TECAMAC,2021-09-08,3,50,16,0,26
TECAMAC,2021-09-09,5,23,12,0,18
TECAMAC,2021-09-10,1,20,12,0,15
TECAMAC,2021-09-11,1,14,4,1,10
TECAMAC,2021-09-12,2,9,6,1,10
TECAMAC,2021-09-13,0,13,3,0,7
TECAMAC,2021-09-14,5,13,10,0,11
TECAMAC,2021-09-15,0,7,7,0,7
TECAMAC,2021-09-16,2,2,0,0,2
TECAMAC,2021-09-17,0,16,7,0,11
TECAMAC,2021-09-18,4,6,5,1,8
TECAMAC,2021-09-19,1,11,3,0,8
TECAMAC,2021-09-20,1,10,4,1,7
TECAMAC,2021-09-21,2,17,8,0,11
TECAMAC,2021-09-22,2,17,7,1,12
TECAMAC,2021-09-23,1,15,5,0,10
TECAMAC,2021-09-24,4,16,6,1,12
TECAMAC,2021-09-25,1,15,8,0,11
TECAMAC,2021-09-26,2,9,9,0,9
TECAMAC,2021-09-27,4,14,6,0,11
TECAMAC,2021-09-28,1,8,4,0,6
TECAMAC,2021-09-29,1,9,4,0,7
TECAMAC,2021-09-30,1,5,7,0,6
TECAMAC,2021-10-01,2,18,6,0,11
TECAMAC,2021-10-02,0,17,6,0,11
TECAMAC,2021-10-03,2,15,3,0,10
TECAMAC,2021-10-04,3,7,2,0,5
TECAMAC,2021-10-05,2,11,2,1,8
TECAMAC,2021-10-06,1,16,3,1,10
TECAMAC,2021-10-07,1,8,4,0,6
TECAMAC,2021-10-08,2,2,7,0,6
TECAMAC,2021-10-09,2,5,1,0,4
TECAMAC,2021-10-10,1,5,0,0,3
TECAMAC,2021-10-11,2,9,2,0,6
TECAMAC,2021-10-12,1,7,5,0,7
TECAMAC,2021-10-13,4,5,2,0,5
TECAMAC,2021-10-14,1,3,1,0,2
TECAMAC,2021-10-15,0,5,5,2,6
TECAMAC,2021-10-16,0,5,1,0,3
TECAMAC,2021-10-17,0,5,4,0,4
TECAMAC,2021-10-18,1,14,5,2,7
TECAMAC,2021-10-19,2,11,9,1,7
TECAMAC,2021-10-20,1,12,5,3,9
TECAMAC,2021-10-21,2,15,4,3,8
TECAMAC,2021-10-22,3,19,5,2,11
TECAMAC,2021-10-23,0,16,7,3,10
TECAMAC,2021-10-24,1,9,2,0,5
TECAMAC,2021-10-25,2,10,4,1,7
TECAMAC,2021-10-26,1,14,2,4,9
TECAMAC,2021-10-27,1,14,4,2,8
TECAMAC,2021-10-28,3,17,4,1,9
TECAMAC,2021-10-29,6,12,11,0,11
TECAMAC,2021-10-30,3,15,9,0,11
TECAMAC,2021-10-31,0,16,7,0,10
TECAMAC,2021-11-01,1,14,4,0,8
TECAMAC,2021-11-02,2,9,1,0,5
TECAMAC,2021-11-03,1,4,0,1,3
TECAMAC,2021-11-04,2,1,3,0,2
TECAMAC,2021-11-05,1,9,0,1,4
TECAMAC,2021-11-06,0,6,2,3,4
TECAMAC,2021-11-07,1,6,0,0,4
TECAMAC,2021-11-08,6,13,6,1,11
TECAMAC,2021-11-09,1,17,2,0,7
TECAMAC,2021-11-10,1,7,4,0,4
TECAMAC,2021-11-11,4,7,4,0,NA
TECAMAC,2021-11-12,0,17,4,0,8
TECAMAC,2021-11-13,4,19,2,0,10
TECAMAC,2021-11-14,0,9,5,0,5
TECAMAC,2021-11-15,2,12,7,2,8
TECAMAC,2021-11-16,0,27,17,0,15
TECAMAC,2021-11-17,3,30,10,1,17
TECAMAC,2021-11-18,7,15,14,0,16
TECAMAC,2021-11-19,3,9,5,0,6
TECAMAC,2021-11-20,2,11,5,0,6
TECAMAC,2021-11-21,4,8,0,0,6
TECAMAC,2021-11-22,1,10,3,1,6
TECAMAC,2021-11-23,3,10,4,1,7
TECAMAC,2021-11-24,5,6,8,0,6
TECAMAC,2021-11-25,3,8,2,0,4
TECAMAC,2021-11-26,0,18,6,0,NA
TECAMAC,2021-11-27,1,8,10,0,7
TECAMAC,2021-11-28,1,11,3,0,6
TECAMAC,2021-11-29,3,10,6,0,8
TECAMAC,2021-11-30,1,21,8,0,11
TECAMAC,2021-12-01,2,16,10,0,NA
TECAMAC,2021-12-02,4,24,14,0,17
TECAMAC,2021-12-03,1,22,21,0,NA
TECAMAC,2021-12-04,5,17,14,0,15
TECAMAC,2021-12-05,3,12,14,0,14
TECAMAC,2021-12-06,1,15,12,0,NA
TECAMAC,2021-12-07,0,25,15,0,16
TECAMAC,2021-12-08,1,14,8,0,9
TECAMAC,2021-12-09,1,11,4,0,5
TECAMAC,2021-12-10,2,9,6,0,7
TECAMAC,2021-12-11,3,5,2,0,4
TECAMAC,2021-12-12,2,0,3,1,3
TECAMAC,2021-12-13,2,6,3,0,5
TECAMAC,2021-12-14,2,5,1,0,4
TECAMAC,2021-12-15,2,12,4,0,8
TECAMAC,2021-12-16,0,13,3,0,NA
TECAMAC,2021-12-17,1,9,3,0,6
TECAMAC,2021-12-18,0,13,4,0,7
TECAMAC,2021-12-19,0,7,4,0,6
TECAMAC,2021-12-20,1,1,1,0,1
TECAMAC,2021-12-21,1,10,3,0,NA
TECAMAC,2021-12-22,4,4,1,0,3
TECAMAC,2021-12-23,1,7,4,0,5
TECAMAC,2021-12-24,0,4,2,1,4
TECAMAC,2021-12-25,1,4,0,0,5
TECAMAC,2021-12-26,0,3,0,1,3
TECAMAC,2021-12-27,1,6,2,1,4
TECAMAC,2021-12-28,0,6,0,0,3
TECAMAC,2021-12-29,2,9,7,0,7
TECAMAC,2021-12-30,2,5,3,0,5
TECAMAC,2021-12-31,0,10,1,0,5
TECAMAC,2022-01-01,0,5,3,0,7
TECAMAC,2022-01-02,2,4,1,0,4
TECAMAC,2022-01-03,2,4,1,0,3
TECAMAC,2022-01-04,1,4,2,0,NA
TECAMAC,2022-01-05,1,8,4,0,7
TECAMAC,2022-01-06,2,4,0,0,3
TECAMAC,2022-01-07,0,11,2,0,7
TECAMAC,2022-01-08,1,2,2,0,2
TECAMAC,2022-01-09,3,4,2,0,5
TECAMAC,2022-01-10,0,7,3,1,NA
TECAMAC,2022-01-11,0,5,2,0,3
TECAMAC,2022-01-12,1,5,1,0,3
TECAMAC,2022-01-13,1,6,1,2,5
TECAMAC,2022-01-14,2,18,7,1,11
TECAMAC,2022-01-15,1,6,0,0,3
TECAMAC,2022-01-16,0,5,1,0,NA
TECAMAC,2022-01-17,1,12,2,0,8
TECAMAC,2022-01-18,2,7,3,0,6
TECAMAC,2022-01-19,1,10,2,0,6
TECAMAC,2022-01-20,3,10,6,0,8
TECAMAC,2022-01-21,3,5,2,0,5
TECAMAC,2022-01-22,0,1,0,0,0
TECAMAC,2022-01-23,2,7,2,0,5
TECAMAC,2022-01-24,1,3,1,0,2
TECAMAC,2022-01-25,1,7,1,0,4
TECAMAC,2022-01-26,1,15,0,0,8
TECAMAC,2022-01-27,0,8,0,1,4
TECAMAC,2022-01-28,3,4,0,0,4
TECAMAC,2022-01-29,1,4,1,0,3
TECAMAC,2022-01-30,0,2,2,1,2
TECAMAC,2022-01-31,3,12,3,0,8
TECAMAC,2022-02-01,0,15,1,0,7
TECAMAC,2022-02-02,2,10,3,0,7
TECAMAC,2022-02-03,1,14,3,0,8
TECAMAC,2022-02-04,0,3,1,0,2
TECAMAC,2022-02-05,1,2,2,0,2
TECAMAC,2022-02-06,0,5,3,0,4
TECAMAC,2022-02-07,3,12,3,0,8
TECAMAC,2022-02-08,2,12,1,0,7
TECAMAC,2022-02-09,2,10,1,0,6
TECAMAC,2022-02-10,2,9,0,0,6
TECAMAC,2022-02-11,3,9,1,0,6
TECAMAC,2022-02-12,3,9,0,0,6
TECAMAC,2022-02-13,1,3,3,0,4
TECAMAC,2022-02-14,1,4,1,0,3
TECAMAC,2022-02-15,1,7,1,0,5
TECAMAC,2022-02-16,0,6,1,0,3
TECAMAC,2022-02-17,2,6,1,0,4
TECAMAC,2022-02-18,1,9,2,0,5
TECAMAC,2022-02-19,0,8,1,0,4
TECAMAC,2022-02-20,0,9,1,0,5
TECAMAC,2022-02-21,0,7,2,0,4
TECAMAC,2022-02-22,1,8,2,0,6
TECAMAC,2022-02-23,3,10,2,0,NA
TECAMAC,2022-02-24,1,6,1,0,4
TECAMAC,2022-02-25,2,7,4,0,6
TECAMAC,2022-02-26,1,7,5,0,6
TECAMAC,2022-02-27,0,7,0,0,3
TECAMAC,2022-02-28,6,6,2,1,6
TECAMAC,2022-03-01,2,8,3,0,6
TECAMAC,2022-03-02,2,16,5,0,10
TECAMAC,2022-03-03,2,2,2,0,3
TECAMAC,2022-03-04,3,4,0,0,4
TECAMAC,2022-03-05,0,6,4,0,5
TECAMAC,2022-03-06,0,6,1,0,4
TECAMAC,2022-03-07,1,6,0,0,3
TECAMAC,2022-03-08,0,4,1,0,2
TECAMAC,2022-03-09,1,5,1,0,3
TECAMAC,2022-03-10,2,8,2,1,6
TECAMAC,2022-03-11,1,11,1,0,6
TECAMAC,2022-03-12,1,1,0,0,1
TECAMAC,2022-03-13,0,8,1,0,5
TECAMAC,2022-03-14,1,3,0,0,2
TECAMAC,2022-03-15,1,12,1,2,9
TECAMAC,2022-03-16,2,8,0,0,5
TECAMAC,2022-03-17,3,8,2,1,7
TECAMAC,2022-03-18,0,3,2,0,3
TECAMAC,2022-03-19,2,7,1,0,5
TECAMAC,2022-03-20,0,5,1,1,4
TECAMAC,2022-03-21,0,7,0,0,4
TECAMAC,2022-03-22,1,1,0,0,1
TECAMAC,2022-03-23,4,4,1,1,5
TECAMAC,2022-03-24,0,5,0,0,NA
TECAMAC,2022-03-25,2,5,0,0,4
TECAMAC,2022-03-26,1,4,0,0,2
TECAMAC,2022-03-27,1,5,1,0,4
TECAMAC,2022-03-28,0,4,0,0,2
TECAMAC,2022-03-29,0,7,1,0,NA
TECAMAC,2022-03-30,0,6,0,0,3
TECAMAC,2022-03-31,2,1,4,0,3
TEPIC,2021-11-18,0,1,0,0,25
TEPIC,2021-11-19,1,0,0,0,100
TEPIC,2021-11-22,1,0,0,0,25
TEPIC,2021-11-23,1,0,0,0,50
TEPIC,2021-11-24,1,0,0,0,NA
TEPIC,2021-11-25,0,1,0,0,50
TEPIC,2021-11-26,0,2,0,0,NA
TEPIC,2021-11-28,0,0,0,1,NA
TEPIC,2021-11-30,0,1,0,0,2
TEPIC,2021-12-01,1,0,0,0,NA
TEPIC,2021-12-02,0,1,0,0,2
TEPIC,2021-12-03,2,0,0,0,NA
TEPIC,2021-12-04,0,0,1,0,2
TEPIC,2021-12-05,0,1,2,0,16
TEPIC,2021-12-06,0,2,0,0,NA
TEPIC,2021-12-08,1,1,0,0,4
TEPIC,2021-12-10,1,0,0,0,5
TEPIC,2021-12-14,0,2,0,0,3
TEPIC,2021-12-15,0,1,0,0,3
TEPIC,2021-12-16,0,1,0,0,NA
TEPIC,2021-12-17,0,1,0,0,1
TEPIC,2021-12-18,0,2,0,0,4
TEPIC,2021-12-19,0,0,2,0,29
TEPIC,2021-12-20,0,0,3,0,5
TEPIC,2021-12-21,0,1,0,0,NA
TEPIC,2021-12-23,0,1,0,0,3
TEPIC,2021-12-27,0,2,0,1,3
TEPIC,2021-12-28,0,0,1,0,2
TEPIC,2021-12-29,0,1,0,0,2
TEPIC,2021-12-30,1,0,1,0,5
TEPIC,2021-12-31,2,0,0,0,3
TEPIC,2022-01-04,0,1,2,0,NA
TEPIC,2022-01-05,0,1,0,0,1
TEPIC,2022-01-06,2,1,1,0,3
TEPIC,2022-01-07,0,0,1,0,1
TEPIC,2022-01-10,0,0,1,0,NA
TEPIC,2022-01-22,1,0,0,0,2
TEPIC,2022-01-24,0,1,0,0,3
TEPIC,2022-01-26,0,1,0,0,3
TEPIC,2022-01-27,0,0,1,0,3
TEPIC,2022-01-30,0,1,0,0,3
TEPIC,2022-02-03,0,0,1,0,2
TEPIC,2022-02-04,0,1,0,0,2
TEPIC,2022-02-05,0,1,0,0,2
TEPIC,2022-02-08,0,1,0,0,2
TEPIC,2022-02-15,1,1,0,0,3
TEPIC,2022-02-20,1,0,0,0,4
TEPIC,2022-02-21,1,1,0,0,5
TEPIC,2022-02-22,0,1,0,0,3
TEPIC,2022-02-23,1,1,0,0,NA
TEPIC,2022-02-25,0,2,0,0,4
TEPIC,2022-02-28,1,1,0,0,2
TEPIC,2022-03-03,0,1,0,0,1
TEPIC,2022-03-04,0,1,0,0,1
TEPIC,2022-03-07,1,0,0,0,1
TEPIC,2022-03-12,0,2,0,0,3
TEPIC,2022-03-18,0,1,0,0,2
TEPIC,2022-03-21,0,0,1,0,3
TEPIC,2022-03-29,1,0,0,0,NA
TEPIC,2022-03-30,0,1,0,0,2
TEXCOCO,2021-08-16,1,1,0,0,2
TEXCOCO,2021-08-17,0,3,0,1,3
TEXCOCO,2021-08-18,2,2,0,0,3
TEXCOCO,2021-08-19,0,4,0,0,3
TEXCOCO,2021-08-20,0,2,0,0,2
TEXCOCO,2021-08-21,1,5,1,0,6
TEXCOCO,2021-08-22,0,4,0,0,4
TEXCOCO,2021-08-23,1,8,1,0,8
TEXCOCO,2021-08-24,0,2,1,0,3
TEXCOCO,2021-08-25,0,5,4,0,5
TEXCOCO,2021-08-26,4,8,6,0,13
TEXCOCO,2021-08-27,1,9,4,0,10
TEXCOCO,2021-08-28,1,3,0,0,3
TEXCOCO,2021-08-29,0,4,2,0,5
TEXCOCO,2021-08-30,2,4,2,0,6
TEXCOCO,2021-08-31,2,9,1,0,8
TEXCOCO,2021-09-01,0,14,5,0,12
TEXCOCO,2021-09-02,0,7,7,0,9
TEXCOCO,2021-09-03,3,7,8,0,10
TEXCOCO,2021-09-04,0,4,8,0,8
TEXCOCO,2021-09-05,0,5,1,1,6
TEXCOCO,2021-09-06,2,23,9,0,19
TEXCOCO,2021-09-07,0,13,4,0,10
TEXCOCO,2021-09-08,1,8,10,0,11
TEXCOCO,2021-09-09,0,22,12,0,23
TEXCOCO,2021-09-10,1,13,8,0,15
TEXCOCO,2021-09-11,2,10,0,1,8
TEXCOCO,2021-09-12,1,5,1,0,5
TEXCOCO,2021-09-13,2,10,2,0,10
TEXCOCO,2021-09-14,3,11,5,0,11
TEXCOCO,2021-09-15,3,7,2,0,8
TEXCOCO,2021-09-16,4,10,2,0,15
TEXCOCO,2021-09-17,1,9,3,0,8
TEXCOCO,2021-09-18,0,12,5,0,9
TEXCOCO,2021-09-19,1,7,4,0,8
TEXCOCO,2021-09-20,1,15,5,0,12
TEXCOCO,2021-09-21,1,7,9,2,10
TEXCOCO,2021-09-22,1,14,7,0,8
TEXCOCO,2021-09-23,3,9,6,0,7
TEXCOCO,2021-09-24,2,6,3,0,5
TEXCOCO,2021-09-25,3,5,4,0,6
TEXCOCO,2021-09-26,1,4,4,0,5
TEXCOCO,2021-09-27,0,10,4,0,7
TEXCOCO,2021-09-28,3,3,3,0,5
TEXCOCO,2021-09-29,2,3,1,1,4
TEXCOCO,2021-09-30,0,5,1,0,3
TEXCOCO,2021-10-01,0,2,1,0,2
TEXCOCO,2021-10-02,1,3,1,0,3
TEXCOCO,2021-10-03,0,4,1,0,3
TEXCOCO,2021-10-04,0,4,5,0,5
TEXCOCO,2021-10-05,2,4,0,0,4
TEXCOCO,2021-10-06,1,3,3,1,5
TEXCOCO,2021-10-07,1,3,1,1,4
TEXCOCO,2021-10-08,0,5,2,0,4
TEXCOCO,2021-10-09,0,9,5,0,8
TEXCOCO,2021-10-10,0,3,0,0,2
TEXCOCO,2021-10-11,2,8,2,0,7
TEXCOCO,2021-10-12,1,6,3,0,5
TEXCOCO,2021-10-13,4,6,0,0,7
TEXCOCO,2021-10-14,1,4,2,2,5
TEXCOCO,2021-10-15,1,4,3,0,4
TEXCOCO,2021-10-16,0,3,1,0,2
TEXCOCO,2021-10-17,0,9,1,0,6
TEXCOCO,2021-10-18,3,8,1,1,7
TEXCOCO,2021-10-19,2,8,0,0,6
TEXCOCO,2021-10-20,1,13,0,0,9
TEXCOCO,2021-10-21,0,6,0,0,4
TEXCOCO,2021-10-22,0,6,1,0,4
TEXCOCO,2021-10-23,1,4,2,0,5
TEXCOCO,2021-10-24,1,2,0,0,2
TEXCOCO,2021-10-25,0,6,2,0,6
TEXCOCO,2021-10-26,0,5,1,0,4
TEXCOCO,2021-10-27,1,12,3,1,10
TEXCOCO,2021-10-28,2,4,0,1,5
TEXCOCO,2021-10-29,0,6,1,0,5
TEXCOCO,2021-10-30,1,4,2,0,4
TEXCOCO,2021-10-31,0,6,5,0,8
TEXCOCO,2021-11-01,0,2,0,0,1
TEXCOCO,2021-11-02,1,1,3,0,4
TEXCOCO,2021-11-03,1,8,1,0,7
TEXCOCO,2021-11-04,1,6,1,0,6
TEXCOCO,2021-11-05,1,5,2,0,6
TEXCOCO,2021-11-06,2,4,1,0,5
TEXCOCO,2021-11-07,1,6,3,0,7
TEXCOCO,2021-11-08,3,3,1,2,6
TEXCOCO,2021-11-09,0,5,1,0,4
TEXCOCO,2021-11-10,0,3,0,0,2
TEXCOCO,2021-11-11,0,7,1,1,NA
TEXCOCO,2021-11-12,1,3,1,0,3
TEXCOCO,2021-11-13,4,5,1,0,5
TEXCOCO,2021-11-14,0,0,1,0,1
TEXCOCO,2021-11-15,2,3,1,0,4
TEXCOCO,2021-11-16,1,6,1,0,4
TEXCOCO,2021-11-17,2,8,1,0,5
TEXCOCO,2021-11-18,4,6,3,0,9
TEXCOCO,2021-11-19,1,3,2,0,4
TEXCOCO,2021-11-20,1,8,0,0,6
TEXCOCO,2021-11-21,1,1,0,0,2
TEXCOCO,2021-11-22,1,7,4,0,8
TEXCOCO,2021-11-23,1,3,5,0,6
TEXCOCO,2021-11-24,1,0,0,0,1
TEXCOCO,2021-11-25,0,3,0,0,2
TEXCOCO,2021-11-26,1,4,0,0,NA
TEXCOCO,2021-11-27,1,2,6,0,6
TEXCOCO,2021-11-28,0,0,2,0,1
TEXCOCO,2021-11-29,2,10,8,0,13
TEXCOCO,2021-11-30,2,8,11,0,12
TEXCOCO,2021-12-01,2,12,1,0,NA
TEXCOCO,2021-12-02,2,12,6,0,11
TEXCOCO,2021-12-03,0,11,3,0,NA
TEXCOCO,2021-12-04,0,4,2,0,4
TEXCOCO,2021-12-05,2,4,3,0,8
TEXCOCO,2021-12-06,2,8,5,0,NA
TEXCOCO,2021-12-07,2,10,4,0,10
TEXCOCO,2021-12-08,1,6,5,0,10
TEXCOCO,2021-12-09,3,0,7,0,5
TEXCOCO,2021-12-10,1,2,3,0,4
TEXCOCO,2021-12-11,3,4,1,0,5
TEXCOCO,2021-12-12,1,2,2,0,4
TEXCOCO,2021-12-13,0,3,1,0,3
TEXCOCO,2021-12-14,2,1,0,0,2
TEXCOCO,2021-12-15,1,3,2,1,5
TEXCOCO,2021-12-16,0,7,1,0,NA
TEXCOCO,2021-12-17,2,6,2,0,7
TEXCOCO,2021-12-18,0,2,1,0,2
TEXCOCO,2021-12-19,1,4,1,0,6
TEXCOCO,2021-12-20,1,1,1,0,3
TEXCOCO,2021-12-21,2,14,5,1,NA
TEXCOCO,2021-12-22,4,15,5,0,13
TEXCOCO,2021-12-23,2,11,7,0,12
TEXCOCO,2021-12-24,5,6,3,1,13
TEXCOCO,2021-12-25,0,3,3,2,9
TEXCOCO,2021-12-26,0,4,1,0,3
TEXCOCO,2021-12-27,0,3,1,1,3
TEXCOCO,2021-12-28,1,5,1,0,5
TEXCOCO,2021-12-29,3,5,5,0,7
TEXCOCO,2021-12-30,1,12,4,0,9
TEXCOCO,2021-12-31,0,3,1,0,3
TEXCOCO,2022-01-01,2,3,0,0,10
TEXCOCO,2022-01-02,1,4,0,0,5
TEXCOCO,2022-01-03,0,1,1,0,2
TEXCOCO,2022-01-04,1,7,0,0,NA
TEXCOCO,2022-01-05,0,5,0,0,4
TEXCOCO,2022-01-06,1,2,0,0,2
TEXCOCO,2022-01-07,2,5,1,0,6
TEXCOCO,2022-01-08,1,3,3,0,6
TEXCOCO,2022-01-09,0,1,3,0,4
TEXCOCO,2022-01-10,1,2,3,1,NA
TEXCOCO,2022-01-11,1,7,2,0,8
TEXCOCO,2022-01-12,4,7,3,0,11
TEXCOCO,2022-01-13,1,10,5,2,12
TEXCOCO,2022-01-14,4,7,3,0,10
TEXCOCO,2022-01-15,1,3,0,1,4
TEXCOCO,2022-01-16,0,7,4,1,NA
TEXCOCO,2022-01-17,3,5,2,1,7
TEXCOCO,2022-01-18,3,5,0,1,6
TEXCOCO,2022-01-19,3,5,4,0,9
TEXCOCO,2022-01-20,0,9,2,1,7
TEXCOCO,2022-01-21,0,6,3,1,7
TEXCOCO,2022-01-22,1,9,3,0,9
TEXCOCO,2022-01-23,2,7,1,0,8
TEXCOCO,2022-01-24,1,10,9,1,14
TEXCOCO,2022-01-25,1,6,4,0,9
TEXCOCO,2022-01-26,0,9,3,0,8
TEXCOCO,2022-01-27,4,8,6,0,10
TEXCOCO,2022-01-28,1,7,1,0,5
TEXCOCO,2022-01-29,0,1,0,1,1
TEXCOCO,2022-01-30,2,3,1,0,4
TEXCOCO,2022-01-31,0,9,3,0,8
TEXCOCO,2022-02-01,2,7,2,0,7
TEXCOCO,2022-02-02,3,6,5,0,9
TEXCOCO,2022-02-03,0,3,3,0,4
TEXCOCO,2022-02-04,0,6,2,0,6
TEXCOCO,2022-02-05,3,3,3,0,6
TEXCOCO,2022-02-06,0,4,2,0,5
TEXCOCO,2022-02-07,1,3,0,0,3
TEXCOCO,2022-02-08,1,1,3,1,5
TEXCOCO,2022-02-09,1,3,1,0,4
TEXCOCO,2022-02-10,2,4,2,0,6
TEXCOCO,2022-02-11,1,7,2,0,7
TEXCOCO,2022-02-12,0,7,2,0,5
TEXCOCO,2022-02-13,1,8,2,0,9
TEXCOCO,2022-02-14,0,5,0,0,4
TEXCOCO,2022-02-15,0,5,0,0,4
TEXCOCO,2022-02-16,2,4,1,0,5
TEXCOCO,2022-02-17,3,10,5,0,11
TEXCOCO,2022-02-18,2,4,2,0,6
TEXCOCO,2022-02-19,1,7,1,0,7
TEXCOCO,2022-02-20,2,8,2,0,9
TEXCOCO,2022-02-21,1,4,1,0,4
TEXCOCO,2022-02-22,0,6,3,0,7
TEXCOCO,2022-02-23,0,9,0,0,NA
TEXCOCO,2022-02-24,1,14,4,0,12
TEXCOCO,2022-02-25,1,10,9,0,11
TEXCOCO,2022-02-26,2,9,2,0,9
TEXCOCO,2022-02-27,1,15,7,0,16
TEXCOCO,2022-02-28,1,3,3,0,5
TEXCOCO,2022-03-01,1,5,1,0,5
TEXCOCO,2022-03-02,4,6,1,0,8
TEXCOCO,2022-03-03,2,8,1,0,9
TEXCOCO,2022-03-04,0,6,4,1,8
TEXCOCO,2022-03-05,3,6,3,0,8
TEXCOCO,2022-03-06,3,7,4,0,13
TEXCOCO,2022-03-07,1,7,2,0,8
TEXCOCO,2022-03-08,1,6,2,0,7
TEXCOCO,2022-03-09,2,5,1,0,7
TEXCOCO,2022-03-10,1,3,1,0,5
TEXCOCO,2022-03-11,0,4,2,0,5
TEXCOCO,2022-03-12,0,4,2,0,5
TEXCOCO,2022-03-13,1,4,1,0,5
TEXCOCO,2022-03-14,0,3,1,0,4
TEXCOCO,2022-03-15,0,3,0,0,3
TEXCOCO,2022-03-16,0,0,1,0,1
TEXCOCO,2022-03-17,1,4,1,0,4
TEXCOCO,2022-03-18,1,6,0,0,7
TEXCOCO,2022-03-19,0,4,0,0,3
TEXCOCO,2022-03-20,2,5,1,0,7
TEXCOCO,2022-03-21,1,10,1,0,9
TEXCOCO,2022-03-22,3,6,1,0,7
TEXCOCO,2022-03-23,0,4,2,1,6
TEXCOCO,2022-03-24,2,4,1,0,NA
TEXCOCO,2022-03-25,3,2,1,0,5
TEXCOCO,2022-03-26,0,1,0,0,1
TEXCOCO,2022-03-27,1,2,2,0,5
TEXCOCO,2022-03-28,1,5,0,0,6
TEXCOCO,2022-03-29,1,7,3,0,NA
TEXCOCO,2022-03-30,1,3,3,0,5
TEXCOCO,2022-03-31,3,10,5,1,11
TIJ FRONTERA,2021-08-16,1,9,3,1,6
TIJ FRONTERA,2021-08-17,1,16,4,0,9
TIJ FRONTERA,2021-08-18,2,12,6,0,8
TIJ FRONTERA,2021-08-19,2,9,7,1,8
TIJ FRONTERA,2021-08-20,2,11,6,1,8
TIJ FRONTERA,2021-08-21,1,18,3,0,9
TIJ FRONTERA,2021-08-22,1,14,8,1,10
TIJ FRONTERA,2021-08-23,4,12,8,0,10
TIJ FRONTERA,2021-08-24,1,8,7,2,7
