DESPACHO CENTRALIZADO,DISTRITO,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asigmacion_manual,%AA
SI,MTY SENDERO DIVISORIO,2023-03-15,136,109,27,0.80147
SI,MTY SENDERO DIVISORIO,2023-03-16,140,105,35,0.75
SI,MTY SENDERO DIVISORIO,2023-03-17,122,92,30,0.7541
SI,MTY SENDERO DIVISORIO,2023-03-18,127,84,43,0.66142
SI,MTY SENDERO DIVISORIO,2023-03-19,71,50,21,0.70423
SI,MTY SENDERO DIVISORIO,2023-03-20,105,74,31,0.70476
SI,MTY SENDERO DIVISORIO,2023-03-21,170,152,18,0.89412
SI,MTY SENDERO DIVISORIO,2023-03-22,209,193,16,0.92344
SI,MTY SENDERO DIVISORIO,2023-03-23,187,165,22,0.88235
SI,MTY SENDERO DIVISORIO,2023-03-24,220,183,37,0.83182
SI,MTY SENDERO DIVISORIO,2023-03-25,248,238,10,0.95968
SI,MTY SENDERO DIVISORIO,2023-03-26,137,112,25,0.81752
SI,MTY SENDERO DIVISORIO,2023-03-27,184,158,26,0.8587
SI,MTY SENDERO DIVISORIO,2023-03-28,197,177,20,0.89848
SI,MTY SENDERO DIVISORIO,2023-03-29,223,206,17,0.92377
SI,MTY SENDERO DIVISORIO,2023-03-30,233,200,33,0.85837
SI,MTY SENDERO DIVISORIO,2023-03-31,195,167,28,0.85641
SI,MTY SENDERO DIVISORIO,2023-04-01,123,111,12,0.90244
SI,MTY SENDERO DIVISORIO,2023-04-02,123,108,15,0.87805
SI,MTY SENDERO DIVISORIO,2023-04-03,207,190,17,0.91787
SI,MTY SENDERO DIVISORIO,2023-04-04,1,0,1,0
SI,MTY SIERRA MADRE,2023-01-01,10,7,3,0.7
SI,MTY SIERRA MADRE,2023-01-02,68,54,14,0.79412
SI,MTY SIERRA MADRE,2023-01-03,82,61,21,0.7439
SI,MTY SIERRA MADRE,2023-01-04,68,47,21,0.69118
SI,MTY SIERRA MADRE,2023-01-05,118,60,58,0.50847
SI,MTY SIERRA MADRE,2023-01-06,105,70,35,0.66667
SI,MTY SIERRA MADRE,2023-01-07,124,92,32,0.74194
SI,MTY SIERRA MADRE,2023-01-08,104,75,29,0.72115
SI,MTY SIERRA MADRE,2023-01-09,118,77,41,0.65254
SI,MTY SIERRA MADRE,2023-01-10,108,70,38,0.64815
SI,MTY SIERRA MADRE,2023-01-11,110,77,33,0.7
SI,MTY SIERRA MADRE,2023-01-12,96,59,37,0.61458
SI,MTY SIERRA MADRE,2023-01-13,93,66,27,0.70968
SI,MTY SIERRA MADRE,2023-01-14,112,78,34,0.69643
SI,MTY SIERRA MADRE,2023-01-15,66,49,17,0.74242
SI,MTY SIERRA MADRE,2023-01-16,83,60,23,0.72289
SI,MTY SIERRA MADRE,2023-01-17,93,45,48,0.48387
SI,MTY SIERRA MADRE,2023-01-18,100,65,35,0.65
SI,MTY SIERRA MADRE,2023-01-19,84,57,27,0.67857
SI,MTY SIERRA MADRE,2023-01-20,106,85,21,0.80189
SI,MTY SIERRA MADRE,2023-01-21,123,81,42,0.65854
SI,MTY SIERRA MADRE,2023-01-22,76,27,49,0.35526
SI,MTY SIERRA MADRE,2023-01-23,132,63,69,0.47727
SI,MTY SIERRA MADRE,2023-01-24,111,81,30,0.72973
SI,MTY SIERRA MADRE,2023-01-25,107,70,37,0.65421
SI,MTY SIERRA MADRE,2023-01-26,117,61,56,0.52137
SI,MTY SIERRA MADRE,2023-01-27,101,56,45,0.55446
SI,MTY SIERRA MADRE,2023-01-28,106,60,46,0.56604
SI,MTY SIERRA MADRE,2023-01-29,70,41,29,0.58571
SI,MTY SIERRA MADRE,2023-01-30,118,85,33,0.72034
SI,MTY SIERRA MADRE,2023-01-31,98,57,41,0.58163
SI,MTY SIERRA MADRE,2023-02-01,149,94,55,0.63087
SI,MTY SIERRA MADRE,2023-02-02,120,75,45,0.625
SI,MTY SIERRA MADRE,2023-02-03,123,70,53,0.56911
SI,MTY SIERRA MADRE,2023-02-04,108,64,44,0.59259
SI,MTY SIERRA MADRE,2023-02-05,60,51,9,0.85
SI,MTY SIERRA MADRE,2023-02-06,40,22,18,0.55
SI,MTY SIERRA MADRE,2023-02-07,126,48,78,0.38095
SI,MTY SIERRA MADRE,2023-02-08,122,68,54,0.55738
SI,MTY SIERRA MADRE,2023-02-09,104,61,43,0.58654
SI,MTY SIERRA MADRE,2023-02-10,117,60,57,0.51282
SI,MTY SIERRA MADRE,2023-02-11,99,41,58,0.41414
SI,MTY SIERRA MADRE,2023-02-12,71,42,29,0.59155
SI,MTY SIERRA MADRE,2023-02-13,153,108,45,0.70588
SI,MTY SIERRA MADRE,2023-02-14,126,68,58,0.53968
SI,MTY SIERRA MADRE,2023-02-15,103,48,55,0.46602
SI,MTY SIERRA MADRE,2023-02-16,71,49,22,0.69014
SI,MTY SIERRA MADRE,2023-02-17,117,67,50,0.57265
SI,MTY SIERRA MADRE,2023-02-18,130,84,46,0.64615
SI,MTY SIERRA MADRE,2023-02-19,87,56,31,0.64368
SI,MTY SIERRA MADRE,2023-02-20,114,74,40,0.64912
SI,MTY SIERRA MADRE,2023-02-21,115,84,31,0.73043
SI,MTY SIERRA MADRE,2023-02-22,103,79,24,0.76699
SI,MTY SIERRA MADRE,2023-02-23,87,60,27,0.68966
SI,MTY SIERRA MADRE,2023-02-24,125,92,33,0.736
SI,MTY SIERRA MADRE,2023-02-25,117,84,33,0.71795
SI,MTY SIERRA MADRE,2023-02-26,79,55,24,0.6962
SI,MTY SIERRA MADRE,2023-02-27,96,79,17,0.82292
SI,MTY SIERRA MADRE,2023-02-28,99,72,27,0.72727
SI,MTY SIERRA MADRE,2023-03-01,91,58,33,0.63736
SI,MTY SIERRA MADRE,2023-03-02,96,73,23,0.76042
SI,MTY SIERRA MADRE,2023-03-03,94,66,28,0.70213
SI,MTY SIERRA MADRE,2023-03-04,105,81,24,0.77143
SI,MTY SIERRA MADRE,2023-03-05,87,58,29,0.66667
SI,MTY SIERRA MADRE,2023-03-06,114,77,37,0.67544
SI,MTY SIERRA MADRE,2023-03-07,111,59,52,0.53153
SI,MTY SIERRA MADRE,2023-03-08,121,80,41,0.66116
SI,MTY SIERRA MADRE,2023-03-09,112,79,33,0.70536
SI,MTY SIERRA MADRE,2023-03-10,113,64,49,0.56637
SI,MTY SIERRA MADRE,2023-03-11,127,78,49,0.61417
SI,MTY SIERRA MADRE,2023-03-12,80,66,14,0.825
SI,MTY SIERRA MADRE,2023-03-13,92,49,43,0.53261
SI,MTY SIERRA MADRE,2023-03-14,89,63,26,0.70787
SI,MTY SIERRA MADRE,2023-03-15,106,86,20,0.81132
SI,MTY SIERRA MADRE,2023-03-16,105,97,8,0.92381
SI,MTY SIERRA MADRE,2023-03-17,85,73,12,0.85882
SI,MTY SIERRA MADRE,2023-03-18,111,108,3,0.97297
SI,MTY SIERRA MADRE,2023-03-19,52,51,1,0.98077
SI,MTY SIERRA MADRE,2023-03-20,63,52,11,0.8254
SI,MTY SIERRA MADRE,2023-03-21,113,101,12,0.89381
SI,MTY SIERRA MADRE,2023-03-22,119,103,16,0.86555
SI,MTY SIERRA MADRE,2023-03-23,109,91,18,0.83486
SI,MTY SIERRA MADRE,2023-03-24,116,104,12,0.89655
SI,MTY SIERRA MADRE,2023-03-25,130,118,12,0.90769
SI,MTY SIERRA MADRE,2023-03-26,83,79,4,0.95181
SI,MTY SIERRA MADRE,2023-03-27,106,87,19,0.82075
SI,MTY SIERRA MADRE,2023-03-28,115,105,10,0.91304
SI,MTY SIERRA MADRE,2023-03-29,127,115,12,0.90551
SI,MTY SIERRA MADRE,2023-03-30,119,104,15,0.87395
SI,MTY SIERRA MADRE,2023-03-31,95,81,14,0.85263
SI,MTY SIERRA MADRE,2023-04-01,96,89,7,0.92708
SI,MTY SIERRA MADRE,2023-04-02,71,64,7,0.90141
SI,MTY SIERRA MADRE,2023-04-03,98,85,13,0.86735
SI,NAUCALPAN,2023-01-01,12,11,1,0.91667
SI,NAUCALPAN,2023-01-02,83,82,1,0.98795
SI,NAUCALPAN,2023-01-03,110,107,3,0.97273
SI,NAUCALPAN,2023-01-04,128,125,3,0.97656
SI,NAUCALPAN,2023-01-05,100,97,3,0.97
SI,NAUCALPAN,2023-01-06,95,87,8,0.91579
SI,NAUCALPAN,2023-01-07,107,103,4,0.96262
SI,NAUCALPAN,2023-01-08,87,79,8,0.90805
SI,NAUCALPAN,2023-01-09,93,89,4,0.95699
SI,NAUCALPAN,2023-01-10,98,96,2,0.97959
SI,NAUCALPAN,2023-01-11,116,106,10,0.91379
SI,NAUCALPAN,2023-01-12,106,101,5,0.95283
SI,NAUCALPAN,2023-01-13,111,108,3,0.97297
SI,NAUCALPAN,2023-01-14,97,89,8,0.91753
SI,NAUCALPAN,2023-01-15,88,75,13,0.85227
SI,NAUCALPAN,2023-01-16,81,73,8,0.90123
SI,NAUCALPAN,2023-01-17,82,70,12,0.85366
SI,NAUCALPAN,2023-01-18,99,89,10,0.89899
SI,NAUCALPAN,2023-01-19,70,65,5,0.92857
SI,NAUCALPAN,2023-01-20,106,95,11,0.89623
SI,NAUCALPAN,2023-01-21,94,82,12,0.87234
SI,NAUCALPAN,2023-01-22,74,67,7,0.90541
SI,NAUCALPAN,2023-01-23,107,100,7,0.93458
SI,NAUCALPAN,2023-01-24,105,83,22,0.79048
SI,NAUCALPAN,2023-01-25,101,83,18,0.82178
SI,NAUCALPAN,2023-01-26,103,84,19,0.81553
SI,NAUCALPAN,2023-01-27,105,95,10,0.90476
SI,NAUCALPAN,2023-01-28,114,93,21,0.81579
SI,NAUCALPAN,2023-01-29,98,90,8,0.91837
SI,NAUCALPAN,2023-01-30,102,94,8,0.92157
SI,NAUCALPAN,2023-01-31,110,100,10,0.90909
SI,NAUCALPAN,2023-02-01,105,90,15,0.85714
SI,NAUCALPAN,2023-02-02,89,80,9,0.89888
SI,NAUCALPAN,2023-02-03,117,99,18,0.84615
SI,NAUCALPAN,2023-02-04,107,99,8,0.92523
SI,NAUCALPAN,2023-02-05,96,86,10,0.89583
SI,NAUCALPAN,2023-02-06,67,58,9,0.86567
SI,NAUCALPAN,2023-02-07,87,75,12,0.86207
SI,NAUCALPAN,2023-02-08,113,100,13,0.88496
SI,NAUCALPAN,2023-02-09,110,96,14,0.87273
SI,NAUCALPAN,2023-02-10,115,105,10,0.91304
SI,NAUCALPAN,2023-02-11,97,88,9,0.90722
SI,NAUCALPAN,2023-02-12,86,71,15,0.82558
SI,NAUCALPAN,2023-02-13,107,93,14,0.86916
SI,NAUCALPAN,2023-02-14,101,83,18,0.82178
SI,NAUCALPAN,2023-02-15,115,103,12,0.89565
SI,NAUCALPAN,2023-02-16,104,98,6,0.94231
SI,NAUCALPAN,2023-02-17,105,88,17,0.8381
SI,NAUCALPAN,2023-02-18,97,81,16,0.83505
SI,NAUCALPAN,2023-02-19,104,87,17,0.83654
SI,NAUCALPAN,2023-02-20,118,106,12,0.89831
SI,NAUCALPAN,2023-02-21,114,102,12,0.89474
SI,NAUCALPAN,2023-02-22,97,95,2,0.97938
SI,NAUCALPAN,2023-02-23,105,94,11,0.89524
SI,NAUCALPAN,2023-02-24,101,83,18,0.82178
SI,NAUCALPAN,2023-02-25,123,112,11,0.91057
SI,NAUCALPAN,2023-02-26,105,100,5,0.95238
SI,NAUCALPAN,2023-02-27,96,90,6,0.9375
SI,NAUCALPAN,2023-02-28,101,90,11,0.89109
SI,NAUCALPAN,2023-03-01,82,79,3,0.96341
SI,NAUCALPAN,2023-03-02,70,63,7,0.9
SI,NAUCALPAN,2023-03-03,105,100,5,0.95238
SI,NAUCALPAN,2023-03-04,109,94,15,0.86239
SI,NAUCALPAN,2023-03-05,72,65,7,0.90278
SI,NAUCALPAN,2023-03-06,102,90,12,0.88235
SI,NAUCALPAN,2023-03-07,89,76,13,0.85393
SI,NAUCALPAN,2023-03-08,108,95,13,0.87963
SI,NAUCALPAN,2023-03-09,116,106,10,0.91379
SI,NAUCALPAN,2023-03-10,122,106,16,0.86885
SI,NAUCALPAN,2023-03-11,107,95,12,0.88785
SI,NAUCALPAN,2023-03-12,82,68,14,0.82927
SI,NAUCALPAN,2023-03-13,89,79,10,0.88764
SI,NAUCALPAN,2023-03-14,79,68,11,0.86076
SI,NAUCALPAN,2023-03-15,85,76,9,0.89412
SI,NAUCALPAN,2023-03-16,81,73,8,0.90123
SI,NAUCALPAN,2023-03-17,106,97,9,0.91509
SI,NAUCALPAN,2023-03-18,119,107,12,0.89916
SI,NAUCALPAN,2023-03-19,113,104,9,0.92035
SI,NAUCALPAN,2023-03-20,92,83,9,0.90217
SI,NAUCALPAN,2023-03-21,112,91,21,0.8125
SI,NAUCALPAN,2023-03-22,114,97,17,0.85088
SI,NAUCALPAN,2023-03-23,89,67,22,0.75281
SI,NAUCALPAN,2023-03-24,81,73,8,0.90123
SI,NAUCALPAN,2023-03-25,99,91,8,0.91919
SI,NAUCALPAN,2023-03-26,77,69,8,0.8961
SI,NAUCALPAN,2023-03-27,84,64,20,0.7619
SI,NAUCALPAN,2023-03-28,105,91,14,0.86667
SI,NAUCALPAN,2023-03-29,123,109,14,0.88618
SI,NAUCALPAN,2023-03-30,115,104,11,0.90435
SI,NAUCALPAN,2023-03-31,85,82,3,0.96471
SI,NAUCALPAN,2023-04-01,89,80,9,0.89888
SI,NAUCALPAN,2023-04-02,77,72,5,0.93506
SI,NAUCALPAN,2023-04-03,93,79,14,0.84946
SI,NAUCALPAN,2023-04-04,71,54,17,0.76056
SI,NAUCALPAN,2023-04-05,92,74,18,0.80435
SI,NAUCALPAN,2023-04-06,96,83,13,0.86458
SI,NAUCALPAN,2023-04-07,127,119,8,0.93701
SI,NAUCALPAN,2023-04-08,95,75,20,0.78947
SI,NAUCALPAN,2023-04-09,168,157,11,0.93452
SI,NAUCALPAN,2023-04-10,102,90,12,0.88235
SI,NAUCALPAN,2023-04-10,105,93,12,0.88571
SI,NAUCALPAN,2023-04-11,131,119,12,0.9084
SI,NEZA 1,2023-01-01,66,63,3,0.95455
SI,NEZA 1,2023-01-02,176,165,11,0.9375
SI,NEZA 1,2023-01-03,163,156,7,0.95706
SI,NEZA 1,2023-01-04,168,166,2,0.9881
SI,NEZA 1,2023-01-05,184,174,10,0.94565
SI,NEZA 1,2023-01-06,183,181,2,0.98907
SI,NEZA 1,2023-01-07,194,186,8,0.95876
SI,NEZA 1,2023-01-08,139,124,15,0.89209
SI,NEZA 1,2023-01-09,182,176,6,0.96703
SI,NEZA 1,2023-01-10,175,171,4,0.97714
SI,NEZA 1,2023-01-11,162,158,4,0.97531
SI,NEZA 1,2023-01-12,171,153,18,0.89474
SI,NEZA 1,2023-01-13,133,127,6,0.95489
SI,NEZA 1,2023-01-14,144,143,1,0.99306
SI,NEZA 1,2023-01-15,139,136,3,0.97842
SI,NEZA 1,2023-01-16,155,154,1,0.99355
SI,NEZA 1,2023-01-17,152,145,7,0.95395
SI,NEZA 1,2023-01-18,154,147,7,0.95455
SI,NEZA 1,2023-01-19,164,159,5,0.96951
SI,NEZA 1,2023-01-20,149,145,4,0.97315
SI,NEZA 1,2023-01-21,142,138,4,0.97183
SI,NEZA 1,2023-01-22,126,124,2,0.98413
SI,NEZA 1,2023-01-23,152,146,6,0.96053
SI,NEZA 1,2023-01-24,178,173,5,0.97191
SI,NEZA 1,2023-01-25,150,146,4,0.97333
SI,NEZA 1,2023-01-26,202,199,3,0.98515
SI,NEZA 1,2023-01-27,183,174,9,0.95082
SI,NEZA 1,2023-01-28,191,178,13,0.93194
SI,NEZA 1,2023-01-29,171,168,3,0.98246
SI,NEZA 1,2023-01-30,183,182,1,0.99454
SI,NEZA 1,2023-01-31,194,189,5,0.97423
SI,NEZA 1,2023-02-01,154,146,8,0.94805
SI,NEZA 1,2023-02-02,183,170,13,0.92896
SI,NEZA 1,2023-02-03,208,203,5,0.97596
SI,NEZA 1,2023-02-04,181,168,13,0.92818
SI,NEZA 1,2023-02-05,174,172,2,0.98851
SI,NEZA 1,2023-02-06,186,183,3,0.98387
SI,NEZA 1,2023-02-07,216,211,5,0.97685
SI,NEZA 1,2023-02-08,188,181,7,0.96277
SI,NEZA 1,2023-02-09,184,179,5,0.97283
SI,NEZA 1,2023-02-10,199,196,3,0.98492
SI,NEZA 1,2023-02-11,178,173,5,0.97191
SI,NEZA 1,2023-02-12,165,159,6,0.96364
SI,NEZA 1,2023-02-13,187,179,8,0.95722
SI,NEZA 1,2023-02-14,179,178,1,0.99441
SI,NEZA 1,2023-02-15,168,165,3,0.98214
SI,NEZA 1,2023-02-16,168,160,8,0.95238
SI,NEZA 1,2023-02-17,176,168,8,0.95455
SI,NEZA 1,2023-02-18,163,155,8,0.95092
SI,NEZA 1,2023-02-19,157,146,11,0.92994
SI,NEZA 1,2023-02-20,174,162,12,0.93103
SI,NEZA 1,2023-02-21,156,147,9,0.94231
SI,NEZA 1,2023-02-22,160,146,14,0.9125
SI,NEZA 1,2023-02-23,163,154,9,0.94479
SI,NEZA 1,2023-02-24,155,155,0,1
SI,NEZA 1,2023-02-25,177,172,5,0.97175
SI,NEZA 1,2023-02-26,143,140,3,0.97902
SI,NEZA 1,2023-02-27,181,176,5,0.97238
SI,NEZA 1,2023-02-28,171,163,8,0.95322
SI,NEZA 1,2023-03-01,148,141,7,0.9527
SI,NEZA 1,2023-03-02,179,179,0,1
SI,NEZA 1,2023-03-03,133,130,3,0.97744
SI,NEZA 1,2023-03-04,198,188,10,0.94949
SI,NEZA 1,2023-03-05,169,153,16,0.90533
SI,NEZA 1,2023-03-06,167,160,7,0.95808
SI,NEZA 1,2023-03-07,172,159,13,0.92442
SI,NEZA 1,2023-03-08,118,112,6,0.94915
SI,NEZA 1,2023-03-09,156,151,5,0.96795
SI,NEZA 1,2023-03-10,145,144,1,0.9931
SI,NEZA 1,2023-03-11,152,152,0,1
SI,NEZA 1,2023-03-12,148,140,8,0.94595
SI,NEZA 1,2023-03-13,173,172,1,0.99422
SI,NEZA 1,2023-03-14,167,166,1,0.99401
SI,NEZA 1,2023-03-15,192,192,0,1
SI,NEZA 1,2023-03-16,159,159,0,1
SI,NEZA 1,2023-03-17,187,185,2,0.9893
SI,NEZA 1,2023-03-18,165,164,1,0.99394
SI,NEZA 1,2023-03-19,157,156,1,0.99363
SI,NEZA 1,2023-03-20,164,162,2,0.9878
SI,NEZA 1,2023-03-21,159,158,1,0.99371
SI,NEZA 1,2023-03-22,177,177,0,1
SI,NEZA 1,2023-03-23,172,172,0,1
SI,NEZA 1,2023-03-24,162,162,0,1
SI,NEZA 1,2023-03-25,168,166,2,0.9881
SI,NEZA 1,2023-03-26,150,150,0,1
SI,NEZA 1,2023-03-27,171,170,1,0.99415
SI,NEZA 1,2023-03-28,144,141,3,0.97917
SI,NEZA 1,2023-03-29,145,145,0,1
SI,NEZA 1,2023-03-30,182,182,0,1
SI,NEZA 1,2023-03-31,166,165,1,0.99398
SI,NEZA 1,2023-04-01,162,161,1,0.99383
SI,NEZA 1,2023-04-02,164,164,0,1
SI,NEZA 1,2023-04-03,155,154,1,0.99355
SI,NEZA 2,2023-01-01,39,36,3,0.92308
SI,NEZA 2,2023-01-02,152,143,9,0.94079
SI,NEZA 2,2023-01-03,176,169,7,0.96023
SI,NEZA 2,2023-01-04,169,163,6,0.9645
SI,NEZA 2,2023-01-05,139,132,7,0.94964
SI,NEZA 2,2023-01-06,140,126,14,0.9
SI,NEZA 2,2023-01-07,155,144,11,0.92903
SI,NEZA 2,2023-01-08,148,133,15,0.89865
SI,NEZA 2,2023-01-09,166,153,13,0.92169
SI,NEZA 2,2023-01-10,164,150,14,0.91463
SI,NEZA 2,2023-01-11,183,171,12,0.93443
SI,NEZA 2,2023-01-12,155,143,12,0.92258
SI,NEZA 2,2023-01-13,127,122,5,0.96063
SI,NEZA 2,2023-01-14,124,120,4,0.96774
SI,NEZA 2,2023-01-15,133,126,7,0.94737
SI,NEZA 2,2023-01-16,136,125,11,0.91912
SI,NEZA 2,2023-01-17,141,133,8,0.94326
SI,NEZA 2,2023-01-18,125,119,6,0.952
SI,NEZA 2,2023-01-19,138,122,16,0.88406
SI,NEZA 2,2023-01-20,143,130,13,0.90909
SI,NEZA 2,2023-01-21,158,150,8,0.94937
SI,NEZA 2,2023-01-22,151,138,13,0.91391
SI,NEZA 2,2023-01-23,165,153,12,0.92727
SI,NEZA 2,2023-01-24,189,176,13,0.93122
SI,NEZA 2,2023-01-25,177,163,14,0.9209
SI,NEZA 2,2023-01-26,174,161,13,0.92529
SI,NEZA 2,2023-01-27,185,175,10,0.94595
SI,NEZA 2,2023-01-28,157,144,13,0.9172
SI,NEZA 2,2023-01-29,164,151,13,0.92073
SI,NEZA 2,2023-01-30,197,188,9,0.95431
SI,NEZA 2,2023-01-31,194,183,11,0.9433
SI,NEZA 2,2023-02-01,176,164,12,0.93182
SI,NEZA 2,2023-02-02,155,144,11,0.92903
SI,NEZA 2,2023-02-03,183,169,14,0.9235
SI,NEZA 2,2023-02-04,165,154,11,0.93333
SI,NEZA 2,2023-02-05,140,135,5,0.96429
SI,NEZA 2,2023-02-06,195,184,11,0.94359
SI,NEZA 2,2023-02-07,182,172,10,0.94505
SI,NEZA 2,2023-02-08,162,147,15,0.90741
SI,NEZA 2,2023-02-09,149,136,13,0.91275
SI,NEZA 2,2023-02-10,167,153,14,0.91617
SI,NEZA 2,2023-02-11,149,139,10,0.93289
SI,NEZA 2,2023-02-12,145,134,11,0.92414
SI,NEZA 2,2023-02-13,151,140,11,0.92715
SI,NEZA 2,2023-02-14,142,133,9,0.93662
SI,NEZA 2,2023-02-15,146,137,9,0.93836
SI,NEZA 2,2023-02-16,176,170,6,0.96591
SI,NEZA 2,2023-02-17,147,134,13,0.91156
SI,NEZA 2,2023-02-18,143,133,10,0.93007
SI,NEZA 2,2023-02-19,147,140,7,0.95238
SI,NEZA 2,2023-02-20,143,125,18,0.87413
SI,NEZA 2,2023-02-21,141,134,7,0.95035
SI,NEZA 2,2023-02-22,144,136,8,0.94444
SI,NEZA 2,2023-02-23,135,123,12,0.91111
SI,NEZA 2,2023-02-24,120,109,11,0.90833
SI,NEZA 2,2023-02-25,156,147,9,0.94231
SI,NEZA 2,2023-02-26,148,139,9,0.93919
SI,NEZA 2,2023-02-27,170,153,17,0.9
SI,NEZA 2,2023-02-28,144,133,11,0.92361
SI,NEZA 2,2023-03-01,131,122,9,0.9313
SI,NEZA 2,2023-03-02,142,134,8,0.94366
SI,NEZA 2,2023-03-03,128,124,4,0.96875
SI,NEZA 2,2023-03-04,115,108,7,0.93913
SI,NEZA 2,2023-03-05,134,124,10,0.92537
SI,NEZA 2,2023-03-06,159,146,13,0.91824
SI,NEZA 2,2023-03-07,117,107,10,0.91453
SI,NEZA 2,2023-03-08,137,128,9,0.93431
SI,NEZA 2,2023-03-09,145,139,6,0.95862
SI,NEZA 2,2023-03-10,180,175,5,0.97222
SI,NEZA 2,2023-03-11,196,188,8,0.95918
SI,NEZA 2,2023-03-12,166,154,12,0.92771
SI,NEZA 2,2023-03-13,176,169,7,0.96023
SI,NEZA 2,2023-03-14,165,157,8,0.95152
SI,NEZA 2,2023-03-15,127,119,8,0.93701
SI,NEZA 2,2023-03-16,141,139,2,0.98582
SI,NEZA 2,2023-03-17,158,157,1,0.99367
SI,NEZA 2,2023-03-18,148,145,3,0.97973
SI,NEZA 2,2023-03-19,138,137,1,0.99275
SI,NEZA 2,2023-03-20,204,204,0,1
SI,NEZA 2,2023-03-21,188,186,2,0.98936
SI,NEZA 2,2023-03-22,184,181,3,0.9837
SI,NEZA 2,2023-03-23,211,210,1,0.99526
SI,NEZA 2,2023-03-24,134,134,0,1
SI,NEZA 2,2023-03-25,173,173,0,1
SI,NEZA 2,2023-03-26,122,122,0,1
SI,NEZA 2,2023-03-27,154,153,1,0.99351
SI,NEZA 2,2023-03-28,214,214,0,1
SI,NEZA 2,2023-03-29,191,190,1,0.99476
SI,NEZA 2,2023-03-30,174,173,1,0.99425
SI,NEZA 2,2023-03-31,165,164,1,0.99394
SI,NEZA 2,2023-04-01,164,164,0,1
SI,NEZA 2,2023-04-02,150,149,1,0.99333
SI,NEZA 2,2023-04-03,190,188,2,0.98947
SI,NICOLAS ROMERO,2023-01-01,38,38,0,1
SI,NICOLAS ROMERO,2023-01-02,125,120,5,0.96
SI,NICOLAS ROMERO,2023-01-03,137,134,3,0.9781
SI,NICOLAS ROMERO,2023-01-04,171,161,10,0.94152
SI,NICOLAS ROMERO,2023-01-05,132,128,4,0.9697
SI,NICOLAS ROMERO,2023-01-06,121,116,5,0.95868
SI,NICOLAS ROMERO,2023-01-07,151,150,1,0.99338
SI,NICOLAS ROMERO,2023-01-08,133,131,2,0.98496
SI,NICOLAS ROMERO,2023-01-09,94,89,5,0.94681
SI,NICOLAS ROMERO,2023-01-10,135,130,5,0.96296
SI,NICOLAS ROMERO,2023-01-11,139,133,6,0.95683
SI,NICOLAS ROMERO,2023-01-12,126,122,4,0.96825
SI,NICOLAS ROMERO,2023-01-13,128,125,3,0.97656
SI,NICOLAS ROMERO,2023-01-14,157,153,4,0.97452
SI,NICOLAS ROMERO,2023-01-15,135,126,9,0.93333
SI,NICOLAS ROMERO,2023-01-16,128,126,2,0.98438
SI,NICOLAS ROMERO,2023-01-17,113,111,2,0.9823
SI,NICOLAS ROMERO,2023-01-18,113,111,2,0.9823
SI,NICOLAS ROMERO,2023-01-19,101,98,3,0.9703
SI,NICOLAS ROMERO,2023-01-20,108,105,3,0.97222
SI,NICOLAS ROMERO,2023-01-21,107,107,0,1
SI,NICOLAS ROMERO,2023-01-22,122,121,1,0.9918
SI,NICOLAS ROMERO,2023-01-23,128,124,4,0.96875
SI,NICOLAS ROMERO,2023-01-24,154,150,4,0.97403
SI,NICOLAS ROMERO,2023-01-25,132,126,6,0.95455
SI,NICOLAS ROMERO,2023-01-26,146,142,4,0.9726
SI,NICOLAS ROMERO,2023-01-27,170,169,1,0.99412
SI,NICOLAS ROMERO,2023-01-28,134,129,5,0.96269
SI,NICOLAS ROMERO,2023-01-29,126,118,8,0.93651
SI,NICOLAS ROMERO,2023-01-30,174,170,4,0.97701
SI,NICOLAS ROMERO,2023-01-31,139,135,4,0.97122
SI,NICOLAS ROMERO,2023-02-01,135,130,5,0.96296
SI,NICOLAS ROMERO,2023-02-02,129,124,5,0.96124
SI,NICOLAS ROMERO,2023-02-03,134,129,5,0.96269
SI,NICOLAS ROMERO,2023-02-04,116,109,7,0.93966
SI,NICOLAS ROMERO,2023-02-05,136,133,3,0.97794
SI,NICOLAS ROMERO,2023-02-06,137,131,6,0.9562
SI,NICOLAS ROMERO,2023-02-07,128,126,2,0.98438
SI,NICOLAS ROMERO,2023-02-08,146,136,10,0.93151
SI,NICOLAS ROMERO,2023-02-09,135,123,12,0.91111
SI,NICOLAS ROMERO,2023-02-10,131,128,3,0.9771
SI,NICOLAS ROMERO,2023-02-11,157,152,5,0.96815
SI,NICOLAS ROMERO,2023-02-12,105,90,15,0.85714
SI,NICOLAS ROMERO,2023-02-13,132,128,4,0.9697
SI,NICOLAS ROMERO,2023-02-14,132,127,5,0.96212
SI,NICOLAS ROMERO,2023-02-15,121,118,3,0.97521
SI,NICOLAS ROMERO,2023-02-16,138,133,5,0.96377
SI,NICOLAS ROMERO,2023-02-17,120,106,14,0.88333
SI,NICOLAS ROMERO,2023-02-18,128,126,2,0.98438
SI,NICOLAS ROMERO,2023-02-19,136,128,8,0.94118
SI,NICOLAS ROMERO,2023-02-20,107,106,1,0.99065
SI,NICOLAS ROMERO,2023-02-21,111,105,6,0.94595
SI,NICOLAS ROMERO,2023-02-22,95,90,5,0.94737
SI,NICOLAS ROMERO,2023-02-23,108,96,12,0.88889
