DESPACHO CENTRALIZADO,DIRECCION,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asignaciones_manuales,PorcAA
SI,NORTE,2024-04-02,3352,3252,100,0.97017
SI,NORTE,2024-04-03,3355,3212,143,0.95738
SI,NORTE,2024-04-04,3143,3014,129,0.95896
SI,NORTE,2024-04-05,3244,3134,110,0.96609
SI,NORTE,2024-04-06,3177,3063,114,0.96412
SI,NORTE,2024-04-07,2732,2671,61,0.97767
SI,NORTE,2024-04-08,3378,3227,151,0.9553
SI,NORTE,2024-04-09,3322,3145,177,0.94672
SI,NORTE,2024-04-10,3154,2981,173,0.94515
SI,NORTE,2024-04-11,3172,3047,125,0.96059
SI,NORTE,2024-04-12,3196,3107,89,0.97215
SI,NORTE,2024-04-13,3126,3083,43,0.98624
SI,NORTE,2024-04-14,2499,2444,55,0.97799
SI,NORTE,2024-04-15,2868,2810,58,0.97978
SI,NORTE,2024-04-16,2919,2845,74,0.97465
SI,NORTE,2024-04-17,3022,2945,77,0.97452
SI,NORTE,2024-04-18,3217,3131,86,0.97327
SI,NORTE,2024-04-19,3057,3012,45,0.98528
SI,NORTE,2024-04-20,3055,2990,65,0.97872
SI,NORTE,2024-04-21,2508,2476,32,0.98724
SI,NORTE,2024-04-22,2331,2299,32,0.98627
SI,NORTE,2024-04-23,3071,2929,142,0.95376
SI,NORTE,2024-04-24,3056,2966,90,0.97055
SI,NORTE,2024-04-25,3068,2960,108,0.9648
SI,NORTE,2024-04-26,3011,2919,92,0.96945
SI,NORTE,2024-04-27,2769,2654,115,0.95847
SI,NORTE,2024-04-28,2610,2565,45,0.98276
SI,NORTE,2024-04-29,2908,2824,84,0.97111
SI,NORTE,2024-04-30,2796,2728,68,0.97568
SI,NORTE,2024-05-01,2100,2023,77,0.96333
SI,NORTE,2024-05-02,3259,3133,126,0.96134
SI,NORTE,2024-05-03,3121,3012,109,0.96508
SI,NORTE,2024-05-04,2837,2747,90,0.96828
SI,NORTE,2024-05-05,2356,2298,58,0.97538
SI,NORTE,2024-05-06,3142,3027,115,0.9634
SI,NORTE,2024-05-07,3263,3183,80,0.97548
SI,NORTE,2024-05-08,3234,3141,93,0.97124
SI,NORTE,2024-05-09,3229,3133,96,0.97027
SI,NORTE,2024-05-10,3040,2946,94,0.96908
SI,NORTE,2024-05-11,2948,2863,85,0.97117
SI,NORTE,2024-05-12,2497,2448,49,0.98038
SI,NORTE,2024-05-13,2793,2696,97,0.96527
SI,NORTE,2024-05-14,2804,2706,98,0.96505
SI,NORTE,2024-05-15,2705,2615,90,0.96673
SI,NORTE,2024-05-16,2712,2619,93,0.96571
SI,NORTE,2024-05-17,2837,2753,84,0.97039
SI,NORTE,2024-05-18,2575,2470,105,0.95922
SI,NORTE,2024-05-19,2218,2129,89,0.95987
SI,NORTE,2024-05-20,2633,2529,104,0.9605
SI,NORTE,2024-05-21,2860,2757,103,0.96399
SI,NORTE,2024-05-22,2786,2672,114,0.95908
SI,NORTE,2024-05-23,2830,2742,88,0.9689
SI,NORTE,2024-05-24,2779,2704,75,0.97301
SI,NORTE,2024-05-25,2622,2542,80,0.96949
SI,NORTE,2024-05-26,2166,2101,65,0.96999
SI,NORTE,2024-05-27,2702,2614,88,0.96743
SI,NORTE,2024-05-28,2860,2770,90,0.96853
SI,NORTE,2024-05-29,2691,2578,113,0.95801
SI,NORTE,2024-05-30,2589,2485,104,0.95983
SI,NORTE,2024-05-31,2631,2527,104,0.96047
SI,NORTE,2024-06-01,2467,2365,102,0.95865
SI,NORTE,2024-06-02,1668,1650,18,0.98921
SI,NORTE,2024-06-03,2455,2398,57,0.97678
SI,NORTE,2024-06-05,2849,2745,104,0.9635
SI,NORTE,2024-06-06,2680,2581,99,0.96306
SI,NORTE,2024-06-07,2745,2630,115,0.95811
SI,NORTE,2024-06-08,2531,2452,79,0.96879
SI,NORTE,2024-06-09,2113,2068,45,0.9787
SI,NORTE,2024-06-10,2427,2352,75,0.9691
SI,NORTE,2024-06-11,2645,2580,65,0.97543
SI,NORTE,2024-06-12,2594,2494,100,0.96145
SI,NORTE,2024-06-13,2698,2601,97,0.96405
SI,NORTE,2024-06-14,2696,2591,105,0.96105
SI,NORTE,2024-06-15,2566,2463,103,0.95986
SI,NORTE,2024-06-16,1925,1865,60,0.96883
SI,NORTE,2024-06-17,2539,2442,97,0.9618
SI,NORTE,2024-06-18,2698,2637,61,0.97739
SI,NORTE,2024-06-19,2597,2540,57,0.97805
SI,NORTE,2024-06-20,2909,2806,103,0.96459
SI,NORTE,2024-06-21,2970,2858,112,0.96229
SI,NORTE,2024-06-22,2600,2512,88,0.96615
SI,NORTE,2024-06-23,2197,2126,71,0.96768
SI,NORTE,2024-06-24,2672,2597,75,0.97193
SI,NORTE,2024-06-25,2717,2613,104,0.96172
SI,NORTE,2024-06-26,2663,2581,82,0.96921
SI,NORTE,2024-06-27,2723,2680,43,0.98421
SI,NORTE,2024-06-28,2709,2607,102,0.96235
SI,NORTE,2024-06-29,2346,2272,74,0.96846
SI,NORTE,2024-06-30,2000,1939,61,0.9695
SI,NORTE,2024-07-01,2470,2395,75,0.96964
SI,NORTE,2024-07-02,2665,2583,82,0.96923
SI,NORTE,2024-07-03,2574,2475,99,0.96154
SI,NORTE,2024-07-04,2567,2452,115,0.9552
SI,NORTE,2024-07-05,2768,2675,93,0.9664
SI,NORTE,2024-07-06,2492,2419,73,0.97071
SI,NORTE,2024-07-07,2187,2133,54,0.97531
SI,NORTE,2024-07-08,2607,2507,100,0.96164
SI,NORTE,2024-07-09,2640,2528,112,0.95758
SI,NORTE,2024-07-10,2842,2753,89,0.96868
SI,NORTE,2024-07-11,3083,2989,94,0.96951
SI,NORTE,2024-07-12,2899,2815,84,0.97102
SI,NORTE,2024-07-13,2529,2481,48,0.98102
SI,NORTE,2024-07-14,2237,2187,50,0.97765
SI,NORTE,2024-07-15,2705,2617,88,0.96747
SI,NORTE,2024-07-16,2682,2617,65,0.97576
SI,NORTE,2024-07-17,2810,2720,90,0.96797
SI,NORTE,2024-07-18,2920,2831,89,0.96952
SI,NORTE,2024-07-19,2793,2717,76,0.97279
SI,NORTE,2024-07-20,2501,2449,52,0.97921
SI,NORTE,2024-07-21,2113,2066,47,0.97776
SI,OCCIDENTE-BAJIO,2023-08-01,4517,2221,2296,0.4917
SI,OCCIDENTE-BAJIO,2023-08-02,4771,2139,2632,0.44833
SI,OCCIDENTE-BAJIO,2023-08-03,4541,2072,2469,0.45629
SI,OCCIDENTE-BAJIO,2023-08-04,4757,2077,2680,0.43662
SI,OCCIDENTE-BAJIO,2023-08-05,4810,1773,3037,0.36861
SI,OCCIDENTE-BAJIO,2023-08-06,3585,1617,1968,0.45105
SI,OCCIDENTE-BAJIO,2023-08-07,4653,2071,2582,0.44509
SI,OCCIDENTE-BAJIO,2023-08-08,5819,5103,716,0.87695
SI,OCCIDENTE-BAJIO,2023-08-09,5974,5001,973,0.83713
SI,OCCIDENTE-BAJIO,2023-08-10,5958,4876,1082,0.8184
SI,OCCIDENTE-BAJIO,2023-08-11,5860,4702,1158,0.80239
SI,OCCIDENTE-BAJIO,2023-08-12,6053,4818,1235,0.79597
SI,OCCIDENTE-BAJIO,2023-08-13,4325,3626,699,0.83838
SI,OCCIDENTE-BAJIO,2023-08-14,5583,4507,1076,0.80727
SI,OCCIDENTE-BAJIO,2023-08-15,5750,4590,1160,0.79826
SI,OCCIDENTE-BAJIO,2023-08-16,6147,4776,1371,0.77696
SI,OCCIDENTE-BAJIO,2023-08-17,5979,4513,1466,0.75481
SI,OCCIDENTE-BAJIO,2023-08-18,4712,3107,1605,0.65938
SI,OCCIDENTE-BAJIO,2023-08-19,4960,3082,1878,0.62137
SI,OCCIDENTE-BAJIO,2023-08-20,3724,2495,1229,0.66998
SI,OCCIDENTE-BAJIO,2023-08-21,5088,3035,2053,0.5965
SI,OCCIDENTE-BAJIO,2023-08-22,6420,4553,1867,0.70919
SI,OCCIDENTE-BAJIO,2023-08-23,6566,4623,1943,0.70408
SI,OCCIDENTE-BAJIO,2023-08-24,6351,4806,1545,0.75673
SI,OCCIDENTE-BAJIO,2023-08-25,6232,4812,1420,0.77214
SI,OCCIDENTE-BAJIO,2023-08-26,6135,4178,1957,0.68101
SI,OCCIDENTE-BAJIO,2023-08-27,4758,3419,1339,0.71858
SI,OCCIDENTE-BAJIO,2023-08-28,5931,4421,1510,0.74541
SI,OCCIDENTE-BAJIO,2023-08-29,6471,4829,1642,0.74625
SI,OCCIDENTE-BAJIO,2023-08-30,5837,4722,1115,0.80898
SI,OCCIDENTE-BAJIO,2023-08-31,6156,5131,1025,0.8335
SI,OCCIDENTE-BAJIO,2023-09-01,5462,4908,554,0.89857
SI,OCCIDENTE-BAJIO,2023-09-02,5312,4969,343,0.93543
SI,OCCIDENTE-BAJIO,2023-09-03,4355,4143,212,0.95132
SI,OCCIDENTE-BAJIO,2023-09-04,5654,5240,414,0.92678
SI,OCCIDENTE-BAJIO,2023-09-05,5408,4879,529,0.90218
SI,OCCIDENTE-BAJIO,2023-09-06,5697,5244,453,0.92048
SI,OCCIDENTE-BAJIO,2023-09-07,5456,5090,366,0.93292
SI,OCCIDENTE-BAJIO,2023-09-08,5426,5075,351,0.93531
SI,OCCIDENTE-BAJIO,2023-09-09,5470,5083,387,0.92925
SI,OCCIDENTE-BAJIO,2023-09-10,4280,3994,286,0.93318
SI,OCCIDENTE-BAJIO,2023-09-11,5350,4918,432,0.91925
SI,OCCIDENTE-BAJIO,2023-09-12,5583,5197,386,0.93086
SI,OCCIDENTE-BAJIO,2023-09-13,5330,5014,316,0.94071
SI,OCCIDENTE-BAJIO,2023-09-14,5230,4879,351,0.93289
SI,OCCIDENTE-BAJIO,2023-09-15,5296,4957,339,0.93599
SI,OCCIDENTE-BAJIO,2023-09-16,4053,3787,266,0.93437
SI,OCCIDENTE-BAJIO,2023-09-17,3593,3345,248,0.93098
SI,OCCIDENTE-BAJIO,2023-09-18,5100,4772,328,0.93569
SI,OCCIDENTE-BAJIO,2023-09-19,5448,5050,398,0.92695
SI,OCCIDENTE-BAJIO,2023-09-20,5601,5126,475,0.91519
SI,OCCIDENTE-BAJIO,2023-09-21,5276,4768,508,0.90371
SI,OCCIDENTE-BAJIO,2023-09-22,5145,4563,582,0.88688
SI,OCCIDENTE-BAJIO,2023-09-23,5337,4654,683,0.87203
SI,OCCIDENTE-BAJIO,2023-09-24,3936,3490,446,0.88669
SI,OCCIDENTE-BAJIO,2023-09-25,5267,4542,725,0.86235
SI,OCCIDENTE-BAJIO,2023-09-26,5199,4556,643,0.87632
SI,OCCIDENTE-BAJIO,2023-09-27,5176,4219,957,0.81511
SI,OCCIDENTE-BAJIO,2023-09-28,5014,4108,906,0.81931
SI,OCCIDENTE-BAJIO,2023-09-29,5118,4525,593,0.88413
SI,OCCIDENTE-BAJIO,2023-09-30,4931,4217,714,0.8552
SI,OCCIDENTE-BAJIO,2023-10-01,3721,3358,363,0.90245
SI,OCCIDENTE-BAJIO,2023-10-02,5139,4677,462,0.9101
SI,OCCIDENTE-BAJIO,2023-10-03,5309,4560,749,0.85892
SI,OCCIDENTE-BAJIO,2023-10-04,5515,4930,585,0.89393
SI,OCCIDENTE-BAJIO,2023-10-05,5615,5123,492,0.91238
SI,OCCIDENTE-BAJIO,2023-10-06,5121,4872,249,0.95138
SI,OCCIDENTE-BAJIO,2023-10-07,5466,5197,269,0.95079
SI,OCCIDENTE-BAJIO,2023-10-08,4162,3878,284,0.93176
SI,OCCIDENTE-BAJIO,2023-10-09,5400,5067,333,0.93833
SI,OCCIDENTE-BAJIO,2023-10-10,4528,4411,117,0.97416
SI,OCCIDENTE-BAJIO,2023-10-11,4829,4678,151,0.96873
SI,OCCIDENTE-BAJIO,2023-10-12,4727,4613,114,0.97588
SI,OCCIDENTE-BAJIO,2023-10-13,4194,3997,197,0.95303
SI,OCCIDENTE-BAJIO,2023-10-14,4122,3983,139,0.96628
SI,OCCIDENTE-BAJIO,2023-10-15,3314,3201,113,0.9659
SI,OCCIDENTE-BAJIO,2023-10-16,4682,4508,174,0.96284
SI,OCCIDENTE-BAJIO,2023-10-17,4845,4708,137,0.97172
SI,OCCIDENTE-BAJIO,2023-10-18,4897,4711,186,0.96202
SI,OCCIDENTE-BAJIO,2023-10-19,4438,4291,147,0.96688
SI,OCCIDENTE-BAJIO,2023-10-20,4665,4509,156,0.96656
SI,OCCIDENTE-BAJIO,2023-10-21,4426,4282,144,0.96746
SI,OCCIDENTE-BAJIO,2023-10-22,3432,3353,79,0.97698
SI,OCCIDENTE-BAJIO,2023-10-23,5059,4899,160,0.96837
SI,OCCIDENTE-BAJIO,2023-10-24,4973,4818,155,0.96883
SI,OCCIDENTE-BAJIO,2023-10-25,4872,4698,174,0.96429
SI,OCCIDENTE-BAJIO,2023-10-26,5143,4996,147,0.97142
SI,OCCIDENTE-BAJIO,2023-10-27,4909,4751,158,0.96781
SI,OCCIDENTE-BAJIO,2023-10-28,4528,4399,129,0.97151
SI,OCCIDENTE-BAJIO,2023-10-29,3354,3253,101,0.96989
SI,OCCIDENTE-BAJIO,2023-10-30,4959,4844,115,0.97681
SI,OCCIDENTE-BAJIO,2023-10-31,5168,5068,100,0.98065
SI,OCCIDENTE-BAJIO,2023-11-01,4298,4239,59,0.98627
SI,OCCIDENTE-BAJIO,2023-11-02,4387,4321,66,0.98496
SI,OCCIDENTE-BAJIO,2023-11-03,4392,4322,70,0.98406
SI,OCCIDENTE-BAJIO,2023-11-04,4435,4380,55,0.9876
SI,OCCIDENTE-BAJIO,2023-11-05,3289,3249,40,0.98784
SI,OCCIDENTE-BAJIO,2023-11-06,4395,4316,79,0.98203
SI,OCCIDENTE-BAJIO,2023-11-07,4575,4504,71,0.98448
SI,OCCIDENTE-BAJIO,2023-11-08,4564,4494,70,0.98466
SI,OCCIDENTE-BAJIO,2023-11-09,4716,4618,98,0.97922
SI,OCCIDENTE-BAJIO,2023-11-10,4573,4497,76,0.98338
SI,OCCIDENTE-BAJIO,2023-11-11,4478,4406,72,0.98392
SI,OCCIDENTE-BAJIO,2023-11-12,3382,3344,38,0.98876
SI,OCCIDENTE-BAJIO,2023-11-13,4592,4522,70,0.98476
SI,OCCIDENTE-BAJIO,2023-11-14,4591,4518,73,0.9841
SI,OCCIDENTE-BAJIO,2023-11-15,4388,4320,68,0.9845
SI,OCCIDENTE-BAJIO,2023-11-16,4391,4323,68,0.98451
SI,OCCIDENTE-BAJIO,2023-11-17,4420,4347,73,0.98348
SI,OCCIDENTE-BAJIO,2023-11-18,4176,4126,50,0.98803
SI,OCCIDENTE-BAJIO,2023-11-19,3091,3066,25,0.99191
SI,OCCIDENTE-BAJIO,2023-11-20,3337,3294,43,0.98711
SI,OCCIDENTE-BAJIO,2023-11-21,4501,4444,57,0.98734
SI,OCCIDENTE-BAJIO,2023-11-22,4735,4652,83,0.98247
SI,OCCIDENTE-BAJIO,2023-11-23,4420,4356,64,0.98552
SI,OCCIDENTE-BAJIO,2023-11-24,4412,4340,72,0.98368
SI,OCCIDENTE-BAJIO,2023-11-25,4453,4408,45,0.98989
SI,OCCIDENTE-BAJIO,2023-11-26,3423,3381,42,0.98773
SI,OCCIDENTE-BAJIO,2023-11-27,4495,4436,59,0.98687
SI,OCCIDENTE-BAJIO,2023-11-28,4475,4404,71,0.98413
SI,OCCIDENTE-BAJIO,2023-11-29,4463,4414,49,0.98902
SI,OCCIDENTE-BAJIO,2023-11-30,4519,4447,72,0.98407
SI,OCCIDENTE-BAJIO,2023-12-01,4133,4088,45,0.98911
SI,OCCIDENTE-BAJIO,2023-12-02,4156,4106,50,0.98797
SI,OCCIDENTE-BAJIO,2023-12-03,3136,3104,32,0.9898
SI,OCCIDENTE-BAJIO,2023-12-04,4022,3980,42,0.98956
SI,OCCIDENTE-BAJIO,2023-12-05,4835,4767,68,0.98594
SI,OCCIDENTE-BAJIO,2023-12-06,4807,4755,52,0.98918
SI,OCCIDENTE-BAJIO,2023-12-07,4431,4379,52,0.98826
SI,OCCIDENTE-BAJIO,2023-12-08,4490,4436,54,0.98797
SI,OCCIDENTE-BAJIO,2023-12-09,4433,4380,53,0.98804
SI,OCCIDENTE-BAJIO,2023-12-10,3358,3327,31,0.99077
SI,OCCIDENTE-BAJIO,2023-12-11,4178,4136,42,0.98995
SI,OCCIDENTE-BAJIO,2023-12-12,4454,4408,46,0.98967
SI,OCCIDENTE-BAJIO,2023-12-13,4209,4165,44,0.98955
SI,OCCIDENTE-BAJIO,2023-12-14,4170,4115,55,0.98681
SI,OCCIDENTE-BAJIO,2023-12-15,3941,3893,48,0.98782
SI,OCCIDENTE-BAJIO,2023-12-16,4112,4064,48,0.98833
SI,OCCIDENTE-BAJIO,2023-12-17,3378,3332,46,0.98638
SI,OCCIDENTE-BAJIO,2023-12-18,4377,4326,51,0.98835
SI,OCCIDENTE-BAJIO,2023-12-19,4547,4481,66,0.98548
SI,OCCIDENTE-BAJIO,2023-12-20,4214,4154,60,0.98576
SI,OCCIDENTE-BAJIO,2023-12-21,4200,4130,70,0.98333
SI,OCCIDENTE-BAJIO,2023-12-22,4102,4034,68,0.98342
SI,OCCIDENTE-BAJIO,2023-12-23,3700,3654,46,0.98757
SI,OCCIDENTE-BAJIO,2023-12-24,2268,2242,26,0.98854
SI,OCCIDENTE-BAJIO,2023-12-25,1070,1059,11,0.98972
SI,OCCIDENTE-BAJIO,2023-12-26,3726,3656,70,0.98121
SI,OCCIDENTE-BAJIO,2023-12-27,3894,3814,80,0.97946
SI,OCCIDENTE-BAJIO,2023-12-28,3980,3909,71,0.98216
SI,OCCIDENTE-BAJIO,2023-12-29,3815,3754,61,0.98401
SI,OCCIDENTE-BAJIO,2023-12-30,3530,3484,46,0.98697
SI,OCCIDENTE-BAJIO,2023-12-31,2166,2141,25,0.98846
SI,OCCIDENTE-BAJIO,2024-01-01,982,974,8,0.99185
SI,OCCIDENTE-BAJIO,2024-01-02,3695,3622,73,0.98024
SI,OCCIDENTE-BAJIO,2024-01-03,4047,3975,72,0.98221
SI,OCCIDENTE-BAJIO,2024-01-04,4155,4096,59,0.9858
SI,OCCIDENTE-BAJIO,2024-01-05,4243,4182,61,0.98562
SI,OCCIDENTE-BAJIO,2024-01-06,4135,4088,47,0.98863
SI,OCCIDENTE-BAJIO,2024-01-07,3250,3215,35,0.98923
SI,OCCIDENTE-BAJIO,2024-01-08,4295,4234,61,0.9858
SI,OCCIDENTE-BAJIO,2024-01-09,4281,4197,84,0.98038
SI,OCCIDENTE-BAJIO,2024-01-10,4151,4067,84,0.97976
SI,OCCIDENTE-BAJIO,2024-01-11,4308,4236,72,0.98329
SI,OCCIDENTE-BAJIO,2024-01-12,4375,4295,80,0.98171
SI,OCCIDENTE-BAJIO,2024-01-13,4155,4090,65,0.98436
SI,OCCIDENTE-BAJIO,2024-01-14,3184,3153,31,0.99026
SI,OCCIDENTE-BAJIO,2024-01-15,4153,4089,64,0.98459
SI,OCCIDENTE-BAJIO,2024-01-16,4105,4030,75,0.98173
SI,OCCIDENTE-BAJIO,2024-01-17,6413,6318,95,0.98519
SI,OCCIDENTE-BAJIO,2024-01-18,4441,4347,94,0.97883
SI,OCCIDENTE-BAJIO,2024-01-19,4731,4643,88,0.9814
SI,OCCIDENTE-BAJIO,2024-01-20,4970,4905,65,0.98692
SI,OCCIDENTE-BAJIO,2024-01-21,3546,3502,44,0.98759
SI,OCCIDENTE-BAJIO,2024-01-22,4845,4767,78,0.9839
SI,OCCIDENTE-BAJIO,2024-01-23,4933,4861,72,0.9854
SI,OCCIDENTE-BAJIO,2024-01-24,4282,4206,76,0.98225
SI,OCCIDENTE-BAJIO,2024-01-25,4375,4302,73,0.98331
SI,OCCIDENTE-BAJIO,2024-01-26,4288,4233,55,0.98717
SI,OCCIDENTE-BAJIO,2024-01-27,3883,3823,60,0.98455
SI,OCCIDENTE-BAJIO,2024-01-28,3071,3030,41,0.98665
SI,OCCIDENTE-BAJIO,2024-01-29,4066,4009,57,0.98598
SI,OCCIDENTE-BAJIO,2024-01-30,3905,3847,58,0.98515
SI,OCCIDENTE-BAJIO,2024-01-31,4392,4318,74,0.98315
SI,OCCIDENTE-BAJIO,2024-02-01,4218,4155,63,0.98506
SI,OCCIDENTE-BAJIO,2024-02-02,4019,3970,49,0.98781
SI,OCCIDENTE-BAJIO,2024-02-03,3867,3823,44,0.98862
SI,OCCIDENTE-BAJIO,2024-02-04,2883,2859,24,0.99168
SI,OCCIDENTE-BAJIO,2024-02-05,3189,3159,30,0.99059
SI,OCCIDENTE-BAJIO,2024-02-06,3958,3899,59,0.98509
SI,OCCIDENTE-BAJIO,2024-02-07,4202,4139,63,0.98501
SI,OCCIDENTE-BAJIO,2024-02-08,4139,4076,63,0.98478
SI,OCCIDENTE-BAJIO,2024-02-09,4343,4289,54,0.98757
SI,OCCIDENTE-BAJIO,2024-02-10,3799,3757,42,0.98894
SI,OCCIDENTE-BAJIO,2024-02-11,2948,2924,24,0.99186
SI,OCCIDENTE-BAJIO,2024-02-12,3733,3677,56,0.985
SI,OCCIDENTE-BAJIO,2024-02-13,4131,4082,49,0.98814
SI,OCCIDENTE-BAJIO,2024-02-14,4005,3963,42,0.98951
SI,OCCIDENTE-BAJIO,2024-02-15,4010,3949,61,0.98479
SI,OCCIDENTE-BAJIO,2024-02-16,3709,3667,42,0.98868
SI,OCCIDENTE-BAJIO,2024-02-17,4015,3974,41,0.98979
SI,OCCIDENTE-BAJIO,2024-02-18,3117,3100,17,0.99455
SI,OCCIDENTE-BAJIO,2024-02-19,4066,4024,42,0.98967
SI,OCCIDENTE-BAJIO,2024-02-20,4161,4123,38,0.99087
SI,OCCIDENTE-BAJIO,2024-02-21,4253,4191,62,0.98542
SI,OCCIDENTE-BAJIO,2024-02-22,4234,4183,51,0.98795
SI,OCCIDENTE-BAJIO,2024-02-23,3862,3830,32,0.99171
SI,OCCIDENTE-BAJIO,2024-02-24,4351,4296,55,0.98736
SI,OCCIDENTE-BAJIO,2024-02-25,3176,3160,16,0.99496
SI,OCCIDENTE-BAJIO,2024-02-26,4117,4077,40,0.99028
SI,OCCIDENTE-BAJIO,2024-02-27,4326,4274,52,0.98798
SI,OCCIDENTE-BAJIO,2024-02-28,4286,4238,48,0.9888
SI,OCCIDENTE-BAJIO,2024-02-29,4364,4306,58,0.98671
SI,OCCIDENTE-BAJIO,2024-03-01,4044,3982,62,0.98467
SI,OCCIDENTE-BAJIO,2024-03-02,3975,3928,47,0.98818
SI,OCCIDENTE-BAJIO,2024-03-03,3315,3291,24,0.99276
SI,OCCIDENTE-BAJIO,2024-03-04,4218,4188,30,0.99289
SI,OCCIDENTE-BAJIO,2024-03-05,4364,4324,40,0.99083
SI,OCCIDENTE-BAJIO,2024-03-06,4317,4249,68,0.98425
SI,OCCIDENTE-BAJIO,2024-03-07,4229,4189,40,0.99054
SI,OCCIDENTE-BAJIO,2024-03-08,4229,4193,36,0.99149
SI,OCCIDENTE-BAJIO,2024-03-09,4022,3995,27,0.99329
SI,OCCIDENTE-BAJIO,2024-03-10,3072,3056,16,0.99479
SI,OCCIDENTE-BAJIO,2024-03-11,4095,4052,43,0.9895
SI,OCCIDENTE-BAJIO,2024-03-12,4187,4162,25,0.99403
SI,OCCIDENTE-BAJIO,2024-03-13,4322,4292,30,0.99306
SI,OCCIDENTE-BAJIO,2024-03-14,4283,4259,24,0.9944
SI,OCCIDENTE-BAJIO,2024-03-15,4210,4182,28,0.99335
SI,OCCIDENTE-BAJIO,2024-03-16,3941,3913,28,0.9929
SI,OCCIDENTE-BAJIO,2024-03-17,2905,2897,8,0.99725
SI,OCCIDENTE-BAJIO,2024-03-18,3242,3218,24,0.9926
SI,OCCIDENTE-BAJIO,2024-03-19,4121,4083,38,0.99078
SI,OCCIDENTE-BAJIO,2024-03-20,3981,3937,44,0.98895
SI,OCCIDENTE-BAJIO,2024-03-21,3907,3864,43,0.98899
SI,OCCIDENTE-BAJIO,2024-03-22,3937,3888,49,0.98755
SI,OCCIDENTE-BAJIO,2024-03-23,3844,3794,50,0.98699
SI,OCCIDENTE-BAJIO,2024-03-24,2824,2801,23,0.99186
SI,OCCIDENTE-BAJIO,2024-03-25,3806,3759,47,0.98765
SI,OCCIDENTE-BAJIO,2024-03-26,3728,3661,67,0.98203
SI,OCCIDENTE-BAJIO,2024-03-27,3848,3793,55,0.98571
SI,OCCIDENTE-BAJIO,2024-03-28,3673,3621,52,0.98584
SI,OCCIDENTE-BAJIO,2024-03-29,3068,3014,54,0.9824
SI,OCCIDENTE-BAJIO,2024-03-30,3124,3077,47,0.98496
SI,OCCIDENTE-BAJIO,2024-03-31,2544,2509,35,0.98624
SI,OCCIDENTE-BAJIO,2024-04-01,3501,3453,48,0.98629
SI,OCCIDENTE-BAJIO,2024-04-02,3963,3897,66,0.98335
SI,OCCIDENTE-BAJIO,2024-04-03,4030,3941,89,0.97792
SI,OCCIDENTE-BAJIO,2024-04-04,3938,3863,75,0.98095
SI,OCCIDENTE-BAJIO,2024-04-05,4070,3981,89,0.97813
SI,OCCIDENTE-BAJIO,2024-04-06,3991,3927,64,0.98396
SI,OCCIDENTE-BAJIO,2024-04-07,2945,2890,55,0.98132
SI,OCCIDENTE-BAJIO,2024-04-08,3951,3879,72,0.98178
SI,OCCIDENTE-BAJIO,2024-04-09,4313,4195,118,0.97264
SI,OCCIDENTE-BAJIO,2024-04-10,4054,3964,90,0.9778
SI,OCCIDENTE-BAJIO,2024-04-11,3919,3872,47,0.98801
SI,OCCIDENTE-BAJIO,2024-04-12,3681,3636,45,0.98778
SI,OCCIDENTE-BAJIO,2024-04-13,3674,3636,38,0.98966
SI,OCCIDENTE-BAJIO,2024-04-14,2899,2866,33,0.98862
SI,OCCIDENTE-BAJIO,2024-04-15,3786,3735,51,0.98653
SI,OCCIDENTE-BAJIO,2024-04-16,3949,3920,29,0.99266
SI,OCCIDENTE-BAJIO,2024-04-17,3858,3784,74,0.98082
SI,OCCIDENTE-BAJIO,2024-04-18,4042,3997,45,0.98887
SI,OCCIDENTE-BAJIO,2024-04-19,3758,3718,40,0.98936
SI,OCCIDENTE-BAJIO,2024-04-20,4016,3954,62,0.98456
SI,OCCIDENTE-BAJIO,2024-04-21,2719,2681,38,0.98602
SI,OCCIDENTE-BAJIO,2024-04-22,3116,3066,50,0.98395
SI,OCCIDENTE-BAJIO,2024-04-23,4565,4440,125,0.97262
SI,OCCIDENTE-BAJIO,2024-04-24,4256,4169,87,0.97956
SI,OCCIDENTE-BAJIO,2024-04-25,3902,3825,77,0.98027
SI,OCCIDENTE-BAJIO,2024-04-26,3756,3683,73,0.98056
SI,OCCIDENTE-BAJIO,2024-04-27,3528,3449,79,0.97761
SI,OCCIDENTE-BAJIO,2024-04-28,2827,2772,55,0.98054
SI,OCCIDENTE-BAJIO,2024-04-29,3801,3724,77,0.97974
SI,OCCIDENTE-BAJIO,2024-04-30,3777,3714,63,0.98332
SI,OCCIDENTE-BAJIO,2024-05-01,3114,3065,49,0.98426
SI,OCCIDENTE-BAJIO,2024-05-02,3852,3763,89,0.9769
SI,OCCIDENTE-BAJIO,2024-05-03,3891,3810,81,0.97918
SI,OCCIDENTE-BAJIO,2024-05-04,3714,3646,68,0.98169
SI,OCCIDENTE-BAJIO,2024-05-05,2907,2855,52,0.98211
SI,OCCIDENTE-BAJIO,2024-05-06,3800,3708,92,0.97579
SI,OCCIDENTE-BAJIO,2024-05-07,3814,3738,76,0.98007
SI,OCCIDENTE-BAJIO,2024-05-08,4030,3933,97,0.97593
SI,OCCIDENTE-BAJIO,2024-05-09,3932,3833,99,0.97482
SI,OCCIDENTE-BAJIO,2024-05-10,3598,3530,68,0.9811
