DESPACHO CENTRALIZADO,DIRECCION,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asignaciones_manuales,PorcAA
SI,CENTRO 1,2023-08-01,4469,2385,2084,0.53368
SI,CENTRO 1,2023-08-02,4550,2298,2252,0.50505
SI,CENTRO 1,2023-08-03,4758,2494,2264,0.52417
SI,CENTRO 1,2023-08-04,4682,3362,1320,0.71807
SI,CENTRO 1,2023-08-05,4551,2886,1665,0.63415
SI,CENTRO 1,2023-08-06,4296,2521,1775,0.58682
SI,CENTRO 1,2023-08-07,4851,2858,1993,0.58916
SI,CENTRO 1,2023-08-08,5928,4961,967,0.83688
SI,CENTRO 1,2023-08-09,6170,4970,1200,0.80551
SI,CENTRO 1,2023-08-10,5775,4789,986,0.82926
SI,CENTRO 1,2023-08-11,5979,4605,1374,0.7702
SI,CENTRO 1,2023-08-12,5824,4449,1375,0.76391
SI,CENTRO 1,2023-08-13,5370,3894,1476,0.72514
SI,CENTRO 1,2023-08-14,5543,4155,1388,0.74959
SI,CENTRO 1,2023-08-15,6011,4461,1550,0.74214
SI,CENTRO 1,2023-08-16,5826,4510,1316,0.77412
SI,CENTRO 1,2023-08-17,5941,4547,1394,0.76536
SI,CENTRO 1,2023-08-18,5046,3703,1343,0.73385
SI,CENTRO 1,2023-08-19,5000,3439,1561,0.6878
SI,CENTRO 1,2023-08-20,4901,3441,1460,0.7021
SI,CENTRO 1,2023-08-21,5233,3375,1858,0.64495
SI,CENTRO 1,2023-08-22,7123,5585,1538,0.78408
SI,CENTRO 1,2023-08-23,7316,5967,1349,0.81561
SI,CENTRO 1,2023-08-24,7248,6007,1241,0.82878
SI,CENTRO 1,2023-08-25,7193,5878,1315,0.81718
SI,CENTRO 1,2023-08-26,6803,5416,1387,0.79612
SI,CENTRO 1,2023-08-27,6429,5161,1268,0.80277
SI,CENTRO 1,2023-08-28,6788,5380,1408,0.79258
SI,CENTRO 1,2023-08-29,7210,5773,1437,0.80069
SI,CENTRO 1,2023-08-30,6926,5454,1472,0.78747
SI,CENTRO 1,2023-08-31,7066,5803,1263,0.82126
SI,CENTRO 1,2023-09-01,6033,5498,535,0.91132
SI,CENTRO 1,2023-09-02,6483,6121,362,0.94416
SI,CENTRO 1,2023-09-03,5801,5260,541,0.90674
SI,CENTRO 1,2023-09-04,6421,5796,625,0.90266
SI,CENTRO 1,2023-09-05,6297,5613,684,0.89138
SI,CENTRO 1,2023-09-06,6535,5944,591,0.90956
SI,CENTRO 1,2023-09-07,6796,6171,625,0.90803
SI,CENTRO 1,2023-09-08,6736,5976,760,0.88717
SI,CENTRO 1,2023-09-09,6589,5863,726,0.88982
SI,CENTRO 1,2023-09-10,5761,5148,613,0.89359
SI,CENTRO 1,2023-09-11,6273,5481,792,0.87374
SI,CENTRO 1,2023-09-12,6639,5811,828,0.87528
SI,CENTRO 1,2023-09-13,6693,5928,765,0.8857
SI,CENTRO 1,2023-09-14,6603,5826,777,0.88233
SI,CENTRO 1,2023-09-15,5927,5106,821,0.86148
SI,CENTRO 1,2023-09-16,4189,3780,409,0.90236
SI,CENTRO 1,2023-09-17,5512,4833,679,0.87681
SI,CENTRO 1,2023-09-18,6337,5599,738,0.88354
SI,CENTRO 1,2023-09-19,6743,5674,1069,0.84147
SI,CENTRO 1,2023-09-20,6786,5716,1070,0.84232
SI,CENTRO 1,2023-09-21,6522,5564,958,0.85311
SI,CENTRO 1,2023-09-22,6406,5551,855,0.86653
SI,CENTRO 1,2023-09-23,6352,5337,1015,0.84021
SI,CENTRO 1,2023-09-24,5919,5074,845,0.85724
SI,CENTRO 1,2023-09-25,6248,5310,938,0.84987
SI,CENTRO 1,2023-09-26,6400,5449,951,0.85141
SI,CENTRO 1,2023-09-27,6438,5528,910,0.85865
SI,CENTRO 1,2023-09-28,6388,5478,910,0.85755
SI,CENTRO 1,2023-09-29,6327,5353,974,0.84606
SI,CENTRO 1,2023-09-30,6052,4856,1196,0.80238
SI,CENTRO 1,2023-10-01,5368,4774,594,0.88934
SI,CENTRO 1,2023-10-02,6122,5222,900,0.85299
SI,CENTRO 1,2023-10-03,6045,4983,1062,0.82432
SI,CENTRO 1,2023-10-04,6297,5410,887,0.85914
SI,CENTRO 1,2023-10-05,6198,5371,827,0.86657
SI,CENTRO 1,2023-10-06,5765,4989,776,0.86539
SI,CENTRO 1,2023-10-07,4995,4409,586,0.88268
SI,CENTRO 1,2023-10-08,4828,4313,515,0.89333
SI,CENTRO 1,2023-10-09,5118,4656,462,0.90973
SI,CENTRO 1,2023-10-10,4711,4626,85,0.98196
SI,CENTRO 1,2023-10-11,5498,5389,109,0.98017
SI,CENTRO 1,2023-10-12,6019,5899,120,0.98006
SI,CENTRO 1,2023-10-13,5500,5391,109,0.98018
SI,CENTRO 1,2023-10-14,5586,5508,78,0.98604
SI,CENTRO 1,2023-10-15,4823,4769,54,0.9888
SI,CENTRO 1,2023-10-16,5485,5386,99,0.98195
SI,CENTRO 1,2023-10-17,5748,5674,74,0.98713
SI,CENTRO 1,2023-10-18,5744,5690,54,0.9906
SI,CENTRO 1,2023-10-19,5536,5480,56,0.98988
SI,CENTRO 1,2023-10-20,5625,5553,72,0.9872
SI,CENTRO 1,2023-10-21,5519,5485,34,0.99384
SI,CENTRO 1,2023-10-22,5280,5242,38,0.9928
SI,CENTRO 1,2023-10-23,5846,5773,73,0.98751
SI,CENTRO 1,2023-10-24,5701,5629,72,0.98737
SI,CENTRO 1,2023-10-25,5759,5698,61,0.98941
SI,CENTRO 1,2023-10-26,5737,5641,96,0.98327
SI,CENTRO 1,2023-10-27,5744,5659,85,0.9852
SI,CENTRO 1,2023-10-28,5601,5556,45,0.99197
SI,CENTRO 1,2023-10-29,5103,5046,57,0.98883
SI,CENTRO 1,2023-10-30,5701,5616,85,0.98509
SI,CENTRO 1,2023-10-31,5999,5949,50,0.99167
SI,CENTRO 1,2023-11-01,5171,5113,58,0.98878
SI,CENTRO 1,2023-11-02,5084,5020,64,0.98741
SI,CENTRO 1,2023-11-03,5642,5523,119,0.97891
SI,CENTRO 1,2023-11-04,5447,5348,99,0.98182
SI,CENTRO 1,2023-11-05,5096,5035,61,0.98803
SI,CENTRO 1,2023-11-06,5545,5460,85,0.98467
SI,CENTRO 1,2023-11-07,5962,5867,95,0.98407
SI,CENTRO 1,2023-11-08,6229,6144,85,0.98635
SI,CENTRO 1,2023-11-09,5989,5908,81,0.98648
SI,CENTRO 1,2023-11-10,6118,6053,65,0.98938
SI,CENTRO 1,2023-11-11,5728,5660,68,0.98813
SI,CENTRO 1,2023-11-12,5344,5234,110,0.97942
SI,CENTRO 1,2023-11-13,5570,5485,85,0.98474
SI,CENTRO 1,2023-11-14,5737,5648,89,0.98449
SI,CENTRO 1,2023-11-15,5692,5600,92,0.98384
SI,CENTRO 1,2023-11-16,6408,6278,130,0.97971
SI,CENTRO 1,2023-11-17,6908,6811,97,0.98596
SI,CENTRO 1,2023-11-18,6983,6900,83,0.98811
SI,CENTRO 1,2023-11-19,6874,6776,98,0.98574
SI,CENTRO 1,2023-11-20,5701,5639,62,0.98912
SI,CENTRO 1,2023-11-21,6349,6250,99,0.98441
SI,CENTRO 1,2023-11-22,6702,6613,89,0.98672
SI,CENTRO 1,2023-11-23,6607,6529,78,0.98819
SI,CENTRO 1,2023-11-24,6641,6526,115,0.98268
SI,CENTRO 1,2023-11-25,6495,6423,72,0.98891
SI,CENTRO 1,2023-11-26,5737,5639,98,0.98292
SI,CENTRO 1,2023-11-27,6350,6274,76,0.98803
SI,CENTRO 1,2023-11-28,6675,6584,91,0.98637
SI,CENTRO 1,2023-11-29,6768,6491,277,0.95907
SI,CENTRO 1,2023-11-30,6940,6861,79,0.98862
SI,CENTRO 1,2023-12-01,5824,5748,76,0.98695
SI,CENTRO 1,2023-12-02,5709,5619,90,0.98424
SI,CENTRO 1,2023-12-03,5187,5139,48,0.99075
SI,CENTRO 1,2023-12-04,6066,5997,69,0.98863
SI,CENTRO 1,2023-12-05,6346,6284,62,0.99023
SI,CENTRO 1,2023-12-06,6301,6208,93,0.98524
SI,CENTRO 1,2023-12-07,6268,6206,62,0.99011
SI,CENTRO 1,2023-12-08,6716,6658,58,0.99136
SI,CENTRO 1,2023-12-09,6014,5948,66,0.98903
SI,CENTRO 1,2023-12-10,5631,5591,40,0.9929
SI,CENTRO 1,2023-12-11,5819,5763,56,0.99038
SI,CENTRO 1,2023-12-12,5460,5418,42,0.99231
SI,CENTRO 1,2023-12-13,5840,5766,74,0.98733
SI,CENTRO 1,2023-12-14,5859,5782,77,0.98686
SI,CENTRO 1,2023-12-15,5975,5909,66,0.98895
SI,CENTRO 1,2023-12-16,5661,5592,69,0.98781
SI,CENTRO 1,2023-12-17,5333,5253,80,0.985
SI,CENTRO 1,2023-12-18,5823,5738,85,0.9854
SI,CENTRO 1,2023-12-19,5892,5810,82,0.98608
SI,CENTRO 1,2023-12-20,5712,5617,95,0.98337
SI,CENTRO 1,2023-12-21,5617,5524,93,0.98344
SI,CENTRO 1,2023-12-22,5503,5406,97,0.98237
SI,CENTRO 1,2023-12-23,5176,5085,91,0.98242
SI,CENTRO 1,2023-12-24,4068,3978,90,0.97788
SI,CENTRO 1,2023-12-25,2483,2439,44,0.98228
SI,CENTRO 1,2023-12-26,5342,5248,94,0.9824
SI,CENTRO 1,2023-12-27,5633,5564,69,0.98775
SI,CENTRO 1,2023-12-28,5783,5682,101,0.98254
SI,CENTRO 1,2023-12-29,5728,5619,109,0.98097
SI,CENTRO 1,2023-12-30,5484,5389,95,0.98268
SI,CENTRO 1,2023-12-31,4202,4104,98,0.97668
SI,CENTRO 1,2024-01-01,1372,1344,28,0.97959
SI,CENTRO 1,2024-01-02,4974,4860,114,0.97708
SI,CENTRO 1,2024-01-03,6030,5917,113,0.98126
SI,CENTRO 1,2024-01-04,6246,6137,109,0.98255
SI,CENTRO 1,2024-01-05,6074,5966,108,0.98222
SI,CENTRO 1,2024-01-06,4895,4798,97,0.98018
SI,CENTRO 1,2024-01-07,5340,5248,92,0.98277
SI,CENTRO 1,2024-01-08,5675,5570,105,0.9815
SI,CENTRO 1,2024-01-09,5757,5630,127,0.97794
SI,CENTRO 1,2024-01-10,5959,5538,421,0.92935
SI,CENTRO 1,2024-01-11,6215,6074,141,0.97731
SI,CENTRO 1,2024-01-12,5995,5881,114,0.98098
SI,CENTRO 1,2024-01-13,5706,5586,120,0.97897
SI,CENTRO 1,2024-01-14,5413,5311,102,0.98116
SI,CENTRO 1,2024-01-15,5763,5665,98,0.98299
SI,CENTRO 1,2024-01-16,5401,5289,112,0.97926
SI,CENTRO 1,2024-01-17,6514,6371,143,0.97805
SI,CENTRO 1,2024-01-18,7130,6964,166,0.97672
SI,CENTRO 1,2024-01-19,6542,6320,222,0.96607
SI,CENTRO 1,2024-01-20,5947,5802,145,0.97562
SI,CENTRO 1,2024-01-21,5427,5276,151,0.97218
SI,CENTRO 1,2024-01-22,7270,7100,170,0.97662
SI,CENTRO 1,2024-01-23,6842,6669,173,0.97471
SI,CENTRO 1,2024-01-24,5816,5682,134,0.97696
SI,CENTRO 1,2024-01-25,5811,5653,158,0.97281
SI,CENTRO 1,2024-01-26,5621,5488,133,0.97634
SI,CENTRO 1,2024-01-27,5474,5304,170,0.96894
SI,CENTRO 1,2024-01-28,5188,5060,128,0.97533
SI,CENTRO 1,2024-01-29,5562,5436,126,0.97735
SI,CENTRO 1,2024-01-30,5333,5226,107,0.97994
SI,CENTRO 1,2024-01-31,6027,5868,159,0.97362
SI,CENTRO 1,2024-02-01,5355,5271,84,0.98431
SI,CENTRO 1,2024-02-02,5357,5232,125,0.97667
SI,CENTRO 1,2024-02-03,5243,5141,102,0.98055
SI,CENTRO 1,2024-02-04,4774,4600,174,0.96355
SI,CENTRO 1,2024-02-05,4716,4592,124,0.97371
SI,CENTRO 1,2024-02-06,5634,5479,155,0.97249
SI,CENTRO 1,2024-02-07,5626,5482,144,0.9744
SI,CENTRO 1,2024-02-08,5892,5769,123,0.97912
SI,CENTRO 1,2024-02-09,5643,5514,129,0.97714
SI,CENTRO 1,2024-02-10,5666,5579,87,0.98465
SI,CENTRO 1,2024-02-11,5155,5022,133,0.9742
SI,CENTRO 1,2024-02-12,7670,7561,109,0.98579
SI,CENTRO 1,2024-02-13,5592,5491,101,0.98194
SI,CENTRO 1,2024-02-14,5522,5416,106,0.9808
SI,CENTRO 1,2024-02-15,5484,5381,103,0.98122
SI,CENTRO 1,2024-02-16,5441,5352,89,0.98364
SI,CENTRO 1,2024-02-17,5262,5139,123,0.97662
SI,CENTRO 1,2024-02-18,5247,5172,75,0.98571
SI,CENTRO 1,2024-02-19,5458,5300,158,0.97105
SI,CENTRO 1,2024-02-20,5514,5368,146,0.97352
SI,CENTRO 1,2024-02-21,5753,5651,102,0.98227
SI,CENTRO 1,2024-02-22,5744,5637,107,0.98137
SI,CENTRO 1,2024-02-23,4397,4328,69,0.98431
SI,CENTRO 1,2024-02-24,5338,5247,91,0.98295
SI,CENTRO 1,2024-02-25,4970,4872,98,0.98028
SI,CENTRO 1,2024-02-26,6006,5852,154,0.97436
SI,CENTRO 1,2024-02-27,6061,5945,116,0.98086
SI,CENTRO 1,2024-02-28,6160,6002,158,0.97435
SI,CENTRO 1,2024-02-29,6074,5978,96,0.98419
SI,CENTRO 1,2024-03-01,5341,5204,137,0.97435
SI,CENTRO 1,2024-03-02,5318,5144,174,0.96728
SI,CENTRO 1,2024-03-03,4893,4713,180,0.96321
SI,CENTRO 1,2024-03-04,5460,5306,154,0.97179
SI,CENTRO 1,2024-03-05,5913,5782,131,0.97785
SI,CENTRO 1,2024-03-06,5795,5672,123,0.97877
SI,CENTRO 1,2024-03-07,5527,5416,111,0.97992
SI,CENTRO 1,2024-03-08,5568,5429,139,0.97504
SI,CENTRO 1,2024-03-09,5591,5471,120,0.97854
SI,CENTRO 1,2024-03-10,5135,5056,79,0.98462
SI,CENTRO 1,2024-03-11,5793,5686,107,0.98153
SI,CENTRO 1,2024-03-12,5786,5675,111,0.98082
SI,CENTRO 1,2024-03-13,5885,5766,119,0.97978
SI,CENTRO 1,2024-03-14,5850,5761,89,0.98479
SI,CENTRO 1,2024-03-15,5591,5516,75,0.98659
SI,CENTRO 1,2024-03-16,5605,5556,49,0.99126
SI,CENTRO 1,2024-03-17,5293,5246,47,0.99112
SI,CENTRO 1,2024-03-18,5421,5375,46,0.99151
SI,CENTRO 1,2024-03-19,5725,5639,86,0.98498
SI,CENTRO 1,2024-03-20,5129,5075,54,0.98947
SI,CENTRO 1,2024-03-21,4903,4836,67,0.98633
SI,CENTRO 1,2024-03-22,4717,4621,96,0.97965
SI,CENTRO 1,2024-03-23,4984,4908,76,0.98475
SI,CENTRO 1,2024-03-24,4412,4350,62,0.98595
SI,CENTRO 1,2024-03-25,5181,5060,121,0.97665
SI,CENTRO 1,2024-03-26,5019,4897,122,0.97569
SI,CENTRO 1,2024-03-27,4861,4760,101,0.97922
SI,CENTRO 1,2024-03-28,5064,4943,121,0.97611
SI,CENTRO 1,2024-03-29,4879,4791,88,0.98196
SI,CENTRO 1,2024-03-30,4628,4535,93,0.9799
SI,CENTRO 1,2024-03-31,4406,4313,93,0.97889
SI,CENTRO 1,2024-04-01,4715,4615,100,0.97879
SI,CENTRO 1,2024-04-02,5257,5129,128,0.97565
SI,CENTRO 1,2024-04-03,5322,5190,132,0.9752
SI,CENTRO 1,2024-04-04,5240,5078,162,0.96908
SI,CENTRO 1,2024-04-05,5368,5174,194,0.96386
SI,CENTRO 1,2024-04-06,5328,5178,150,0.97185
SI,CENTRO 1,2024-04-07,5027,4880,147,0.97076
SI,CENTRO 1,2024-04-08,5173,4977,196,0.96211
SI,CENTRO 1,2024-04-09,5254,5034,220,0.95813
SI,CENTRO 1,2024-04-10,5454,5270,184,0.96626
SI,CENTRO 1,2024-04-11,4845,4716,129,0.97337
SI,CENTRO 1,2024-04-12,4851,4747,104,0.97856
SI,CENTRO 1,2024-04-13,4702,4603,99,0.97895
SI,CENTRO 1,2024-04-14,4362,4321,41,0.9906
SI,CENTRO 1,2024-04-15,4568,4493,75,0.98358
SI,CENTRO 1,2024-04-16,4724,4660,64,0.98645
SI,CENTRO 1,2024-04-17,4923,4808,115,0.97664
SI,CENTRO 1,2024-04-18,5099,5006,93,0.98176
SI,CENTRO 1,2024-04-19,4856,4760,96,0.98023
SI,CENTRO 1,2024-04-20,4919,4808,111,0.97743
SI,CENTRO 1,2024-04-21,4723,4620,103,0.97819
SI,CENTRO 1,2024-04-22,3886,3825,61,0.9843
SI,CENTRO 1,2024-04-23,6212,6014,198,0.96813
SI,CENTRO 1,2024-04-24,5462,5348,114,0.97913
SI,CENTRO 1,2024-04-25,5362,5201,161,0.96997
SI,CENTRO 1,2024-04-26,5182,5073,109,0.97897
SI,CENTRO 1,2024-04-27,4891,4767,124,0.97465
SI,CENTRO 1,2024-04-28,4769,4629,140,0.97064
SI,CENTRO 1,2024-04-29,5208,5040,168,0.96774
SI,CENTRO 1,2024-04-30,4773,4642,131,0.97255
SI,CENTRO 1,2024-05-01,3788,3668,120,0.96832
SI,CENTRO 1,2024-05-02,4760,4624,136,0.97143
SI,CENTRO 1,2024-05-03,4975,4841,134,0.97307
SI,CENTRO 1,2024-05-04,4231,4127,104,0.97542
SI,CENTRO 1,2024-05-05,4464,4342,122,0.97267
SI,CENTRO 1,2024-05-06,4967,4844,123,0.97524
SI,CENTRO 1,2024-05-07,4841,4726,115,0.97624
SI,CENTRO 1,2024-05-08,4914,4753,161,0.96724
SI,CENTRO 1,2024-05-09,4543,4407,136,0.97006
SI,CENTRO 1,2024-05-10,3928,3816,112,0.97149
SI,CENTRO 1,2024-05-11,4510,4376,134,0.97029
SI,CENTRO 1,2024-05-12,3859,3774,85,0.97797
SI,CENTRO 1,2024-05-13,4667,4479,188,0.95972
SI,CENTRO 1,2024-05-14,4689,4543,146,0.96886
SI,CENTRO 1,2024-05-15,4662,4525,137,0.97061
SI,CENTRO 1,2024-05-16,4555,4459,96,0.97892
SI,CENTRO 1,2024-05-17,5194,5035,159,0.96939
SI,CENTRO 1,2024-05-18,5160,5014,146,0.97171
SI,CENTRO 1,2024-05-19,4496,4361,135,0.96997
SI,CENTRO 1,2024-05-20,5105,4957,148,0.97101
SI,CENTRO 1,2024-05-21,4941,4799,142,0.97126
SI,CENTRO 1,2024-05-22,5112,4923,189,0.96303
SI,CENTRO 1,2024-05-23,4809,4658,151,0.9686
SI,CENTRO 1,2024-05-24,4863,4735,128,0.97368
SI,CENTRO 1,2024-05-25,5255,5110,145,0.97241
SI,CENTRO 1,2024-05-26,4204,4117,87,0.97931
SI,CENTRO 1,2024-05-27,4932,4811,121,0.97547
SI,CENTRO 1,2024-05-28,5253,5091,162,0.96916
SI,CENTRO 1,2024-05-29,5199,4997,202,0.96115
SI,CENTRO 1,2024-05-30,5255,5088,167,0.96822
SI,CENTRO 1,2024-05-31,4885,4652,233,0.9523
SI,CENTRO 1,2024-06-01,4712,4546,166,0.96477
SI,CENTRO 1,2024-06-02,4023,3907,116,0.97117
SI,CENTRO 1,2024-06-03,4667,4531,136,0.97086
SI,CENTRO 1,2024-06-05,5110,4890,220,0.95695
SI,CENTRO 1,2024-06-06,5122,4947,175,0.96583
SI,CENTRO 1,2024-06-07,5096,4959,137,0.97312
SI,CENTRO 1,2024-06-08,5105,4969,136,0.97336
SI,CENTRO 1,2024-06-09,4647,4521,126,0.97289
SI,CENTRO 1,2024-06-10,4634,4474,160,0.96547
SI,CENTRO 1,2024-06-11,5331,5097,234,0.95611
SI,CENTRO 1,2024-06-12,5682,5430,252,0.95565
SI,CENTRO 1,2024-06-13,4949,4754,195,0.9606
SI,CENTRO 1,2024-06-14,4816,4622,194,0.95972
SI,CENTRO 1,2024-06-15,5138,4996,142,0.97236
SI,CENTRO 1,2024-06-16,4619,4499,120,0.97402
SI,CENTRO 1,2024-06-17,4713,4568,145,0.96923
SI,CENTRO 1,2024-06-18,5118,4968,150,0.97069
SI,CENTRO 1,2024-06-19,5260,5103,157,0.97015
SI,CENTRO 1,2024-06-20,5424,5231,193,0.96442
SI,CENTRO 1,2024-06-21,5357,5166,191,0.96435
SI,CENTRO 1,2024-06-22,5178,5030,148,0.97142
SI,CENTRO 1,2024-06-23,5045,4881,164,0.96749
SI,CENTRO 1,2024-06-24,5189,5006,183,0.96473
SI,CENTRO 1,2024-06-25,5554,5330,224,0.95967
SI,CENTRO 1,2024-06-26,5622,5304,318,0.94344
SI,CENTRO 1,2024-06-27,5747,5495,252,0.95615
SI,CENTRO 1,2024-06-28,5638,5362,276,0.95105
SI,CENTRO 1,2024-06-29,5464,5164,300,0.9451
SI,CENTRO 1,2024-06-30,5511,5235,276,0.94992
SI,CENTRO 1,2024-07-01,4827,4648,179,0.96292
SI,CENTRO 1,2024-07-02,5502,5274,228,0.95856
SI,CENTRO 1,2024-07-03,5369,5139,230,0.95716
SI,CENTRO 1,2024-07-04,5470,5270,200,0.96344
SI,CENTRO 1,2024-07-05,5503,5315,188,0.96584
SI,CENTRO 1,2024-07-06,5301,5149,152,0.97133
SI,CENTRO 1,2024-07-07,5080,4941,139,0.97264
SI,CENTRO 1,2024-07-08,5231,5092,139,0.97343
SI,CENTRO 1,2024-07-09,5255,5075,180,0.96575
SI,CENTRO 1,2024-07-10,5299,5094,205,0.96131
SI,CENTRO 1,2024-07-11,5233,5019,214,0.95911
SI,CENTRO 1,2024-07-12,5216,4999,217,0.9584
SI,CENTRO 1,2024-07-13,5491,5289,202,0.96321
SI,CENTRO 1,2024-07-14,4842,4692,150,0.96902
SI,CENTRO 1,2024-07-15,4986,4719,267,0.94645
SI,CENTRO 1,2024-07-16,4742,4486,256,0.94601
SI,CENTRO 1,2024-07-17,5230,4936,294,0.94379
SI,CENTRO 1,2024-07-18,5468,5284,184,0.96635
SI,CENTRO 1,2024-07-19,5106,4874,232,0.95456
SI,CENTRO 1,2024-07-20,4814,4594,220,0.9543
SI,CENTRO 1,2024-07-21,4736,4523,213,0.95503
SI,CENTRO 2,2023-08-01,4880,2280,2600,0.46721
SI,CENTRO 2,2023-08-02,5075,2420,2655,0.47685
SI,CENTRO 2,2023-08-03,5318,2952,2366,0.5551
SI,CENTRO 2,2023-08-04,4945,3000,1945,0.60667
SI,CENTRO 2,2023-08-05,5097,2824,2273,0.55405
SI,CENTRO 2,2023-08-06,4213,2082,2131,0.49418
SI,CENTRO 2,2023-08-07,5082,2754,2328,0.54191
SI,CENTRO 2,2023-08-08,6115,4967,1148,0.81226
SI,CENTRO 2,2023-08-09,5974,4548,1426,0.7613
SI,CENTRO 2,2023-08-10,6105,4856,1249,0.79541
SI,CENTRO 2,2023-08-11,6105,4649,1456,0.76151
SI,CENTRO 2,2023-08-12,5547,4245,1302,0.76528
SI,CENTRO 2,2023-08-13,4906,3622,1284,0.73828
SI,CENTRO 2,2023-08-14,6054,4608,1446,0.76115
SI,CENTRO 2,2023-08-15,5831,4608,1223,0.79026
SI,CENTRO 2,2023-08-16,5792,4555,1237,0.78643
SI,CENTRO 2,2023-08-17,5823,4326,1497,0.74292
SI,CENTRO 2,2023-08-18,5125,3487,1638,0.68039
SI,CENTRO 2,2023-08-19,4865,3305,1560,0.67934
SI,CENTRO 2,2023-08-20,4484,2997,1487,0.66838
SI,CENTRO 2,2023-08-21,5090,3377,1713,0.66346
SI,CENTRO 2,2023-08-22,7203,5728,1475,0.79522
SI,CENTRO 2,2023-08-23,6984,5646,1338,0.80842
SI,CENTRO 2,2023-08-24,6838,5518,1320,0.80696
SI,CENTRO 2,2023-08-25,6748,5332,1416,0.79016
SI,CENTRO 2,2023-08-26,6207,4962,1245,0.79942
SI,CENTRO 2,2023-08-27,5611,4559,1052,0.81251
SI,CENTRO 2,2023-08-28,6174,4931,1243,0.79867
SI,CENTRO 2,2023-08-29,6321,4998,1323,0.7907
SI,CENTRO 2,2023-08-30,6732,5476,1256,0.81343
SI,CENTRO 2,2023-08-31,6563,5491,1072,0.83666
SI,CENTRO 2,2023-09-01,5912,5210,702,0.88126
SI,CENTRO 2,2023-09-02,5788,5261,527,0.90895
SI,CENTRO 2,2023-09-03,5004,4530,474,0.90528
SI,CENTRO 2,2023-09-04,6284,5476,808,0.87142
SI,CENTRO 2,2023-09-05,6098,5213,885,0.85487
SI,CENTRO 2,2023-09-06,6569,5605,964,0.85325
SI,CENTRO 2,2023-09-07,7125,6084,1041,0.85389
SI,CENTRO 2,2023-09-08,7147,6018,1129,0.84203
SI,CENTRO 2,2023-09-09,6295,5332,963,0.84702
SI,CENTRO 2,2023-09-10,5961,5021,940,0.84231
SI,CENTRO 2,2023-09-11,6718,5696,1022,0.84787
SI,CENTRO 2,2023-09-12,6693,5496,1197,0.82116
SI,CENTRO 2,2023-09-13,6626,5579,1047,0.84199
SI,CENTRO 2,2023-09-14,6718,5663,1055,0.84296
SI,CENTRO 2,2023-09-15,6428,5305,1123,0.8253
SI,CENTRO 2,2023-09-16,3486,2955,531,0.84768
SI,CENTRO 2,2023-09-17,5263,4491,772,0.85332
SI,CENTRO 2,2023-09-18,6527,5341,1186,0.81829
SI,CENTRO 2,2023-09-19,6437,5398,1039,0.83859
SI,CENTRO 2,2023-09-20,6552,5311,1241,0.81059
SI,CENTRO 2,2023-09-21,6163,5138,1025,0.83368
SI,CENTRO 2,2023-09-22,6766,5686,1080,0.84038
SI,CENTRO 2,2023-09-23,6202,5228,974,0.84295
SI,CENTRO 2,2023-09-24,5624,4720,904,0.83926
SI,CENTRO 2,2023-09-25,6828,5708,1120,0.83597
SI,CENTRO 2,2023-09-26,6710,5353,1357,0.79776
SI,CENTRO 2,2023-09-27,6773,5410,1363,0.79876
SI,CENTRO 2,2023-09-28,6720,5337,1383,0.7942
SI,CENTRO 2,2023-09-29,6690,5514,1176,0.82422
SI,CENTRO 2,2023-09-30,6259,5062,1197,0.80876
SI,CENTRO 2,2023-10-01,4960,4276,684,0.8621
SI,CENTRO 2,2023-10-02,6125,5179,946,0.84555
SI,CENTRO 2,2023-10-03,6138,4926,1212,0.80254
SI,CENTRO 2,2023-10-04,6460,5542,918,0.85789
SI,CENTRO 2,2023-10-05,6604,5741,863,0.86932
SI,CENTRO 2,2023-10-06,6322,5501,821,0.87014
SI,CENTRO 2,2023-10-07,5733,5028,705,0.87703
SI,CENTRO 2,2023-10-08,5103,4360,743,0.8544
SI,CENTRO 2,2023-10-09,5623,4697,926,0.83532
SI,CENTRO 2,2023-10-10,4869,4762,107,0.97802
SI,CENTRO 2,2023-10-11,5312,5209,103,0.98061
SI,CENTRO 2,2023-10-12,5736,5599,137,0.97612
SI,CENTRO 2,2023-10-13,5044,4910,134,0.97343
SI,CENTRO 2,2023-10-14,5098,5027,71,0.98607
SI,CENTRO 2,2023-10-15,4305,4267,38,0.99117
SI,CENTRO 2,2023-10-16,5195,5116,79,0.98479
SI,CENTRO 2,2023-10-17,5330,5241,89,0.9833
SI,CENTRO 2,2023-10-18,5397,5298,99,0.98166
SI,CENTRO 2,2023-10-19,5555,5451,104,0.98128
SI,CENTRO 2,2023-10-20,5184,5109,75,0.98553
SI,CENTRO 2,2023-10-21,5025,4969,56,0.98886
SI,CENTRO 2,2023-10-22,4383,4325,58,0.98677
SI,CENTRO 2,2023-10-23,5438,5362,76,0.98602
SI,CENTRO 2,2023-10-24,5451,5351,100,0.98165
SI,CENTRO 2,2023-10-25,5366,5291,75,0.98602
SI,CENTRO 2,2023-10-26,5476,5389,87,0.98411
SI,CENTRO 2,2023-10-27,5464,5384,80,0.98536
SI,CENTRO 2,2023-10-28,5195,5131,64,0.98768
SI,CENTRO 2,2023-10-29,4352,4305,47,0.9892
SI,CENTRO 2,2023-10-30,5270,5203,67,0.98729
