DESPACHO CENTRALIZADO,PLAZA,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asignaciones_manuales,PorcAA
SI,MAZATLAN,2023-02-15,69,68,1,0.98551
SI,MAZATLAN,2023-02-16,61,58,3,0.95082
SI,MAZATLAN,2023-02-17,87,84,3,0.96552
SI,MAZATLAN,2023-02-18,84,84,0,1
SI,MAZATLAN,2023-02-19,38,37,1,0.97368
SI,MAZATLAN,2023-02-20,70,70,0,1
SI,MAZATLAN,2023-02-21,62,62,0,1
SI,MAZATLAN,2023-02-22,72,70,2,0.97222
SI,MAZATLAN,2023-02-23,72,68,4,0.94444
SI,MAZATLAN,2023-02-24,75,70,5,0.93333
SI,MAZATLAN,2023-02-25,47,46,1,0.97872
SI,MAZATLAN,2023-02-26,60,59,1,0.98333
SI,MAZATLAN,2023-02-27,74,70,4,0.94595
SI,MAZATLAN,2023-02-28,79,76,3,0.96203
SI,MAZATLAN,2023-03-01,77,75,2,0.97403
SI,MAZATLAN,2023-03-02,87,83,4,0.95402
SI,MAZATLAN,2023-03-03,101,97,4,0.9604
SI,MAZATLAN,2023-03-04,67,65,2,0.97015
SI,MAZATLAN,2023-03-05,45,41,4,0.91111
SI,MAZATLAN,2023-03-06,78,76,2,0.97436
SI,MAZATLAN,2023-03-07,68,64,4,0.94118
SI,MAZATLAN,2023-03-08,70,69,1,0.98571
SI,MAZATLAN,2023-03-09,61,61,0,1
SI,MAZATLAN,2023-03-10,74,65,9,0.87838
SI,MAZATLAN,2023-03-11,66,63,3,0.95455
SI,MAZATLAN,2023-03-12,57,53,4,0.92982
SI,MAZATLAN,2023-03-13,61,59,2,0.96721
SI,MAZATLAN,2023-03-14,71,68,3,0.95775
SI,MAZATLAN,2023-03-15,71,70,1,0.98592
SI,MAZATLAN,2023-03-16,60,59,1,0.98333
SI,MAZATLAN,2023-03-17,69,66,3,0.95652
SI,MAZATLAN,2023-03-18,64,61,3,0.95312
SI,MAZATLAN,2023-03-19,58,54,4,0.93103
SI,MAZATLAN,2023-03-20,75,71,4,0.94667
SI,MAZATLAN,2023-03-21,78,77,1,0.98718
SI,MAZATLAN,2023-03-22,67,64,3,0.95522
SI,MAZATLAN,2023-03-23,73,72,1,0.9863
SI,MAZATLAN,2023-03-24,72,68,4,0.94444
SI,MAZATLAN,2023-03-25,67,61,6,0.91045
SI,MAZATLAN,2023-03-26,61,57,4,0.93443
SI,MAZATLAN,2023-03-27,74,74,0,1
SI,MAZATLAN,2023-03-28,76,71,5,0.93421
SI,MAZATLAN,2023-03-29,74,68,6,0.91892
SI,MAZATLAN,2023-03-30,60,54,6,0.9
SI,MAZATLAN,2023-03-31,65,56,9,0.86154
SI,MAZATLAN,2023-04-01,61,60,1,0.98361
SI,MAZATLAN,2023-04-02,63,62,1,0.98413
SI,MAZATLAN,2023-04-03,76,72,4,0.94737
SI,MAZATLAN,2023-04-04,83,79,4,0.95181
SI,MAZATLAN,2023-04-05,83,80,3,0.96386
SI,MAZATLAN,2023-04-06,67,64,3,0.95522
SI,MAZATLAN,2023-04-07,60,57,3,0.95
SI,MAZATLAN,2023-04-08,43,41,2,0.95349
SI,MAZATLAN,2023-04-09,44,41,3,0.93182
SI,MAZATLAN,2023-04-10,85,84,1,0.98824
SI,MAZATLAN,2023-04-11,95,93,2,0.97895
SI,MAZATLAN,2023-04-12,53,52,1,0.98113
SI,MAZATLAN,2023-04-13,77,76,1,0.98701
SI,MAZATLAN,2023-04-14,75,71,4,0.94667
SI,MAZATLAN,2023-04-15,66,59,7,0.89394
SI,MAZATLAN,2023-04-16,68,66,2,0.97059
SI,MAZATLAN,2023-04-17,66,62,4,0.93939
SI,MAZATLAN,2023-04-18,65,60,5,0.92308
SI,MAZATLAN,2023-04-19,82,81,1,0.9878
SI,MAZATLAN,2023-04-20,71,67,4,0.94366
SI,MAZATLAN,2023-04-21,74,73,1,0.98649
SI,MAZATLAN,2023-04-22,62,59,3,0.95161
SI,MAZATLAN,2023-04-23,60,60,0,1
SI,MAZATLAN,2023-04-24,65,59,6,0.90769
SI,MAZATLAN,2023-04-25,58,54,4,0.93103
SI,MAZATLAN,2023-04-26,73,71,2,0.9726
SI,MAZATLAN,2023-04-27,64,61,3,0.95312
SI,MAZATLAN,2023-04-28,63,58,5,0.92063
SI,MAZATLAN,2023-04-29,62,59,3,0.95161
SI,MAZATLAN,2023-04-30,44,40,4,0.90909
SI,MAZATLAN,2023-05-01,52,50,2,0.96154
SI,MAZATLAN,2023-05-02,82,78,4,0.95122
SI,MAZATLAN,2023-05-03,67,61,6,0.91045
SI,MAZATLAN,2023-05-04,76,73,3,0.96053
SI,MAZATLAN,2023-05-05,73,70,3,0.9589
SI,MAZATLAN,2023-05-06,68,67,1,0.98529
SI,MAZATLAN,2023-05-07,73,72,1,0.9863
SI,MAZATLAN,2023-05-08,70,69,1,0.98571
SI,MAZATLAN,2023-05-09,71,69,2,0.97183
SI,MAZATLAN,2023-05-10,59,53,6,0.89831
SI,MAZATLAN,2023-05-11,92,90,2,0.97826
SI,MAZATLAN,2023-05-12,66,64,2,0.9697
SI,MAZATLAN,2023-05-13,63,61,2,0.96825
SI,MAZATLAN,2023-05-14,48,47,1,0.97917
SI,MAZATLAN,2023-05-15,69,66,3,0.95652
SI,MAZATLAN,2023-05-16,76,75,1,0.98684
SI,MERIDA,2023-01-01,28,23,5,0.82143
SI,MERIDA,2023-01-02,129,106,23,0.82171
SI,MERIDA,2023-01-03,201,171,30,0.85075
SI,MERIDA,2023-01-04,196,176,20,0.89796
SI,MERIDA,2023-01-05,172,156,16,0.90698
SI,MERIDA,2023-01-06,159,137,22,0.86164
SI,MERIDA,2023-01-07,193,170,23,0.88083
SI,MERIDA,2023-01-08,175,144,31,0.82286
SI,MERIDA,2023-01-09,213,195,18,0.91549
SI,MERIDA,2023-01-10,181,159,22,0.87845
SI,MERIDA,2023-01-11,206,184,22,0.8932
SI,MERIDA,2023-01-12,187,167,20,0.89305
SI,MERIDA,2023-01-13,192,176,16,0.91667
SI,MERIDA,2023-01-14,183,159,24,0.86885
SI,MERIDA,2023-01-15,149,124,25,0.83221
SI,MERIDA,2023-01-16,205,174,31,0.84878
SI,MERIDA,2023-01-17,182,161,21,0.88462
SI,MERIDA,2023-01-18,173,150,23,0.86705
SI,MERIDA,2023-01-19,128,105,23,0.82031
SI,MERIDA,2023-01-20,155,131,24,0.84516
SI,MERIDA,2023-01-21,148,121,27,0.81757
SI,MERIDA,2023-01-22,113,84,29,0.74336
SI,MERIDA,2023-01-23,142,112,30,0.78873
SI,MERIDA,2023-01-24,193,146,47,0.75648
SI,MERIDA,2023-01-25,201,159,42,0.79104
SI,MERIDA,2023-01-26,201,167,34,0.83085
SI,MERIDA,2023-01-27,198,165,33,0.83333
SI,MERIDA,2023-01-28,195,184,11,0.94359
SI,MERIDA,2023-01-29,156,130,26,0.83333
SI,MERIDA,2023-01-30,185,149,36,0.80541
SI,MERIDA,2023-01-31,188,132,56,0.70213
SI,MERIDA,2023-02-01,172,115,57,0.6686
SI,MERIDA,2023-02-02,205,163,42,0.79512
SI,MERIDA,2023-02-03,197,150,47,0.76142
SI,MERIDA,2023-02-04,178,134,44,0.75281
SI,MERIDA,2023-02-05,143,114,29,0.7972
SI,MERIDA,2023-02-06,195,144,51,0.73846
SI,MERIDA,2023-02-07,223,181,42,0.81166
SI,MERIDA,2023-02-08,230,196,34,0.85217
SI,MERIDA,2023-02-09,210,169,41,0.80476
SI,MERIDA,2023-02-10,204,170,34,0.83333
SI,MERIDA,2023-02-11,236,174,62,0.73729
SI,MERIDA,2023-02-12,185,132,53,0.71351
SI,MERIDA,2023-02-13,236,200,36,0.84746
SI,MERIDA,2023-02-14,217,195,22,0.89862
SI,MERIDA,2023-02-15,213,181,32,0.84977
SI,MERIDA,2023-02-16,206,183,23,0.88835
SI,MERIDA,2023-02-17,199,174,25,0.87437
SI,MERIDA,2023-02-18,229,193,36,0.84279
SI,MERIDA,2023-02-19,165,140,25,0.84848
SI,MERIDA,2023-02-20,205,183,22,0.89268
SI,MERIDA,2023-02-21,197,155,42,0.7868
SI,MERIDA,2023-02-22,210,184,26,0.87619
SI,MERIDA,2023-02-23,200,177,23,0.885
SI,MERIDA,2023-02-24,231,200,31,0.8658
SI,MERIDA,2023-02-25,208,195,13,0.9375
SI,MERIDA,2023-02-26,166,119,47,0.71687
SI,MERIDA,2023-02-27,182,161,21,0.88462
SI,MERIDA,2023-02-28,197,164,33,0.83249
SI,MERIDA,2023-03-01,196,162,34,0.82653
SI,MERIDA,2023-03-02,212,186,26,0.87736
SI,MERIDA,2023-03-03,220,179,41,0.81364
SI,MERIDA,2023-03-04,228,191,37,0.83772
SI,MERIDA,2023-03-05,151,122,29,0.80795
SI,MERIDA,2023-03-06,238,199,39,0.83613
SI,MERIDA,2023-03-07,220,175,45,0.79545
SI,MERIDA,2023-03-08,258,207,51,0.80233
SI,MERIDA,2023-03-09,256,204,52,0.79688
SI,MERIDA,2023-03-10,271,234,37,0.86347
SI,MERIDA,2023-03-11,244,216,28,0.88525
SI,MERIDA,2023-03-12,172,136,36,0.7907
SI,MERIDA,2023-03-13,226,192,34,0.84956
SI,MERIDA,2023-03-14,200,162,38,0.81
SI,MERIDA,2023-03-15,216,196,20,0.90741
SI,MERIDA,2023-03-16,219,209,10,0.95434
SI,MERIDA,2023-03-17,260,248,12,0.95385
SI,MERIDA,2023-03-18,250,241,9,0.964
SI,MERIDA,2023-03-19,171,164,7,0.95906
SI,MERIDA,2023-03-20,262,252,10,0.96183
SI,MERIDA,2023-03-21,219,207,12,0.94521
SI,MERIDA,2023-03-22,215,204,11,0.94884
SI,MERIDA,2023-03-23,212,196,16,0.92453
SI,MERIDA,2023-03-24,199,184,15,0.92462
SI,MERIDA,2023-03-25,213,203,10,0.95305
SI,MERIDA,2023-03-26,173,166,7,0.95954
SI,MERIDA,2023-03-27,193,182,11,0.94301
SI,MERIDA,2023-03-28,177,159,18,0.89831
SI,MERIDA,2023-03-29,210,193,17,0.91905
SI,MERIDA,2023-03-30,179,162,17,0.90503
SI,MERIDA,2023-03-31,179,170,9,0.94972
SI,MERIDA,2023-04-01,166,155,11,0.93373
SI,MERIDA,2023-04-02,155,149,6,0.96129
SI,MERIDA,2023-04-03,200,182,18,0.91
SI,MERIDA,2023-04-04,181,170,11,0.93923
SI,MERIDA,2023-04-05,204,187,17,0.91667
SI,MERIDA,2023-04-06,225,209,16,0.92889
SI,MERIDA,2023-04-07,211,187,24,0.88626
SI,MERIDA,2023-04-08,224,205,19,0.91518
SI,MERIDA,2023-04-09,177,162,15,0.91525
SI,MERIDA,2023-04-10,190,170,20,0.89474
SI,MERIDA,2023-04-11,200,171,29,0.855
SI,MERIDA,2023-04-12,212,196,16,0.92453
SI,MERIDA,2023-04-13,216,203,13,0.93981
SI,MERIDA,2023-04-14,207,201,6,0.97101
SI,MERIDA,2023-04-15,173,173,0,1
SI,MERIDA,2023-04-16,166,164,2,0.98795
SI,MERIDA,2023-04-17,240,230,10,0.95833
SI,MERIDA,2023-04-18,209,205,4,0.98086
SI,MERIDA,2023-04-19,216,211,5,0.97685
SI,MERIDA,2023-04-20,198,189,9,0.95455
SI,MERIDA,2023-04-21,191,180,11,0.94241
SI,MERIDA,2023-04-22,171,169,2,0.9883
SI,MERIDA,2023-04-23,188,187,1,0.99468
SI,MERIDA,2023-04-24,225,217,8,0.96444
SI,MERIDA,2023-04-25,195,187,8,0.95897
SI,MERIDA,2023-04-26,264,258,6,0.97727
SI,MERIDA,2023-04-27,221,207,14,0.93665
SI,MERIDA,2023-04-28,207,196,11,0.94686
SI,MERIDA,2023-04-29,198,195,3,0.98485
SI,MERIDA,2023-04-30,174,172,2,0.98851
SI,MERIDA,2023-05-01,204,202,2,0.9902
SI,MERIDA,2023-05-02,193,183,10,0.94819
SI,MERIDA,2023-05-03,189,182,7,0.96296
SI,MERIDA,2023-05-04,172,159,13,0.92442
SI,MERIDA,2023-05-05,216,202,14,0.93519
SI,MERIDA,2023-05-06,230,223,7,0.96957
SI,MERIDA,2023-05-07,169,168,1,0.99408
SI,MERIDA,2023-05-08,222,216,6,0.97297
SI,MERIDA,2023-05-09,189,181,8,0.95767
SI,MERIDA,2023-05-10,205,197,8,0.96098
SI,MERIDA,2023-05-11,197,177,20,0.89848
SI,MERIDA,2023-05-12,246,239,7,0.97154
SI,MERIDA,2023-05-13,261,250,11,0.95785
SI,MERIDA,2023-05-14,168,164,4,0.97619
SI,MERIDA,2023-05-15,216,209,7,0.96759
SI,MERIDA,2023-05-16,196,189,7,0.96429
SI,MEXICALI,2023-01-01,7,5,2,0.71429
SI,MEXICALI,2023-01-02,145,117,28,0.8069
SI,MEXICALI,2023-01-03,141,109,32,0.77305
SI,MEXICALI,2023-01-04,142,124,18,0.87324
SI,MEXICALI,2023-01-05,151,115,36,0.76159
SI,MEXICALI,2023-01-06,139,110,29,0.79137
SI,MEXICALI,2023-01-07,126,108,18,0.85714
SI,MEXICALI,2023-01-08,76,57,19,0.75
SI,MEXICALI,2023-01-09,133,93,40,0.69925
SI,MEXICALI,2023-01-10,127,95,32,0.74803
SI,MEXICALI,2023-01-11,166,102,64,0.61446
SI,MEXICALI,2023-01-12,124,84,40,0.67742
SI,MEXICALI,2023-01-13,137,109,28,0.79562
SI,MEXICALI,2023-01-14,107,87,20,0.81308
SI,MEXICALI,2023-01-15,74,61,13,0.82432
SI,MEXICALI,2023-01-16,121,91,30,0.75207
SI,MEXICALI,2023-01-17,99,71,28,0.71717
SI,MEXICALI,2023-01-18,107,82,25,0.76636
SI,MEXICALI,2023-01-19,147,109,38,0.7415
SI,MEXICALI,2023-01-20,133,103,30,0.77444
SI,MEXICALI,2023-01-21,108,76,32,0.7037
SI,MEXICALI,2023-01-22,80,54,26,0.675
SI,MEXICALI,2023-01-23,113,88,25,0.77876
SI,MEXICALI,2023-01-24,118,77,41,0.65254
SI,MEXICALI,2023-01-25,121,75,46,0.61983
SI,MEXICALI,2023-01-26,116,76,40,0.65517
SI,MEXICALI,2023-01-27,120,92,28,0.76667
SI,MEXICALI,2023-01-28,104,73,31,0.70192
SI,MEXICALI,2023-01-29,83,43,40,0.51807
SI,MEXICALI,2023-01-30,141,102,39,0.7234
SI,MEXICALI,2023-01-31,104,73,31,0.70192
SI,MEXICALI,2023-02-01,110,69,41,0.62727
SI,MEXICALI,2023-02-02,122,69,53,0.56557
SI,MEXICALI,2023-02-03,101,66,35,0.65347
SI,MEXICALI,2023-02-04,120,84,36,0.7
SI,MEXICALI,2023-02-05,52,12,40,0.23077
SI,MEXICALI,2023-02-06,110,73,37,0.66364
SI,MEXICALI,2023-02-07,129,87,42,0.67442
SI,MEXICALI,2023-02-08,110,52,58,0.47273
SI,MEXICALI,2023-02-09,118,66,52,0.55932
SI,MEXICALI,2023-02-10,128,82,46,0.64062
SI,MEXICALI,2023-02-11,137,97,40,0.70803
SI,MEXICALI,2023-02-12,89,54,35,0.60674
SI,MEXICALI,2023-02-13,155,106,49,0.68387
SI,MEXICALI,2023-02-14,135,88,47,0.65185
SI,MEXICALI,2023-02-15,120,62,58,0.51667
SI,MEXICALI,2023-02-16,118,75,43,0.63559
SI,MEXICALI,2023-02-17,115,61,54,0.53043
SI,MEXICALI,2023-02-18,134,72,62,0.53731
SI,MEXICALI,2023-02-19,88,50,38,0.56818
SI,MEXICALI,2023-02-20,164,95,69,0.57927
SI,MEXICALI,2023-02-21,153,87,66,0.56863
SI,MEXICALI,2023-02-22,132,88,44,0.66667
SI,MEXICALI,2023-02-23,95,49,46,0.51579
SI,MEXICALI,2023-02-24,96,54,42,0.5625
SI,MEXICALI,2023-02-25,125,43,82,0.344
SI,MEXICALI,2023-02-26,96,44,52,0.45833
SI,MEXICALI,2023-02-27,155,85,70,0.54839
SI,MEXICALI,2023-02-28,149,78,71,0.52349
SI,MEXICALI,2023-03-01,106,51,55,0.48113
SI,MEXICALI,2023-03-02,111,59,52,0.53153
SI,MEXICALI,2023-03-03,120,52,68,0.43333
SI,MEXICALI,2023-03-04,124,62,62,0.5
SI,MEXICALI,2023-03-05,72,27,45,0.375
SI,MEXICALI,2023-03-06,148,66,82,0.44595
SI,MEXICALI,2023-03-07,155,67,88,0.43226
SI,MEXICALI,2023-03-08,153,75,78,0.4902
SI,MEXICALI,2023-03-09,166,60,106,0.36145
SI,MEXICALI,2023-03-10,174,83,91,0.47701
SI,MEXICALI,2023-03-11,135,57,78,0.42222
SI,MEXICALI,2023-03-12,116,52,64,0.44828
SI,MEXICALI,2023-03-13,183,93,90,0.5082
SI,MEXICALI,2023-03-14,137,35,102,0.25547
SI,MEXICALI,2023-03-15,153,53,100,0.34641
SI,MEXICALI,2023-03-16,149,82,67,0.55034
SI,MEXICALI,2023-03-17,136,49,87,0.36029
SI,MEXICALI,2023-03-18,136,61,75,0.44853
SI,MEXICALI,2023-03-19,125,63,62,0.504
SI,MEXICALI,2023-03-20,79,37,42,0.46835
SI,MEXICALI,2023-03-21,164,110,54,0.67073
SI,MEXICALI,2023-03-22,138,124,14,0.89855
SI,MEXICALI,2023-03-23,153,144,9,0.94118
SI,MEXICALI,2023-03-24,170,163,7,0.95882
SI,MEXICALI,2023-03-25,164,160,4,0.97561
SI,MEXICALI,2023-03-26,127,126,1,0.99213
SI,MEXICALI,2023-03-27,165,161,4,0.97576
SI,MEXICALI,2023-03-28,176,167,9,0.94886
SI,MEXICALI,2023-03-29,163,157,6,0.96319
SI,MEXICALI,2023-03-30,158,147,11,0.93038
SI,MEXICALI,2023-03-31,159,152,7,0.95597
SI,MEXICALI,2023-04-01,153,136,17,0.88889
SI,MEXICALI,2023-04-02,105,103,2,0.98095
SI,MEXICALI,2023-04-03,157,151,6,0.96178
SI,MEXICALI,2023-04-04,150,140,10,0.93333
SI,MEXICALI,2023-04-05,166,146,20,0.87952
SI,MEXICALI,2023-04-06,113,98,15,0.86726
SI,MEXICALI,2023-04-07,146,143,3,0.97945
SI,MEXICALI,2023-04-08,132,120,12,0.90909
SI,MEXICALI,2023-04-09,80,74,6,0.925
SI,MEXICALI,2023-04-10,107,100,7,0.93458
SI,MEXICALI,2023-04-11,123,111,12,0.90244
SI,MEXICALI,2023-04-12,138,129,9,0.93478
SI,MEXICALI,2023-04-13,142,135,7,0.9507
SI,MEXICALI,2023-04-14,169,158,11,0.93491
SI,MEXICALI,2023-04-15,152,151,1,0.99342
SI,MEXICALI,2023-04-16,103,98,5,0.95146
SI,MEXICALI,2023-04-17,128,121,7,0.94531
SI,MEXICALI,2023-04-18,136,130,6,0.95588
SI,MEXICALI,2023-04-19,148,137,11,0.92568
SI,MEXICALI,2023-04-20,164,149,15,0.90854
SI,MEXICALI,2023-04-21,159,151,8,0.94969
SI,MEXICALI,2023-04-22,117,114,3,0.97436
SI,MEXICALI,2023-04-23,95,91,4,0.95789
SI,MEXICALI,2023-04-24,145,130,15,0.89655
SI,MEXICALI,2023-04-25,129,123,6,0.95349
SI,MEXICALI,2023-04-26,131,118,13,0.90076
SI,MEXICALI,2023-04-27,131,125,6,0.9542
SI,MEXICALI,2023-04-28,128,120,8,0.9375
SI,MEXICALI,2023-04-29,121,119,2,0.98347
SI,MEXICALI,2023-04-30,112,109,3,0.97321
SI,MEXICALI,2023-05-01,39,39,0,1
SI,MEXICALI,2023-05-02,116,109,7,0.93966
SI,MEXICALI,2023-05-03,104,96,8,0.92308
SI,MEXICALI,2023-05-04,111,98,13,0.88288
SI,MEXICALI,2023-05-05,130,124,6,0.95385
SI,MEXICALI,2023-05-06,134,123,11,0.91791
SI,MEXICALI,2023-05-07,136,127,9,0.93382
SI,MEXICALI,2023-05-08,155,145,10,0.93548
SI,MEXICALI,2023-05-09,153,130,23,0.84967
SI,MEXICALI,2023-05-10,162,154,8,0.95062
SI,MEXICALI,2023-05-11,148,139,9,0.93919
SI,MEXICALI,2023-05-12,154,149,5,0.96753
SI,MEXICALI,2023-05-13,130,125,5,0.96154
SI,MEXICALI,2023-05-14,113,103,10,0.9115
SI,MEXICALI,2023-05-15,116,114,2,0.98276
SI,MEXICALI,2023-05-16,111,106,5,0.95495
SI,MONTERREY,2023-01-01,91,46,45,0.50549
SI,MONTERREY,2023-01-02,685,446,239,0.65109
SI,MONTERREY,2023-01-03,808,530,278,0.65594
SI,MONTERREY,2023-01-04,805,518,287,0.64348
SI,MONTERREY,2023-01-05,883,568,315,0.64326
SI,MONTERREY,2023-01-06,849,555,294,0.65371
SI,MONTERREY,2023-01-07,891,609,282,0.6835
SI,MONTERREY,2023-01-08,683,472,211,0.69107
SI,MONTERREY,2023-01-09,1044,614,430,0.58812
SI,MONTERREY,2023-01-10,987,637,350,0.64539
SI,MONTERREY,2023-01-11,984,619,365,0.62907
SI,MONTERREY,2023-01-12,920,539,381,0.58587
SI,MONTERREY,2023-01-13,928,598,330,0.6444
SI,MONTERREY,2023-01-14,993,538,455,0.54179
SI,MONTERREY,2023-01-15,627,387,240,0.61722
SI,MONTERREY,2023-01-16,976,608,368,0.62295
SI,MONTERREY,2023-01-17,1006,574,432,0.57058
SI,MONTERREY,2023-01-18,880,626,254,0.71136
SI,MONTERREY,2023-01-19,852,538,314,0.63146
SI,MONTERREY,2023-01-20,900,602,298,0.66889
SI,MONTERREY,2023-01-21,961,567,394,0.59001
SI,MONTERREY,2023-01-22,633,331,302,0.52291
SI,MONTERREY,2023-01-23,1036,542,494,0.52317
SI,MONTERREY,2023-01-24,1150,713,437,0.62
SI,MONTERREY,2023-01-25,1041,645,396,0.6196
SI,MONTERREY,2023-01-26,1005,587,418,0.58408
SI,MONTERREY,2023-01-27,1041,551,490,0.5293
SI,MONTERREY,2023-01-28,1005,593,412,0.59005
SI,MONTERREY,2023-01-29,694,402,292,0.57925
SI,MONTERREY,2023-01-30,1043,619,424,0.59348
SI,MONTERREY,2023-01-31,983,610,373,0.62055
SI,MONTERREY,2023-02-01,966,578,388,0.59834
SI,MONTERREY,2023-02-02,981,542,439,0.5525
SI,MONTERREY,2023-02-03,985,603,382,0.61218
SI,MONTERREY,2023-02-04,841,488,353,0.58026
SI,MONTERREY,2023-02-05,629,421,208,0.66932
SI,MONTERREY,2023-02-06,588,315,273,0.53571
SI,MONTERREY,2023-02-07,1019,552,467,0.54171
SI,MONTERREY,2023-02-08,997,566,431,0.5677
SI,MONTERREY,2023-02-09,926,568,358,0.61339
SI,MONTERREY,2023-02-10,976,545,431,0.5584
SI,MONTERREY,2023-02-11,865,443,422,0.51214
SI,MONTERREY,2023-02-12,711,468,243,0.65823
SI,MONTERREY,2023-02-13,989,640,349,0.64712
SI,MONTERREY,2023-02-14,974,502,472,0.5154
SI,MONTERREY,2023-02-15,903,521,382,0.57697
SI,MONTERREY,2023-02-16,555,367,188,0.66126
SI,MONTERREY,2023-02-17,901,554,347,0.61487
SI,MONTERREY,2023-02-18,938,558,380,0.59488
SI,MONTERREY,2023-02-19,599,357,242,0.59599
SI,MONTERREY,2023-02-20,937,590,347,0.62967
SI,MONTERREY,2023-02-21,937,607,330,0.64781
SI,MONTERREY,2023-02-22,800,499,301,0.62375
SI,MONTERREY,2023-02-23,636,362,274,0.56918
SI,MONTERREY,2023-02-24,905,619,286,0.68398
SI,MONTERREY,2023-02-25,976,590,386,0.60451
SI,MONTERREY,2023-02-26,677,370,307,0.54653
SI,MONTERREY,2023-02-27,866,555,311,0.64088
SI,MONTERREY,2023-02-28,871,504,367,0.57865
SI,MONTERREY,2023-03-01,790,486,304,0.61519
SI,MONTERREY,2023-03-02,917,632,285,0.6892
SI,MONTERREY,2023-03-03,864,572,292,0.66204
SI,MONTERREY,2023-03-04,933,634,299,0.67953
SI,MONTERREY,2023-03-05,611,416,195,0.68085
SI,MONTERREY,2023-03-06,933,621,312,0.66559
SI,MONTERREY,2023-03-07,902,552,350,0.61197
SI,MONTERREY,2023-03-08,1016,639,377,0.62894
SI,MONTERREY,2023-03-09,917,623,294,0.67939
SI,MONTERREY,2023-03-10,859,483,376,0.56228
SI,MONTERREY,2023-03-11,963,540,423,0.56075
SI,MONTERREY,2023-03-12,617,357,260,0.57861
SI,MONTERREY,2023-03-13,835,513,322,0.61437
SI,MONTERREY,2023-03-14,847,406,441,0.47934
SI,MONTERREY,2023-03-15,817,599,218,0.73317
SI,MONTERREY,2023-03-16,896,674,222,0.75223
SI,MONTERREY,2023-03-17,860,590,270,0.68605
SI,MONTERREY,2023-03-18,904,660,244,0.73009
SI,MONTERREY,2023-03-19,574,419,155,0.72997
SI,MONTERREY,2023-03-20,616,439,177,0.71266
SI,MONTERREY,2023-03-21,999,874,125,0.87487
SI,MONTERREY,2023-03-22,1112,980,132,0.88129
SI,MONTERREY,2023-03-23,1132,934,198,0.82509
SI,MONTERREY,2023-03-24,1111,913,198,0.82178
SI,MONTERREY,2023-03-25,1179,1025,154,0.86938
SI,MONTERREY,2023-03-26,733,586,147,0.79945
SI,MONTERREY,2023-03-27,1076,888,188,0.82528
SI,MONTERREY,2023-03-28,1088,925,163,0.85018
SI,MONTERREY,2023-03-29,1135,982,153,0.8652
SI,MONTERREY,2023-03-30,1103,914,189,0.82865
SI,MONTERREY,2023-03-31,990,814,176,0.82222
SI,MONTERREY,2023-04-01,898,798,100,0.88864
SI,MONTERREY,2023-04-02,668,549,119,0.82186
SI,MONTERREY,2023-04-03,1081,946,135,0.87512
SI,MONTERREY,2023-04-04,559,418,141,0.74776
SI,MONTERREY,2023-04-05,707,465,242,0.65771
SI,MONTERREY,2023-04-06,723,471,252,0.65145
SI,MONTERREY,2023-04-07,809,491,318,0.60692
SI,MONTERREY,2023-04-08,830,540,290,0.6506
SI,MONTERREY,2023-04-09,621,430,191,0.69243
SI,MONTERREY,2023-04-10,814,623,191,0.76536
SI,MONTERREY,2023-04-11,848,588,260,0.6934
SI,MONTERREY,2023-04-12,918,513,405,0.55882
SI,MONTERREY,2023-04-13,988,699,289,0.70749
SI,MONTERREY,2023-04-14,868,620,248,0.71429
SI,MONTERREY,2023-04-15,936,658,278,0.70299
SI,MONTERREY,2023-04-16,626,441,185,0.70447
SI,MONTERREY,2023-04-17,943,652,291,0.69141
SI,MONTERREY,2023-04-18,950,652,298,0.68632
SI,MONTERREY,2023-04-19,1019,776,243,0.76153
SI,MONTERREY,2023-04-20,1058,636,422,0.60113
SI,MONTERREY,2023-04-21,998,668,330,0.66934
SI,MONTERREY,2023-04-22,1078,673,405,0.6243
SI,MONTERREY,2023-04-23,703,478,225,0.67994
SI,MONTERREY,2023-04-24,956,649,307,0.67887
SI,MONTERREY,2023-04-25,894,594,300,0.66443
SI,MONTERREY,2023-04-26,810,543,267,0.67037
SI,MONTERREY,2023-04-27,967,633,334,0.6546
SI,MONTERREY,2023-04-28,808,579,229,0.71658
SI,MONTERREY,2023-04-29,633,488,145,0.77093
SI,MONTERREY,2023-04-30,574,420,154,0.73171
SI,MONTERREY,2023-05-01,395,235,160,0.59494
SI,MONTERREY,2023-05-02,921,422,499,0.4582
SI,MONTERREY,2023-05-03,778,406,372,0.52185
SI,MONTERREY,2023-05-04,781,435,346,0.55698
SI,MONTERREY,2023-05-05,863,498,365,0.57706
SI,MONTERREY,2023-05-06,778,495,283,0.63625
SI,MONTERREY,2023-05-07,767,534,233,0.69622
SI,MONTERREY,2023-05-08,963,620,343,0.64382
SI,MONTERREY,2023-05-09,872,689,183,0.79014
SI,MONTERREY,2023-05-10,788,632,156,0.80203
SI,MONTERREY,2023-05-11,841,607,234,0.72176
SI,MONTERREY,2023-05-12,832,536,296,0.64423
SI,MONTERREY,2023-05-13,731,404,327,0.55267
SI,MONTERREY,2023-05-14,571,402,169,0.70403
SI,MONTERREY,2023-05-15,1053,680,373,0.64577
SI,MONTERREY,2023-05-16,1043,634,409,0.60786
