DESPACHO CENTRALIZADO,PLAZA,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asignaciones_manuales,PorcAA
SI,CULIACAN,2023-04-02,56,52,4,0.92857
SI,CULIACAN,2023-04-03,137,113,24,0.82482
SI,CULIACAN,2023-04-04,156,128,28,0.82051
SI,CULIACAN,2023-04-05,146,121,25,0.82877
SI,CULIACAN,2023-04-06,182,175,7,0.96154
SI,CULIACAN,2023-04-07,125,113,12,0.904
SI,CULIACAN,2023-04-08,83,71,12,0.85542
SI,CULIACAN,2023-04-09,77,72,5,0.93506
SI,CULIACAN,2023-04-10,119,105,14,0.88235
SI,CULIACAN,2023-04-11,125,101,24,0.808
SI,CULIACAN,2023-04-12,128,101,27,0.78906
SI,CULIACAN,2023-04-13,141,122,19,0.86525
SI,CULIACAN,2023-04-14,127,118,9,0.92913
SI,CULIACAN,2023-04-15,104,79,25,0.75962
SI,CULIACAN,2023-04-16,80,74,6,0.925
SI,CULIACAN,2023-04-17,108,85,23,0.78704
SI,CULIACAN,2023-04-18,71,47,24,0.66197
SI,CULIACAN,2023-04-19,97,86,11,0.8866
SI,CULIACAN,2023-04-20,103,86,17,0.83495
SI,CULIACAN,2023-04-21,108,79,29,0.73148
SI,CULIACAN,2023-04-22,111,95,16,0.85586
SI,CULIACAN,2023-04-23,162,155,7,0.95679
SI,CULIACAN,2023-04-24,123,113,10,0.9187
SI,CULIACAN,2023-04-25,96,81,15,0.84375
SI,CULIACAN,2023-04-26,99,88,11,0.88889
SI,CULIACAN,2023-04-27,126,112,14,0.88889
SI,CULIACAN,2023-04-28,102,88,14,0.86275
SI,CULIACAN,2023-04-29,63,52,11,0.8254
SI,CULIACAN,2023-04-30,40,34,6,0.85
SI,CULIACAN,2023-05-01,43,37,6,0.86047
SI,CULIACAN,2023-05-02,86,75,11,0.87209
SI,CULIACAN,2023-05-03,86,67,19,0.77907
SI,CULIACAN,2023-05-04,77,61,16,0.79221
SI,CULIACAN,2023-05-05,88,77,11,0.875
SI,CULIACAN,2023-05-06,72,60,12,0.83333
SI,CULIACAN,2023-05-07,56,41,15,0.73214
SI,CULIACAN,2023-05-08,77,61,16,0.79221
SI,CULIACAN,2023-05-09,58,45,13,0.77586
SI,CULIACAN,2023-05-10,65,54,11,0.83077
SI,CULIACAN,2023-05-11,63,47,16,0.74603
SI,CULIACAN,2023-05-12,83,71,12,0.85542
SI,CULIACAN,2023-05-13,63,53,10,0.84127
SI,CULIACAN,2023-05-14,51,41,10,0.80392
SI,CULIACAN,2023-05-15,132,110,22,0.83333
SI,CULIACAN,2023-05-16,146,112,34,0.76712
SI,GUADALAJARA,2023-01-01,562,494,68,0.879
SI,GUADALAJARA,2023-01-02,1504,1237,267,0.82247
SI,GUADALAJARA,2023-01-03,1702,1437,265,0.8443
SI,GUADALAJARA,2023-01-04,1658,1368,290,0.82509
SI,GUADALAJARA,2023-01-05,1669,1379,290,0.82624
SI,GUADALAJARA,2023-01-06,1550,1277,273,0.82387
SI,GUADALAJARA,2023-01-07,1549,1312,237,0.847
SI,GUADALAJARA,2023-01-08,1010,879,131,0.8703
SI,GUADALAJARA,2023-01-09,1426,1205,221,0.84502
SI,GUADALAJARA,2023-01-10,1512,1264,248,0.83598
SI,GUADALAJARA,2023-01-11,1495,1222,273,0.81739
SI,GUADALAJARA,2023-01-12,1448,1206,242,0.83287
SI,GUADALAJARA,2023-01-13,1445,1178,267,0.81522
SI,GUADALAJARA,2023-01-14,1522,1290,232,0.84757
SI,GUADALAJARA,2023-01-15,1053,958,95,0.90978
SI,GUADALAJARA,2023-01-16,1469,1254,215,0.85364
SI,GUADALAJARA,2023-01-17,1570,1352,218,0.86115
SI,GUADALAJARA,2023-01-18,1488,1318,170,0.88575
SI,GUADALAJARA,2023-01-19,1526,1362,164,0.89253
SI,GUADALAJARA,2023-01-20,1421,1272,149,0.89514
SI,GUADALAJARA,2023-01-21,1395,1264,131,0.90609
SI,GUADALAJARA,2023-01-22,1037,954,83,0.91996
SI,GUADALAJARA,2023-01-23,1471,1289,182,0.87627
SI,GUADALAJARA,2023-01-24,1478,1299,179,0.87889
SI,GUADALAJARA,2023-01-25,1515,1346,169,0.88845
SI,GUADALAJARA,2023-01-26,1530,1339,191,0.87516
SI,GUADALAJARA,2023-01-27,1534,1361,173,0.88722
SI,GUADALAJARA,2023-01-28,1531,1351,180,0.88243
SI,GUADALAJARA,2023-01-29,1049,960,89,0.91516
SI,GUADALAJARA,2023-01-30,1502,1316,186,0.87617
SI,GUADALAJARA,2023-01-31,1526,1351,175,0.88532
SI,GUADALAJARA,2023-02-01,1499,1303,196,0.86925
SI,GUADALAJARA,2023-02-02,1419,1233,186,0.86892
SI,GUADALAJARA,2023-02-03,1371,1186,185,0.86506
SI,GUADALAJARA,2023-02-04,1431,1257,174,0.87841
SI,GUADALAJARA,2023-02-05,1077,962,115,0.89322
SI,GUADALAJARA,2023-02-06,1338,1172,166,0.87593
SI,GUADALAJARA,2023-02-07,1471,1287,184,0.87492
SI,GUADALAJARA,2023-02-08,1489,1320,169,0.8865
SI,GUADALAJARA,2023-02-09,1497,1295,202,0.86506
SI,GUADALAJARA,2023-02-10,1505,1292,213,0.85847
SI,GUADALAJARA,2023-02-11,1470,1277,193,0.86871
SI,GUADALAJARA,2023-02-12,1000,895,105,0.895
SI,GUADALAJARA,2023-02-13,1410,1199,211,0.85035
SI,GUADALAJARA,2023-02-14,1379,1211,168,0.87817
SI,GUADALAJARA,2023-02-15,1361,1165,196,0.85599
SI,GUADALAJARA,2023-02-16,1403,1255,148,0.89451
SI,GUADALAJARA,2023-02-17,1349,1182,167,0.8762
SI,GUADALAJARA,2023-02-18,1428,1272,156,0.89076
SI,GUADALAJARA,2023-02-19,1019,926,93,0.90873
SI,GUADALAJARA,2023-02-20,1243,1096,147,0.88174
SI,GUADALAJARA,2023-02-21,1429,1241,188,0.86844
SI,GUADALAJARA,2023-02-22,1470,1324,146,0.90068
SI,GUADALAJARA,2023-02-23,1367,1217,150,0.89027
SI,GUADALAJARA,2023-02-24,1415,1258,157,0.88905
SI,GUADALAJARA,2023-02-25,1363,1244,119,0.91269
SI,GUADALAJARA,2023-02-26,842,758,84,0.90024
SI,GUADALAJARA,2023-02-27,1389,1262,127,0.90857
SI,GUADALAJARA,2023-02-28,1461,1308,153,0.89528
SI,GUADALAJARA,2023-03-01,1376,1238,138,0.89971
SI,GUADALAJARA,2023-03-02,1529,1358,171,0.88816
SI,GUADALAJARA,2023-03-03,1395,1257,138,0.90108
SI,GUADALAJARA,2023-03-04,1560,1399,161,0.89679
SI,GUADALAJARA,2023-03-05,1041,975,66,0.9366
SI,GUADALAJARA,2023-03-06,1269,1115,154,0.87864
SI,GUADALAJARA,2023-03-07,1468,1308,160,0.89101
SI,GUADALAJARA,2023-03-08,1382,1236,146,0.89436
SI,GUADALAJARA,2023-03-09,1329,1182,147,0.88939
SI,GUADALAJARA,2023-03-10,1273,1138,135,0.89395
SI,GUADALAJARA,2023-03-11,1418,1249,169,0.88082
SI,GUADALAJARA,2023-03-12,921,842,79,0.91422
SI,GUADALAJARA,2023-03-13,1218,1081,137,0.88752
SI,GUADALAJARA,2023-03-14,1277,1166,111,0.91308
SI,GUADALAJARA,2023-03-15,1335,1253,82,0.93858
SI,GUADALAJARA,2023-03-16,1384,1343,41,0.97038
SI,GUADALAJARA,2023-03-17,1378,1342,36,0.97388
SI,GUADALAJARA,2023-03-18,1430,1382,48,0.96643
SI,GUADALAJARA,2023-03-19,939,920,19,0.97977
SI,GUADALAJARA,2023-03-20,1200,1171,29,0.97583
SI,GUADALAJARA,2023-03-21,1420,1379,41,0.97113
SI,GUADALAJARA,2023-03-22,1438,1392,46,0.96801
SI,GUADALAJARA,2023-03-23,1429,1385,44,0.96921
SI,GUADALAJARA,2023-03-24,1356,1304,52,0.96165
SI,GUADALAJARA,2023-03-25,1470,1409,61,0.9585
SI,GUADALAJARA,2023-03-26,1048,1014,34,0.96756
SI,GUADALAJARA,2023-03-27,1232,1191,41,0.96672
SI,GUADALAJARA,2023-03-28,1281,1231,50,0.96097
SI,GUADALAJARA,2023-03-29,1334,1277,57,0.95727
SI,GUADALAJARA,2023-03-30,1321,1278,43,0.96745
SI,GUADALAJARA,2023-03-31,1289,1231,58,0.955
SI,GUADALAJARA,2023-04-01,1335,1285,50,0.96255
SI,GUADALAJARA,2023-04-02,950,919,31,0.96737
SI,GUADALAJARA,2023-04-03,1455,1398,57,0.96082
SI,GUADALAJARA,2023-04-04,1457,1398,59,0.95951
SI,GUADALAJARA,2023-04-05,1376,1317,59,0.95712
SI,GUADALAJARA,2023-04-06,1423,1355,68,0.95221
SI,GUADALAJARA,2023-04-07,1115,1059,56,0.94978
SI,GUADALAJARA,2023-04-08,997,959,38,0.96189
SI,GUADALAJARA,2023-04-09,736,716,20,0.97283
SI,GUADALAJARA,2023-04-10,1286,1229,57,0.95568
SI,GUADALAJARA,2023-04-11,1381,1312,69,0.95004
SI,GUADALAJARA,2023-04-12,1428,1368,60,0.95798
SI,GUADALAJARA,2023-04-13,1335,1269,66,0.95056
SI,GUADALAJARA,2023-04-14,1335,1275,60,0.95506
SI,GUADALAJARA,2023-04-15,1313,1244,69,0.94745
SI,GUADALAJARA,2023-04-16,905,871,34,0.96243
SI,GUADALAJARA,2023-04-17,1291,1234,57,0.95585
SI,GUADALAJARA,2023-04-18,1350,1283,67,0.95037
SI,GUADALAJARA,2023-04-19,1347,1275,72,0.94655
SI,GUADALAJARA,2023-04-20,1343,1273,70,0.94788
SI,GUADALAJARA,2023-04-21,1335,1275,60,0.95506
SI,GUADALAJARA,2023-04-22,1384,1311,73,0.94725
SI,GUADALAJARA,2023-04-23,1006,977,29,0.97117
SI,GUADALAJARA,2023-04-24,1256,1209,47,0.96258
SI,GUADALAJARA,2023-04-25,1359,1295,64,0.95291
SI,GUADALAJARA,2023-04-26,1400,1338,62,0.95571
SI,GUADALAJARA,2023-04-27,1290,1266,24,0.9814
SI,GUADALAJARA,2023-04-28,1230,1195,35,0.97154
SI,GUADALAJARA,2023-04-29,1180,1148,32,0.97288
SI,GUADALAJARA,2023-04-30,905,880,25,0.97238
SI,GUADALAJARA,2023-05-01,867,844,23,0.97347
SI,GUADALAJARA,2023-05-02,1329,1287,42,0.9684
SI,GUADALAJARA,2023-05-03,1425,1363,62,0.95649
SI,GUADALAJARA,2023-05-04,1450,1385,65,0.95517
SI,GUADALAJARA,2023-05-05,1341,1286,55,0.95899
SI,GUADALAJARA,2023-05-06,1529,1460,69,0.95487
SI,GUADALAJARA,2023-05-07,1065,1042,23,0.9784
SI,GUADALAJARA,2023-05-08,1407,1356,51,0.96375
SI,GUADALAJARA,2023-05-09,1295,1234,61,0.9529
SI,GUADALAJARA,2023-05-10,1275,1221,54,0.95765
SI,GUADALAJARA,2023-05-11,1343,1273,70,0.94788
SI,GUADALAJARA,2023-05-12,1316,1263,53,0.95973
SI,GUADALAJARA,2023-05-13,1437,1373,64,0.95546
SI,GUADALAJARA,2023-05-14,1017,983,34,0.96657
SI,GUADALAJARA,2023-05-15,1387,1339,48,0.96539
SI,GUADALAJARA,2023-05-16,1354,1280,74,0.94535
SI,GUANAJUATO,2023-01-01,19,19,0,1
SI,GUANAJUATO,2023-01-02,77,77,0,1
SI,GUANAJUATO,2023-01-03,74,72,2,0.97297
SI,GUANAJUATO,2023-01-04,67,67,0,1
SI,GUANAJUATO,2023-01-05,67,67,0,1
SI,GUANAJUATO,2023-01-06,61,61,0,1
SI,GUANAJUATO,2023-01-07,62,61,1,0.98387
SI,GUANAJUATO,2023-01-08,43,38,5,0.88372
SI,GUANAJUATO,2023-01-09,68,65,3,0.95588
SI,GUANAJUATO,2023-01-10,82,82,0,1
SI,GUANAJUATO,2023-01-11,69,69,0,1
SI,GUANAJUATO,2023-01-12,72,72,0,1
SI,GUANAJUATO,2023-01-13,74,74,0,1
SI,GUANAJUATO,2023-01-14,75,75,0,1
SI,GUANAJUATO,2023-01-15,29,29,0,1
SI,GUANAJUATO,2023-01-16,54,54,0,1
SI,GUANAJUATO,2023-01-17,74,74,0,1
SI,GUANAJUATO,2023-01-18,58,58,0,1
SI,GUANAJUATO,2023-01-19,56,56,0,1
SI,GUANAJUATO,2023-01-20,67,67,0,1
SI,GUANAJUATO,2023-01-21,75,75,0,1
SI,GUANAJUATO,2023-01-22,50,50,0,1
SI,GUANAJUATO,2023-01-23,69,69,0,1
SI,GUANAJUATO,2023-01-24,78,76,2,0.97436
SI,GUANAJUATO,2023-01-25,74,74,0,1
SI,GUANAJUATO,2023-01-26,73,73,0,1
SI,GUANAJUATO,2023-01-27,81,80,1,0.98765
SI,GUANAJUATO,2023-01-28,73,73,0,1
SI,GUANAJUATO,2023-01-29,69,69,0,1
SI,GUANAJUATO,2023-01-30,76,75,1,0.98684
SI,GUANAJUATO,2023-01-31,76,71,5,0.93421
SI,GUANAJUATO,2023-02-01,70,70,0,1
SI,GUANAJUATO,2023-02-02,76,73,3,0.96053
SI,GUANAJUATO,2023-02-03,80,80,0,1
SI,GUANAJUATO,2023-02-04,83,83,0,1
SI,GUANAJUATO,2023-02-05,51,50,1,0.98039
SI,GUANAJUATO,2023-02-06,79,78,1,0.98734
SI,GUANAJUATO,2023-02-07,72,71,1,0.98611
SI,GUANAJUATO,2023-02-08,73,73,0,1
SI,GUANAJUATO,2023-02-09,69,69,0,1
SI,GUANAJUATO,2023-02-10,85,83,2,0.97647
SI,GUANAJUATO,2023-02-11,83,83,0,1
SI,GUANAJUATO,2023-02-12,43,43,0,1
SI,GUANAJUATO,2023-02-13,66,66,0,1
SI,GUANAJUATO,2023-02-14,65,65,0,1
SI,GUANAJUATO,2023-02-15,62,62,0,1
SI,GUANAJUATO,2023-02-16,68,68,0,1
SI,GUANAJUATO,2023-02-17,71,71,0,1
SI,GUANAJUATO,2023-02-18,72,71,1,0.98611
SI,GUANAJUATO,2023-02-19,45,45,0,1
SI,GUANAJUATO,2023-02-20,69,68,1,0.98551
SI,GUANAJUATO,2023-02-21,79,79,0,1
SI,GUANAJUATO,2023-02-22,81,81,0,1
SI,GUANAJUATO,2023-02-23,73,73,0,1
SI,GUANAJUATO,2023-02-24,73,73,0,1
SI,GUANAJUATO,2023-02-25,78,78,0,1
SI,GUANAJUATO,2023-02-26,45,45,0,1
SI,GUANAJUATO,2023-02-27,93,92,1,0.98925
SI,GUANAJUATO,2023-02-28,97,97,0,1
SI,GUANAJUATO,2023-03-01,69,69,0,1
SI,GUANAJUATO,2023-03-02,60,59,1,0.98333
SI,GUANAJUATO,2023-03-03,88,87,1,0.98864
SI,GUANAJUATO,2023-03-04,81,81,0,1
SI,GUANAJUATO,2023-03-05,43,42,1,0.97674
SI,GUANAJUATO,2023-03-06,59,58,1,0.98305
SI,GUANAJUATO,2023-03-07,57,55,2,0.96491
SI,GUANAJUATO,2023-03-08,77,76,1,0.98701
SI,GUANAJUATO,2023-03-09,74,74,0,1
SI,GUANAJUATO,2023-03-10,74,73,1,0.98649
SI,GUANAJUATO,2023-03-11,81,80,1,0.98765
SI,GUANAJUATO,2023-03-12,35,35,0,1
SI,GUANAJUATO,2023-03-13,82,81,1,0.9878
SI,GUANAJUATO,2023-03-14,67,67,0,1
SI,GUANAJUATO,2023-03-15,71,71,0,1
SI,GUANAJUATO,2023-03-16,55,55,0,1
SI,GUANAJUATO,2023-03-17,79,79,0,1
SI,GUANAJUATO,2023-03-18,86,86,0,1
SI,GUANAJUATO,2023-03-19,47,46,1,0.97872
SI,GUANAJUATO,2023-03-20,82,81,1,0.9878
SI,GUANAJUATO,2023-03-21,78,78,0,1
SI,GUANAJUATO,2023-03-22,70,70,0,1
SI,GUANAJUATO,2023-03-23,68,68,0,1
SI,GUANAJUATO,2023-03-24,71,71,0,1
SI,GUANAJUATO,2023-03-25,68,68,0,1
SI,GUANAJUATO,2023-03-26,46,46,0,1
SI,GUANAJUATO,2023-03-27,71,71,0,1
SI,GUANAJUATO,2023-03-28,71,70,1,0.98592
SI,GUANAJUATO,2023-03-29,77,77,0,1
SI,GUANAJUATO,2023-03-30,64,64,0,1
SI,GUANAJUATO,2023-03-31,75,75,0,1
SI,GUANAJUATO,2023-04-01,56,54,2,0.96429
SI,GUANAJUATO,2023-04-02,42,42,0,1
SI,GUANAJUATO,2023-04-03,88,86,2,0.97727
SI,GUANAJUATO,2023-04-04,82,82,0,1
SI,GUANAJUATO,2023-04-05,88,87,1,0.98864
SI,GUANAJUATO,2023-04-06,70,70,0,1
SI,GUANAJUATO,2023-04-07,53,52,1,0.98113
SI,GUANAJUATO,2023-04-08,55,55,0,1
SI,GUANAJUATO,2023-04-09,39,38,1,0.97436
SI,GUANAJUATO,2023-04-10,62,62,0,1
SI,GUANAJUATO,2023-04-11,89,89,0,1
SI,GUANAJUATO,2023-04-12,79,79,0,1
SI,GUANAJUATO,2023-04-13,70,69,1,0.98571
SI,GUANAJUATO,2023-04-14,68,68,0,1
SI,GUANAJUATO,2023-04-15,75,75,0,1
SI,GUANAJUATO,2023-04-16,51,51,0,1
SI,GUANAJUATO,2023-04-17,83,80,3,0.96386
SI,GUANAJUATO,2023-04-18,72,71,1,0.98611
SI,GUANAJUATO,2023-04-19,104,102,2,0.98077
SI,GUANAJUATO,2023-04-20,67,66,1,0.98507
SI,GUANAJUATO,2023-04-21,83,83,0,1
SI,GUANAJUATO,2023-04-22,59,58,1,0.98305
SI,GUANAJUATO,2023-04-23,42,39,3,0.92857
SI,GUANAJUATO,2023-04-24,60,60,0,1
SI,GUANAJUATO,2023-04-25,67,67,0,1
SI,GUANAJUATO,2023-04-26,66,66,0,1
SI,GUANAJUATO,2023-04-27,86,86,0,1
SI,GUANAJUATO,2023-04-28,77,76,1,0.98701
SI,GUANAJUATO,2023-04-29,78,77,1,0.98718
SI,GUANAJUATO,2023-04-30,68,65,3,0.95588
SI,GUANAJUATO,2023-05-01,60,60,0,1
SI,GUANAJUATO,2023-05-02,67,67,0,1
SI,GUANAJUATO,2023-05-03,60,60,0,1
SI,GUANAJUATO,2023-05-04,76,76,0,1
SI,GUANAJUATO,2023-05-05,69,68,1,0.98551
SI,GUANAJUATO,2023-05-06,69,69,0,1
SI,GUANAJUATO,2023-05-07,51,51,0,1
SI,GUANAJUATO,2023-05-08,78,76,2,0.97436
SI,GUANAJUATO,2023-05-09,77,75,2,0.97403
SI,GUANAJUATO,2023-05-10,66,63,3,0.95455
SI,GUANAJUATO,2023-05-11,76,74,2,0.97368
SI,GUANAJUATO,2023-05-12,57,56,1,0.98246
SI,GUANAJUATO,2023-05-13,65,65,0,1
SI,GUANAJUATO,2023-05-14,46,45,1,0.97826
SI,GUANAJUATO,2023-05-15,73,73,0,1
SI,GUANAJUATO,2023-05-16,72,70,2,0.97222
SI,HERMOSILLO,2023-01-01,20,17,3,0.85
SI,HERMOSILLO,2023-01-02,74,64,10,0.86486
SI,HERMOSILLO,2023-01-03,69,61,8,0.88406
SI,HERMOSILLO,2023-01-04,95,84,11,0.88421
SI,HERMOSILLO,2023-01-05,103,87,16,0.84466
SI,HERMOSILLO,2023-01-06,95,83,12,0.87368
SI,HERMOSILLO,2023-01-07,84,81,3,0.96429
SI,HERMOSILLO,2023-01-08,86,80,6,0.93023
SI,HERMOSILLO,2023-01-09,83,73,10,0.87952
SI,HERMOSILLO,2023-01-10,87,74,13,0.85057
SI,HERMOSILLO,2023-01-11,68,61,7,0.89706
SI,HERMOSILLO,2023-01-12,94,80,14,0.85106
SI,HERMOSILLO,2023-01-13,79,61,18,0.77215
SI,HERMOSILLO,2023-01-14,77,60,17,0.77922
SI,HERMOSILLO,2023-01-15,62,37,25,0.59677
SI,HERMOSILLO,2023-01-16,99,66,33,0.66667
SI,HERMOSILLO,2023-01-17,74,65,9,0.87838
SI,HERMOSILLO,2023-01-18,73,54,19,0.73973
SI,HERMOSILLO,2023-01-19,76,58,18,0.76316
SI,HERMOSILLO,2023-01-20,55,39,16,0.70909
SI,HERMOSILLO,2023-01-21,68,54,14,0.79412
SI,HERMOSILLO,2023-01-22,69,46,23,0.66667
SI,HERMOSILLO,2023-01-23,80,61,19,0.7625
SI,HERMOSILLO,2023-01-24,77,61,16,0.79221
SI,HERMOSILLO,2023-01-25,86,73,13,0.84884
SI,HERMOSILLO,2023-01-26,86,71,15,0.82558
SI,HERMOSILLO,2023-01-27,90,73,17,0.81111
SI,HERMOSILLO,2023-01-28,102,86,16,0.84314
SI,HERMOSILLO,2023-01-29,89,76,13,0.85393
SI,HERMOSILLO,2023-01-30,118,100,18,0.84746
SI,HERMOSILLO,2023-01-31,120,105,15,0.875
SI,HERMOSILLO,2023-02-01,124,109,15,0.87903
SI,HERMOSILLO,2023-02-02,100,79,21,0.79
SI,HERMOSILLO,2023-02-03,114,88,26,0.77193
SI,HERMOSILLO,2023-02-04,101,91,10,0.90099
SI,HERMOSILLO,2023-02-05,73,65,8,0.89041
SI,HERMOSILLO,2023-02-06,102,86,16,0.84314
SI,HERMOSILLO,2023-02-07,115,97,18,0.84348
SI,HERMOSILLO,2023-02-08,90,79,11,0.87778
SI,HERMOSILLO,2023-02-09,100,85,15,0.85
SI,HERMOSILLO,2023-02-10,114,97,17,0.85088
SI,HERMOSILLO,2023-02-11,119,107,12,0.89916
SI,HERMOSILLO,2023-02-12,65,57,8,0.87692
SI,HERMOSILLO,2023-02-13,69,59,10,0.85507
SI,HERMOSILLO,2023-02-14,100,83,17,0.83
SI,HERMOSILLO,2023-02-15,93,79,14,0.84946
SI,HERMOSILLO,2023-02-16,95,84,11,0.88421
SI,HERMOSILLO,2023-02-17,96,77,19,0.80208
SI,HERMOSILLO,2023-02-18,100,74,26,0.74
SI,HERMOSILLO,2023-02-19,57,48,9,0.84211
SI,HERMOSILLO,2023-02-20,94,81,13,0.8617
SI,HERMOSILLO,2023-02-21,73,53,20,0.72603
SI,HERMOSILLO,2023-02-22,112,96,16,0.85714
SI,HERMOSILLO,2023-02-23,122,97,25,0.79508
SI,HERMOSILLO,2023-02-24,92,74,18,0.80435
SI,HERMOSILLO,2023-02-25,103,82,21,0.79612
SI,HERMOSILLO,2023-02-26,55,42,13,0.76364
SI,HERMOSILLO,2023-02-27,88,77,11,0.875
SI,HERMOSILLO,2023-02-28,103,81,22,0.78641
SI,HERMOSILLO,2023-03-01,94,79,15,0.84043
SI,HERMOSILLO,2023-03-02,103,86,17,0.83495
SI,HERMOSILLO,2023-03-03,102,92,10,0.90196
SI,HERMOSILLO,2023-03-04,101,87,14,0.86139
SI,HERMOSILLO,2023-03-05,83,72,11,0.86747
SI,HERMOSILLO,2023-03-06,91,73,18,0.8022
SI,HERMOSILLO,2023-03-07,93,75,18,0.80645
SI,HERMOSILLO,2023-03-08,98,81,17,0.82653
SI,HERMOSILLO,2023-03-09,110,98,12,0.89091
SI,HERMOSILLO,2023-03-10,103,84,19,0.81553
SI,HERMOSILLO,2023-03-11,107,94,13,0.8785
SI,HERMOSILLO,2023-03-12,82,66,16,0.80488
SI,HERMOSILLO,2023-03-13,103,87,16,0.84466
SI,HERMOSILLO,2023-03-14,109,96,13,0.88073
SI,HERMOSILLO,2023-03-15,100,94,6,0.94
SI,HERMOSILLO,2023-03-16,94,78,16,0.82979
SI,HERMOSILLO,2023-03-17,91,78,13,0.85714
SI,HERMOSILLO,2023-03-18,102,86,16,0.84314
SI,HERMOSILLO,2023-03-19,88,78,10,0.88636
SI,HERMOSILLO,2023-03-20,75,68,7,0.90667
SI,HERMOSILLO,2023-03-21,103,93,10,0.90291
SI,HERMOSILLO,2023-03-22,111,106,5,0.95495
SI,HERMOSILLO,2023-03-23,111,98,13,0.88288
SI,HERMOSILLO,2023-03-24,113,106,7,0.93805
SI,HERMOSILLO,2023-03-25,116,105,11,0.90517
SI,HERMOSILLO,2023-03-26,82,66,16,0.80488
SI,HERMOSILLO,2023-03-27,84,69,15,0.82143
SI,HERMOSILLO,2023-03-28,80,71,9,0.8875
SI,HERMOSILLO,2023-03-29,84,69,15,0.82143
SI,HERMOSILLO,2023-03-30,95,74,21,0.77895
SI,HERMOSILLO,2023-03-31,85,66,19,0.77647
SI,HERMOSILLO,2023-04-01,97,78,19,0.80412
SI,HERMOSILLO,2023-04-02,104,83,21,0.79808
SI,HERMOSILLO,2023-04-03,95,78,17,0.82105
SI,HERMOSILLO,2023-04-04,96,80,16,0.83333
SI,HERMOSILLO,2023-04-05,88,73,15,0.82955
SI,HERMOSILLO,2023-04-06,90,67,23,0.74444
SI,HERMOSILLO,2023-04-07,47,27,20,0.57447
SI,HERMOSILLO,2023-04-08,58,33,25,0.56897
SI,HERMOSILLO,2023-04-09,42,25,17,0.59524
SI,HERMOSILLO,2023-04-10,94,83,11,0.88298
SI,HERMOSILLO,2023-04-11,106,93,13,0.87736
SI,HERMOSILLO,2023-04-12,83,67,16,0.80723
SI,HERMOSILLO,2023-04-13,106,88,18,0.83019
SI,HERMOSILLO,2023-04-14,101,93,8,0.92079
SI,HERMOSILLO,2023-04-15,85,73,12,0.85882
SI,HERMOSILLO,2023-04-16,81,68,13,0.83951
SI,HERMOSILLO,2023-04-17,99,82,17,0.82828
SI,HERMOSILLO,2023-04-18,98,90,8,0.91837
SI,HERMOSILLO,2023-04-19,100,94,6,0.94
SI,HERMOSILLO,2023-04-20,111,101,10,0.90991
SI,HERMOSILLO,2023-04-21,101,95,6,0.94059
SI,HERMOSILLO,2023-04-22,83,66,17,0.79518
SI,HERMOSILLO,2023-04-23,47,34,13,0.7234
SI,HERMOSILLO,2023-04-24,81,74,7,0.91358
SI,HERMOSILLO,2023-04-25,97,89,8,0.91753
SI,HERMOSILLO,2023-04-26,100,81,19,0.81
SI,HERMOSILLO,2023-04-27,82,72,10,0.87805
SI,HERMOSILLO,2023-04-28,87,71,16,0.81609
SI,HERMOSILLO,2023-04-29,80,73,7,0.9125
SI,HERMOSILLO,2023-04-30,54,46,8,0.85185
SI,HERMOSILLO,2023-05-01,46,37,9,0.80435
SI,HERMOSILLO,2023-05-02,111,99,12,0.89189
SI,HERMOSILLO,2023-05-03,104,96,8,0.92308
SI,HERMOSILLO,2023-05-04,93,82,11,0.88172
SI,HERMOSILLO,2023-05-05,126,106,20,0.84127
SI,HERMOSILLO,2023-05-06,110,98,12,0.89091
SI,HERMOSILLO,2023-05-07,84,74,10,0.88095
SI,HERMOSILLO,2023-05-08,87,79,8,0.90805
SI,HERMOSILLO,2023-05-09,100,86,14,0.86
SI,HERMOSILLO,2023-05-10,79,73,6,0.92405
SI,HERMOSILLO,2023-05-11,72,67,5,0.93056
SI,HERMOSILLO,2023-05-12,95,87,8,0.91579
SI,HERMOSILLO,2023-05-13,91,82,9,0.9011
SI,HERMOSILLO,2023-05-14,81,75,6,0.92593
SI,HERMOSILLO,2023-05-15,90,82,8,0.91111
SI,HERMOSILLO,2023-05-16,79,70,9,0.88608
SI,IRAPUATO,2023-01-01,8,5,3,0.625
SI,IRAPUATO,2023-01-02,127,116,11,0.91339
SI,IRAPUATO,2023-01-03,122,112,10,0.91803
SI,IRAPUATO,2023-01-04,102,90,12,0.88235
SI,IRAPUATO,2023-01-05,102,95,7,0.93137
SI,IRAPUATO,2023-01-06,100,96,4,0.96
SI,IRAPUATO,2023-01-07,128,123,5,0.96094
SI,IRAPUATO,2023-01-08,72,70,2,0.97222
SI,IRAPUATO,2023-01-09,132,123,9,0.93182
SI,IRAPUATO,2023-01-10,124,118,6,0.95161
SI,IRAPUATO,2023-01-11,96,89,7,0.92708
SI,IRAPUATO,2023-01-12,118,111,7,0.94068
SI,IRAPUATO,2023-01-13,96,95,1,0.98958
SI,IRAPUATO,2023-01-14,99,99,0,1
SI,IRAPUATO,2023-01-15,50,47,3,0.94
SI,IRAPUATO,2023-01-16,82,71,11,0.86585
