DISTRITO,Fecha_Descarga,CDD,Addon,Soportes,Instalaciones,Recolecciones
GDL BARRANCA,2021-11-21,14,23,21,63,46
GDL BARRANCA,2021-11-22,16,22,19,49,43
GDL BARRANCA,2021-11-23,15,16,36,66,47
GDL BARRANCA,2021-11-24,13,20,30,62,69
GDL BARRANCA,2021-11-25,20,27,25,63,80
GDL BARRANCA,2021-11-26,16,23,84,60,91
GDL BARRANCA,2021-11-27,15,29,39,62,85
GDL BARRANCA,2021-11-28,8,29,30,66,99
GDL BARRANCA,2021-11-29,9,26,23,71,102
GDL BARRANCA,2021-11-30,14,37,38,72,105
GDL BARRANCA,2021-12-01,21,37,31,58,118
GDL BARRANCA,2021-12-02,12,35,38,60,111
GDL BARRANCA,2021-12-03,14,45,35,54,94
GDL BARRANCA,2021-12-04,14,40,32,51,73
GDL BARRANCA,2021-12-05,19,47,45,50,71
GDL BARRANCA,2021-12-06,21,52,41,45,81
GDL BARRANCA,2021-12-07,19,57,32,69,46
GDL BARRANCA,2021-12-08,18,58,36,64,50
GDL BARRANCA,2021-12-09,18,61,35,72,53
GDL BARRANCA,2021-12-10,18,52,22,63,55
GDL BARRANCA,2021-12-11,15,40,15,79,58
GDL BARRANCA,2021-12-12,17,50,35,82,66
GDL BARRANCA,2021-12-13,16,45,34,60,72
GDL BARRANCA,2021-12-14,11,44,15,58,61
GDL BARRANCA,2021-12-15,7,78,26,56,55
GDL BARRANCA,2021-12-16,7,86,54,64,56
GDL BARRANCA,2021-12-17,6,85,25,59,58
GDL BARRANCA,2021-12-18,12,78,18,78,54
GDL BARRANCA,2021-12-19,8,65,22,63,59
GDL BARRANCA,2021-12-20,6,60,28,63,70
GDL BARRANCA,2021-12-21,8,63,28,58,69
GDL BARRANCA,2021-12-22,14,67,44,56,80
GDL BARRANCA,2021-12-23,17,44,52,45,70
GDL BARRANCA,2021-12-24,14,37,49,51,62
GDL BARRANCA,2021-12-25,15,33,43,38,62
GDL BARRANCA,2021-12-26,13,35,38,37,63
GDL BARRANCA,2021-12-27,15,44,35,46,56
GDL BARRANCA,2021-12-28,13,40,38,61,45
GDL BARRANCA,2021-12-29,8,36,40,59,35
GDL BARRANCA,2021-12-30,12,29,34,69,42
GDL BARRANCA,2021-12-31,11,30,26,71,42
GDL BARRANCA,2022-01-01,9,18,14,64,45
GDL BARRANCA,2022-01-02,9,19,28,64,57
GDL BARRANCA,2022-01-03,10,24,32,42,64
GDL BARRANCA,2022-01-04,12,23,21,44,65
GDL BARRANCA,2022-01-05,14,32,27,55,50
GDL BARRANCA,2022-01-06,19,20,24,64,53
GDL BARRANCA,2022-01-07,19,29,36,60,72
GDL BARRANCA,2022-01-08,22,31,43,72,61
GDL BARRANCA,2022-01-09,16,36,41,61,45
GDL BARRANCA,2022-01-10,14,39,37,56,57
GDL BARRANCA,2022-01-11,19,33,21,63,44
GDL BARRANCA,2022-01-12,20,41,27,54,43
GDL BARRANCA,2022-01-13,15,25,25,68,50
GDL BARRANCA,2022-01-14,13,28,19,66,54
GDL BARRANCA,2022-01-15,19,28,32,61,71
GDL BARRANCA,2022-01-16,22,42,34,64,52
GDL BARRANCA,2022-01-17,19,54,42,60,52
GDL BARRANCA,2022-01-18,19,60,54,74,46
GDL BARRANCA,2022-01-19,19,70,53,80,39
GDL BARRANCA,2022-01-20,23,66,51,80,34
GDL BARRANCA,2022-01-21,19,63,42,71,38
GDL BARRANCA,2022-01-22,18,61,28,63,42
GDL BARRANCA,2022-01-23,18,51,41,53,55
GDL BARRANCA,2022-01-24,21,52,36,48,56
GDL BARRANCA,2022-01-25,15,47,39,63,42
GDL BARRANCA,2022-01-26,16,31,38,49,44
GDL BARRANCA,2022-01-27,17,26,52,45,38
GDL BARRANCA,2022-01-28,14,30,36,42,33
GDL BARRANCA,2022-01-29,13,26,43,46,31
GDL BARRANCA,2022-01-30,11,35,38,47,40
GDL BARRANCA,2022-01-31,9,36,39,47,34
GDL BARRANCA,2022-02-01,14,33,41,58,34
GDL BARRANCA,2022-02-02,16,16,27,58,26
GDL BARRANCA,2022-02-03,24,19,30,58,31
GDL BARRANCA,2022-02-04,22,20,32,60,32
GDL CHAPULTEPEC,2021-08-16,86,168,234,93,89
GDL CHAPULTEPEC,2021-08-17,82,181,242,106,83
GDL CHAPULTEPEC,2021-08-18,85,194,249,103,78
GDL CHAPULTEPEC,2021-08-19,88,202,249,116,78
GDL CHAPULTEPEC,2021-08-20,88,213,191,115,88
GDL CHAPULTEPEC,2021-08-21,87,203,180,121,82
GDL CHAPULTEPEC,2021-08-22,84,186,132,106,84
GDL CHAPULTEPEC,2021-08-23,75,183,113,84,75
GDL CHAPULTEPEC,2021-08-24,73,176,106,86,78
GDL CHAPULTEPEC,2021-08-25,66,172,126,93,87
GDL CHAPULTEPEC,2021-08-26,67,163,161,104,96
GDL CHAPULTEPEC,2021-08-27,71,165,178,114,104
GDL CHAPULTEPEC,2021-08-28,77,174,136,112,101
GDL CHAPULTEPEC,2021-08-30,73,159,79,75,69
GDL CHAPULTEPEC,2021-08-31,74,173,74,75,68
GDL CHAPULTEPEC,2021-09-01,77,177,101,76,67
GDL CHAPULTEPEC,2021-09-02,78,190,105,79,73
GDL CHAPULTEPEC,2021-09-03,81,179,119,87,89
GDL CHAPULTEPEC,2021-09-04,80,177,153,75,65
GDL CHAPULTEPEC,2021-09-05,83,186,122,55,66
GDL CHAPULTEPEC,2021-09-06,86,192,48,45,60
GDL CHAPULTEPEC,2021-09-07,76,196,111,56,50
GDL CHAPULTEPEC,2021-09-08,62,200,180,52,51
GDL CHAPULTEPEC,2021-09-09,41,218,214,73,57
GDL CHAPULTEPEC,2021-09-10,31,231,278,80,65
GDL CHAPULTEPEC,2021-09-11,29,233,300,80,55
GDL CHAPULTEPEC,2021-09-12,31,236,254,70,40
GDL CHAPULTEPEC,2021-09-13,32,240,211,67,41
GDL CHAPULTEPEC,2021-09-14,36,241,236,71,42
GDL CHAPULTEPEC,2021-09-15,46,244,201,74,57
GDL CHAPULTEPEC,2021-09-16,62,248,212,77,56
GDL CHAPULTEPEC,2021-09-17,67,242,156,78,60
GDL CHAPULTEPEC,2021-09-18,56,236,186,89,68
GDL CHAPULTEPEC,2021-09-19,58,231,135,79,62
GDL CHAPULTEPEC,2021-09-20,53,220,105,65,65
GDL CHAPULTEPEC,2021-09-21,54,222,123,80,56
GDL CHAPULTEPEC,2021-09-22,57,216,142,87,65
GDL CHAPULTEPEC,2021-09-23,59,201,135,95,73
GDL CHAPULTEPEC,2021-09-24,60,202,170,109,69
GDL CHAPULTEPEC,2021-09-25,62,197,161,114,79
GDL CHAPULTEPEC,2021-09-26,55,179,158,102,78
GDL CHAPULTEPEC,2021-09-27,44,173,146,84,80
GDL CHAPULTEPEC,2021-09-28,47,174,136,96,82
GDL CHAPULTEPEC,2021-09-29,44,168,139,96,78
GDL CHAPULTEPEC,2021-09-30,45,168,150,104,84
GDL CHAPULTEPEC,2021-10-01,47,167,200,82,80
GDL CHAPULTEPEC,2021-10-02,62,153,210,84,97
GDL CHAPULTEPEC,2021-10-03,58,140,188,68,88
GDL CHAPULTEPEC,2021-10-04,52,145,175,58,72
GDL CHAPULTEPEC,2021-10-05,66,143,166,68,71
GDL CHAPULTEPEC,2021-10-06,68,150,164,80,66
GDL CHAPULTEPEC,2021-10-07,63,154,173,75,61
GDL CHAPULTEPEC,2021-10-08,63,158,163,63,70
GDL CHAPULTEPEC,2021-10-09,67,136,167,62,81
GDL CHAPULTEPEC,2021-10-10,62,130,136,57,83
GDL CHAPULTEPEC,2021-10-11,43,121,72,52,52
GDL CHAPULTEPEC,2021-10-12,43,129,97,55,37
GDL CHAPULTEPEC,2021-10-13,47,144,104,49,38
GDL CHAPULTEPEC,2021-10-14,51,160,95,51,64
GDL CHAPULTEPEC,2021-10-15,46,191,89,42,53
GDL CHAPULTEPEC,2021-10-16,47,204,103,47,64
GDL CHAPULTEPEC,2021-10-17,43,196,67,39,68
GDL CHAPULTEPEC,2021-10-18,26,158,56,31,74
GDL CHAPULTEPEC,2021-10-19,35,159,54,43,82
GDL CHAPULTEPEC,2021-10-20,32,159,54,45,72
GDL CHAPULTEPEC,2021-10-21,35,161,67,46,77
GDL CHAPULTEPEC,2021-10-22,40,158,61,51,80
GDL CHAPULTEPEC,2021-10-23,33,145,59,59,81
GDL CHAPULTEPEC,2021-10-24,26,118,39,43,78
GDL CHAPULTEPEC,2021-10-25,20,79,34,35,69
GDL CHAPULTEPEC,2021-10-26,24,103,70,41,52
GDL CHAPULTEPEC,2021-10-27,28,111,72,58,54
GDL CHAPULTEPEC,2021-10-28,36,109,108,50,66
GDL CHAPULTEPEC,2021-10-29,38,110,77,43,71
GDL CHAPULTEPEC,2021-10-30,46,112,80,33,75
GDL CHAPULTEPEC,2021-10-31,34,97,52,36,84
GDL CHAPULTEPEC,2021-11-01,16,92,55,30,98
GDL CHAPULTEPEC,2021-11-02,24,99,86,36,93
GDL CHAPULTEPEC,2021-11-03,19,96,60,35,110
GDL CHAPULTEPEC,2021-11-04,21,106,80,40,102
GDL CHAPULTEPEC,2021-11-05,18,115,58,43,80
GDL CHAPULTEPEC,2021-11-06,18,110,61,45,80
GDL CHAPULTEPEC,2021-11-07,12,113,41,41,65
GDL CHAPULTEPEC,2021-11-08,9,87,27,35,34
GDL CHAPULTEPEC,2021-11-09,16,98,59,41,35
GDL CHAPULTEPEC,2021-11-10,18,102,38,42,50
GDL CHAPULTEPEC,2021-11-11,24,93,45,39,38
GDL CHAPULTEPEC,2021-11-12,22,84,49,41,40
GDL CHAPULTEPEC,2021-11-13,21,65,52,42,38
GDL CHAPULTEPEC,2021-11-14,18,62,32,25,33
GDL CHAPULTEPEC,2021-11-15,22,39,24,24,34
GDL CHAPULTEPEC,2021-11-16,14,28,15,47,32
GDL CHAPULTEPEC,2021-11-17,20,53,84,56,40
GDL CHAPULTEPEC,2021-11-18,22,78,128,48,63
GDL CHAPULTEPEC,2021-11-19,31,84,103,41,69
GDL CHAPULTEPEC,2021-11-20,28,78,84,45,68
GDL CHAPULTEPEC,2021-11-21,34,89,40,36,60
GDL CHAPULTEPEC,2021-11-22,23,68,40,32,41
GDL CHAPULTEPEC,2021-11-23,24,75,84,46,27
GDL CHAPULTEPEC,2021-11-24,23,73,96,45,23
GDL CHAPULTEPEC,2021-11-25,31,89,113,55,22
GDL CHAPULTEPEC,2021-11-26,30,99,115,55,21
GDL CHAPULTEPEC,2021-11-27,29,92,87,44,22
GDL CHAPULTEPEC,2021-11-28,26,92,41,39,32
GDL CHAPULTEPEC,2021-11-29,21,70,37,39,18
GDL CHAPULTEPEC,2021-11-30,22,70,69,44,21
GDL CHAPULTEPEC,2021-12-01,22,86,76,41,20
GDL CHAPULTEPEC,2021-12-02,26,94,77,38,32
GDL CHAPULTEPEC,2021-12-03,31,97,86,35,32
GDL CHAPULTEPEC,2021-12-04,34,90,63,41,32
GDL CHAPULTEPEC,2021-12-05,24,86,42,34,28
GDL CHAPULTEPEC,2021-12-06,14,64,23,33,18
GDL CHAPULTEPEC,2021-12-07,14,65,36,37,18
GDL CHAPULTEPEC,2021-12-08,17,71,47,34,27
GDL CHAPULTEPEC,2021-12-09,18,76,43,38,25
GDL CHAPULTEPEC,2021-12-10,26,78,55,27,39
GDL CHAPULTEPEC,2021-12-11,26,76,37,23,28
GDL CHAPULTEPEC,2021-12-12,16,66,33,26,24
GDL CHAPULTEPEC,2021-12-13,12,48,19,26,18
GDL CHAPULTEPEC,2021-12-14,15,53,59,33,18
GDL CHAPULTEPEC,2021-12-15,14,56,97,36,24
GDL CHAPULTEPEC,2021-12-16,14,59,116,42,21
GDL CHAPULTEPEC,2021-12-17,18,67,95,43,25
GDL CHAPULTEPEC,2021-12-18,22,71,62,41,26
GDL CHAPULTEPEC,2021-12-19,24,66,52,29,22
GDL CHAPULTEPEC,2021-12-20,16,45,45,27,22
GDL CHAPULTEPEC,2021-12-21,13,50,53,36,18
GDL CHAPULTEPEC,2021-12-22,10,46,49,25,19
GDL CHAPULTEPEC,2021-12-23,17,46,63,34,22
GDL CHAPULTEPEC,2021-12-24,18,45,35,43,15
GDL CHAPULTEPEC,2021-12-25,21,29,33,29,17
GDL CHAPULTEPEC,2021-12-26,19,26,28,30,18
GDL CHAPULTEPEC,2021-12-27,17,16,19,25,14
GDL CHAPULTEPEC,2021-12-28,16,41,43,40,16
GDL CHAPULTEPEC,2021-12-29,15,40,28,27,8
GDL CHAPULTEPEC,2021-12-30,12,43,25,29,9
GDL CHAPULTEPEC,2021-12-31,13,44,27,31,15
GDL CHAPULTEPEC,2022-01-01,9,25,15,14,10
GDL CHAPULTEPEC,2022-01-02,9,30,13,13,14
GDL CHAPULTEPEC,2022-01-03,7,24,25,17,8
GDL CHAPULTEPEC,2022-01-04,15,36,55,25,6
GDL CHAPULTEPEC,2022-01-05,24,43,53,33,6
GDL CHAPULTEPEC,2022-01-06,27,26,26,44,5
GDL CHAPULTEPEC,2022-01-07,35,20,45,39,11
GDL CHAPULTEPEC,2022-01-08,27,15,69,42,3
GDL CHAPULTEPEC,2022-01-09,22,16,48,24,1
GDL CHAPULTEPEC,2022-01-10,16,13,30,27,2
GDL CHAPULTEPEC,2022-01-11,26,22,47,48,3
GDL CHAPULTEPEC,2022-01-12,34,35,64,48,9
GDL CHAPULTEPEC,2022-01-13,40,39,43,38,12
GDL CHAPULTEPEC,2022-01-14,45,39,45,51,12
GDL CHAPULTEPEC,2022-01-15,39,39,63,37,11
GDL CHAPULTEPEC,2022-01-16,32,20,34,40,3
GDL CHAPULTEPEC,2022-01-17,26,14,25,34,7
GDL CHAPULTEPEC,2022-01-18,28,12,28,32,4
GDL CHAPULTEPEC,2022-01-19,24,16,48,45,6
GDL CHAPULTEPEC,2022-01-20,25,29,59,37,3
GDL CHAPULTEPEC,2022-01-21,32,42,34,40,6
GDL CHAPULTEPEC,2022-01-22,31,44,38,40,3
GDL CHAPULTEPEC,2022-01-23,25,29,18,37,7
GDL CHAPULTEPEC,2022-01-24,21,21,12,29,5
GDL CHAPULTEPEC,2022-01-25,29,23,42,44,1
GDL CHAPULTEPEC,2022-01-26,37,27,45,37,15
GDL CHAPULTEPEC,2022-01-27,39,22,34,34,11
GDL CHAPULTEPEC,2022-01-28,29,18,34,30,2
GDL CHAPULTEPEC,2022-01-29,27,21,42,32,1
GDL CHAPULTEPEC,2022-01-30,17,10,25,34,1
GDL CHAPULTEPEC,2022-01-31,17,11,21,27,5
GDL CHAPULTEPEC,2022-02-01,20,17,58,40,11
GDL CHAPULTEPEC,2022-02-02,34,28,49,33,12
GDL CHAPULTEPEC,2022-02-03,34,31,43,27,17
GDL CHAPULTEPEC,2022-02-04,30,27,21,23,17
GDL COLOMOS,2021-08-16,73,204,131,105,165
GDL COLOMOS,2021-08-17,86,206,104,130,175
GDL COLOMOS,2021-08-18,93,211,148,140,188
GDL COLOMOS,2021-08-19,94,209,174,169,205
GDL COLOMOS,2021-08-20,98,209,156,177,220
GDL COLOMOS,2021-08-21,102,223,135,182,227
GDL COLOMOS,2021-08-22,102,226,124,169,235
GDL COLOMOS,2021-08-23,104,221,136,113,235
GDL COLOMOS,2021-08-24,108,223,123,135,238
GDL COLOMOS,2021-08-25,110,245,146,146,256
GDL COLOMOS,2021-08-26,109,262,154,151,273
GDL COLOMOS,2021-08-27,113,256,159,165,301
GDL COLOMOS,2021-08-28,120,265,186,141,330
GDL COLOMOS,2021-08-30,122,272,128,91,346
GDL COLOMOS,2021-08-31,134,273,138,105,324
GDL COLOMOS,2021-09-01,139,281,178,108,329
GDL COLOMOS,2021-09-02,138,288,143,144,336
GDL COLOMOS,2021-09-03,146,288,152,155,353
GDL COLOMOS,2021-09-04,145,319,151,152,371
GDL COLOMOS,2021-09-05,146,335,147,101,381
GDL COLOMOS,2021-09-06,142,341,106,64,393
GDL COLOMOS,2021-09-07,147,369,98,87,406
GDL COLOMOS,2021-09-08,150,385,115,74,413
GDL COLOMOS,2021-09-09,131,390,121,84,417
GDL COLOMOS,2021-09-10,117,408,153,96,426
GDL COLOMOS,2021-09-11,109,413,181,96,443
GDL COLOMOS,2021-09-12,106,422,197,73,463
GDL COLOMOS,2021-09-13,97,412,124,54,479
GDL COLOMOS,2021-09-14,97,426,247,77,490
GDL COLOMOS,2021-09-15,101,421,138,71,514
GDL COLOMOS,2021-09-16,101,427,128,69,535
GDL COLOMOS,2021-09-17,101,426,132,62,552
GDL COLOMOS,2021-09-18,109,422,163,82,570
GDL COLOMOS,2021-09-19,106,408,164,89,569
GDL COLOMOS,2021-09-20,112,401,130,81,575
GDL COLOMOS,2021-09-21,130,412,164,116,580
GDL COLOMOS,2021-09-22,127,422,174,130,569
GDL COLOMOS,2021-09-23,127,437,157,163,578
GDL COLOMOS,2021-09-24,133,423,146,173,584
GDL COLOMOS,2021-09-25,132,422,108,166,575
GDL COLOMOS,2021-09-26,140,413,105,140,572
GDL COLOMOS,2021-09-27,132,399,77,107,570
GDL COLOMOS,2021-09-28,146,394,88,139,550
GDL COLOMOS,2021-09-29,140,399,91,154,542
GDL COLOMOS,2021-09-30,134,407,92,158,544
GDL COLOMOS,2021-10-01,128,411,126,143,527
GDL COLOMOS,2021-10-02,121,410,157,169,538
GDL COLOMOS,2021-10-03,121,417,187,146,548
GDL COLOMOS,2021-10-04,125,411,133,129,556
GDL COLOMOS,2021-10-05,126,424,144,129,565
GDL COLOMOS,2021-10-06,125,422,175,122,571
GDL COLOMOS,2021-10-07,133,389,166,135,581
GDL COLOMOS,2021-10-08,133,356,259,144,595
GDL COLOMOS,2021-10-09,127,325,173,164,595
GDL COLOMOS,2021-10-10,112,302,145,144,597
GDL COLOMOS,2021-10-11,103,281,127,128,605
GDL COLOMOS,2021-10-12,103,268,155,138,616
GDL COLOMOS,2021-10-13,104,256,141,131,634
GDL COLOMOS,2021-10-14,104,240,103,134,651
GDL COLOMOS,2021-10-15,109,251,98,122,666
GDL COLOMOS,2021-10-16,110,246,101,117,672
GDL COLOMOS,2021-10-17,95,235,74,81,668
GDL COLOMOS,2021-10-18,69,207,184,80,671
GDL COLOMOS,2021-10-19,77,202,116,89,679
GDL COLOMOS,2021-10-20,81,160,90,90,696
GDL COLOMOS,2021-10-21,73,156,68,109,710
GDL COLOMOS,2021-10-22,67,111,58,121,719
GDL COLOMOS,2021-10-23,59,85,62,102,730
GDL COLOMOS,2021-10-24,54,57,41,85,756
GDL COLOMOS,2021-10-25,40,60,43,62,725
GDL COLOMOS,2021-10-26,42,49,55,70,719
GDL COLOMOS,2021-10-27,47,49,68,100,735
GDL COLOMOS,2021-10-28,43,46,61,80,740
GDL COLOMOS,2021-10-29,46,42,66,89,725
GDL COLOMOS,2021-10-30,53,35,60,78,708
GDL COLOMOS,2021-10-31,41,23,32,77,714
GDL COLOMOS,2021-11-01,37,21,20,53,703
GDL COLOMOS,2021-11-02,35,19,38,67,692
GDL COLOMOS,2021-11-03,26,28,50,68,681
GDL COLOMOS,2021-11-04,23,25,61,78,698
GDL COLOMOS,2021-11-05,31,34,79,92,709
GDL COLOMOS,2021-11-06,31,35,83,101,704
GDL COLOMOS,2021-11-07,32,67,66,91,703
GDL COLOMOS,2021-11-08,21,60,46,84,711
GDL COLOMOS,2021-11-09,28,91,76,83,695
GDL COLOMOS,2021-11-10,35,113,83,89,690
GDL COLOMOS,2021-11-11,35,132,100,83,696
GDL COLOMOS,2021-11-12,46,135,99,89,700
GDL COLOMOS,2021-11-13,51,123,53,90,714
GDL COLOMOS,2021-11-14,44,123,57,88,721
GDL COLOMOS,2021-11-15,38,111,45,94,734
GDL COLOMOS,2021-11-16,32,104,54,128,740
GDL COLOMOS,2021-11-17,42,129,87,138,745
GDL COLOMOS,2021-11-18,53,150,112,122,744
GDL COLOMOS,2021-11-19,51,186,79,109,702
GDL COLOMOS,2021-11-20,41,164,69,110,712
GDL COLOMOS,2021-11-21,36,124,62,123,714
GDL COLOMOS,2021-11-22,34,86,46,129,732
GDL COLOMOS,2021-11-23,36,64,65,162,720
GDL COLOMOS,2021-11-24,31,62,45,155,722
GDL COLOMOS,2021-11-25,38,61,52,154,708
GDL COLOMOS,2021-11-26,41,53,55,152,701
GDL COLOMOS,2021-11-27,40,66,62,154,699
GDL COLOMOS,2021-11-28,29,67,51,181,701
GDL COLOMOS,2021-11-29,31,52,32,191,703
GDL COLOMOS,2021-11-30,37,49,54,224,709
GDL COLOMOS,2021-12-01,49,61,81,235,710
GDL COLOMOS,2021-12-02,59,72,112,215,708
GDL COLOMOS,2021-12-03,72,89,135,183,706
GDL COLOMOS,2021-12-04,72,91,121,148,722
GDL COLOMOS,2021-12-05,66,85,117,128,724
GDL COLOMOS,2021-12-06,55,69,75,89,723
GDL COLOMOS,2021-12-07,58,62,91,84,728
GDL COLOMOS,2021-12-08,49,63,88,82,732
GDL COLOMOS,2021-12-09,50,60,77,72,726
GDL COLOMOS,2021-12-10,49,53,50,81,619
GDL COLOMOS,2021-12-11,40,46,46,76,636
GDL COLOMOS,2021-12-12,30,37,43,59,643
GDL COLOMOS,2021-12-13,21,26,32,48,657
GDL COLOMOS,2021-12-14,22,23,40,67,638
GDL COLOMOS,2021-12-15,25,29,72,77,634
GDL COLOMOS,2021-12-16,40,32,98,96,606
GDL COLOMOS,2021-12-17,46,53,66,101,580
GDL COLOMOS,2021-12-18,48,61,63,90,580
GDL COLOMOS,2021-12-19,36,51,48,69,586
GDL COLOMOS,2021-12-20,31,29,41,60,594
GDL COLOMOS,2021-12-21,29,30,35,70,556
GDL COLOMOS,2021-12-22,20,23,57,60,513
GDL COLOMOS,2021-12-23,23,19,56,62,475
GDL COLOMOS,2021-12-24,26,11,43,76,326
GDL COLOMOS,2021-12-25,21,11,22,36,259
GDL COLOMOS,2021-12-26,25,14,27,36,234
GDL COLOMOS,2021-12-27,24,15,28,40,199
GDL COLOMOS,2021-12-28,32,9,31,55,195
GDL COLOMOS,2021-12-29,24,14,28,74,142
GDL COLOMOS,2021-12-30,25,13,23,66,128
GDL COLOMOS,2021-12-31,19,14,32,60,118
GDL COLOMOS,2022-01-01,18,12,33,48,84
GDL COLOMOS,2022-01-02,20,13,33,43,95
GDL COLOMOS,2022-01-03,15,11,41,49,68
GDL COLOMOS,2022-01-04,26,17,34,65,82
GDL COLOMOS,2022-01-05,30,24,36,79,68
GDL COLOMOS,2022-01-06,34,24,32,83,59
GDL COLOMOS,2022-01-07,38,24,24,84,75
GDL COLOMOS,2022-01-08,40,16,32,91,81
GDL COLOMOS,2022-01-09,33,17,36,66,77
GDL COLOMOS,2022-01-10,28,15,39,69,68
GDL COLOMOS,2022-01-11,31,15,38,79,67
GDL COLOMOS,2022-01-12,30,29,63,70,81
GDL COLOMOS,2022-01-13,39,49,164,106,95
GDL COLOMOS,2022-01-14,48,72,102,116,104
GDL COLOMOS,2022-01-15,60,92,113,162,117
GDL COLOMOS,2022-01-16,61,88,119,135,120
GDL COLOMOS,2022-01-17,63,75,95,95,132
GDL COLOMOS,2022-01-18,65,95,131,109,146
GDL COLOMOS,2022-01-19,64,102,163,113,151
GDL COLOMOS,2022-01-20,63,113,188,131,164
GDL COLOMOS,2022-01-21,62,127,196,131,180
GDL COLOMOS,2022-01-22,74,122,170,142,179
GDL COLOMOS,2022-01-23,78,123,172,116,175
GDL COLOMOS,2022-01-24,74,113,101,126,174
GDL COLOMOS,2022-01-25,78,128,108,167,187
GDL COLOMOS,2022-01-26,84,112,128,174,185
GDL COLOMOS,2022-01-27,85,106,132,180,179
GDL COLOMOS,2022-01-28,89,106,144,169,171
GDL COLOMOS,2022-01-29,92,95,124,176,170
GDL COLOMOS,2022-01-30,92,88,98,153,169
GDL COLOMOS,2022-01-31,89,82,74,131,161
GDL COLOMOS,2022-02-01,86,84,99,126,156
GDL COLOMOS,2022-02-02,84,84,77,127,153
GDL COLOMOS,2022-02-03,80,79,73,123,152
GDL COLOMOS,2022-02-04,76,83,68,127,152
GDL EL TAPATIO,2021-08-16,24,15,50,173,205
GDL EL TAPATIO,2021-08-17,25,20,44,180,206
GDL EL TAPATIO,2021-08-18,27,17,50,175,213
GDL EL TAPATIO,2021-08-19,28,18,46,194,220
GDL EL TAPATIO,2021-08-20,23,24,58,188,216
GDL EL TAPATIO,2021-08-21,24,24,68,174,219
GDL EL TAPATIO,2021-08-22,25,22,52,173,222
GDL EL TAPATIO,2021-08-23,24,24,50,180,225
GDL EL TAPATIO,2021-08-24,27,24,48,179,229
GDL EL TAPATIO,2021-08-25,29,31,41,169,238
GDL EL TAPATIO,2021-08-26,30,31,60,178,241
GDL EL TAPATIO,2021-08-27,37,34,65,165,240
GDL EL TAPATIO,2021-08-28,35,33,66,162,244
GDL EL TAPATIO,2021-08-30,38,31,62,134,236
GDL EL TAPATIO,2021-08-31,41,37,63,124,234
GDL EL TAPATIO,2021-09-01,39,38,65,123,235
GDL EL TAPATIO,2021-09-02,41,37,61,134,235
GDL EL TAPATIO,2021-09-03,43,36,75,145,239
GDL EL TAPATIO,2021-09-04,40,36,75,156,241
GDL EL TAPATIO,2021-09-05,44,41,91,132,248
GDL EL TAPATIO,2021-09-06,42,41,92,84,242
GDL EL TAPATIO,2021-09-07,40,39,101,110,244
GDL EL TAPATIO,2021-09-08,38,35,102,96,249
GDL EL TAPATIO,2021-09-09,36,37,107,99,249
GDL EL TAPATIO,2021-09-10,37,37,92,95,246
GDL EL TAPATIO,2021-09-11,38,40,83,95,250
GDL EL TAPATIO,2021-09-12,37,41,78,96,248
GDL EL TAPATIO,2021-09-13,35,33,69,91,251
GDL EL TAPATIO,2021-09-14,32,30,65,84,254
GDL EL TAPATIO,2021-09-15,25,32,67,85,256
GDL EL TAPATIO,2021-09-16,27,37,62,98,259
GDL EL TAPATIO,2021-09-17,25,34,33,95,263
GDL EL TAPATIO,2021-09-18,23,38,39,93,267
GDL EL TAPATIO,2021-09-19,23,40,41,89,262
GDL EL TAPATIO,2021-09-20,21,38,29,66,265
GDL EL TAPATIO,2021-09-21,25,40,33,88,264
GDL EL TAPATIO,2021-09-22,22,35,46,86,271
GDL EL TAPATIO,2021-09-23,27,41,46,86,261
GDL EL TAPATIO,2021-09-24,26,38,46,114,263
GDL EL TAPATIO,2021-09-25,25,40,61,123,266
GDL EL TAPATIO,2021-09-26,28,39,50,113,266
GDL EL TAPATIO,2021-09-27,27,37,43,94,268
GDL EL TAPATIO,2021-09-28,28,38,32,116,275
GDL EL TAPATIO,2021-09-29,30,39,32,130,274
GDL EL TAPATIO,2021-09-30,32,36,47,107,277
GDL EL TAPATIO,2021-10-01,29,39,49,98,281
GDL EL TAPATIO,2021-10-02,28,43,51,97,286
GDL EL TAPATIO,2021-10-03,34,42,45,101,287
GDL EL TAPATIO,2021-10-04,29,42,35,80,290
GDL EL TAPATIO,2021-10-05,31,43,37,91,294
GDL EL TAPATIO,2021-10-06,29,40,42,107,305
GDL EL TAPATIO,2021-10-07,25,38,41,101,311
GDL EL TAPATIO,2021-10-08,27,30,35,111,318
GDL EL TAPATIO,2021-10-09,27,32,37,106,329
GDL EL TAPATIO,2021-10-10,25,30,27,92,332
GDL EL TAPATIO,2021-10-11,24,34,18,82,336
GDL EL TAPATIO,2021-10-12,19,34,26,78,342
GDL EL TAPATIO,2021-10-13,16,30,39,81,348
GDL EL TAPATIO,2021-10-14,14,23,26,69,353
GDL EL TAPATIO,2021-10-15,13,33,33,76,359
GDL EL TAPATIO,2021-10-16,17,38,27,73,365
GDL EL TAPATIO,2021-10-17,18,37,29,71,378
GDL EL TAPATIO,2021-10-18,14,31,22,52,378
GDL EL TAPATIO,2021-10-19,14,34,30,71,383
GDL EL TAPATIO,2021-10-20,14,32,41,66,393
GDL EL TAPATIO,2021-10-21,13,35,60,75,402
